ID,Expression
MAR04379,133.78144681
MAR04358,73.27166656
MAR04363_f,138.55300129
MAR04368_f,144.13329376
MAR04391_f,45.66134983
MAR04394,251.30725903
MAR04365_r,175.09178599
MAR04373_r,82.55597928
MAR04375_r,164.69141478
MAR04381_r,47.61849588
temporary_exchange_MAM01965c,-1.0
temporary_exchange_MAM02552c,-1.0
temporary_exchange_MAM01285c,-1.0
temporary_exchange_MAM02751c,-1.0
temporary_exchange_MAM02819c,-1.0
temporary_exchange_MAM02039c,-1.0
temporary_exchange_MAM01371c,-1.0
temporary_exchange_MAM02553c,-1.0
temporary_exchange_MAM02040c,-1.0
