ID,Expression
MAR04388_f,237.04112
MAR04379,133.78144681
MAR04358,73.27166656
MAR04363_f,138.55300129
MAR04368_f,144.13329376
MAR04391_f,45.66134983
MAR04394,251.30725903
MAR06412,23.85777223
MAR03829_f,85.66153335999999
MAR00710_f,45.69369935
MAR04139_f,109.51930558
MAR04145,47.84494254
MAR04152_f,124.93385266
MAR04209,118.8036183
MAR04410_f,51.48426373
MAR04454_f,44.12474754
MAR06413,118.8036183
MAR06414_f,64.00352861
MAR06914,32.55979355
MAR06916,0.1
MAR06918,33.10973541
MAR06921,25.08705405
MAR08709_f,339.4920551
MAR08746,70.11758821000001
MAR03825,100.52613858
MAR04898_f,0.1
MAR04964,53.9266526
MAR04972_f,53.9266526
MAR05043,33.38470636
MAR05411_f,48.15226299
MAR06328_f,104.82862496
MAR07638,224.392457
MAR02189,172.22885334
MAR20069,47.71554446
MAR04365_r,175.09178599
MAR04373_r,82.55597928
MAR04375_r,164.69141478
MAR04381_r,47.61849588
MAR04280_r,72.73789946
MAR03827_r,42.87929097
MAR06409_r,54.31484686
MAR03958_r,45.64517507
MAR04141_r,53.31201171
MAR04652_r,34.6463377
MAR06638_r,339.4920551
MAR04888_r,76.11842448
MAR02188_r,172.22885334
temporary_exchange_MAM01965c,-1.0
temporary_exchange_MAM02630c,-1.0
temporary_exchange_MAM02751c,-1.0
temporary_exchange_MAM01285c,-1.0
temporary_exchange_MAM02039c,-1.0
temporary_exchange_MAM01371c,-1.0
temporary_exchange_MAM02040c,-1.0
temporary_exchange_MAM01596c,-1.0
