ID,Expression
MAR04379,174.11589601
MAR04358,49.37995684000001
MAR04363_f,79.18223814000001
MAR04368_f,129.54001593
MAR04391_f,51.97330799
MAR04394,188.35807038
MAR04365_r,157.15282864
MAR04373_r,78.28944512999999
MAR04375_r,144.37738562
MAR04381_r,47.21174521
temporary_exchange_MAM01965c,-1.0
temporary_exchange_MAM02552c,-1.0
temporary_exchange_MAM01285c,-1.0
temporary_exchange_MAM02751c,-1.0
temporary_exchange_MAM02819c,-1.0
temporary_exchange_MAM02039c,-1.0
temporary_exchange_MAM01371c,-1.0
temporary_exchange_MAM02553c,-1.0
temporary_exchange_MAM02040c,-1.0
