Task,Sample,Expression
001,Sample001,52.16360368
001,Sample002,54.60797034
001,Sample003,53.88062399
001,Sample004,51.93626484
001,Sample005,50.97119935
001,Sample006,53.2804753
001,Sample007,28.73943248
