,sample_1,sample_2
ENSG00000121410,0.0,0.0
ENSG00000128274,2.0,2.0
ENSG00000118017,2.1559941533003713,2.1179097005525254
ENSG00000094914,1.0,1.0
ENSG00000081760,2.0,2.0
ENSG00000114771,1.7449561896766956,1.7625352409464792
ENSG00000109576,9.0,9.0
ENSG00000129673,1.0,1.0
ENSG00000157426,0.7090467692892599,0.3983590140822275
ENSG00000149313,1.0,1.0
ENSG00000008311,2.1151986836772414,2.16519463951287
ENSG00000183044,4.270269173022191,4.170341049261774
ENSG00000165029,73.82306087707497,77.16001738954084
ENSG00000167972,1.0,1.0
ENSG00000198691,1.0,1.0
ENSG00000141338,4.0,4.0
ENSG00000085563,44.11926219456115,45.86474336586643
ENSG00000073734,17.439083512525137,19.725152671578943
ENSG00000005471,10.99786747983792,12.656841764980618
ENSG00000115657,3.776185894035218,3.70697968924398
ENSG00000103222,23.997192484859067,21.745805619140473
ENSG00000121270,8.962315275290438,7.565898906341377
ENSG00000023839,20.32579513558737,17.897308510646877
ENSG00000108846,29.344069372433957,25.718775891008693
ENSG00000125257,15.670740270423071,17.925226679397337
ENSG00000114770,4.803643850703789,4.683181966533308
ENSG00000006071,0.14510774941895085,0.16072837558847522
ENSG00000069431,0.022048524444305873,0.01561977016623752
ENSG00000101986,19.62019328051891,19.59263669028968
ENSG00000173208,5.0,5.0
ENSG00000117528,4.0,4.0
ENSG00000160179,0.26470762741187887,0.27756731378414107
ENSG00000118777,24.78381743836782,27.84848825511598
ENSG00000138075,1.339860866196054,1.2831885824115545
ENSG00000143921,1.339860866196054,1.2831885824115545
ENSG00000100997,5.718540969969884,6.004221125411072
ENSG00000011198,0.5753242188510822,0.6544007079074444
ENSG00000163686,1.8103676210311495,2.0125173057774455
ENSG00000166016,0.2936417838149865,0.24184211469929737
ENSG00000060971,129.17250254765386,129.20006794037053
ENSG00000167315,66.72813668182009,66.14355041443781
ENSG00000278540,2.0,2.0
ENSG00000076555,2.0,2.0
ENSG00000111271,0.28120844301052583,0.22278297568993913
ENSG00000240303,0.40229517206834275,0.44322679253745473
ENSG00000151498,0.33602053722824843,0.4425464970044782
ENSG00000177646,11.381924134768811,7.870484845429309
ENSG00000115361,14.405415153417085,16.534931676633725
ENSG00000117054,28.102083631875235,26.935560695379834
ENSG00000122971,24.115428309513113,24.406094663585268
ENSG00000196177,2.503880817136425,2.6110760149748065
ENSG00000072778,43.902596442276604,46.67141362356722
ENSG00000075239,2.0,2.0
ENSG00000120437,2.0,2.0
ENSG00000159640,1.496527644999497,1.4578513468646976
ENSG00000130234,6.675394637367606,6.673438516776218
ENSG00000167769,1.5620203298187687,1.2312765961790046
ENSG00000177076,0.7816407960097445,0.8530628684491403
ENSG00000078124,16.264792340927205,16.3794414933312
ENSG00000087085,1.203019742286092,1.2616832083171297
ENSG00000131473,1.0,1.0
ENSG00000153086,1.0,1.0
ENSG00000122729,1.0,1.0
ENSG00000100412,2.0,2.0
ENSG00000184227,22.668456449940336,26.22380768713476
ENSG00000162390,0.1605175618177523,0.20702943950288494
ENSG00000172497,2.0,2.0
ENSG00000112304,0.6545169265719809,0.8300927858898829
ENSG00000119673,20.43152936882576,16.80077221275478
ENSG00000177465,15.1523177798723,12.318468804779043
ENSG00000205669,16.772257357943737,16.251289306130282
ENSG00000097021,19.10850562994264,18.42265594245501
ENSG00000101473,11.586081549645789,13.787188323435494
ENSG00000123130,0.05881398800738121,0.03640657010480159
ENSG00000161533,50.84671093033454,55.77632930518721
ENSG00000168306,2.091478645691143,2.1625806990619165
ENSG00000087008,47.645565779349766,42.632440195945186
ENSG00000134575,4.66333852251835,4.926351565770822
ENSG00000102575,1.1337576774505327,0.978832255988803
ENSG00000162836,1.5391254196070925,1.4330596959465944
ENSG00000103740,13.779468821670271,11.67153854109084
ENSG00000130377,29.621993413574288,30.387052898611255
ENSG00000167107,0.8092306778334009,1.049974723949322
ENSG00000176715,0.2917188420506934,0.2856571186323797
ENSG00000151726,21.159436507830694,12.946707176368092
ENSG00000123983,8.157068562567616,7.293717742899233
ENSG00000068366,12.784029994369407,14.859955560171109
ENSG00000197142,22.070881098957848,27.292152800208825
ENSG00000164398,6.754455548409382,8.856217825132045
ENSG00000166743,2.4529406487219045,2.486793833429316
ENSG00000183747,1.14105693769811,2.342105022073127
ENSG00000066813,1.7900808784572715,1.5839207435102802
ENSG00000005187,1.0004020087263272,0.5984344210734786
ENSG00000215009,1.4971578001300117,1.0185110517874205
ENSG00000183549,1.1183617262663763,0.9702349281263761
ENSG00000154930,2.4966886433573308,2.261850698102106
ENSG00000131069,7.398257333413811,7.569201193494683
ENSG00000111058,1.105054023228858,1.1689481084032127
ENSG00000243989,3.0,3.0
ENSG00000132744,1.8427782231658902,1.8936267019741713
ENSG00000119640,1.4150799991671597,1.4782456499013918
ENSG00000170634,0.5849200008328403,0.5217543500986082
ENSG00000196839,5.0,5.0
ENSG00000164742,0.0443498843760236,0.04167143737460115
ENSG00000143199,0.1383428495409186,0.14859311194577132
ENSG00000078295,0.08007089827939874,0.10505016237073347
ENSG00000138031,0.12507454101769463,0.1056584459017745
ENSG00000129467,0.07648839330670983,0.04610534405537726
ENSG00000173175,0.11539268928314585,0.09647372004797487
ENSG00000174233,0.10261922002585809,0.048668017048019985
ENSG00000121281,0.0896698394084912,0.054222013629694164
ENSG00000155897,0.21424878518462007,0.32861032855341044
ENSG00000162104,0.10763944783338729,0.15131427046716595
ENSG00000187758,3.2136629983072367,4.051165687048138
ENSG00000196616,3.9182356771526217,4.98750426872167
ENSG00000198099,10.922636792458524,9.569574292274147
ENSG00000197894,7.795606460317626,8.936001371430523
ENSG00000172955,1.6082613110029427,1.337633960188081
ENSG00000196344,2.621773364724768,2.108007455570301
ENSG00000147576,3.5496214928286474,2.9063430504147596
ENSG00000182551,2.0,2.0
ENSG00000156110,0.8769126944842983,0.5684975215739182
ENSG00000181915,1.0,1.0
ENSG00000159322,1.0,1.0
ENSG00000144843,2.0,2.0
ENSG00000170222,2.512724248189462,2.352805170045839
ENSG00000239900,1.5929163229354835,1.56003750156854
ENSG00000183077,3.0,3.0
ENSG00000038002,4.0,4.0
ENSG00000006530,6.0,6.0
ENSG00000162688,3.0,3.0
ENSG00000116771,1.0,1.0
ENSG00000204310,1.6313725321885852,1.1581345186994751
ENSG00000169692,2.3347252984378257,2.3289604023459116
ENSG00000160216,0.6585230373604544,0.7553720008550682
ENSG00000026652,0.3347410975487618,0.4049233979600712
ENSG00000155189,0.4397526241572308,0.19668548952298937
ENSG00000018510,1.0,1.0
ENSG00000172482,3.4029511111700117,3.2729940917308173
ENSG00000113492,2.3267797158077976,2.5566648590074084
ENSG00000153207,1.0,1.0
ENSG00000101444,1.3615500745887383,1.4037756875130625
ENSG00000158467,0.6384499254112618,0.5962243124869373
ENSG00000111732,2.5239863811155425,2.6205590946896837
ENSG00000106992,0.46554184111678115,0.30409483648171737
ENSG00000004455,0.16924130836896156,0.14452449629655711
ENSG00000147853,1.266105480033676,1.4829268510610802
ENSG00000162433,0.15336441339674814,0.21473554046292026
ENSG00000154027,3.1515152938843185,3.334846091397111
ENSG00000085231,0.5135124543143161,0.16159673352067233
ENSG00000140057,0.19886624990198762,0.12515859248854738
ENSG00000165695,0.42670926256427144,0.3586141194677148
ENSG00000155085,0.7065207430216067,1.0209087214192647
ENSG00000117448,9.059336817593223,8.92334260891612
ENSG00000085662,3.996943212894156,3.8648534188575785
ENSG00000198074,3.927920059665794,3.845593490705391
ENSG00000227471,0.261452469052462,0.1414357124053407
ENSG00000187134,2.894793989295228,2.9505628662888395
ENSG00000151632,1.4402936092676621,1.2196299640667594
ENSG00000196139,11.312979830615918,9.823229356273238
ENSG00000198610,10.556089996806422,11.983767244786344
ENSG00000122787,7.0,7.0
ENSG00000053371,2.4162445870815557,2.3975093882295146
ENSG00000162482,2.7053396977999946,2.8422689954866827
ENSG00000148218,1.0,1.0
ENSG00000023330,1.0828917767294663,0.6789409424351629
ENSG00000158578,1.3127559328140948,1.8059531663380288
ENSG00000163631,2.0,2.0
ENSG00000059573,3.1408987033987312,3.0956881598428554
ENSG00000165092,3.964669183509832,3.815391666708393
ENSG00000128918,2.0353308164901676,2.184608333291607
ENSG00000184254,7.144138601571877,6.076465000300494
ENSG00000137124,11.028277441029797,10.930789243396028
ENSG00000144908,1.3471398438979685,1.2274238132040278
ENSG00000136010,0.6528601561020313,0.7725761867959724
ENSG00000111275,2.4914272436930296,2.488043086635823
ENSG00000108602,11.762801417569916,12.329892073901405
ENSG00000072210,31.502018615403397,33.04469088073236
ENSG00000006534,11.215121414935824,14.073144464849086
ENSG00000132746,9.570193113371039,7.457168314678232
ENSG00000159423,9.750314783261224,9.857291246657129
ENSG00000112294,1.1501056584549811,1.198310298779063
ENSG00000119711,4.111842937493864,4.181852826730228
ENSG00000164904,10.431850046560953,9.535422318200666
ENSG00000118514,1.5141291972199422,1.5627636595323735
ENSG00000143149,8.781984849547811,7.838806764879438
ENSG00000149925,0.928102651509695,0.44060696782688463
ENSG00000136872,2.6714281961310533,3.131332543826169
ENSG00000109107,2.4004691523592516,2.4280604883469454
ENSG00000033011,1.0,1.0
ENSG00000139133,1.4687883003097741,1.5385736719290997
ENSG00000175548,0.11251986929327688,0.09579655872912916
ENSG00000253710,2.0,2.0
ENSG00000182858,0.5732870399588523,0.38295404728251303
ENSG00000101901,0.7912207715392643,0.8798470016310673
ENSG00000172339,0.20877922846073574,0.12015299836893271
ENSG00000119523,2.0,2.0
ENSG00000214160,1.700932064304372,1.7451005193169964
ENSG00000120697,3.0,3.0
ENSG00000088035,1.0,1.0
ENSG00000159063,1.4186918303969491,1.3656297693417712
ENSG00000086848,1.1955490992410853,1.1751160591426824
ENSG00000151360,1.0,1.0
ENSG00000108839,18.22009654439919,18.572956830237445
ENSG00000179477,1.552216548826344,1.6006349477833393
ENSG00000161905,3.069764789000561,2.694664673387506
ENSG00000179593,2.9302352109994376,3.305335326612494
ENSG00000012779,25.77990345560081,25.427043169762555
ENSG00000179148,0.4477834511736562,0.3993650522166605
ENSG00000163295,2.3754855785032105,2.08597212942676
ENSG00000162551,1.8621052353055527,2.0894025136404455
ENSG00000163283,1.255559199198023,1.2790656741399777
ENSG00000242110,11.396570751916473,11.370184110969308
ENSG00000123505,1.0,1.0
ENSG00000139344,1.0,1.0
ENSG00000162066,0.31292713684535833,0.22838723551885418
ENSG00000159461,0.003003831576495615,0.006291637613775862
ENSG00000166126,1.0,1.0
ENSG00000116748,0.5334953533368773,0.44459865644800944
ENSG00000116337,0.18591415512286538,0.17315538026902857
