,reaction_expression
MAR03905,290.0
MAR03907,51.9
MAR04097,38.4
MAR04099,96.89999999999999
MAR04108,38.4
MAR04133,38.4
MAR04281_f,2750.2000000000003
MAR04388_f,2750.9
MAR04283,0.9
MAR08357,613.6
MAR04379,517.7
MAR04301,517.7
MAR04355,28.7
MAR04358,298.0
MAR04360,62.2
MAR04363_f,72.0
MAR04365_f,290.09999999999997
MAR04368_f,532.8
MAR04370,243.89999999999998
MAR04371,290.09999999999997
MAR04372,243.89999999999998
MAR04373_f,555.1
MAR04375_f,39.2
MAR04377,0.2
MAR04381_f,252.1
MAR04391_f,619.7
MAR04394,137.2
MAR04396_f,160.6
MAR04521,6.3
MAR06412,67.3
MAR07745_f,19.5
MAR07747,-1.0
MAR08360,66.3
MAR08652,6.3
MAR08757,-1.0
MAR03989,30.5
MAR04122,10.1
MAR04837,-1.0
MAR05395,272.4
MAR05396,272.4
MAR09727,335.9
MAR05397,91.4
MAR05398,79.0
MAR05399,147.9
MAR05400,147.9
MAR05401,79.0
MAR08568,-1.0
MAR08569,-1.0
MAR08570,-1.0
MAR08571,-1.0
MAR08572,-1.0
MAR08573,-1.0
MAR08574,-1.0
MAR08575,-1.0
MAR08576,-1.0
MAR08577,-1.0
MAR08578,-1.0
MAR08579,-1.0
MAR08581,-1.0
MAR08591,9.4
MAR08592,17.7
MAR08580,-1.0
MAR08582,-1.0
MAR08587,9.4
MAR08589,17.7
MAR08583,-1.0
MAR08584,-1.0
MAR08585,5.9
MAR03944,378.4
MAR04128_f,3.4
MAR04130,19.2
MAR04131_f,25.2
MAR04132,25.2
MAR04303,27.1
MAR04414,31.5
MAR04415,1.3
MAR04416,228.6
MAR04774_f,517.7
MAR04775_f,517.7
MAR04831_f,-1.0
MAR04832_f,1.3
MAR07674,41.8
MAR08761,1.4
MAR08762_f,39.2
MAR08764,-1.0
MAR08766_f,273.9
MAR08767,25.2
MAR00454,-1.0
MAR04297,87.0
MAR04310,1.4
MAR04315_f,2.7
MAR04316_f,273.9
MAR04317,107.89999999999999
MAR04318,107.89999999999999
MAR04319,137.2
MAR04320,107.89999999999999
MAR04356,39.2
MAR04383_f,39.5
MAR04385,20.2
MAR04386,6.3
MAR04387,5.6
MAR04399,2.8
MAR04400,11.4
MAR04401,7.8
MAR04402_f,-1.0
MAR04403,-1.0
MAR04490,137.2
MAR04706,87.0
MAR08768,11.4
MAR04590,152.5
MAR04591,23.5
MAR04592_f,273.9
MAR04593,2.7
MAR04594,-1.0
MAR04595_f,-1.0
MAR08341,344.4
MAR08342_f,-1.0
MAR08344_f,51.9
MAR08352_f,9.9
MAR08353_f,-1.0
MAR08726,6.6
MAR08727,20.7
MAR08728,-1.0
MAR08729,22.5
MAR06537_f,51.9
MAR01568,0.9
MAR03853,209.6
MAR03854,273.9
MAR03855,273.9
MAR03857,107.2
MAR03859,28.3
MAR04087,179.0
MAR04089,6.3
MAR04091,179.0
MAR04093,-1.0
MAR04095,-1.0
MAR04101,-1.0
MAR04103,0.6
MAR04143,-1.0
MAR04193,298.0
MAR08497,344.4
MAR08498,-1.0
MAR08499,-1.0
MAR08500,344.4
MAR08501,103.0
MAR08502_f,227.8
MAR08503,187.0
MAR08504,613.6
MAR08506,613.6
MAR08507,290.0
MAR08508,290.0
MAR08509,344.4
MAR08511,107.2
MAR08512_f,28.3
MAR08514,28.3
MAR08516,55.0
MAR08517,-1.0
MAR04280_f,2410.3
MAR00153,135.3
MAR03212,811.1999999999999
MAR03797,135.3
MAR03800,0.2
MAR04105,110.3
MAR04106,110.3
MAR04107,110.3
MAR04282,103.6
MAR04331_f,135.3
MAR04459,135.3
MAR04460,135.3
MAR04464,-1.0
MAR04497,-1.0
MAR04741,26.0
MAR08078,-1.0
MAR09803_f,-1.0
MAR09804_f,476.3
MAR00718,-1.0
MAR00719,2.4
MAR01434_f,1.9
MAR01436,6.5
MAR03163,811.1999999999999
MAR04461_f,63.7
MAR04604,16.8
MAR05351_f,2411.0
MAR07709_f,71.3
MAR04052,11.5
MAR04304,0.4
MAR04350_f,6.6
MAR04351_f,15.4
MAR04352_f,15.4
MAR04354_f,7.0
MAR04398_f,15.3
MAR04404_f,8.2
MAR04473,14.2
MAR04474,14.2
MAR04476_f,15.3
MAR04477_f,8.6
MAR04501_f,8.2
MAR04565_f,74.5
MAR04567,517.7
MAR09799_f,-1.0
MAR09800_f,1.4
MAR04623,-1.0
MAR04625,8.8
MAR04710_f,7.0
MAR04841_f,0.9
MAR08074,6.6
MAR08653_f,8.8
MAR03998,17.9
MAR04000,33.5
MAR04002_f,793.6999999999999
MAR04004_f,793.6999999999999
MAR04010,77.9
MAR04081,77.9
MAR04082,77.9
MAR04012,103.39999999999999
MAR04014,103.2
MAR04020_f,165.7
MAR04022,33.5
MAR04038_f,32.4
MAR04040,78.8
MAR04042,152.4
MAR04046,19.4
MAR04048,103.2
MAR04080,5.4
MAR04085,46.0
MAR04086,46.0
MAR04134,17.9
MAR04135_f,165.7
MAR04168,14.7
MAR04171,298.0
MAR04290,6.1
MAR04406,-1.0
MAR04412_f,205.3
MAR04417,77.9
MAR04418,25.5
MAR04419,69.7
MAR04421,298.0
MAR04449,77.9
MAR04450,77.9
MAR04451,-1.0
MAR04452,25.5
MAR04453,19.4
MAR04480_f,1993.1
MAR04481,16.1
MAR04482,16.1
MAR04486,137.2
MAR04487,137.2
MAR04488,137.2
MAR04489,137.2
MAR04492,137.2
MAR04493,137.2
MAR04495,137.2
MAR04496,137.2
MAR04518,0.1
MAR04519,-1.0
MAR04520,-1.0
MAR04573,298.0
MAR04574_f,4.8
MAR04600,35.3
MAR04602,77.9
MAR04603_f,4.8
MAR04611,64.4
MAR04612,64.4
MAR04614,64.4
MAR04615,64.4
MAR04617,64.4
MAR04618,64.4
MAR04619,64.4
MAR04621,64.4
MAR04632,77.9
MAR04646,-1.0
MAR04648,-1.0
MAR04649,-1.0
MAR04650,-1.0
MAR04651_f,4.8
MAR04663_f,4.8
MAR04664,25.5
MAR04694,16.1
MAR04695_f,4.8
MAR04705,77.9
MAR04709_f,4.8
MAR04799,20.3
MAR04802,20.3
MAR04804_f,26.8
MAR04808,-1.0
MAR04810,26.8
MAR04812_f,205.3
MAR04814_f,32.4
MAR05301,36.3
MAR05353_f,165.7
MAR06601,-1.0
MAR06602_f,568.1
MAR06603_f,568.1
MAR06605_f,-1.0
MAR06606_f,-1.0
MAR06607_f,-1.0
MAR06609_f,-1.0
MAR06610,-1.0
MAR06611_f,-1.0
MAR07144,58.3
MAR08755,-1.0
MAR09797,-1.0
MAR04016_f,144.2
MAR04018_f,144.2
MAR04044_f,144.2
MAR04291_f,144.2
MAR04420,144.2
MAR04570_f,144.2
MAR04572,144.2
MAR04006_f,144.2
MAR04028_f,144.2
MAR04030_f,144.2
MAR04670_f,144.2
MAR04673_f,144.2
MAR04675,144.2
MAR06614_f,144.2
MAR06615_f,144.2
MAR06616_f,144.2
MAR04635_f,144.2
MAR03793_f,-1.0
MAR03931,92.1
MAR03969,20.0
MAR03970,66.7
MAR04008_f,73.9
MAR04032,5.2
MAR04034,-1.0
MAR04036,6.3
MAR04050_f,-1.0
MAR04056,77.9
MAR04059,17.9
MAR04060,17.9
MAR04127,14.4
