GeneID,RPKM_zero,RPKM_final
ENSG00000087274,16.64513764,14.47432848
ENSG00000075340,8.365184536,7.601182231
ENSG00000148700,19.40131994,14.22230193
ENSG00000187758,28.25243305,38.38164761
ENSG00000196616,16.86387934,28.30428201
ENSG00000198099,30.89353844,23.66621339
ENSG00000197894,17.22146846,25.68319755
ENSG00000172955,14.1387865,12.67304259
ENSG00000196344,23.0489247,19.97173297
ENSG00000147576,14.75101195,9.374005053
ENSG00000182551,13.69241652,19.52676261
ENSG00000182035,66.05901525,92.45997447
ENSG00000181092,11.55391122,10.10068825
ENSG00000159346,20.65122135,15.60443049
ENSG00000006831,19.01555735,16.1968275
ENSG00000148671,77.83510342,89.82424525
ENSG00000156110,14.31036919,10.08180773
ENSG00000148926,37.80928901,55.62695099
ENSG00000128165,8.807536687,18.67713699
ENSG00000224420,44.78614929,54.83775856
ENSG00000101126,6.552934798,7.893922239
ENSG00000101544,6.932870321,6.836298957
ENSG00000181915,12.20797811,7.442155434
ENSG00000163485,16.72258183,11.05152371
ENSG00000128271,19.18362081,35.44963671
ENSG00000170425,30.66563791,24.52201896
ENSG00000282608,25.95812532,21.02511193
ENSG00000159322,13.58244667,11.28579403
ENSG00000144843,8.164501252,5.465681566
ENSG00000153531,6.794238094,7.054733556
ENSG00000170222,33.06711712,30.78043195
ENSG00000120907,18.41079187,14.04108444
ENSG00000170214,25.58650505,19.00229941
ENSG00000171873,20.91949817,22.40818604
ENSG00000150594,10.47118099,9.686386863
ENSG00000274286,12.11867422,14.95669322
ENSG00000184160,21.30223883,18.36548517
ENSG00000043591,17.36064121,21.57156929
ENSG00000169252,36.10527095,35.14492166
ENSG00000188778,20.19875608,18.18429077
ENSG00000130706,37.38856183,39.28221053
ENSG00000239900,14.86651713,9.690441964
ENSG00000111863,33.7385839,35.69361277
ENSG00000106624,9.51990918,5.318652426
ENSG00000139154,11.43425302,15.3166955
ENSG00000181026,12.25537955,10.20698601
ENSG00000196526,6.178675801,6.207581351
ENSG00000157510,9.127115558,13.24879483
ENSG00000169129,14.58122546,10.53293768
ENSG00000172493,6.342015399,5.020658216
ENSG00000155966,3.918414778,9.046165723
ENSG00000144218,6.149216748,9.812142836
ENSG00000072364,6.698066909,8.079289876
ENSG00000141385,22.26416996,24.54788857
ENSG00000079557,27.10165201,23.31420168
