,reaction_expression
MAR03905,365.0
MAR03907,1034.2
MAR04097,54.4
MAR04099,44.099999999999994
MAR04108,54.4
MAR04133,54.4
MAR04281_f,3315.8
MAR04388_f,3315.8
MAR04283,0.7
MAR08357,1356.0
MAR04379,159.0
MAR04301,159.0
MAR04355,5342.099999999999
MAR04358,206.4
MAR04360,17.0
MAR04363_f,1029.8
MAR04365_f,270.6
MAR04368_f,528.2
MAR04370,79.80000000000001
MAR04371,270.6
MAR04372,79.80000000000001
MAR04373_f,6752.7
MAR04375_f,5423.499999999999
MAR04377,628.6
MAR04381_f,98.5
MAR04391_f,1501.3
MAR04394,17.900000000000002
MAR04396_f,66.8
MAR04521,30.3
MAR06412,28.1
MAR07745_f,196.9
MAR07747,-1.0
MAR08360,224.8
MAR08652,30.3
MAR08757,-1.0
MAR03989,85.0
MAR04122,78.4
MAR04837,-1.0
MAR05395,18.3
MAR05396,18.3
MAR09727,8.0
MAR05397,45.7
MAR05398,17.1
MAR05399,17.5
MAR05400,17.5
MAR05401,17.1
MAR08568,-1.0
MAR08569,-1.0
MAR08570,-1.0
MAR08571,-1.0
MAR08572,-1.0
MAR08573,-1.0
MAR08574,-1.0
MAR08575,-1.0
MAR08576,-1.0
MAR08577,-1.0
MAR08578,-1.0
MAR08579,-1.0
MAR08581,-1.0
MAR08591,6.6
MAR08592,17.3
MAR08580,-1.0
MAR08582,-1.0
MAR08587,6.6
MAR08589,17.3
MAR08583,-1.0
MAR08584,-1.0
MAR08585,6.0
MAR03944,277.0
MAR04128_f,67.5
MAR04130,131.9
MAR04131_f,42.7
MAR04132,42.7
MAR04303,23.9
MAR04414,144.0
MAR04415,14.1
MAR04416,666.0
MAR04774_f,159.0
MAR04775_f,159.0
MAR04831_f,-1.0
MAR04832_f,14.1
MAR07674,49.6
MAR08761,741.7
MAR08762_f,5423.499999999999
MAR08764,-1.0
MAR08766_f,63.7
MAR08767,42.7
MAR00454,-1.0
MAR04297,25.8
MAR04310,741.7
MAR04315_f,148.1
MAR04316_f,63.7
MAR04317,122.79999999999998
MAR04318,122.79999999999998
MAR04319,17.900000000000002
MAR04320,122.79999999999998
MAR04356,5423.499999999999
MAR04383_f,29.5
MAR04385,142.79999999999998
MAR04386,27.799999999999997
MAR04387,19.4
MAR04399,41.0
MAR04400,78.0
MAR04401,13.3
MAR04402_f,-1.0
MAR04403,-1.0
MAR04490,17.900000000000002
MAR04706,25.8
MAR08768,78.0
MAR04590,2642.2
MAR04591,122.9
MAR04592_f,63.7
MAR04593,148.1
MAR04594,-1.0
MAR04595_f,-1.0
MAR08341,1619.9
MAR08342_f,-1.0
MAR08344_f,1034.2
MAR08352_f,736.6
MAR08353_f,-1.0
MAR08726,92.6
MAR08727,47.0
MAR08728,-1.0
MAR08729,16.0
MAR06537_f,1034.2
MAR01568,0.7
MAR03853,312.1
MAR03854,63.7
MAR03855,63.7
MAR03857,413.7
MAR03859,119.0
MAR04087,22.700000000000003
MAR04089,11.7
MAR04091,22.700000000000003
MAR04093,-1.0
MAR04095,-1.0
MAR04101,2045.9
MAR04103,138.6
MAR04143,-1.0
MAR04193,206.4
MAR08497,1619.9
MAR08498,-1.0
MAR08499,-1.0
MAR08500,1619.9
MAR08501,698.0
MAR08502_f,348.0
MAR08503,539.4000000000001
MAR08504,1356.0
MAR08506,1356.0
MAR08507,365.0
MAR08508,365.0
MAR08509,1619.9
MAR08511,413.7
MAR08512_f,119.0
MAR08514,119.0
MAR08516,90.1
MAR08517,-1.0
MAR04280_f,2857.5
MAR00153,98.5
MAR03212,803.8
MAR03797,98.5
MAR03800,1.5
MAR04105,18.8
MAR04106,18.8
MAR04107,18.8
MAR04282,777.0
MAR04331_f,98.5
MAR04459,98.5
MAR04460,98.5
MAR04464,-1.0
MAR04497,-1.0
MAR04741,349.4
MAR08078,-1.0
MAR09803_f,-1.0
MAR09804_f,2095.9
MAR00718,-1.0
MAR00719,101.4
MAR01434_f,41.6
MAR01436,5.7
MAR03163,803.8
MAR04461_f,802.6
MAR04604,18.5
MAR05351_f,2857.5
MAR07709_f,234.6
MAR04052,34.6
MAR04304,17.3
MAR04350_f,92.6
