,reaction_expression
MAR04403,-1.0
MAR04490,34.2
MAR04706,2.4
MAR08768,49.1
MAR04590,47.9
MAR04591,-1.0
MAR04592_f,61.5
MAR04593,-1.0
MAR04594,-1.0
MAR04595_f,-1.0
MAR08341,159.3
MAR08342_f,-1.0
MAR08344_f,64.9
MAR08352_f,-1.0
MAR08353_f,-1.0
MAR08726,-1.0
MAR08727,48.4
MAR08728,-1.0
MAR08729,18.2
MAR06537_f,64.9
MAR01568,-1.0
MAR03853,113.4
MAR03854,61.5
MAR03855,61.5
MAR03857,34.5
MAR03859,-1.0
MAR04087,19.9
MAR04089,3.6
MAR04091,19.9
MAR04093,-1.0
MAR04095,-1.0
MAR04101,-1.0
MAR04103,-1.0
MAR04143,-1.0
MAR04193,180.0
MAR08497,159.3
MAR08498,-1.0
MAR08499,-1.0
MAR08500,159.3
MAR08501,47.9
MAR08502_f,57.2
MAR08503,94.4
MAR08504,163.5
MAR08506,163.5
MAR08507,79.2
MAR08508,79.2
MAR08509,159.3
MAR08511,34.5
MAR08512_f,-1.0
MAR08514,-1.0
MAR08516,10.2
MAR08517,-1.0
MAR04280_f,-1.0
MAR00153,15.3
MAR03212,63.699999999999996
MAR03797,15.3
MAR03800,10.8
MAR04105,8.4
MAR04106,8.4
MAR04107,8.4
MAR04282,-1.0
MAR04331_f,15.3
MAR04459,15.3
MAR04460,15.3
MAR04464,-1.0
MAR04497,-1.0
MAR04741,31.4
MAR08078,-1.0
MAR09803_f,-1.0
MAR09804_f,175.5
MAR00718,-1.0
MAR00719,-1.0
MAR01434_f,19.5
MAR01436,6.1
MAR03163,63.699999999999996
MAR04461_f,35.4
MAR04604,42.4
MAR05351_f,-1.0
MAR07709_f,23.3
MAR04052,18.6
MAR04304,15.3
MAR04350_f,-1.0
MAR04351_f,28.6
MAR04352_f,28.6
MAR04354_f,24.7
MAR04398_f,28.0
MAR04404_f,84.4
MAR04473,23.5
MAR04474,23.5
MAR04476_f,5.9
MAR04477_f,15.2
MAR04501_f,84.4
MAR04565_f,96.7
MAR04567,93.50000000000001
MAR09799_f,-1.0
MAR09800_f,-1.0
MAR04623,-1.0
MAR04625,74.5
MAR04710_f,24.7
MAR04841_f,-1.0
MAR08074,-1.0
MAR08653_f,74.5
MAR03998,15.100000000000001
MAR04000,-1.0
MAR04002_f,183.39999999999998
MAR04004_f,183.39999999999998
MAR04010,113.0
MAR04081,113.0
MAR04082,113.0
MAR04012,30.0
MAR04014,23.0
MAR04020_f,473.4
MAR04022,-1.0
MAR04038_f,6.4
MAR04040,66.4
MAR04042,45.6
MAR04046,27.0
MAR04048,23.0
MAR04080,5.9
MAR04085,174.1
MAR04086,174.1
MAR04134,15.100000000000001
MAR04135_f,473.4
MAR04168,30.0
MAR04171,180.0
MAR04290,-1.0
MAR04406,-1.0
MAR04412_f,124.5
MAR04417,113.0
MAR04418,31.1
MAR04419,27.1
MAR04421,180.0
MAR04449,113.0
MAR04450,113.0
MAR04451,-1.0
MAR04452,31.1
