,sample_1,sample_2,sample_3
ENSG00000000003,0.0,0.0,0.0
ENSG00000000419,0.3278688524590164,1.6477786645384411,0.8301836923483547
ENSG00000001036,2.7401574803149606,1.7806451612903227,3.068965517241379
ENSG00000001084,1.0,1.0,1.0
ENSG00000001630,7.0,7.0,7.0
ENSG00000002549,1.2712765957446808,2.484198645598194,1.6666666666666665
ENSG00000002746,0.001088363336863161,4.671951162537185e-05,0.00326184343151529
ENSG00000003987,0.030255839822024472,0.0016273393002441004,0.048192771084337345
ENSG00000003989,14.232458178786633,1.8126832978684164,1.1668408720108885
ENSG00000004455,0.22263031179065557,0.9169127371178696,0.27422564728145693
ENSG00000004468,4.942376950780313,2.309576837416481,3.4000000000000004
ENSG00000004478,0.015941547658585197,0.022585113975064013,0.007630998812955737
ENSG00000004779,1.0,1.0,1.0
ENSG00000004799,0.7555440948942753,0.8696291936433196,0.2079646017699115
ENSG00000004864,1.381294964028777,2.290909090909091,2.2944606413994166
ENSG00000004939,1.001598295151838,1.0171673819742488,1.0091370558375634
ENSG00000004961,1.0,1.0,1.0
ENSG00000005022,0.43941841680129246,0.37824323049344266,0.28542914171656686
ENSG00000005075,2.0,2.0,2.0
ENSG00000005339,0.022629495783858204,0.1123761332489985,0.08986822207820266
ENSG00000005469,9.772532188841202,9.402298850574713,9.533333333333333
ENSG00000005471,1.0962965208659305,1.4279618949418864,1.4848698162719296
ENSG00000005810,0.022134957053771016,0.017706694906015938,0.037826184343151534
ENSG00000005882,0.0892212480660134,0.026191877575044147,0.08960176991150443
ENSG00000006007,1.0,1.0,1.0
ENSG00000006071,0.018828369905956113,0.008928571428571432,0.1038961038961039
ENSG00000006530,6.0,6.0,6.0
ENSG00000006534,26.646159139033564,33.171462589966744,24.733230222920636
ENSG00000006625,3.1497005988023954,3.7858672376873663,3.440993788819876
ENSG00000006695,3.175,3.0534236267870583,3.154011461318052
ENSG00000006756,0.6782763138005743,1.1643564768564767,0.7411764705882353
ENSG00000006757,0.7284329004329005,1.2297745506700728,0.1505368647100931
ENSG00000007001,1.6415770609318996,0.0030848329048843185,1.5
ENSG00000007168,1.487046632124352,1.017583664208735,1.587955625990491
ENSG00000007350,0.026726057906458798,0.010189640532125671,0.1005586592178771
ENSG00000007541,0.7260273972602739,0.30425963488843816,1.0
ENSG00000007944,0.0007795034709965879,0.009406195007241536,0.0010079516183223224
ENSG00000008130,1.0,1.0,1.0
ENSG00000008311,2.8496009821976673,2.1179624664879357,2.776255707762557
ENSG00000008394,31.853487535513953,5.7883971251186095,3.93264916575453
ENSG00000008513,6.126153846153847,7.666178623718885,7.667647058823531
ENSG00000009335,0.007280268266854922,0.0037531341005715368,0.007013663344159482
ENSG00000009413,0.5710733526730211,0.21725490196078426,0.3372248165443629
ENSG00000009830,0.5935334872979215,0.31395348837209297,0.36929460580912865
ENSG00000010256,1.0,1.0,1.0
ENSG00000010379,0.00817476625625776,1.0135746606334841,0.2594925954031444
ENSG00000010404,3.0,3.0,3.0
ENSG00000011009,0.07270486752926683,0.15412511332728926,0.043000477783086466
ENSG00000011083,2.025925925925926,2.002095557418273,2.029867256637168
ENSG00000011198,0.31685761047463173,2.965272856130404,0.4784795975405255
ENSG00000011275,0.004868219790563594,0.0038309999532804904,0.006635681487288618
ENSG00000011405,4.601434720229555,3.0251509054325956,3.3673062491519463
ENSG00000012232,0.9779751853755231,2.0820572869753198,1.9935081385774909
ENSG00000012660,16.37961059864499,30.138738218327163,15.888971848235899
ENSG00000012779,25.774193548387096,26.99786324786325,26.961290322580645
ENSG00000012963,0.0013236851394281667,0.0013860121782193647,0.001007951618322322
ENSG00000013288,0.1716937354988399,0.2805049088359046,0.20558375634517764
ENSG00000013375,1.0,1.0,1.0
