ID,Flux
MAR04375_f,1.0
MAR04377,1.0
MAR04381_f,1.0
MAR04521,1.0
MAR00454,2.0
MAR07976,2.0
MAR04856_f,1.0
MAR10066,2.0
MAR04391_r,1.0
MAR00453_r,2.0
MAR05027_r,1.0
temporary_exchange_MAM01983[c],2.0
temporary_exchange_MAM01371[c],2.0
temporary_exchange_MAM02552[c],2.0
temporary_exchange_MAM02040[c],1.0
temporary_exchange_MAM02040[r],1.0
temporary_exchange_MAM01965[c],1.0
temporary_exchange_MAM01285[c],2.0
temporary_exchange_MAM02553[c],2.0
temporary_exchange_MAM02039[c],4.0
temporary_exchange_MAM02751[c],1.0
temporary_exchange_MAM02751[r],1.0
