ID,Flux
MAR04365_f,2.0
MAR04373_f,2.0
MAR04375_f,1.0
MAR04377,1.0
MAR04381_f,1.0
MAR04521,1.0
MAR04103,2.0
MAR04143,2.0
MAR08507,2.0
MAR08509,2.0
MAR04016_f,2.0
MAR03802_f,2.0
MAR00710_f,2.0
MAR05029_f,1.0
MAR04852_f,4.0
MAR04926,2.0
MAR04964,2.0
MAR04856_f,1.0
MAR02216_f,2.0
MAR04363_r,2.0
MAR04368_r,2.0
MAR04391_r,1.0
MAR04018_r,2.0
MAR03804_r,2.0
MAR03958_r,2.0
MAR04971_r,2.0
MAR06328_r,2.0
MAR05027_r,1.0
temporary_exchange_MAM02819[c],2.0
temporary_exchange_MAM01306[c],2.0
temporary_exchange_MAM02553[m],2.0
temporary_exchange_MAM02034[c],2.0
temporary_exchange_MAM02046[m],2.0
temporary_exchange_MAM01371[m],2.0
temporary_exchange_MAM01371[c],2.0
temporary_exchange_MAM02040[c],3.0
temporary_exchange_MAM02040[r],1.0
temporary_exchange_MAM02039[c],2.0
temporary_exchange_MAM01965[e],1.0
temporary_exchange_MAM01306[m],2.0
temporary_exchange_MAM02552[m],2.0
temporary_exchange_MAM01948[c],2.0
temporary_exchange_MAM01596[c],2.0
temporary_exchange_MAM01285[m],2.0
temporary_exchange_MAM01285[c],2.0
temporary_exchange_MAM02039[m],2.0
temporary_exchange_MAM02751[m],2.0
temporary_exchange_MAM02751[c],3.0
temporary_exchange_MAM02751[r],1.0
