ID,Flux
MAR02592,2.0
MAR02593_f,2.0
MAR04914_f,2.0
MAR_dummy_024,1.0
MAR_dummy_025,1.0
MAR_dummy_026,1.0
MAR_dummy_027,1.0
MAR_dummy_028,1.0
MAR_dummy_029,1.0
MAR_dummy_030,1.0
MAR_dummy_031,1.0
MAR_dummy_032,1.0
MAR_dummy_033,1.0
MAR_dummy_034,1.0
MAR_dummy_035,1.0
MAR_dummy_036,1.0
MAR_dummy_037,1.0
MAR_dummy_038,1.0
MAR_dummy_039,1.0
MAR_dummy_040,1.0
MAR_dummy_041,1.0
MAR_dummy_042,1.0
MAR_dummy_043,1.0
MAR_dummy_074,1.0
MAR_dummy_075,1.0
MAR_dummy_076,1.0
MAR_dummy_077,1.0
MAR_dummy_078,1.0
MAR_dummy_079,1.0
MAR_dummy_080,1.0
MAR_dummy_081,1.0
MAR_dummy_103,1.0
MAR_dummy_104,1.0
MAR_dummy_105,1.0
MAR_dummy_106,1.0
MAR_dummy_107,1.0
MAR_dummy_108,1.0
MAR_dummy_109,1.0
MAR_dummy_110,1.0
MAR_dummy_111,1.0
MAR_dummy_112,1.0
MAR_dummy_113,1.0
MAR_dummy_117,1.0
MAR_dummy_118,1.0
MAR_dummy_119,1.0
MAR_dummy_120,1.0
MAR_dummy_121,1.0
MAR_dummy_122,1.0
MAR_dummy_123,1.0
MAR_dummy_124,1.0
MAR_dummy_125,1.0
MAR_dummy_126,1.0
MAR_dummy_127,1.0
MAR_dummy_128,1.0
MAR02591_r,2.0
MAR03106_r,2.0
temporary_exchange_MAM01597[x]_f,2.0
temporary_exchange_MAM01597[x]_r,1.0
temporary_exchange_MAM_dummy_087[e],1.0
temporary_exchange_MAM01371[c],1.0
temporary_exchange_MAM01597[c],1.0
temporary_exchange_MAM02040[x],2.0
temporary_exchange_MAM02630[x],2.0
temporary_exchange_MAM02552[x],2.0
temporary_exchange_MAM02348[x],1.0
temporary_exchange_MAM02040[m],9.0
temporary_exchange_MAM01597[m],10.0
temporary_exchange_MAM01802[m],8.0
temporary_exchange_MAM02552[m],9.0
temporary_exchange_MAM02555[m],1.0
temporary_exchange_MAM01334[c],1.0
temporary_exchange_MAM02759[c],1.0
temporary_exchange_MAM02041[x],2.0
temporary_exchange_MAM02553[x],2.0
temporary_exchange_MAM02039[x],2.0
temporary_exchange_MAM02348[m],1.0
temporary_exchange_MAM01803[m],8.0
temporary_exchange_MAM02553[m],9.0
temporary_exchange_MAM02039[m],8.0
temporary_exchange_MAM01261[m],12.0
temporary_exchange_MAM02554[m],1.0
