ID,Flux
MAR04109_f,1.0
MAR04115,1.0
MAR04197,1.0
MAR04152_f,1.0
MAR04209,1.0
MAR04410_f,1.0
MAR06413,1.0
MAR06414_f,1.0
MAR20110,1.0
MAR03802_r,1.0
MAR06409_r,1.0
MAR04141_r,1.0
MAR04652_r,1.0
MAR06911_r,1.0
temporary_exchange_MAM01975[m],1.0
temporary_exchange_MAM02040[m],3.0
temporary_exchange_MAM02552[m],3.0
temporary_exchange_MAM01285[m],1.0
temporary_exchange_MAM02751[m],1.0
temporary_exchange_MAM01802[m],1.0
temporary_exchange_MAM02819[m],1.0
temporary_exchange_MAM02553[m],3.0
temporary_exchange_MAM02578[m],2.0
temporary_exchange_MAM02039[m],3.0
temporary_exchange_MAM01596[m],2.0
temporary_exchange_MAM01371[m],1.0
temporary_exchange_MAM01803[m],1.0
