ID,Flux
MAR01573,1.0
MAR03885_r,1.0
temporary_exchange_MAM01261m,3.0
temporary_exchange_MAM02040m,1.0
temporary_exchange_MAM01597m,2.0
temporary_exchange_MAM02039m,1.0
temporary_exchange_MAM02131m,1.0
