ID,Flux
MAR01878,1.0
MAR00187,1.0
MAR00190,1.0
MAR05332,1.0
MAR01035_f,1.0
MAR01877_r,1.0
MAR04885_r,2.0
temporary_exchange_MAM02026e,1.0
temporary_exchange_MAM02040e,2.0
temporary_exchange_MAM01371c,2.0
temporary_exchange_MAM01974c,1.0
temporary_exchange_MAM01974e,1.0
temporary_exchange_MAM01285c,2.0
temporary_exchange_MAM02751c,2.0
temporary_exchange_MAM02039c,2.0
temporary_exchange_MAM02026r,1.0
