GeneID,healthy,diseased
ENSG00000233822,77.9,38.71
ENSG00000276903,299.3,241.5
ENSG00000278677,287.3,224.2
ENSG00000274641,70.78,39.54
ENSG00000204681,0.8876,1.17
ENSG00000204642,0.5741,0.5408
ENSG00000204632,0.4719,3.334
ENSG00000206503,492.0,416.4
ENSG00000204592,160.9,165.3
ENSG00000204574,28.67,43.86
ENSG00000137331,7.147,9.22
ENSG00000204580,3.919,1.411
ENSG00000204525,84.25,53.89
ENSG00000234745,602.6,503.1
ENSG00000204482,36.32,37.88
ENSG00000204472,139.9,146.2
ENSG00000204392,65.85,88.62
ENSG00000204389,17.46,29.64
ENSG00000204388,29.78,56.32
ENSG00000204351,2.084,0.4016
ENSG00000213676,7.611,7.032
ENSG00000204287,440.4,572.1
ENSG00000198502,277.6,468.4
ENSG00000196126,10.11,26.78
ENSG00000196735,2.63,6.193
ENSG00000179344,46.48,32.01
ENSG00000168394,10.11,7.487
ENSG00000240065,195.4,148.5
ENSG00000242574,120.6,142.2
ENSG00000204257,13.72,14.41
ENSG00000204228,80.65,102.3
ENSG00000231500,1247.0,1319.0
ENSG00000204209,93.63,116.9
ENSG00000030110,1.838,1.652
ENSG00000112033,3.543,5.202
ENSG00000096060,21.7,26.67
ENSG00000112062,20.37,13.87
ENSG00000156711,24.61,23.89
ENSG00000124762,9.106,9.41
ENSG00000198663,0.9967,1.216
ENSG00000124731,2.684,1.19
ENSG00000112576,2.432,3.608
ENSG00000146223,8.681,8.762
ENSG00000137161,74.39,81.36
ENSG00000124713,4.644,2.019
ENSG00000137204,272.0,202.0
ENSG00000171467,0.2341,0.5954
ENSG00000171453,1.83,3.017
ENSG00000112715,104.5,120.0
ENSG00000180992,134.8,104.7
ENSG00000096384,161.6,249.5
ENSG00000146232,16.89,12.74
ENSG00000146233,16.44,10.85
ENSG00000153291,37.59,15.64
ENSG00000146072,17.81,30.41
ENSG00000096006,0.3382,0.7168
ENSG00000112118,25.85,31.66
ENSG00000065308,12.21,12.82
ENSG00000244067,1242.0,484.1
ENSG00000001084,77.98,94.69
ENSG00000146147,4.255,1.479
ENSG00000112200,0.6487,0.1183
ENSG00000112305,5.238,8.198
ENSG00000112309,3.793,5.936
ENSG00000111799,0.02917,0.2473
ENSG00000112701,18.29,26.76
ENSG00000112742,0.2092,0.1478
ENSG00000013375,43.7,43.26
ENSG00000065833,91.5,96.35
ENSG00000135318,1.228,2.403
ENSG00000164414,26.42,35.05
ENSG00000198833,0.6646,0.4695
ENSG00000112237,21.21,16.06
ENSG00000112249,28.23,19.56
ENSG00000130347,0.07449,0.421
ENSG00000118689,5.927,3.945
ENSG00000080546,9.515,9.883
ENSG00000112367,8.758,11.22
ENSG00000155111,8.929,6.427
ENSG00000056972,4.139,3.645
ENSG00000010810,1.69,0.7958
ENSG00000277443,19.15,12.01
ENSG00000196591,1.907,1.994
ENSG00000123500,0.07209,0.1019
ENSG00000153989,7.213,10.19
ENSG00000111875,26.85,28.78
ENSG00000135549,3.166,2.237
ENSG00000203760,7.509,11.67
ENSG00000152894,3.481,2.135
ENSG00000079819,3.489,3.457
ENSG00000118523,6.741,15.8
ENSG00000028839,2.901,2.105
ENSG00000118513,1.01,1.946
ENSG00000135525,13.67,19.43
ENSG00000027697,1.986,4.431
ENSG00000118503,4.684,2.395
ENSG00000118495,0.7409,1.903
ENSG00000178199,0.2008,0.6619
ENSG00000120265,225.9,296.2
ENSG00000091831,5.228,1.947
ENSG00000112029,3.844,2.489
ENSG00000153721,11.2,11.15
ENSG00000112096,1.87,1.29
ENSG00000120437,293.0,394.6
ENSG00000197081,48.72,58.94
ENSG00000175003,77.79,64.2
ENSG00000085511,3.751,3.649
ENSG00000112592,38.76,39.93
ENSG00000197461,3.452,4.553
ENSG00000164850,11.82,7.82
ENSG00000136238,651.6,716.6
ENSG00000136240,190.3,228.7
ENSG00000106399,9.514,6.184
ENSG00000189043,67.05,87.0
ENSG00000006468,1.67,1.146
ENSG00000136261,7.224,9.684
ENSG00000106546,9.851,5.742
ENSG00000071189,12.97,11.85
ENSG00000106004,0.2302,0.6504
ENSG00000253293,0.9759,0.394
ENSG00000136193,1.261,3.118
ENSG00000106080,1.668,3.321
ENSG00000106355,1.783,4.458
ENSG00000136250,8.213,4.031
ENSG00000006451,13.92,14.49
ENSG00000122641,0.4265,1.205
ENSG00000106605,99.58,81.95
ENSG00000106636,20.05,17.73
ENSG00000058404,9.231,8.553
ENSG00000015676,8.498,6.489
ENSG00000196262,1014.0,1132.0
ENSG00000105968,4.004,8.775
ENSG00000146678,177.7,217.4
ENSG00000146674,14.32,8.67
ENSG00000185811,2.046,1.879
ENSG00000132437,160.0,128.0
ENSG00000106070,7.867,6.654
ENSG00000146648,8.367,8.451
ENSG00000239789,57.25,55.65
ENSG00000146731,277.9,381.7
ENSG00000169919,223.1,255.8
ENSG00000106635,5.239,9.595
ENSG00000049541,6.288,3.153
ENSG00000274070,6.347,5.756
ENSG00000127948,68.2,90.84
ENSG00000146701,298.7,305.5
ENSG00000106211,333.4,401.9
ENSG00000127951,1.174,0.2552
ENSG00000127947,36.74,31.72
ENSG00000127955,2.928,4.346
ENSG00000135218,77.84,64.96
ENSG00000135164,2.082,2.084
ENSG00000085563,23.35,29.32
ENSG00000006634,7.992,7.578
ENSG00000127954,0.2667,0.1077
ENSG00000164647,68.11,76.19
ENSG00000157240,0.446,1.418
ENSG00000001630,573.2,814.9
ENSG00000105810,12.0,11.16
ENSG00000177409,0.4301,0.9875
ENSG00000127990,8.384,7.897
ENSG00000004864,63.62,67.62
ENSG00000105880,1.218,0.3442
ENSG00000160917,6.722,9.011
ENSG00000197037,183.3,143.6
ENSG00000106258,770.7,915.7
ENSG00000160870,99.1,174.2
ENSG00000160868,879.5,1399.0
ENSG00000021461,1.563,1.104
ENSG00000166508,16.44,10.65
ENSG00000106333,4.143,3.991
ENSG00000169894,1.128,1.4
ENSG00000106366,158.1,178.6
ENSG00000106397,18.39,15.98
ENSG00000214253,8.836,9.364
ENSG00000091127,0.2169,0.1532
ENSG00000008282,100.2,102.8
ENSG00000105835,484.5,583.8
ENSG00000091140,1.17,0.1503
ENSG00000128590,107.4,108.7
ENSG00000135269,23.64,22.78
ENSG00000105971,22.45,37.38
ENSG00000105974,31.07,30.34
ENSG00000105976,26.66,25.59
ENSG00000004866,51.1,47.86
ENSG00000128595,2.517,1.536
ENSG00000128524,647.7,648.6
ENSG00000106484,2.143,0.8653
ENSG00000128567,1.284,0.3629
ENSG00000198074,644.7,737.5
ENSG00000227471,1.359,0.4802
ENSG00000080802,32.29,24.54
ENSG00000105887,3.862,1.867
ENSG00000275896,57.09,45.57
ENSG00000106144,3.644,8.11
ENSG00000106462,2.496,1.924
ENSG00000171115,0.7839,1.477
ENSG00000179144,7.915,7.158
ENSG00000133574,22.02,18.94
ENSG00000213203,0.8808,1.742
ENSG00000196329,5.529,5.498
ENSG00000164885,39.74,48.89
ENSG00000106615,1.002,1.012
ENSG00000106617,1.758,1.863
ENSG00000157212,0.06682,0.6609
ENSG00000186480,567.4,437.8
ENSG00000009335,12.14,7.735
ENSG00000105993,18.65,16.42
ENSG00000146918,0.1226,0.08665
ENSG00000206047,6.069,6.67
ENSG00000240247,6.383,7.014
ENSG00000175806,1.347,3.534
ENSG00000079459,29.88,52.12
ENSG00000078674,13.04,12.9
ENSG00000104763,115.3,124.8
ENSG00000171428,26.65,17.89
ENSG00000156006,76.96,65.62
ENSG00000147416,41.39,40.4
ENSG00000130227,9.517,7.374
ENSG00000158856,21.06,17.85
ENSG00000120896,3.408,5.726
ENSG00000179388,0.1468,0.1037
ENSG00000120889,79.8,62.49
ENSG00000159167,1.689,0.1404
ENSG00000104756,2.176,2.135
ENSG00000104765,66.46,72.68
ENSG00000120899,2.631,5.098
ENSG00000120915,67.58,70.03
ENSG00000120885,159.1,92.5
ENSG00000168077,5.161,5.78
ENSG00000168078,1.851,1.744
ENSG00000186918,2.003,1.245
ENSG00000120875,0.7673,0.2409
ENSG00000104660,16.59,18.06
ENSG00000104671,330.4,354.5
ENSG00000197265,22.33,26.56
ENSG00000104687,232.2,249.9
ENSG00000187840,538.7,548.4
ENSG00000175324,64.23,67.83
ENSG00000169490,2.022,0.6492
ENSG00000083168,11.97,13.55
ENSG00000104365,4.205,1.685
ENSG00000070501,53.95,65.34
ENSG00000176209,67.72,80.87
ENSG00000221869,89.65,105.8
ENSG00000253729,2.285,3.43
ENSG00000104738,6.164,8.969
ENSG00000169139,10.98,10.91
ENSG00000019549,25.21,20.18
ENSG00000120992,196.0,201.4
ENSG00000137547,106.1,90.73
ENSG00000008988,164.8,181.0
ENSG00000167910,65.47,60.79
ENSG00000137563,245.8,267.7
ENSG00000066855,46.51,47.68
ENSG00000179041,4.469,4.421
ENSG00000185697,1.208,1.043
ENSG00000121022,85.71,72.08
ENSG00000067167,132.2,133.3
ENSG00000154582,394.1,465.2
ENSG00000170323,5269.0,3085.0
ENSG00000104231,0.1678,0.2371
ENSG00000164695,11.0,12.32
ENSG00000104267,68.02,64.83
ENSG00000085719,50.23,57.98
ENSG00000104325,105.0,118.6
ENSG00000183808,0.3068,0.1238
ENSG00000104413,0.5849,1.102
ENSG00000156469,10.23,8.029
ENSG00000147669,509.8,547.1
ENSG00000164924,13.26,15.77
ENSG00000048392,39.94,29.19
ENSG00000147647,112.7,90.28
ENSG00000104408,589.7,574.4
ENSG00000164754,30.35,36.8
ENSG00000182197,90.86,67.02
ENSG00000147676,54.95,35.75
ENSG00000172172,100.1,140.5
ENSG00000156787,1.362,2.406
ENSG00000156802,6.514,3.623
ENSG00000164983,4.105,1.261
ENSG00000164961,55.65,49.39
ENSG00000173334,63.01,63.94
ENSG00000136997,37.6,36.3
ENSG00000155926,2.135,1.961
ENSG00000104419,77.8,42.52
ENSG00000008513,4.655,4.569
ENSG00000131773,35.77,49.75
ENSG00000169398,5.399,6.291
ENSG00000105339,0.2413,0.6818
ENSG00000179142,1.178,1.665
ENSG00000104522,56.24,54.63
ENSG00000179950,5.962,6.038
ENSG00000178896,20.13,29.52
ENSG00000179091,17.88,10.05
ENSG00000160948,42.5,72.67
ENSG00000161016,737.5,805.5
ENSG00000172785,51.97,47.96
ENSG00000147853,27.24,34.4
ENSG00000096968,1.019,3.071
ENSG00000107186,10.94,11.89
ENSG00000164985,24.35,28.36
ENSG00000155876,118.5,132.1
ENSG00000147872,1338.0,1678.0
ENSG00000137154,864.5,946.6
ENSG00000198642,4.554,5.582
ENSG00000137074,16.45,14.65
ENSG00000010438,4.025,1.219
ENSG00000107140,12.46,18.25
ENSG00000107159,0.2162,0.3055
ENSG00000107338,62.35,86.57
ENSG00000215126,41.75,40.05
ENSG00000147996,21.22,20.12
ENSG00000196873,68.23,63.47
ENSG00000165072,112.4,118.5
ENSG00000135048,36.78,45.34
ENSG00000156052,10.55,13.11
ENSG00000135069,60.64,42.35
ENSG00000196781,6.938,3.226
ENSG00000178966,1.633,3.028
ENSG00000196730,24.53,13.4
ENSG00000135047,53.32,40.0
ENSG00000123975,306.4,314.8
ENSG00000130222,7.551,6.605
ENSG00000165025,2.083,1.276
ENSG00000165030,21.25,27.98
ENSG00000090054,0.2303,0.5422
ENSG00000196305,3.426,1.037
ENSG00000148120,1.105,1.178
ENSG00000165244,4.754,2.687
ENSG00000204291,0.1408,0.1989
ENSG00000119508,1.323,0.0779
ENSG00000136881,2445.0,2926.0
ENSG00000136824,0.26,0.9798
ENSG00000136783,60.38,97.27
ENSG00000070061,49.16,41.26
ENSG00000119326,1.026,0.8285
ENSG00000176386,0.5051,0.7137
ENSG00000136875,6.356,13.93
ENSG00000148229,43.16,43.43
ENSG00000229314,3417.0,2965.0
ENSG00000228278,2738.0,2334.0
ENSG00000136869,0.3304,0.2122
ENSG00000106804,197.1,158.3
ENSG00000095303,1.387,0.3919
ENSG00000165209,6.006,4.816
ENSG00000136942,2019.0,2193.0
ENSG00000044574,159.1,127.3
ENSG00000136854,1.774,3.034
ENSG00000187024,3.796,6.492
ENSG00000136877,84.16,78.54
ENSG00000106991,2.917,1.585
ENSG00000136908,2.486,1.756
ENSG00000148346,22.03,8.61
ENSG00000106976,2.475,4.842
ENSG00000167112,3.212,2.408
ENSG00000197694,18.39,16.96
ENSG00000167136,8.136,12.69
ENSG00000136827,53.71,55.59
ENSG00000130707,316.1,251.9
ENSG00000097007,0.937,0.3531
ENSG00000170835,2.907,1.826
ENSG00000160271,1.045,1.846
ENSG00000148303,456.3,310.4
ENSG00000160326,5.999,3.545
ENSG00000122140,3.929,2.082
ENSG00000148400,0.8436,1.76
ENSG00000107281,31.79,28.35
ENSG00000067064,279.9,465.8
ENSG00000067057,6.245,8.823
ENSG00000067082,52.27,45.9
ENSG00000187134,35.83,40.01
ENSG00000151632,313.6,359.9
ENSG00000196139,494.2,542.3
ENSG00000198610,197.7,220.5
ENSG00000173848,16.97,17.23
ENSG00000057608,1.254,1.519
ENSG00000165629,1426.0,1432.0
ENSG00000148429,3.581,4.303
ENSG00000165609,2.277,0.6128
ENSG00000065328,3.277,1.306
ENSG00000152464,44.77,50.66
ENSG00000148484,25.45,20.66
ENSG00000026025,489.3,517.9
ENSG00000120594,11.4,10.33
ENSG00000107890,0.4355,0.3493
ENSG00000136758,15.44,21.27
ENSG00000095739,107.5,89.61
ENSG00000099250,31.1,31.76
ENSG00000177291,2.331,0.6587
ENSG00000169813,3.423,7.738
ENSG00000107562,0.4738,0.1545
ENSG00000265354,117.0,127.1
ENSG00000264230,4.752,6.178
ENSG00000265190,1.121,1.089
ENSG00000204152,30.31,33.23
ENSG00000165471,17.04,29.26
ENSG00000122873,34.31,26.98
ENSG00000108064,22.05,26.6
ENSG00000170312,0.9002,3.18
ENSG00000150347,1.182,1.077
ENSG00000181915,18.4,17.48
ENSG00000138346,0.8109,0.2292
ENSG00000198954,14.64,19.7
ENSG00000122862,46.69,31.72
ENSG00000156502,20.67,19.87
ENSG00000156515,9.818,12.57
ENSG00000180817,106.3,103.7
ENSG00000166228,324.2,348.1
ENSG00000197746,345.2,355.2
ENSG00000168209,0.4408,0.6228
ENSG00000122882,38.77,35.73
ENSG00000182180,62.0,57.7
ENSG00000138279,60.03,66.74
ENSG00000122861,8.49,6.578
ENSG00000185009,71.71,67.94
ENSG00000156650,8.265,8.536
ENSG00000165637,102.9,113.4
ENSG00000108175,1.439,1.582
ENSG00000185303,5.449,0.3948
ENSG00000122852,5.136,0.4535
ENSG00000148672,12.52,11.93
ENSG00000171862,1.462,2.943
ENSG00000107796,30.61,24.03
ENSG00000026103,17.92,11.74
ENSG00000107798,765.4,698.2
ENSG00000119922,6.57,11.2
ENSG00000119917,28.12,30.78
ENSG00000185745,26.67,42.5
ENSG00000165338,3.317,3.227
ENSG00000119912,20.87,19.76
ENSG00000138160,3.065,1.624
ENSG00000138180,2.006,2.632
ENSG00000173145,11.82,12.32
ENSG00000119969,0.4515,0.1993
ENSG00000108242,1.664,0.4702
ENSG00000165841,102.6,120.3
ENSG00000138109,2981.0,2054.0
ENSG00000138115,1686.0,1628.0
ENSG00000107438,95.22,134.2
ENSG00000077147,4.109,4.064
ENSG00000155629,31.43,22.21
ENSG00000052749,1.087,0.8777
ENSG00000171314,6.737,5.024
ENSG00000171307,25.54,15.04
ENSG00000120053,119.3,170.8
ENSG00000023839,278.3,326.2
ENSG00000213341,7.8,6.788
ENSG00000196072,100.7,115.9
ENSG00000166197,12.3,17.78
ENSG00000119915,2.265,1.92
ENSG00000107862,16.17,14.85
ENSG00000077150,0.1657,0.1171
ENSG00000173915,283.7,283.8
ENSG00000065613,16.07,15.39
ENSG00000108039,30.16,19.88
ENSG00000119953,39.8,33.31
ENSG00000108055,14.11,18.49
ENSG00000197142,88.94,92.96
ENSG00000023041,7.383,8.325
ENSG00000165806,20.05,25.41
ENSG00000165646,0.602,0.1418
ENSG00000107560,8.635,11.45
ENSG00000107581,34.46,59.21
ENSG00000165672,2336.0,2373.0
ENSG00000151929,38.72,35.49
ENSG00000066468,27.41,36.79
ENSG00000166033,64.34,104.2
ENSG00000148773,0.1743,0.3285
ENSG00000176171,2.354,1.33
ENSG00000151651,13.18,7.45
ENSG00000130649,2375.0,2096.0
ENSG00000142082,0.4797,0.9683
ENSG00000185201,3371.0,3788.0
ENSG00000185885,8563.0,8976.0
ENSG00000142089,7779.0,8141.0
ENSG00000023191,1.422,2.612
ENSG00000185507,13.83,10.56
ENSG00000177156,226.6,255.9
ENSG00000117984,1415.0,1388.0
ENSG00000254647,4.775,5.903
ENSG00000167325,7.621,13.04
ENSG00000244734,1.224,1.73
ENSG00000132274,91.17,93.27
ENSG00000132254,11.63,11.58
ENSG00000166333,84.79,98.52
ENSG00000166337,38.28,44.47
ENSG00000148926,13.91,13.47
ENSG00000166689,3.381,2.132
ENSG00000110700,91.17,119.5
ENSG00000011405,24.76,23.0
ENSG00000070081,14.75,17.56
ENSG00000006611,0.3397,0.48
ENSG00000134339,183.5,181.3
ENSG00000173432,1230.0,1207.0
ENSG00000134333,331.7,419.7
ENSG00000074319,125.8,163.0
ENSG00000121691,2265.0,2086.0
ENSG00000110435,22.95,23.49
ENSG00000026508,42.92,38.02
ENSG00000110436,5.183,2.387
ENSG00000175104,1.089,0.6836
ENSG00000052841,2.66,1.629
ENSG00000175220,9.745,7.012
ENSG00000180210,544.1,447.3
ENSG00000165912,1.665,0.1961
ENSG00000134574,44.93,25.57
ENSG00000025434,108.9,93.42
ENSG00000165916,44.81,61.14
ENSG00000086205,2.656,3.328
ENSG00000156587,207.7,198.4
ENSG00000198561,5.071,6.433
ENSG00000197629,11.22,3.688
ENSG00000110077,2.25,1.907
ENSG00000110079,57.13,43.28
ENSG00000166927,25.55,14.44
ENSG00000156738,0.4278,2.267
ENSG00000110104,1.454,2.054
ENSG00000110446,10.97,15.29
ENSG00000168496,5.72,2.425
ENSG00000124939,2.957,1.044
ENSG00000254772,36.15,35.68
ENSG00000149499,0.2894,0.2726
ENSG00000176340,668.4,586.0
ENSG00000149782,1.691,1.562
ENSG00000002330,16.02,7.987
ENSG00000146670,0.6805,1.374
ENSG00000014216,16.38,14.98
ENSG00000175602,31.93,14.1
ENSG00000175550,100.5,62.11
ENSG00000175334,45.0,49.34
ENSG00000174684,0.383,0.2706
ENSG00000175482,3.713,7.097
ENSG00000172613,7.258,2.614
ENSG00000175463,2.943,4.62
ENSG00000172725,0.429,0.1212
ENSG00000213402,2.119,0.5988
ENSG00000084207,167.0,116.5
ENSG00000132740,2.322,1.193
ENSG00000110092,2.54,3.332
ENSG00000085733,26.3,27.64
ENSG00000172893,23.35,14.16
ENSG00000118363,2.285,1.413
ENSG00000137491,170.7,167.8
ENSG00000149273,81.16,84.82
ENSG00000158555,2.475,0.0853
ENSG00000182704,122.9,189.2
ENSG00000149269,0.17,0.3602
ENSG00000159063,1.065,1.504
ENSG00000137509,1.687,2.524
ENSG00000165490,0.8441,1.044
ENSG00000171202,107.1,68.39
ENSG00000137501,0.4425,0.5731
ENSG00000074266,1.43,0.8917
ENSG00000149196,20.19,16.06
ENSG00000150687,5.528,8.005
ENSG00000020922,17.01,17.1
ENSG00000196371,0.8898,1.347
ENSG00000166037,10.4,13.08
ENSG00000087053,0.9922,0.1078
ENSG00000110330,16.58,11.46
ENSG00000118113,0.4766,0.5051
ENSG00000137752,66.49,68.31
ENSG00000204397,0.9339,0.2639
ENSG00000149313,17.34,23.66
ENSG00000075239,276.8,248.8
ENSG00000178105,14.58,11.82
ENSG00000150768,92.35,131.0
ENSG00000150782,18.97,38.56
ENSG00000086827,2.386,1.498
ENSG00000166741,69.95,40.64
ENSG00000118137,11770.0,10540.0
ENSG00000149591,7.128,3.825
ENSG00000110324,2.087,2.441
ENSG00000160593,3.801,1.79
ENSG00000198851,5.084,1.596
ENSG00000167286,37.95,21.45
ENSG00000118181,1885.0,2143.0
ENSG00000149428,22.45,22.48
ENSG00000188486,5.064,1.022
ENSG00000172375,0.8098,0.1635
ENSG00000160703,1.652,2.088
ENSG00000196914,137.5,133.0
ENSG00000149403,0.2876,0.1742
ENSG00000109943,8.297,7.479
ENSG00000109971,307.5,419.9
ENSG00000149547,32.62,88.98
ENSG00000149554,4.865,2.221
ENSG00000134954,9.312,6.444
ENSG00000073614,8.621,11.06
ENSG00000151065,0.5432,0.8954
ENSG00000004478,10.36,14.74
ENSG00000118971,0.2368,0.8364
ENSG00000078237,27.72,24.55
ENSG00000111247,1.422,12.3
ENSG00000139193,1.54,0.9668
ENSG00000010292,2.47,4.39
ENSG00000111640,837.1,709.4
ENSG00000111652,1.893,1.702
ENSG00000010610,1.517,2.602
ENSG00000111669,3.676,3.396
ENSG00000111674,4.692,1.42
ENSG00000111679,30.33,37.48
ENSG00000126749,1.225,1.73
ENSG00000182326,2896.0,2550.0
ENSG00000159403,1.031,2.706
ENSG00000139178,39.01,25.12
ENSG00000177575,61.62,47.36
ENSG00000173262,9.377,4.627
ENSG00000059804,3.214,0.7096
ENSG00000171860,19.38,16.49
ENSG00000111729,9.964,7.768
ENSG00000175899,555.2,580.3
ENSG00000110848,8.256,9.721
ENSG00000172243,18.85,18.53
ENSG00000173391,1.528,3.67
ENSG00000139112,14.5,36.49
ENSG00000213809,9.024,5.169
ENSG00000205809,23.92,10.68
ENSG00000111276,99.64,100.3
ENSG00000013583,189.0,243.7
ENSG00000134531,20.63,8.754
ENSG00000023697,295.2,280.1
ENSG00000111700,0.7347,0.6921
ENSG00000134538,920.9,769.5
ENSG00000004700,45.06,54.47
ENSG00000111711,2.253,3.661
ENSG00000111731,21.5,26.67
ENSG00000139163,27.2,20.15
ENSG00000060982,14.17,9.067
ENSG00000123104,12.13,10.11
ENSG00000064115,28.49,30.64
ENSG00000152944,33.04,27.94
ENSG00000087470,23.95,18.44
ENSG00000151233,1.051,2.83
ENSG00000139211,5.333,8.221
ENSG00000005175,30.35,26.97
ENSG00000181929,0.7555,0.6404
ENSG00000123416,60.24,45.4
ENSG00000167553,5.246,5.271
ENSG00000139644,355.6,475.4
ENSG00000161800,1.452,0.2564
ENSG00000123268,4.311,3.201
ENSG00000110911,10.17,12.19
ENSG00000110934,19.16,10.58
ENSG00000135480,9.662,11.41
ENSG00000205426,0.5978,1.689
ENSG00000111057,1331.0,2127.0
ENSG00000063046,85.79,74.22
ENSG00000167779,23.14,15.48
ENSG00000135476,0.7261,1.026
ENSG00000135409,2.104,0.4955
ENSG00000012822,3.215,6.056
ENSG00000111481,54.62,67.28
ENSG00000123338,12.63,11.12
ENSG00000123353,94.05,120.5
ENSG00000123374,2.741,4.101
ENSG00000065361,48.85,36.31
ENSG00000062485,6.989,6.894
ENSG00000257727,0.5273,0.4967
ENSG00000135473,0.2104,0.1982
ENSG00000110955,53.97,54.34
ENSG00000123329,5.096,5.329
ENSG00000175197,81.57,62.24
ENSG00000135452,32.16,28.99
ENSG00000135446,64.92,58.53
ENSG00000118596,0.0264,0.3731
ENSG00000118600,72.27,66.98
ENSG00000135677,93.12,70.65
ENSG00000111581,0.7382,1.652
ENSG00000135679,177.4,150.6
ENSG00000090382,1301.0,2434.0
ENSG00000166225,28.88,26.69
ENSG00000080371,17.07,23.0
ENSG00000179941,7.325,7.459
ENSG00000139318,20.24,22.31
ENSG00000257594,3.854,3.328
ENSG00000120833,0.3188,0.3604
ENSG00000166130,34.1,37.1
ENSG00000012504,96.36,83.02
ENSG00000120805,73.56,83.18
ENSG00000075188,1.364,0.2141
ENSG00000017427,10.6,7.032
ENSG00000166598,687.5,714.5
ENSG00000120837,6.263,3.034
ENSG00000198431,32.21,45.9
ENSG00000171310,10.78,6.879
ENSG00000136051,51.27,58.16
ENSG00000013503,0.5369,0.3372
ENSG00000008405,32.8,33.79
ENSG00000136045,2.946,2.973
ENSG00000151148,7.695,8.537
ENSG00000111229,1015.0,1209.0
ENSG00000204852,0.5351,0.7561
ENSG00000186298,175.3,191.9
ENSG00000111275,309.6,268.3
ENSG00000089022,2.773,4.555
ENSG00000089009,101.8,124.4
ENSG00000089127,20.65,26.91
ENSG00000135108,3.061,1.712
ENSG00000111445,1.53,1.081
ENSG00000089220,6711.0,8108.0
ENSG00000111725,16.77,23.25
ENSG00000089157,775.1,807.1
ENSG00000089159,4.004,2.605
ENSG00000170855,39.74,30.67
ENSG00000111786,657.0,558.2
ENSG00000088986,668.2,751.7
ENSG00000110871,22.48,42.26
ENSG00000167272,29.39,29.67
ENSG00000110917,9.189,11.33
ENSG00000135100,11.28,3.336
ENSG00000110801,6.065,5.78
ENSG00000182782,1.117,1.052
ENSG00000255398,1.122,1.057
ENSG00000086598,1207.0,1296.0
ENSG00000111361,47.14,53.7
ENSG00000119242,23.99,16.39
ENSG00000073060,28.62,32.42
ENSG00000132341,111.1,130.5
ENSG00000177192,8.262,5.472
ENSG00000176894,55.08,81.19
ENSG00000121741,2.015,0.8357
ENSG00000165474,6.215,10.32
ENSG00000132970,2.404,2.697
ENSG00000133119,1.367,2.269
ENSG00000120699,66.22,44.07
ENSG00000120686,49.38,57.1
ENSG00000133106,0.9397,1.254
ENSG00000120675,22.73,18.35
ENSG00000136167,380.5,190.9
ENSG00000136143,53.11,55.72
ENSG00000139687,14.28,18.59
ENSG00000204977,12.26,13.49
ENSG00000102554,7.718,7.68
ENSG00000005810,4.204,2.697
ENSG00000125257,6.17,9.404
ENSG00000139793,241.6,248.9
ENSG00000065150,7.155,13.42
ENSG00000169508,0.7493,1.588
ENSG00000125304,311.9,375.1
ENSG00000102524,5.152,3.64
ENSG00000187498,4.264,1.497
ENSG00000134871,4.77,2.528
ENSG00000088448,22.7,17.88
ENSG00000185896,810.4,819.2
ENSG00000198176,45.57,46.73
ENSG00000130177,120.9,132.3
ENSG00000129484,40.16,37.75
ENSG00000100823,69.04,45.6
ENSG00000258818,792.2,806.1
ENSG00000169413,86.94,48.61
ENSG00000129562,678.3,683.6
ENSG00000155463,14.66,17.23
ENSG00000155465,5.29,4.53
ENSG00000197324,35.36,36.09
ENSG00000100462,19.79,45.56
ENSG00000129473,2.417,3.266
ENSG00000092010,49.8,38.63
ENSG00000100911,58.08,68.39
ENSG00000254505,236.2,318.1
ENSG00000100938,15.64,16.23
ENSG00000129467,0.518,1.025
ENSG00000129465,6.57,7.253
ENSG00000100453,0.8504,2.403
ENSG00000129518,23.63,39.19
ENSG00000129515,3.354,2.054
ENSG00000165410,17.85,18.01
ENSG00000092020,5.277,5.825
ENSG00000100906,37.53,43.32
ENSG00000100916,19.13,19.55
ENSG00000129514,41.65,36.7
ENSG00000100934,69.76,68.42
ENSG00000100479,2.774,1.764
ENSG00000165516,106.3,100.1
ENSG00000125375,1.655,2.03
ENSG00000100504,70.59,75.29
ENSG00000139921,4.488,3.238
ENSG00000197930,73.36,66.76
ENSG00000100519,14.99,14.74
ENSG00000073712,0.2089,0.4427
ENSG00000125378,1.193,1.054
ENSG00000100526,11.95,8.445
ENSG00000100532,7.77,3.416
ENSG00000168175,4.511,6.232
ENSG00000126787,0.8208,0.9941
ENSG00000126777,22.97,30.39
ENSG00000100575,7.768,3.252
ENSG00000100592,15.43,22.25
ENSG00000050130,17.57,23.91
ENSG00000100612,277.4,383.1
ENSG00000020426,27.62,12.55
ENSG00000027075,0.8292,0.8633
ENSG00000100644,19.74,27.77
ENSG00000154001,1.668,1.768
ENSG00000126821,28.25,22.36
ENSG00000054654,1.87,2.254
ENSG00000140009,0.137,0.1291
ENSG00000100714,21.33,26.0
ENSG00000089775,4.726,5.762
ENSG00000176153,21.83,34.1
ENSG00000100554,132.9,116.5
ENSG00000134001,86.05,72.04
ENSG00000100652,94.08,124.5
ENSG00000080815,26.47,34.9
ENSG00000170348,35.08,43.75
ENSG00000170345,8.221,10.33
ENSG00000100577,6.454,11.07
ENSG00000100591,180.4,169.7
