ID,Flux
MAR04176,1.0
MAR04329,1.0
MAR05076,1.0
MAR05084,1.0
temporary_exchange_MAM02026e,1.0
temporary_exchange_MAM02040e,2.0
temporary_exchange_MAM01974e,1.0
temporary_exchange_MAM01986c,1.0
temporary_exchange_MAM01628c,1.0
