,reaction_expression
MAR08353_f,-1.0
MAR08726,2.7
MAR08727,13.4
MAR08728,-1.0
MAR08729,32.2
MAR06537_f,19.7
MAR01568,2.7
MAR03853,24.2
MAR03854,13.4
MAR03855,13.4
MAR03857,17.9
MAR03859,4.5
MAR04087,59.0
MAR04089,26.0
MAR04091,59.0
MAR04093,-1.0
MAR04095,-1.0
MAR04101,-1.0
MAR04103,0.9
MAR04143,7.2
MAR04193,37.6
MAR08497,38.5
MAR08498,1.8
MAR08499,1.8
MAR08500,38.5
MAR08501,13.4
MAR08502_f,28.6
MAR08503,33.1
MAR08504,55.4
MAR08506,55.4
MAR08507,40.2
MAR08508,40.2
MAR08509,38.5
MAR08511,17.9
MAR08512_f,1.8
MAR08514,4.5
MAR08516,64.4
MAR08517,-1.0
MAR04280_f,32.2
MAR00153,90.4
MAR03212,59.00000000000001
MAR03797,90.4
MAR03800,3.6
MAR04105,3.6
MAR04106,3.6
MAR04107,3.6
MAR04282,1.8
MAR04331_f,90.4
MAR04459,90.4
MAR04460,90.4
MAR04464,-1.0
MAR04497,1.8
MAR04741,50.1
MAR08078,-1.0
MAR09803_f,-1.0
MAR09804_f,642.5000000000001
MAR00718,12.5
MAR00719,2.7
MAR01434_f,0.9
MAR01436,5.4
MAR03163,59.00000000000001
MAR04461_f,21.5
MAR04604,14.3
MAR05351_f,34.0
MAR07709_f,49.2
MAR04052,9.9
MAR04304,5.4
MAR04350_f,2.7
MAR04351_f,10.7
MAR04352_f,10.7
MAR04354_f,4.5
MAR04398_f,29.5
MAR04404_f,17.9
MAR04473,4.5
MAR04474,4.5
MAR04476_f,10.7
MAR04477_f,14.3
MAR04501_f,17.9
MAR04565_f,7.2
MAR04567,45.6
MAR09799_f,8.1
MAR09800_f,-1.0
MAR04623,12.5
MAR04625,8.1
MAR04710_f,4.5
MAR04841_f,2.7
MAR08074,2.7
MAR08653_f,20.6
MAR03998,255.0
MAR04000,226.4
MAR04002_f,109.3
MAR04004_f,109.3
MAR04010,147.6
MAR04081,147.6
MAR04082,147.6
MAR04012,207.6
MAR04014,1186.2
MAR04020_f,21.5
MAR04022,226.4
MAR04038_f,2.7
MAR04040,4.5
MAR04042,15.200000000000001
MAR04046,21.5
MAR04048,1186.2
MAR04080,33.1
MAR04085,3.6
MAR04086,3.6
MAR04134,255.0
MAR04135_f,21.5
MAR04168,5.4
MAR04171,37.6
MAR04290,209.4
MAR04406,5.4
MAR04412_f,225.5
MAR04417,147.6
MAR04418,9.8
MAR04419,11.600000000000001
MAR04421,37.6
MAR04449,147.6
MAR04450,147.6
MAR04451,-1.0
MAR04452,9.8
MAR04453,21.5
MAR04480_f,187.19999999999996
MAR04481,17.0
MAR04482,17.0
MAR04486,52.8
MAR04487,52.8
MAR04488,52.8
MAR04489,52.8
MAR04492,52.8
MAR04493,52.8
MAR04495,52.8
MAR04496,52.8
MAR04518,5.4
MAR04519,-1.0
MAR04520,-1.0
MAR04573,37.6
MAR04574_f,3.6
MAR04600,15.2
MAR04602,147.6
MAR04603_f,3.6
MAR04611,12.6
MAR04612,12.6
MAR04614,12.6
MAR04615,12.6
MAR04617,12.6
MAR04618,12.6
MAR04619,12.6
MAR04621,12.6
MAR04632,147.6
MAR04646,-1.0
MAR04648,-1.0
MAR04649,-1.0
MAR04650,-1.0
MAR04651_f,3.6
MAR04663_f,3.6
MAR04664,9.8
MAR04694,17.0
MAR04695_f,3.6
MAR04705,147.6
MAR04709_f,3.6
MAR04799,9.8
MAR04802,9.8
MAR04804_f,6.3
MAR04808,4.5
MAR04810,6.3
MAR04812_f,225.5
MAR04814_f,2.7
MAR05301,37.6
MAR05353_f,21.5
MAR06601,-1.0
MAR06602_f,25.1
MAR06603_f,25.1
MAR06605_f,-1.0
MAR06606_f,-1.0
MAR06607_f,-1.0
MAR06609_f,-1.0
MAR06610,-1.0
MAR06611_f,-1.0
MAR07144,33.1
MAR08755,-1.0
MAR09797,-1.0
MAR04016_f,101.0
MAR04018_f,101.0
MAR04044_f,101.0
MAR04291_f,101.0
MAR04420,101.0
MAR04570_f,101.0
MAR04572,101.0
MAR04006_f,101.0
MAR04028_f,101.0
MAR04030_f,101.0
MAR04670_f,101.0
MAR04673_f,101.0
MAR04675,101.0
MAR06614_f,101.0
MAR06615_f,101.0
MAR06616_f,101.0
MAR04635_f,101.0
MAR03793_f,-1.0
MAR03931,51.0
MAR03969,33.1
MAR03970,141.29999999999998
MAR04008_f,30.4
MAR04032,30.5
MAR04034,6.3
MAR04036,9.8
MAR04050_f,6.3
MAR04056,147.6
MAR04059,255.0
MAR04060,255.0
MAR04127,25.9
MAR04177,147.6
MAR04179,147.6
MAR04182,57.300000000000004
MAR04183,209.4
MAR04192,209.4
MAR04194,30.5
MAR04210,37.6
MAR04211,5.4
MAR04343,3.6
MAR04345_f,101.1
MAR04346,91.2
MAR04470,101.1
MAR04471,101.1
MAR04472,101.1
MAR04484,147.6
MAR04485_f,4.5
MAR04510,147.6
MAR04512_f,30.4
MAR04513,17.9
MAR04514,5.4
MAR04577,9.8
MAR04579_f,3.6
MAR04580,5.4
MAR04608_f,6.3
MAR04575_f,0.9
MAR04637_f,5.4
MAR04642,21.5
MAR04643,27.799999999999997
MAR04644_f,0.9
MAR04672,-1.0
MAR04676,37.6
MAR04736,13.4
MAR04819,-1.0
MAR05299,37.6
MAR05352,37.6
MAR05415,12.6
MAR05416,12.6
MAR05417,60.8
MAR06612_f,5.4
MAR06613_f,5.4
MAR06621_f,12.6
MAR06622,12.6
MAR06623,-1.0
MAR06624,9.8
MAR06627_f,37.6
MAR07744_f,8.1
MAR08072,-1.0
MAR08637,-1.0
MAR03965,22.4
MAR03966,5.4
MAR03967_f,30.4
MAR03968_f,5.4
MAR03999,209.4
MAR04024_f,30.4
MAR04026_f,-1.0
MAR04054,-1.0
MAR04061,209.4
MAR04083,207.6
MAR04136,825.8
MAR04180,37.6
MAR04185,56.3
MAR04186,56.3
MAR04342,255.0
MAR04344_f,-1.0
MAR04483,9.8
MAR04507,8.9
MAR04516,0.9
MAR04601,15.2
MAR04633,3.6
MAR04640,5.4
MAR04641,-1.0
MAR04680_f,3.6
MAR04806,9.8
MAR05394,-1.0
MAR06625,9.8
MAR06626,21.5
MAR07160,299.8
MAR07161,0.9
MAR07162,0.9
MAR07163,11.7
MAR07164,11.7
MAR07713,141.29999999999998
MAR07716,141.29999999999998
MAR07717,141.29999999999998
MAR07721,141.29999999999998
MAR07725,141.29999999999998
MAR07728,141.29999999999998
MAR07800_f,39.4
MAR07801_f,21.5
MAR07802_f,39.4
MAR07863_f,30.4
MAR07864_f,30.4
MAR07865_f,30.4
MAR07866_f,30.4
MAR07867_f,30.4
MAR07868_f,30.4
MAR07869_f,30.4
MAR07870_f,30.4
MAR07871_f,30.4
MAR07872_f,30.4
MAR07873_f,30.4
MAR07874_f,30.4
MAR07875_f,-1.0
MAR07876_f,30.4
MAR07878_f,101.0
MAR07879,5.4
MAR07880,17.9
MAR07881_f,-1.0
MAR07882_f,-1.0
MAR07883_f,125.2
MAR07884_f,-1.0
MAR07885_f,-1.0
MAR07886_f,125.2
MAR07887_f,-1.0
MAR07888_f,-1.0
MAR07889_f,-1.0
MAR07890_f,125.2
MAR07891_f,-1.0
MAR07892_f,-1.0
MAR07893_f,-1.0
MAR07894_f,125.2
MAR07895_f,125.2
MAR08083,1186.2
MAR08085,1186.2
MAR08087,1186.2
MAR08443,33.1
MAR08444,33.1
MAR08445,37.6
MAR08446,-1.0
MAR08448_f,30.4
MAR08449_f,30.4
MAR08450_f,30.4
MAR08451_f,30.4
MAR08452_f,30.4
MAR08453_f,30.4
MAR08454_f,30.4
MAR08455_f,30.4
MAR08456_f,30.4
MAR08457_f,30.4
MAR08458_f,30.4
MAR08459_f,30.4
MAR08460_f,30.4
MAR08461_f,39.4
MAR08462_f,30.4
MAR08463_f,30.4
MAR08464_f,30.4
MAR08465_f,30.4
MAR08466_f,30.4
MAR08467_f,30.4
MAR08468_f,30.4
MAR08469_f,30.4
MAR08470_f,30.4
MAR08471_f,30.4
MAR08472_f,30.4
MAR08473,3.6
MAR08474,255.0
MAR08477_f,17.9
MAR08478_f,17.9
MAR08479_f,17.9
MAR08480,-1.0
MAR08481_f,-1.0
MAR08482,9.8
MAR08483,22.4
MAR08484,-1.0
MAR08485,33.1
MAR08486_f,3.6
MAR08487,38.4
MAR08488,5.4
MAR08489,5.4
MAR08493,3.6
MAR08494,3.6
MAR08495,3.6
MAR03802_f,40.3
MAR03804_f,40.3
MAR03811,7.2
MAR03813_f,1.8
MAR03822,1.8
MAR03827_f,5.4
MAR03829_f,12.5
MAR03862,8.9
MAR03865,5.4
MAR03870,10.7
MAR03873,3.6
MAR08654,3.6
MAR03890,71.6
MAR03892,136.9
MAR09802,3.6
MAR03899_f,0.9
MAR03903,5.4
MAR04109_f,0.9
MAR04114,4.5
MAR04115,4.5
MAR04118,10.7
MAR04172,8.9
MAR04196,-1.0
MAR04197,28.700000000000003
MAR04287,19.7
MAR04690,7.2
MAR04693_f,18.8
MAR06780,5.4
MAR06968_f,-1.0
MAR06969_f,3.6
MAR06970_f,0.9
MAR06971_f,11.6
MAR06972_f,11.6
MAR07641,-1.0
MAR07642_f,-1.0
MAR08626,17.0
MAR08628,3.6
MAR03806_f,1.8
MAR03807_f,17.0
MAR03809_f,-1.0
MAR03816,-1.0
MAR03819_f,1.8
MAR03820_f,1.8
MAR03832,-1.0
MAR03833,10.8
MAR03835,10.8
MAR03837,8.1
MAR03895,10.7
MAR03897,10.7
MAR03956_f,21.5
MAR03993,9.0
MAR04073,22.4
MAR04075,9.8
MAR04077,30.400000000000002
MAR04190_f,9.0
MAR04191,42.0
MAR04212,8.1
MAR04422,8.1
MAR04423,-1.0
MAR04424,3.6
MAR04583_f,3.6
MAR04605,55.4
MAR04606,-1.0
MAR04607,13.4
MAR04776,62.6
MAR04777,62.6
MAR04778,10.8
MAR04779,10.8
MAR04780,10.8
MAR04781,10.8
MAR04784,1.8
MAR04785,1.8
MAR04786,17.9
MAR04787,0.9
MAR05384,46.5
MAR06929_f,228.2
MAR06930_f,228.2
MAR06931,-1.0
MAR06932,-1.0
MAR06933,-1.0
MAR06934,-1.0
MAR06935,-1.0
MAR06936,-1.0
MAR06938_f,228.2
MAR06939_f,228.2
MAR06940_f,-1.0
MAR06941,-1.0
MAR06942,-1.0
MAR06943,-1.0
MAR06944,-1.0
MAR06945,-1.0
MAR06946,-1.0
MAR06947,-1.0
MAR06948,-1.0
MAR06949,-1.0
MAR06950,-1.0
MAR06951,-1.0
MAR06952,-1.0
MAR06953,129.7
MAR06954,129.7
MAR06955_f,-1.0
MAR06956_f,-1.0
MAR06957_f,-1.0
MAR06958,9.0
MAR06959,9.0
MAR06960_f,-1.0
MAR06961,9.0
MAR06962,9.0
MAR06963,9.0
MAR06964,9.0
MAR06965_f,6.3
MAR06966_f,6.3
MAR06967_f,6.3
MAR06973_f,129.7
MAR08096_f,1.8
MAR08097_f,1.8
MAR08098,5.4
MAR08416,-1.0
MAR08425_f,-1.0
MAR08426,7.2
MAR08427_f,110.10000000000001
MAR08431,-1.0
MAR08432,1.8
MAR08603,228.2
MAR08604,29.5
MAR08605,55.4
MAR08606,-1.0
MAR08607,-1.0
MAR08608,-1.0
MAR08609,8.1
MAR08610,-1.0
MAR08611,17.0
MAR04285,8.1
MAR00457,0.9
MAR00460,0.9
MAR03750_f,-1.0
MAR03752_f,11.6
MAR03770_f,32.2
MAR03771_f,-1.0
MAR03772_f,-1.0
MAR03782_f,-1.0
MAR03784_f,11.6
MAR03794_f,-1.0
MAR03839_f,80.5
MAR03841_f,5.4
MAR03843,29.5
MAR03845_f,8.9
MAR03847_f,0.9
MAR03849,2.7
MAR03852,-1.0
MAR03856,13.4
MAR03860,-1.0
MAR03883,6.3
MAR03901,10.7
MAR03939_f,8.1
MAR03974,6.3
MAR04198,-1.0
MAR04199_f,-1.0
MAR04200,6.3
MAR04284,-1.0
MAR04348,1.8
MAR04466,1.8
MAR04467,-1.0
MAR04582_f,19.7
MAR04584_f,110.10000000000001
MAR04696,0.9
MAR04697,11.6
MAR04698,11.6
MAR04699,10.7
MAR04700_f,14.3
MAR04742,8.1
MAR04788,-1.0
MAR04789,-1.0
MAR04791,-1.0
MAR04792_f,3.6
MAR04937_f,39.4
MAR05392,4.5
MAR05393,0.9
MAR06409_f,15.2
MAR07702_f,13.4
MAR07703,-1.0
MAR08433,1.8
MAR08434,4.5
MAR08439,4.5
MAR08440,11.6
MAR08441,0.9
MAR08442,-1.0
MAR09718,-1.0
MAR09486,4.5
MAR04426_f,101.0
MAR04428,-1.0
MAR04429,30.4
MAR04430,29.5
MAR04431,2.7
MAR04437,-1.0
MAR04658_f,0.9
MAR04660,-1.0
MAR04712,-1.0
MAR05336_f,240.69999999999996
MAR05337_f,139.60000000000002
MAR05338,258.7
MAR05339_f,240.69999999999996
MAR05340,240.69999999999996
MAR08783,-1.0
MAR08784,55.4
MAR08786,36.6
MAR04239,12.5
MAR04241_f,1158.4
MAR04288,34.0
MAR04596_f,5.4
MAR04597_f,5.4
MAR04599,45.6
MAR04667,43.8
MAR04668,34.0
MAR04737,11.6
MAR04739,11.6
MAR04740_f,-1.0
MAR06415,12.5
MAR06974,-1.0
MAR06975,1130.7
MAR06976,1130.7
MAR06977,1130.7
MAR06978,9.8
MAR06979,49.2
MAR06980,3.6
MAR06981,6.3
MAR06982,4.5
MAR06983,40.3
MAR06984,27.8
MAR06985,4.5
MAR08017,-1.0
MAR08018,-1.0
MAR08019,-1.0
MAR08021,0.9
MAR08025,893.5999999999999
MAR08026,893.5999999999999
MAR08027,893.5999999999999
MAR08029,9.8
MAR03164,4.5
MAR03166,3.6
MAR03885_f,28.6
MAR04250,-1.0
MAR08091,-1.0
MAR08092,29.5
MAR08563,36.6
MAR08564,28.700000000000003
MAR08565,-1.0
MAR08566,-1.0
MAR03935_f,8.1
MAR04681,-1.0
MAR04682,29.5
MAR04683,2.7
MAR04685,2.7
MAR04686_f,2.7
MAR04687_f,2.7
MAR04702,-1.0
MAR04703,0.9
MAR04704,0.9
MAR06988,-1.0
MAR07689,6.300000000000001
MAR07701,0.9
MAR08094,-1.0
MAR08529,-1.0
MAR08530_f,28.6
MAR08533,-1.0
MAR08534,6.300000000000001
MAR08535,6.300000000000001
MAR08537,-1.0
MAR08541,-1.0
MAR08542,-1.0
MAR08543,-1.0
MAR08544,-1.0
MAR08630,-1.0
MAR08540,-1.0
MAR03206,11.6
MAR03208,16.1
MAR03213,13.4
MAR03215,11.6
MAR03747,36.7
MAR03744,8.1
MAR03757,64.4
MAR03761,1.8
MAR03777,36.7
MAR03778,8.1
MAR03795,1.8
MAR04797,55.4
MAR06417_f,3.6
MAR06419,3.6
MAR06420,3.6
MAR06421,3.6
MAR06422,3.6
MAR06923,36.7
MAR03765,8.1
MAR06924,-1.0
MAR06925_f,642.5000000000001
MAR06926_f,10.7
MAR06927_f,10.7
MAR08088_f,18.8
MAR08787,3.6
MAR03743_f,-1.0
MAR03940,-1.0
MAR04214,-1.0
MAR04216,6.3
MAR04218,27.7
MAR04219,6.3
MAR04220_f,-1.0
MAR04222_f,28.700000000000003
MAR04224,27.7
MAR04225,27.7
MAR04227,16.1
MAR04231,0.9
MAR04232_f,-1.0
MAR04233,-1.0
MAR04235,-1.0
MAR04243,5.4
MAR04244,28.700000000000003
MAR04245,-1.0
MAR04246_f,28.700000000000003
MAR04248_f,-1.0
MAR06707,-1.0
MAR06708_f,-1.0
MAR06709_f,-1.0
MAR06711,-1.0
MAR06712_f,-1.0
MAR06713,29.5
MAR06714,55.4
MAR06715,19.7
MAR06716,-1.0
MAR06717,6.3
MAR06718,-1.0
MAR06719,29.5
MAR06720,-1.0
MAR06721,-1.0
MAR06722_f,-1.0
MAR06723_f,212.09999999999997
MAR06725_f,17.9
MAR06726,-1.0
MAR06727,18.8
MAR06728,-1.0
MAR06729,-1.0
MAR06730,19.7
MAR06731,-1.0
MAR06734_f,-1.0
MAR06735,19.7
MAR06736,19.7
MAR06738_f,-1.0
MAR06739,19.7
MAR06740,-1.0
MAR06741,-1.0
MAR06742_f,-1.0
MAR06743,0.9
MAR06744_f,-1.0
MAR06745,29.5
MAR06746,19.7
MAR06747,29.5
MAR06748,2.7
MAR06749,2.7
MAR06750,19.7
MAR06751,29.5
MAR06752,29.5
MAR06753,2.7
MAR06754,2.7
MAR06755_f,19.7
MAR06756_f,28.6
MAR06757,19.7
MAR06758,29.5
MAR06759_f,-1.0
MAR06760,2.7
MAR06761,2.7
MAR06762,19.7
MAR06763,19.7
MAR06764,29.5
MAR06765_f,-1.0
MAR06766,2.7
MAR06767,2.7
MAR06768,17.9
MAR06770,-1.0
MAR06771,18.8
MAR06772,-1.0
MAR06774,1.8
MAR06776,3.6
MAR06778,0.9
MAR06782,-1.0
MAR06783,-1.0
MAR06784,-1.0
MAR06785,-1.0
MAR06786,-1.0
MAR06787,-1.0
MAR06788,19.7
MAR06789,29.5
MAR06790,2.7
MAR06791,2.7
MAR06792_f,-1.0
MAR06798_f,-1.0
MAR06799,-1.0
MAR06800_f,-1.0
MAR06801,-1.0
MAR06802,-1.0
MAR06803,-1.0
MAR06806_f,-1.0
MAR06807_f,-1.0
MAR06808,25.1
MAR06811_f,212.09999999999997
MAR06813,17.0
MAR06814_f,4.5
MAR06815_f,212.09999999999997
MAR06817_f,4.5
MAR06818,-1.0
MAR06819_f,4.5
MAR06820_f,212.09999999999997
MAR06822,-1.0
MAR06823_f,4.5
MAR06824_f,212.09999999999997
MAR06826_f,4.5
MAR06827_f,4.5
MAR06828,-1.0
MAR06829,229.20000000000002
MAR06830,-1.0
MAR06831,9.8
MAR06834_f,4.5
MAR06835_f,4.5
MAR06836_f,-1.0
MAR06837,-1.0
MAR06838,7.2
MAR06839,9.8
MAR06840_f,4.5
MAR06841_f,4.5
MAR06842_f,-1.0
MAR06843,-1.0
MAR06844,7.2
MAR06845,9.8
MAR06848_f,4.5
MAR06849_f,4.5
MAR06850,7.2
MAR06851,9.8
MAR06854_f,4.5
MAR06855_f,4.5
MAR06874,-1.0
MAR06875_f,-1.0
MAR06876_f,-1.0
MAR06877_f,-1.0
MAR06878_f,-1.0
MAR06879_f,-1.0
MAR06880_f,-1.0
MAR06881,-1.0
MAR06882_f,-1.0
MAR06883_f,212.09999999999997
MAR06885_f,4.5
MAR06886_f,212.09999999999997
MAR06888,1.8
MAR06889,-1.0
MAR07628,25.1
MAR07756,42.9
MAR08539,-1.0
MAR08794,-1.0
MAR08795,-1.0
MAR08796,-1.0
MAR03875,42.9
MAR03877,97.5
MAR03879,-1.0
MAR03881,1.8
MAR03912_f,17.9
MAR03917,45.6
MAR03919_f,-1.0
MAR03920_f,73.4
MAR03922_f,-1.0
MAR03928,4.5
MAR03995_f,60.8
MAR03996_f,-1.0
MAR04072,46.6
MAR04189,5.4
MAR04302,1.8
MAR04323,-1.0
MAR05381,-1.0
MAR05385,8.9
MAR05386,17.0
MAR05387,6.3
MAR05388,7.2
MAR05389,7.2
MAR05390,-1.0
MAR05391,-1.0
MAR05418_f,-1.0
MAR05419_f,-1.0
MAR06515,4.5
MAR06518,4.5
MAR06519_f,34.0
MAR06520_f,4.5
MAR06523_f,32.300000000000004
MAR08062,-1.0
MAR08066_f,17.9
MAR08067_f,5.4
MAR08068_f,43.0
MAR08069_f,8.9
MAR08641,46.6
MAR08682_f,-1.0
MAR08683,1.8
MAR08684_f,5.4
MAR08685,-1.0
MAR03868,10.7
MAR03869,10.7
MAR03889,0.9
MAR03933_f,15.2
MAR03937,24.2
MAR04116,144.2
MAR04120,144.2
MAR04121,144.2
MAR04175,39.4
MAR04176,39.4
MAR04324,14.3
MAR04326,5.4
MAR04328,53.699999999999996
MAR04329,53.699999999999996
MAR04708,16.1
MAR08769,39.4
MAR08770,16.1
MAR08771,-1.0
MAR04078,5.4
MAR04079,55.4
MAR04174,7.2
MAR04330_f,18.8
MAR04347,-1.0
MAR04425,-1.0
MAR04427,13.4
MAR04688,55.4
MAR04689,6.3
MAR04735_f,4.5
MAR07991,-1.0
MAR07992,-1.0
MAR07993,55.4
MAR07128,56.3
MAR07129,56.3
MAR07130,-1.0
MAR07131_f,60.8
MAR07132,9.9
MAR07133_f,-1.0
MAR07134_f,1.8
MAR07135,-1.0
MAR07136_f,97.5
MAR07137_f,1.8
MAR07138,48.3
MAR07139_f,42.9
MAR07140_f,-1.0
MAR07141,-1.0
MAR07620,17.0
MAR07647,-1.0
MAR08640,46.6
MAR08689,-1.0
MAR08690,-1.0
MAR03748,3.6
MAR03753,4.5
MAR03755,50.1
MAR03759,56.3
MAR03763,1.8
MAR03773,10.7
MAR03775_f,64.4
MAR03780,3.6
MAR03785,4.5
MAR03790,0.9
MAR03792_f,18.8
MAR03796_f,90.4
MAR03823_f,15.2
MAR06416,3.6
MAR03986,-1.0
MAR03988,52.8
MAR04124,32.2
MAR04158,9.9
MAR04159_f,5.4
MAR04299,19.7
MAR04300,30.4
MAR04494,53.699999999999996
MAR04524,25.0
MAR04525,5.4
MAR04526,5.4
MAR04527_f,6.3
MAR04528,5.4
MAR04529,6.3
MAR04530,1.8
MAR04531,-1.0
MAR04532,8.1
MAR04533,-1.0
MAR04534,-1.0
MAR04536,8.1
MAR04628,8.1
MAR04629,1.8
MAR04631,15.2
MAR07696,-1.0
MAR07697,8.1
MAR07698_f,5.4
MAR08366,-1.0
MAR08367,-1.0
MAR08368,-1.0
MAR08371,6.3
MAR08372,-1.0
MAR08373_f,119.9
MAR08375,14.3
MAR08376,-1.0
MAR08377,8.1
MAR08672,32.2
MAR08674,-1.0
MAR08675,-1.0
MAR05130,9.8
MAR05131,7.2
MAR05132,19.7
MAR05133,11.6
MAR05134,40.3
MAR05135,8.9
MAR05136,10.7
MAR05137,27.7
MAR05138,20.6
MAR05139,8.1
MAR05140,17.0
MAR05141,24.2
MAR05142,6.3
MAR05143,14.3
MAR05144,25.9
MAR05145,1.8
MAR05146,27.7
MAR05147,10.7
MAR05148,11.6
MAR05149,17.0
MAR05150,5.4
MAR07171,68.0
MAR07172,17.9
MAR07174,-1.0
MAR07175,-1.0
MAR07180,14.3
MAR07181,29.5
MAR07183,17.9
MAR07197,-1.0
MAR07436,493.8999999999999
MAR07438,66.2
MAR07440,14.3
MAR08254,-1.0
MAR08255,-1.0
MAR08256,-1.0
MAR08257,14.3
MAR08258,-1.0
MAR08260,-1.0
MAR08261,-1.0
MAR01532,34.0
MAR07254,9.8
MAR07256,0.9
MAR07258,-1.0
MAR07259,-1.0
MAR07260,-1.0
MAR07261,1.8
MAR07263,1.8
MAR07264,5.4
MAR07265,93.0
MAR07266,0.9
MAR07267,9.8
MAR07268,9.8
MAR07269,5.4
MAR07270,5.4
MAR07271,16.1
MAR07274,7.2
MAR07275,18.8
MAR07276,16.1
MAR07277,11.6
MAR07278,13.4
MAR07279,4.5
MAR07280,11.6
MAR07281,23.200000000000003
MAR07285,12.6
MAR07286,11.6
MAR07287,15.2
MAR07288,-1.0
MAR07289,267.5
MAR07290,-1.0
MAR07291,267.5
MAR07292,-1.0
MAR07293,267.5
MAR07294,-1.0
MAR07295,-1.0
MAR07296,-1.0
MAR07297,-1.0
MAR07298,-1.0
MAR07299,-1.0
MAR07300,-1.0
MAR07301,-1.0
MAR07302,-1.0
MAR07303,-1.0
MAR07304,-1.0
MAR07305,-1.0
MAR07306,-1.0
MAR07308,267.5
MAR07309,267.5
MAR07310,267.5
MAR07311,267.5
MAR07312,267.5
MAR07313,267.5
MAR07314,267.5
MAR07315,267.5
MAR07316,267.5
MAR07317,267.5
MAR07318,267.5
MAR07319,267.5
MAR07320,267.5
MAR07321,267.5
MAR07322,267.5
MAR07323,25.0
MAR07324,108.2
MAR07325,2.7
MAR07326,-1.0
MAR07327,209.3
MAR07328,135.1
MAR07329,33.1
MAR07332,67.1
MAR07333,67.1
MAR07334,578.0
MAR07428,39.400000000000006
MAR07429,106.5
MAR07574,2.7
MAR07575,13.4
MAR07576,50.99999999999999
MAR07577,2.7
MAR07578,52.8
MAR07580,11.600000000000001
MAR07582,11.600000000000001
MAR07585,2.7
MAR07586,13.4
MAR07587,52.8
MAR08691,0.9
MAR08692,-1.0
MAR08693,209.3
MAR08694,135.1
MAR08695,-1.0
MAR05151,-1.0
MAR05152,-1.0
MAR05153,-1.0
MAR05154,-1.0
MAR05155,-1.0
MAR05156,-1.0
MAR05157,3.6
MAR05158,-1.0
MAR05159,-1.0
MAR05160,-1.0
MAR05161,-1.0
MAR05162,-1.0
MAR05163,-1.0
MAR05164,42.0
MAR05165,58.2
MAR05166,4.5
MAR05167,-1.0
MAR05168,-1.0
MAR05169,-1.0
MAR05170,-1.0
MAR05171,-1.0
MAR05172,-1.0
MAR05174,-1.0
MAR07282,-1.0
MAR07616,-1.0
MAR07619_f,76.9
MAR09735,-1.0
MAR07621,-1.0
MAR07622,15.2
MAR07624,4.5
MAR07626,4.5
MAR05258,-1.0
MAR05259,301.4
MAR05260,-1.0
MAR05261,301.4
MAR05262,-1.0
MAR05263,301.4
MAR05264,-1.0
MAR05265,301.4
MAR05266,-1.0
