,sample_1,sample_2,sample_3
"('MAR08087', 'ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268')","{'ENSG00000065989': ('ENSG00000065989', 0.01779359430604982, 6.5), 'ENSG00000073417': ('ENSG00000073417', 0.013413632630714479, 4.9), 'ENSG00000113448': ('ENSG00000113448', 0.12510265535176565, 45.7), 'ENSG00000123360': ('ENSG00000123360', 0.0038324664659184233, 1.4), 'ENSG00000128655': ('ENSG00000128655', 0.0010949904188338353, 0.4), 'ENSG00000138735': ('ENSG00000138735', 0.010676156583629894, 3.9), 'ENSG00000171408': ('ENSG00000171408', 0.027101012866137423, 9.9), 'ENSG00000172572': ('ENSG00000172572', 0.5743224746783466, 209.8), 'ENSG00000184588': ('ENSG00000184588', 0.05912948261702711, 21.6), 'ENSG00000186642': ('ENSG00000186642', 0.010402408978921434, 3.8), 'ENSG00000205268': ('ENSG00000205268', 0.15713112510265534, 57.4)}","{'ENSG00000065989': ('ENSG00000065989', 0.007009345794392523, 0.3), 'ENSG00000073417': ('ENSG00000073417', 0.469626168224299, 20.1), 'ENSG00000113448': ('ENSG00000113448', 0.030373831775700934, 1.3), 'ENSG00000123360': ('ENSG00000123360', 0.009345794392523364, 0.4), 'ENSG00000128655': ('ENSG00000128655', 0.27102803738317766, 11.6), 'ENSG00000138735': ('ENSG00000138735', 0.011682242990654205, 0.5), 'ENSG00000171408': ('ENSG00000171408', 0.05607476635514017, 2.4), 'ENSG00000172572': ('ENSG00000172572', 0.007009345794392523, 0.3), 'ENSG00000184588': ('ENSG00000184588', 0.03037383177570094, 1.3), 'ENSG00000186642': ('ENSG00000186642', 0.03271028037383178, 1.4), 'ENSG00000205268': ('ENSG00000205268', 0.07476635514018692, 3.2)}","{'ENSG00000065989': ('ENSG00000065989', 0.0116256157635468, 5.9), 'ENSG00000073417': ('ENSG00000073417', 0.026995073891625608, 13.7), 'ENSG00000113448': ('ENSG00000113448', 0.20965517241379308, 106.4), 'ENSG00000123360': ('ENSG00000123360', 0.001970443349753694, 1.0), 'ENSG00000128655': ('ENSG00000128655', 0.009655172413793104, 4.9), 'ENSG00000138735': ('ENSG00000138735', 0.05182266009852217, 26.3), 'ENSG00000171408': ('ENSG00000171408', 0.007684729064039408, 3.9), 'ENSG00000172572': ('ENSG00000172572', 0.01733990147783251, 8.8), 'ENSG00000184588': ('ENSG00000184588', 0.4210837438423645, 213.7), 'ENSG00000186642': ('ENSG00000186642', 0.015369458128078816, 7.8), 'ENSG00000205268': ('ENSG00000205268', 0.22679802955665024, 115.1)}"
"('MAR08443', 'ENSG00000165609 or ENSG00000170222 or ENSG00000170502')","{'ENSG00000165609': ('ENSG00000165609', 0.05317324185248714, 3.1), 'ENSG00000170222': ('ENSG00000170222', 0.06518010291595197, 3.8), 'ENSG00000170502': ('ENSG00000170502', 0.8816466552315609, 51.4)}","{'ENSG00000165609': ('ENSG00000165609', 0.7420980302336234, 162.0), 'ENSG00000170222': ('ENSG00000170222', 0.045808520384791565, 10.0), 'ENSG00000170502': ('ENSG00000170502', 0.21209344938158495, 46.3)}","{'ENSG00000165609': ('ENSG00000165609', 0.2582781456953642, 7.8), 'ENSG00000170222': ('ENSG00000170222', 0.09602649006622517, 2.9), 'ENSG00000170502': ('ENSG00000170502', 0.6456953642384106, 19.5)}"
"('MAR08444', 'ENSG00000165609 or ENSG00000170222 or ENSG00000170502')","{'ENSG00000165609': ('ENSG00000165609', 0.05317324185248714, 3.1), 'ENSG00000170222': ('ENSG00000170222', 0.06518010291595197, 3.8), 'ENSG00000170502': ('ENSG00000170502', 0.8816466552315609, 51.4)}","{'ENSG00000165609': ('ENSG00000165609', 0.7420980302336234, 162.0), 'ENSG00000170222': ('ENSG00000170222', 0.045808520384791565, 10.0), 'ENSG00000170502': ('ENSG00000170502', 0.21209344938158495, 46.3)}","{'ENSG00000165609': ('ENSG00000165609', 0.2582781456953642, 7.8), 'ENSG00000170222': ('ENSG00000170222', 0.09602649006622517, 2.9), 'ENSG00000170502': ('ENSG00000170502', 0.6456953642384106, 19.5)}"
"('MAR08445', 'ENSG00000130717 or ENSG00000143179 or ENSG00000198276')","{'ENSG00000130717': ('ENSG00000130717', 0.45179063360881544, 16.4), 'ENSG00000143179': ('ENSG00000143179', 0.09917355371900827, 3.6), 'ENSG00000198276': ('ENSG00000198276', 0.44903581267217635, 16.3)}","{'ENSG00000130717': ('ENSG00000130717', 0.5416666666666667, 20.8), 'ENSG00000143179': ('ENSG00000143179', 0.14583333333333334, 5.6), 'ENSG00000198276': ('ENSG00000198276', 0.3125, 12.0)}","{'ENSG00000130717': ('ENSG00000130717', 0.1948790896159317, 13.7), 'ENSG00000143179': ('ENSG00000143179', 0.3883357041251778, 27.3), 'ENSG00000198276': ('ENSG00000198276', 0.4167852062588905, 29.3)}"
"('MAR08446', 'ENSG00000111732')","{'ENSG00000111732': ('ENSG00000111732', 1, 0.1)}","{'ENSG00000111732': ('ENSG00000111732', 1, 0.2)}","{'ENSG00000111732': ('ENSG00000111732', 1, 1.0)}"
"('MAR08448', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08449', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08450', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08451', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08452', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08453', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08454', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08455', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08456', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08457', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08458', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08459', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08460', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08461', 'ENSG00000154027')",{},{},{}
"('MAR08462', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08463', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08464', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08465', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08466', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08467', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08468', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08469', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08470', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08471', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08472', 'ENSG00000162368')","{'ENSG00000162368': ('ENSG00000162368', 1, 73.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 235.9)}","{'ENSG00000162368': ('ENSG00000162368', 1, 49.8)}"
"('MAR08473', 'ENSG00000196839')","{'ENSG00000196839': ('ENSG00000196839', 1, 1.5)}","{'ENSG00000196839': ('ENSG00000196839', 1, 3.6)}","{'ENSG00000196839': ('ENSG00000196839', 1, 3.9)}"
"('MAR08474', 'ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586')","{'ENSG00000138185': ('ENSG00000138185', 0.12298387096774194, 6.1), 'ENSG00000171302': ('ENSG00000171302', 0.19758064516129037, 9.8), 'ENSG00000187097': ('ENSG00000187097', 0.11290322580645161, 5.6), 'ENSG00000197217': ('ENSG00000197217', 0.4415322580645161, 21.9), 'ENSG00000197586': ('ENSG00000197586', 0.125, 6.2)}","{'ENSG00000138185': ('ENSG00000138185', 0.0047043010752688165, 0.7), 'ENSG00000171302': ('ENSG00000171302', 0.07661290322580645, 11.4), 'ENSG00000187097': ('ENSG00000187097', 0.7762096774193549, 115.5), 'ENSG00000197217': ('ENSG00000197217', 0.0625, 9.3), 'ENSG00000197586': ('ENSG00000197586', 0.07997311827956989, 11.9)}","{'ENSG00000138185': ('ENSG00000138185', 0.049999999999999996, 2.0), 'ENSG00000171302': ('ENSG00000171302', 0.12250000000000001, 4.9), 'ENSG00000187097': ('ENSG00000187097', 0.16999999999999998, 6.8), 'ENSG00000197217': ('ENSG00000197217', 0.36499999999999994, 14.6), 'ENSG00000197586': ('ENSG00000197586', 0.2925, 11.7)}"
"('MAR08477', 'ENSG00000156136')","{'ENSG00000156136': ('ENSG00000156136', 1, 6.6)}","{'ENSG00000156136': ('ENSG00000156136', 1, 7.3)}","{'ENSG00000156136': ('ENSG00000156136', 1, 8.8)}"
"('MAR08478', 'ENSG00000156136')","{'ENSG00000156136': ('ENSG00000156136', 1, 6.6)}","{'ENSG00000156136': ('ENSG00000156136', 1, 7.3)}","{'ENSG00000156136': ('ENSG00000156136', 1, 8.8)}"
"('MAR08479', 'ENSG00000156136')","{'ENSG00000156136': ('ENSG00000156136', 1, 6.6)}","{'ENSG00000156136': ('ENSG00000156136', 1, 7.3)}","{'ENSG00000156136': ('ENSG00000156136', 1, 8.8)}"
"('MAR08480', 'ENSG00000111732')","{'ENSG00000111732': ('ENSG00000111732', 1, 0.1)}","{'ENSG00000111732': ('ENSG00000111732', 1, 0.2)}","{'ENSG00000111732': ('ENSG00000111732', 1, 1.0)}"
"('MAR08481', '')",{},{},{}
"('MAR08482', 'ENSG00000184470')","{'ENSG00000184470': ('ENSG00000184470', 1, 13.0)}","{'ENSG00000184470': ('ENSG00000184470', 1, 43.4)}","{'ENSG00000184470': ('ENSG00000184470', 1, 15.6)}"
"('MAR08483', 'ENSG00000128951')","{'ENSG00000128951': ('ENSG00000128951', 1, 185.9)}","{'ENSG00000128951': ('ENSG00000128951', 1, 83.4)}","{'ENSG00000128951': ('ENSG00000128951', 1, 71.2)}"
"('MAR08484', '')",{},{},{}
"('MAR08485', 'ENSG00000171302 or ENSG00000197217 or ENSG00000197586')","{'ENSG00000171302': ('ENSG00000171302', 0.2585751978891821, 9.8), 'ENSG00000197217': ('ENSG00000197217', 0.5778364116094986, 21.9), 'ENSG00000197586': ('ENSG00000197586', 0.16358839050131926, 6.2)}","{'ENSG00000171302': ('ENSG00000171302', 0.3496932515337423, 11.4), 'ENSG00000197217': ('ENSG00000197217', 0.285276073619632, 9.3), 'ENSG00000197586': ('ENSG00000197586', 0.36503067484662577, 11.9)}","{'ENSG00000171302': ('ENSG00000171302', 0.15705128205128205, 4.9), 'ENSG00000197217': ('ENSG00000197217', 0.46794871794871795, 14.6), 'ENSG00000197586': ('ENSG00000197586', 0.375, 11.7)}"
"('MAR08486', 'ENSG00000198805')","{'ENSG00000198805': ('ENSG00000198805', 1, 4.8)}","{'ENSG00000198805': ('ENSG00000198805', 1, 32.0)}","{'ENSG00000198805': ('ENSG00000198805', 1, 15.6)}"
"('MAR08487', 'ENSG00000122643 or ENSG00000135318')","{'ENSG00000122643': ('ENSG00000122643', 0.9798994974874372, 19.5), 'ENSG00000135318': ('ENSG00000135318', 0.020100502512562818, 0.4)}","{'ENSG00000122643': ('ENSG00000122643', 0.37425742574257426, 18.9), 'ENSG00000135318': ('ENSG00000135318', 0.6257425742574257, 31.6)}","{'ENSG00000122643': ('ENSG00000122643', 0.8478260869565217, 27.3), 'ENSG00000135318': ('ENSG00000135318', 0.15217391304347827, 4.9)}"
"('MAR08488', 'ENSG00000125877')","{'ENSG00000125877': ('ENSG00000125877', 1, 14.7)}","{'ENSG00000125877': ('ENSG00000125877', 1, 35.9)}","{'ENSG00000125877': ('ENSG00000125877', 1, 17.6)}"
"('MAR08489', 'ENSG00000125877')","{'ENSG00000125877': ('ENSG00000125877', 1, 14.7)}","{'ENSG00000125877': ('ENSG00000125877', 1, 35.9)}","{'ENSG00000125877': ('ENSG00000125877', 1, 17.6)}"
"('MAR08493', 'ENSG00000134575')","{'ENSG00000134575': ('ENSG00000134575', 1, 5.5)}","{'ENSG00000134575': ('ENSG00000134575', 1, 77.2)}","{'ENSG00000134575': ('ENSG00000134575', 1, 2.9)}"
"('MAR08494', 'ENSG00000134575')","{'ENSG00000134575': ('ENSG00000134575', 1, 5.5)}","{'ENSG00000134575': ('ENSG00000134575', 1, 77.2)}","{'ENSG00000134575': ('ENSG00000134575', 1, 2.9)}"
"('MAR08495', 'ENSG00000134575')","{'ENSG00000134575': ('ENSG00000134575', 1, 5.5)}","{'ENSG00000134575': ('ENSG00000134575', 1, 77.2)}","{'ENSG00000134575': ('ENSG00000134575', 1, 2.9)}"
"('MAR03802', 'ENSG00000148672 or ENSG00000182890')","{'ENSG00000148672': ('ENSG00000148672', 0.9971751412429378, 70.6), 'ENSG00000182890': ('ENSG00000182890', 0.0028248587570621473, 0.2)}","{'ENSG00000148672': ('ENSG00000148672', 0.9984059511158342, 375.8), 'ENSG00000182890': ('ENSG00000182890', 0.0015940488841657808, 0.6)}","{'ENSG00000148672': ('ENSG00000148672', 0.966996699669967, 29.3), 'ENSG00000182890': ('ENSG00000182890', 0.033003300330033, 1.0)}"
"('MAR03804', 'ENSG00000148672 or ENSG00000182890')","{'ENSG00000148672': ('ENSG00000148672', 0.9971751412429378, 70.6), 'ENSG00000182890': ('ENSG00000182890', 0.0028248587570621473, 0.2)}","{'ENSG00000148672': ('ENSG00000148672', 0.9984059511158342, 375.8), 'ENSG00000182890': ('ENSG00000182890', 0.0015940488841657808, 0.6)}","{'ENSG00000148672': ('ENSG00000148672', 0.966996699669967, 29.3), 'ENSG00000182890': ('ENSG00000182890', 0.033003300330033, 1.0)}"
"('MAR03811', 'ENSG00000130707')","{'ENSG00000130707': ('ENSG00000130707', 1, 2.3)}","{'ENSG00000130707': ('ENSG00000130707', 1, 1030.8)}","{'ENSG00000130707': ('ENSG00000130707', 1, 11.7)}"
"('MAR03813', 'ENSG00000126522')","{'ENSG00000126522': ('ENSG00000126522', 1, 11.5)}","{'ENSG00000126522': ('ENSG00000126522', 1, 508.0)}","{'ENSG00000126522': ('ENSG00000126522', 1, 10.7)}"
"('MAR03822', 'ENSG00000159423')","{'ENSG00000159423': ('ENSG00000159423', 1, 9.4)}","{'ENSG00000159423': ('ENSG00000159423', 1, 323.4)}","{'ENSG00000159423': ('ENSG00000159423', 1, 17.6)}"
"('MAR03827', 'ENSG00000125166')","{'ENSG00000125166': ('ENSG00000125166', 1, 380.2)}","{'ENSG00000125166': ('ENSG00000125166', 1, 167.1)}","{'ENSG00000125166': ('ENSG00000125166', 1, 36.1)}"
"('MAR03829', 'ENSG00000120053 or ENSG00000169154')","{'ENSG00000120053': ('ENSG00000120053', 1, 554.4)}","{'ENSG00000120053': ('ENSG00000120053', 1, 192.1)}","{'ENSG00000120053': ('ENSG00000120053', 1, 65.4)}"
"('MAR03862', 'ENSG00000162174 or ENSG00000166183')","{'ENSG00000162174': ('ENSG00000162174', 1, 4.8)}","{'ENSG00000162174': ('ENSG00000162174', 1, 3.1)}","{'ENSG00000162174': ('ENSG00000162174', 1, 2.9)}"
"('MAR03865', 'ENSG00000125166')","{'ENSG00000125166': ('ENSG00000125166', 1, 380.2)}","{'ENSG00000125166': ('ENSG00000125166', 1, 167.1)}","{'ENSG00000125166': ('ENSG00000125166', 1, 36.1)}"
"('MAR03870', 'ENSG00000104687')","{'ENSG00000104687': ('ENSG00000104687', 1, 36.9)}","{'ENSG00000104687': ('ENSG00000104687', 1, 37.5)}","{'ENSG00000104687': ('ENSG00000104687', 1, 9.8)}"
"('MAR03873', 'ENSG00000021826')",{},{},{}
"('MAR08654', 'ENSG00000021826')",{},{},{}
"('MAR03890', 'ENSG00000135821')","{'ENSG00000135821': ('ENSG00000135821', 1, 194.5)}","{'ENSG00000135821': ('ENSG00000135821', 1, 667.1)}","{'ENSG00000135821': ('ENSG00000135821', 1, 619.6)}"
"('MAR03892', 'ENSG00000115419')","{'ENSG00000115419': ('ENSG00000115419', 1, 46.2)}","{'ENSG00000115419': ('ENSG00000115419', 1, 4.2)}","{'ENSG00000115419': ('ENSG00000115419', 1, 42.9)}"
"('MAR09802', 'ENSG00000135423')",{},{},{}
"('MAR03899', 'ENSG00000167701')","{'ENSG00000167701': ('ENSG00000167701', 1, 1.5)}","{'ENSG00000167701': ('ENSG00000167701', 1, 191.0)}","{'ENSG00000167701': ('ENSG00000167701', 1, 18.5)}"
"('MAR03903', 'ENSG00000070669')",{},{},{}
"('MAR04109', 'ENSG00000166123')","{'ENSG00000166123': ('ENSG00000166123', 1, 8.6)}","{'ENSG00000166123': ('ENSG00000166123', 1, 103.4)}","{'ENSG00000166123': ('ENSG00000166123', 1, 24.4)}"
"('MAR04114', 'ENSG00000114021')","{'ENSG00000114021': ('ENSG00000114021', 1, 82.0)}","{'ENSG00000114021': ('ENSG00000114021', 1, 238.9)}","{'ENSG00000114021': ('ENSG00000114021', 1, 25.4)}"
"('MAR04115', 'ENSG00000114021')","{'ENSG00000114021': ('ENSG00000114021', 1, 82.0)}","{'ENSG00000114021': ('ENSG00000114021', 1, 238.9)}","{'ENSG00000114021': ('ENSG00000114021', 1, 25.4)}"
"('MAR04118', 'ENSG00000104687')","{'ENSG00000104687': ('ENSG00000104687', 1, 36.9)}","{'ENSG00000104687': ('ENSG00000104687', 1, 37.5)}","{'ENSG00000104687': ('ENSG00000104687', 1, 9.8)}"
"('MAR04172', 'ENSG00000162174 or ENSG00000166183')","{'ENSG00000162174': ('ENSG00000162174', 1, 4.8)}","{'ENSG00000162174': ('ENSG00000162174', 1, 3.1)}","{'ENSG00000162174': ('ENSG00000162174', 1, 2.9)}"
"('MAR04196', 'ENSG00000171097')",{},{},{}
"('MAR04197', 'ENSG00000109576 or ENSG00000137944')","{'ENSG00000109576': ('ENSG00000109576', 0.11594202898550726, 0.8), 'ENSG00000137944': ('ENSG00000137944', 0.8840579710144928, 6.1)}","{'ENSG00000109576': ('ENSG00000109576', 0.610989010989011, 27.8), 'ENSG00000137944': ('ENSG00000137944', 0.389010989010989, 17.7)}","{'ENSG00000109576': ('ENSG00000109576', 0.5, 3.9), 'ENSG00000137944': ('ENSG00000137944', 0.5, 3.9)}"
"('MAR04287', 'ENSG00000134333')","{'ENSG00000134333': ('ENSG00000134333', 1, 339.9)}","{'ENSG00000134333': ('ENSG00000134333', 1, 551.4)}","{'ENSG00000134333': ('ENSG00000134333', 1, 404.0)}"
"('MAR04690', 'ENSG00000128683 or ENSG00000136750')",{},{},{}
"('MAR04693', 'ENSG00000183044')","{'ENSG00000183044': ('ENSG00000183044', 1, 12.7)}","{'ENSG00000183044': ('ENSG00000183044', 1, 263.2)}","{'ENSG00000183044': ('ENSG00000183044', 1, 3.9)}"
"('MAR06780', 'ENSG00000125166 or ENSG00000198650')","{'ENSG00000125166': ('ENSG00000125166', 1, 380.2)}","{'ENSG00000125166': ('ENSG00000125166', 1, 167.1)}","{'ENSG00000125166': ('ENSG00000125166', 1, 36.1)}"
"('MAR06968', 'ENSG00000161653')","{'ENSG00000161653': ('ENSG00000161653', 1, 1.6)}","{'ENSG00000161653': ('ENSG00000161653', 1, 17.5)}","{'ENSG00000161653': ('ENSG00000161653', 1, 1.0)}"
"('MAR06969', 'ENSG00000108381 or ENSG00000132744')","{'ENSG00000108381': ('ENSG00000108381', 1, 0.7)}","{'ENSG00000108381': ('ENSG00000108381', 1, 9.0)}","{'ENSG00000108381': ('ENSG00000108381', 1, 10.7)}"
"('MAR06970', 'ENSG00000167701')","{'ENSG00000167701': ('ENSG00000167701', 1, 1.5)}","{'ENSG00000167701': ('ENSG00000167701', 1, 191.0)}","{'ENSG00000167701': ('ENSG00000167701', 1, 18.5)}"
"('MAR06971', 'ENSG00000006625')","{'ENSG00000006625': ('ENSG00000006625', 1, 60.5)}","{'ENSG00000006625': ('ENSG00000006625', 1, 59.1)}","{'ENSG00000006625': ('ENSG00000006625', 1, 16.6)}"
"('MAR06972', 'ENSG00000006625')","{'ENSG00000006625': ('ENSG00000006625', 1, 60.5)}","{'ENSG00000006625': ('ENSG00000006625', 1, 59.1)}","{'ENSG00000006625': ('ENSG00000006625', 1, 16.6)}"
"('MAR07641', 'ENSG00000203797')","{'ENSG00000203797': ('ENSG00000203797', 1, 19.3)}","{'ENSG00000203797': ('ENSG00000203797', 1, 4.1)}","{'ENSG00000203797': ('ENSG00000203797', 1, 2.0)}"
"('MAR07642', '')",{},{},{}
"('MAR08626', 'ENSG00000185818')",{},{},{}
"('MAR08628', 'ENSG00000108381 or ENSG00000132744')","{'ENSG00000108381': ('ENSG00000108381', 1, 0.7)}","{'ENSG00000108381': ('ENSG00000108381', 1, 9.0)}","{'ENSG00000108381': ('ENSG00000108381', 1, 10.7)}"
"('MAR03806', 'ENSG00000159423')","{'ENSG00000159423': ('ENSG00000159423', 1, 9.4)}","{'ENSG00000159423': ('ENSG00000159423', 1, 323.4)}","{'ENSG00000159423': ('ENSG00000159423', 1, 17.6)}"
"('MAR03807', 'ENSG00000065154')","{'ENSG00000065154': ('ENSG00000065154', 1, 30.1)}","{'ENSG00000065154': ('ENSG00000065154', 1, 164.2)}","{'ENSG00000065154': ('ENSG00000065154', 1, 36.1)}"
"('MAR03809', 'ENSG00000036473')",{},{},{}
"('MAR03816', 'ENSG00000118520')",{},{},{}
"('MAR03819', 'ENSG00000159423')","{'ENSG00000159423': ('ENSG00000159423', 1, 9.4)}","{'ENSG00000159423': ('ENSG00000159423', 1, 323.4)}","{'ENSG00000159423': ('ENSG00000159423', 1, 17.6)}"
"('MAR03820', 'ENSG00000159423')","{'ENSG00000159423': ('ENSG00000159423', 1, 9.4)}","{'ENSG00000159423': ('ENSG00000159423', 1, 323.4)}","{'ENSG00000159423': ('ENSG00000159423', 1, 17.6)}"
"('MAR03832', '')",{},{},{}
"('MAR03833', 'ENSG00000104524 or ENSG00000143811')","{'ENSG00000104524': ('ENSG00000104524', 0.0282258064516129, 1.4), 'ENSG00000143811': ('ENSG00000143811', 0.9717741935483871, 48.2)}","{'ENSG00000104524': ('ENSG00000104524', 0.2991071428571429, 6.7), 'ENSG00000143811': ('ENSG00000143811', 0.7008928571428572, 15.7)}","{'ENSG00000104524': ('ENSG00000104524', 0.1657142857142857, 2.9), 'ENSG00000143811': ('ENSG00000143811', 0.8342857142857143, 14.6)}"
"('MAR03835', 'ENSG00000104524 or ENSG00000143811')","{'ENSG00000104524': ('ENSG00000104524', 0.0282258064516129, 1.4), 'ENSG00000143811': ('ENSG00000143811', 0.9717741935483871, 48.2)}","{'ENSG00000104524': ('ENSG00000104524', 0.2991071428571429, 6.7), 'ENSG00000143811': ('ENSG00000143811', 0.7008928571428572, 15.7)}","{'ENSG00000104524': ('ENSG00000104524', 0.1657142857142857, 2.9), 'ENSG00000143811': ('ENSG00000143811', 0.8342857142857143, 14.6)}"
"('MAR03837', 'ENSG00000143811 or ENSG00000183010')","{'ENSG00000143811': ('ENSG00000143811', 0.9979296066252588, 48.2), 'ENSG00000183010': ('ENSG00000183010', 0.0020703933747412005, 0.1)}","{'ENSG00000143811': ('ENSG00000143811', 0.8532608695652174, 15.7), 'ENSG00000183010': ('ENSG00000183010', 0.14673913043478262, 2.7)}","{'ENSG00000143811': ('ENSG00000143811', 0.8795180722891566, 14.6), 'ENSG00000183010': ('ENSG00000183010', 0.12048192771084336, 2.0)}"
"('MAR03895', 'ENSG00000059573')","{'ENSG00000059573': ('ENSG00000059573', 1, 3.4)}","{'ENSG00000059573': ('ENSG00000059573', 1, 23.2)}","{'ENSG00000059573': ('ENSG00000059573', 1, 3.9)}"
