ID,Expression
MAR04379,131.10984161
MAR04391_f,47.2605243
MAR04477_f,53.2022941
MAR04501_f,124.36671469
MAR04565_f,40.02876501
MAR04375_r,163.34003374
MAR04381_r,46.8109825
MAR04352_r,49.97732036
MAR04404_r,124.36671469
temporary_exchange_MAM01285c_f,-1.0
temporary_exchange_MAM01285c_r,-1.0
temporary_exchange_MAM01968c,-1.0
temporary_exchange_MAM02554c,-1.0
temporary_exchange_MAM02040c,-1.0
temporary_exchange_MAM01371c,-1.0
temporary_exchange_MAM02039c,-1.0
temporary_exchange_MAM02555c,-1.0
temporary_exchange_MAM01596c,-1.0
temporary_exchange_MAM01939c,-1.0
temporary_exchange_MAM01785c,-1.0
