ID,Expression
MAR04379,133.78144681
MAR04391_f,45.66134983
MAR04477_f,52.74589507
MAR04501_f,136.41793286
MAR04565_f,43.76890281
MAR04375_r,164.69141478
MAR04381_r,47.61849588
MAR04352_r,53.45758455
MAR04404_r,136.41793286
temporary_exchange_MAM01285c_f,-1.0
temporary_exchange_MAM01285c_r,-1.0
temporary_exchange_MAM01968c,-1.0
temporary_exchange_MAM02554c,-1.0
temporary_exchange_MAM02040c,-1.0
temporary_exchange_MAM01371c,-1.0
temporary_exchange_MAM02039c,-1.0
temporary_exchange_MAM02555c,-1.0
temporary_exchange_MAM01596c,-1.0
temporary_exchange_MAM01939c,-1.0
temporary_exchange_MAM01785c,-1.0
