ID,Expression
MAR04379,174.11589601
MAR04391_f,51.97330799
MAR04477_f,69.12768818
MAR04501_f,207.55312035
MAR04565_f,65.47148819
MAR04375_r,144.37738562
MAR04381_r,47.21174521
MAR04352_r,75.01587071
MAR04404_r,207.55312035
temporary_exchange_MAM01285c_f,-1.0
temporary_exchange_MAM01285c_r,-1.0
temporary_exchange_MAM01968c,-1.0
temporary_exchange_MAM02554c,-1.0
temporary_exchange_MAM02040c,-1.0
temporary_exchange_MAM01371c,-1.0
temporary_exchange_MAM02039c,-1.0
temporary_exchange_MAM02555c,-1.0
temporary_exchange_MAM01596c,-1.0
temporary_exchange_MAM01939c,-1.0
temporary_exchange_MAM01785c,-1.0
