ID,Expression
MAR04379,124.06082584
MAR04391_f,46.95831016
MAR04477_f,52.75235972
MAR04501_f,135.57318577
MAR04565_f,42.98200164
MAR04375_r,168.70909008
MAR04381_r,50.02574816
MAR04352_r,46.20091804
MAR04404_r,135.57318577
temporary_exchange_MAM01285c_f,-1.0
temporary_exchange_MAM01285c_r,-1.0
temporary_exchange_MAM01968c,-1.0
temporary_exchange_MAM02554c,-1.0
temporary_exchange_MAM02040c,-1.0
temporary_exchange_MAM01371c,-1.0
temporary_exchange_MAM02039c,-1.0
temporary_exchange_MAM02555c,-1.0
temporary_exchange_MAM01596c,-1.0
temporary_exchange_MAM01939c,-1.0
temporary_exchange_MAM01785c,-1.0
