,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7
MAR04391,45.66134983,46.95831016,44.38624091,47.39893125,45.60047655,47.2605243,51.97330799
MAR04394,251.30725903,248.99265263000004,241.39468989,253.90162546,252.18752443,243.71028845,188.35807038
MAR04396,92.87547669,89.4480069,96.71084101,91.47588612,91.77518132,97.74602234,126.94666476
MAR04521,103.32437218000001,102.13432457,98.13499848000001,93.15037827,95.32188504999999,104.27415101,130.90046243
MAR06412,23.85777223,22.34306693,23.10299883,21.87642981,19.01708763,23.4348092,20.61926738
MAR07745,34.8080853,33.09803474,36.39513515,37.75709737,37.49372517,35.57243765,26.27362318
MAR07747,47.9419911,46.80683173,46.46973054,47.99310589,59.31439766,50.81776807,41.66367429
MAR08360,56.48226482,53.85057825,52.19273366,56.50060637,50.12674607,49.58641446,54.84299984
MAR08652,103.32437218000001,102.13432457,98.13499848000001,93.15037827,95.32188504999999,104.27415101,130.90046243
MAR08757,43.12191238,36.69564721,39.21707678,40.89001818,44.24935132,45.5600836,56.07590448
MAR03989,179.83099092,173.10196426000002,177.28123079,182.7087008,175.81517072,179.3476307,125.24610661999999
MAR04122,49.91531193,47.18552779,46.1532511,42.24041509,47.12049244,49.43005209,43.34297547
MAR04837,46.37303931,39.19504113,46.97082297,45.13026446,51.44409317,45.75553655,51.99456496
MAR05395,102.85530410999999,96.3024054,101.22067297,90.07147336,100.86149849,95.92830988,114.93647292
MAR05396,188.85650744,176.32088069,183.13610035,174.82238292,191.25177645999997,186.38393704,203.89692034
MAR09727,199.82299531,192.49120202,191.23269926,194.18707449,204.35769122,206.12468541,256.08279809
MAR05397,52.64884651,50.29083538,49.74001803,50.80193144,43.134673,45.520993,50.12395102
MAR05398,129.17164,132.35426934,128.33241135,134.01338853,138.86189565,131.36393044,109.5797148
MAR05399,38.51210555,43.55004571,37.47643989,44.56309776,38.54084723,40.59557856,24.12666854
MAR05400,38.51210555,43.55004571,37.47643989,44.56309776,38.54084723,40.59557856,24.12666854
MAR05401,129.17164,132.35426934,128.33241135,134.01338853,138.86189565,131.36393044,109.5797148
MAR08568,200.9067043,205.25325886999997,192.129391,197.09042781,174.73427052,191.12367117000002,175.93336752
MAR08569,200.9067043,205.25325886999997,192.129391,197.09042781,174.73427052,191.12367117000002,175.93336752
MAR08570,200.9067043,205.25325886999997,192.129391,197.09042781,174.73427052,191.12367117000002,175.93336752
MAR08571,200.9067043,205.25325886999997,192.129391,197.09042781,174.73427052,191.12367117000002,175.93336752
MAR08572,200.9067043,205.25325886999997,192.129391,197.09042781,174.73427052,191.12367117000002,175.93336752
MAR08573,200.9067043,205.25325886999997,192.129391,197.09042781,174.73427052,191.12367117000002,175.93336752
MAR08574,200.9067043,205.25325886999997,192.129391,197.09042781,174.73427052,191.12367117000002,175.93336752
MAR08575,200.9067043,205.25325886999997,192.129391,197.09042781,174.73427052,191.12367117000002,175.93336752
MAR08576,200.9067043,205.25325886999997,192.129391,197.09042781,174.73427052,191.12367117000002,175.93336752
MAR08577,200.9067043,205.25325886999997,192.129391,197.09042781,174.73427052,191.12367117000002,175.93336752
MAR08578,200.9067043,205.25325886999997,192.129391,197.09042781,174.73427052,191.12367117000002,175.93336752
MAR08579,200.9067043,205.25325886999997,192.129391,197.09042781,174.73427052,191.12367117000002,175.93336752
MAR08581,200.9067043,205.25325886999997,192.129391,197.09042781,174.73427052,191.12367117000002,175.93336752
MAR08591,93.71656425,91.15213912,93.22956722,90.96273529,92.34940954000001,96.02603636,62.07037191
MAR08592,55.26915776,52.41153327,54.19710343,60.03864625,51.91698702,52.63548055,50.61286149
MAR08580,200.9067043,205.25325886999997,192.129391,197.09042781,174.73427052,191.12367117000002,175.93336752
MAR08582,200.9067043,205.25325886999997,192.129391,197.09042781,174.73427052,191.12367117000002,175.93336752
MAR08587,93.71656425,91.15213912,93.22956722,90.96273529,92.34940954000001,96.02603636,62.07037191
MAR08589,55.26915776,52.41153327,54.19710343,60.03864625,51.91698702,52.63548055,50.61286149
MAR08583,52.16360368,46.20091804,49.29167217,48.77633609,46.88404552,53.39774707,30.56753246
MAR08584,38.93264931,39.15717152,40.95771368,39.35056571,44.58713263,39.03195494,33.45848131
MAR08585,46.71270929,52.60088129,50.7685762,44.10396282,50.93742121,48.5896044,53.73763706
MAR03944,47.58614637,49.04113842,51.24329535,52.44941567,42.86444796,48.82414794,25.27454528
MAR04128,35.55212431,33.36312196,34.04791267,37.75709737,35.02792161,33.81336107,32.73574408
MAR04130,110.40891744000001,110.27628966,110.74142935,112.1909746,103.52997083,116.2945077,89.87449744
MAR04131,51.85628323,52.44940286,50.47847006,46.58869311,46.91782365,49.01960089,53.86517892
MAR04132,51.85628323,52.44940286,50.47847006,46.58869311,46.91782365,49.01960089,53.86517892
MAR04303,187.91837132,182.72084391,188.38438433,190.35194725,188.85352919000002,187.69347185,146.14171471
MAR04414,147.40059545000003,141.70806177,143.76078385,145.92388921,131.97115694,146.82425913999998,123.41800665
MAR04415,33.5302792,32.9086867,39.32256993,40.78198644,38.06795338,39.05150023,18.13220111
MAR04416,117.29936554,113.64668447,116.51717904,131.87976142999997,120.75681753,122.76400047999999,100.99189621
MAR04774,133.78144680999998,124.06082584,125.85332242999999,124.53360228,137.57832668999998,131.10984161,174.11589601
MAR04775,133.78144680999998,124.06082584,125.85332242999999,124.53360228,137.57832668999998,131.10984161,174.11589601
MAR04831,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04832,33.5302792,32.9086867,39.32256993,40.78198644,38.06795338,39.05150023,18.13220111
MAR07674,158.39943282000002,143.98023804,160.74518024,161.80455675000002,165.51284083000002,164.16093612999998,188.44309831
MAR08761,38.10773651,37.22582167,38.39950492,40.02576417,44.48579824,38.58241314,26.86881852
MAR08762,164.69141478,168.70909008,165.04402591000002,178.92758948,176.82851463999998,163.34003374,144.37738561999998
MAR08764,39.09439694,38.51338824,43.01483002,43.13167705,38.9461848,42.47192692,30.29119177
MAR08766,81.87663932000001,89.97818139,86.60987234,95.39203714,101.90862057999999,88.46200703,66.17296843
MAR08767,51.85628323,52.44940286,50.47847006,46.58869311,46.91782365,49.01960089,53.86517892
MAR00454,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04297,174.81681505999998,163.74817183,177.20211092,175.20049403,181.52367482,177.82309765,198.9440448
MAR04310,38.10773651,37.22582167,38.39950492,40.02576417,44.48579824,38.58241314,26.86881852
MAR04315,34.67868723,37.68025693,38.2412652,37.37898624,36.98705321,36.1783418,38.62392664
MAR04316,81.87663932000001,89.97818139,86.60987234,95.39203714,101.90862057999999,88.46200703,66.17296843
MAR04317,218.01960122000003,230.20932853999997,221.48285869,211.4721548,224.65834781,214.90052303,220.15850749
MAR04318,218.01960122000003,230.20932853999997,221.48285869,211.4721548,224.65834781,214.90052303,220.15850749
MAR04319,178.53701003999998,173.9729652,168.02420728,173.98513681,176.96362717,170.33724948999998,134.57791938
MAR04320,218.01960122000003,230.20932853999997,221.48285869,211.4721548,224.65834781,214.90052303,220.15850749
MAR04356,164.69141478,168.70909008,165.04402591000002,178.92758948,176.82851463999998,163.34003374,144.37738561999998
MAR04383,52.32535128,54.57010076,51.61252137,47.75003445,50.29563674,56.97453613,53.99272078
MAR04385,126.37340638,134.89153288,123.13687393,134.17543615,139.80768329,125.46125123,153.36908680000002
MAR04386,76.00520114,72.70964152,76.16605096,74.89301218,69.61672754,71.16442058999999,108.36806713
MAR04387,27.48091865,26.66020188,23.68321114,22.28154888,23.30691024,21.91027616,32.20431968
MAR04399,46.97150545,42.30034875,36.39513515,43.21270086,40.36486629,46.36144072,51.76073823
MAR04400,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04401,35.45507575,37.83173536,39.66542266,30.03282709,40.66886947,34.0283593,28.80320341
MAR04402,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04403,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04490,178.53701003999998,173.9729652,168.02420728,173.98513681,176.96362717,170.33724948999998,134.57791938
MAR04706,174.81681505999998,163.74817183,177.20211092,175.20049403,181.52367482,177.82309765,198.9440448
MAR08768,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04590,42.71754335,42.22460952,43.48954917,46.91278837,41.98621657,38.66059431,48.10453823
MAR04591,84.04405728,82.4799996,89.03621469000001,88.64005263,91.03206246,94.81422804,96.50667415999999
MAR04592,81.87663932000001,89.97818139,86.60987234,95.39203714,101.90862057999999,88.46200703,66.17296843
MAR04593,34.67868723,37.68025693,38.2412652,37.37898624,36.98705321,36.1783418,38.62392664
MAR04594,34.04787156,37.4530393,34.10065924,39.53962128,37.35861264,32.7383698,52.9723859
MAR04595,34.56546389,31.31816329,32.59738192,33.78693048,32.83234312,35.49425646,20.98063599
MAR08341,156.99222862,161.89256121,169.8967106,183.49193099000001,183.92192210000002,165.31410859,134.15277986
MAR08342,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08344,54.76774018,53.69909983,55.19928831,55.1772174,69.88695258,56.56408492,44.27828242
MAR08352,40.06488259,42.52756638,46.23237096,42.67254209,41.00665076,43.33191992,48.72099056
MAR08353,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08726,36.18293999,33.17377395,38.74235763,40.10678798,38.00039713,39.22740789,40.7496243
MAR08727,36.26381378,34.99151498,35.86766943,35.94756552,29.99498013,34.4779011,71.76355328
MAR08728,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08729,40.1781059,41.69443506,41.77528556,44.86018507,51.71431823,39.65740438,34.2875034
MAR06537,54.76774018,53.69909983,55.19928831,55.1772174,69.88695258,56.56408492,44.27828242
MAR01568,172.22885334,167.951698,181.13173059999997,171.60843827,176.15295202000001,173.62085911999998,205.19359593
MAR03853,84.86897008,88.69061481,78.43415358,83.58956823,73.43365631,73.88121665,78.65081375
MAR03854,81.87663932000001,89.97818139,86.60987234,95.39203714,101.90862057999999,88.46200703,66.17296843
MAR03855,81.87663932000001,89.97818139,86.60987234,95.39203714,101.90862057999999,88.46200703,66.17296843
MAR03857,110.60301455999999,117.01707933,104.41184061,105.52001389,110.89360335999999,113.94907224,96.86804273999999
MAR03859,79.56364851000001,82.97230447,81.51982807,84.26476667,87.89069627999999,83.86886258999999,59.90216029
MAR04087,52.43857462,52.52514209,61.63437018,60.09266212,70.02206511,60.16041927,60.85872424
MAR04089,114.48495716,113.19224924,122.76764791,126.829277,120.65548315,116.31405299,116.10560665
MAR04091,52.43857462,52.52514209,61.63437018,60.09266212,70.02206511,60.16041927,60.85872424
MAR04093,37.33134799,35.40808063,35.86766943,41.88931189,38.33817844,36.72561007,34.54258712
MAR04095,37.33134799,35.40808063,35.86766943,41.88931189,38.33817844,36.72561007,34.54258712
MAR04101,37.81659082,37.68025693,39.69179594,38.54032757,33.10256816,39.57922321,43.13040568
MAR04103,36.61965853,39.64947639,32.25452919,33.13873997,40.4999788,38.23059782,35.562922
MAR04143,54.29867211,48.43522475,51.11142893,52.69248711,45.60047655,48.15960788,68.80883352
MAR04193,73.27166656,66.87772238,69.94195537,70.86882942,67.15092399,65.02719783,49.379956840000006
MAR08497,156.99222862,161.89256121,169.8967106,183.49193099000001,183.92192210000002,165.31410859,134.15277986
MAR08498,43.12191238,36.69564721,39.21707678,40.89001818,44.24935132,45.5600836,56.07590448
MAR08499,43.12191238,36.69564721,39.21707678,40.89001818,44.24935132,45.5600836,56.07590448
MAR08500,156.99222862,161.89256121,169.8967106,183.49193099000001,183.92192210000002,165.31410859,134.15277986
MAR08501,34.12874535,33.24951315,35.97316256,39.53962128,39.14885358,38.21105253,43.3004615
MAR08502,290.38548122,295.83735391000005,293.69291669,295.97999289,303.05738936,291.77216988,351.35656764
MAR08503,343.81071622999997,335.60043915,357.72725594999997,340.94820974,366.56027523,348.06262065,362.32516758
MAR08504,270.57139918,258.11922741,266.8449112,265.62307055,277.75756941,268.41554184,243.24358421
MAR08506,270.57139918,258.11922741,266.8449112,265.62307055,277.75756941,268.41554184,243.24358421
MAR08507,323.34964378999996,324.99694972000003,327.50346977999993,331.68448696999997,333.99815716,325.83961977999996,389.36404194999994
MAR08508,323.34964378999996,324.99694972000003,327.50346977999993,331.68448696999997,333.99815716,325.83961977999996,389.36404194999994
MAR08509,156.99222862,161.89256121,169.8967106,183.49193099000001,183.92192210000002,165.31410859,134.15277986
MAR08511,110.60301455999999,117.01707933,104.41184061,105.52001389,110.89360335999999,113.94907224,96.86804273999999
MAR08512,46.69653451,48.28374632,46.49610381,48.07412971,46.68137673,46.90870898,33.94739176
MAR08514,79.56364851000001,82.97230447,81.51982807,84.26476667,87.89069627999999,83.86886258999999,59.90216029
MAR08516,43.97917469,42.37608795,43.75328204,38.05418469,46.61382048,44.34827528,43.72560105
MAR08517,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04280,72.73789946,77.21612453,79.56820488,77.72884565,81.16884826,77.45800571000001,72.25246375
MAR00153,108.53264519000001,102.55089025000001,112.87766554000001,121.07658621,117.85189829000001,111.97499742,103.35142064
MAR03212,378.23060727,373.50791370999997,365.29638912,366.44370326,380.27419633000005,360.14161324,350.52754552
MAR03797,108.53264519000001,102.55089025000001,112.87766554000001,121.07658621,117.85189829000001,111.97499742,103.35142064
MAR03800,41.55296057,36.77138641,38.47862478,44.48207394,36.78438442,43.25373875,24.46678016
MAR04105,28.74254999,27.53120281,27.13811164,27.65612855,25.29981995,27.24614181,31.26901269
MAR04106,28.74254999,27.53120281,27.13811164,27.65612855,25.29981995,27.24614181,31.26901269
MAR04107,28.74254999,27.53120281,27.13811164,27.65612855,25.29981995,27.24614181,31.26901269
MAR04282,38.64150362,41.1642606,41.80165886,46.93979631,36.27771246,38.62150374,65.30143237
MAR04331,108.53264519000001,102.55089025000001,112.87766554000001,121.07658621,117.85189829000001,111.97499742,103.35142064
MAR04459,108.53264519000001,102.55089025000001,112.87766554000001,121.07658621,117.85189829000001,111.97499742,103.35142064
MAR04460,108.53264519000001,102.55089025000001,112.87766554000001,121.07658621,117.85189829000001,111.97499742,103.35142064
MAR04464,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04497,40.14575638,37.68025693,41.35331298,38.21623231,46.17470477,42.80419695,41.23853477
MAR04741,51.79158417,49.76066092,52.16636039,47.31790744,52.79521841,52.16639346,46.40398011
MAR08078,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09803,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09804,1203.32133201,1248.25791871,1203.47107695,1234.3599967700002,1307.36904064,1240.7158073300002,1296.1994213200003
MAR00718,40.09723209,41.20213019,44.70272035,43.91490724,43.97912628,41.29920919,41.45110453
MAR00719,48.42723393,54.22927431,52.37734667,49.85665362,52.32232459,51.03276631,49.84761033
MAR01434,51.6621861,57.56179953,55.96411362,53.17863,57.42282232,55.13727834,69.34025793
MAR01436,43.13808714,42.45182715,35.97316256,41.37616106,47.52583001,44.07464116,32.31060457
MAR03163,378.23060727,373.50791370999997,365.29638912,366.44370326,380.27419633000005,360.14161324,350.52754552
MAR04461,90.99920442999999,89.71309417,91.62079675,93.20439415000001,98.69969814,94.97059039999999,98.80242761
MAR04604,43.31600951,48.09439831,40.45662125,40.16080385,44.48579824,44.13327704,76.24877537
MAR05351,190.86217782,196.69472817000002,210.27421199,201.10110658,207.02616355,198.20884075,216.5235645
MAR07709,29.04987046,26.88741951,28.69413553,28.33132699,31.04210219,30.27566258,42.68400917
MAR04052,137.16197186,149.96363565000001,146.13437962,142.38584931,130.2484723,136.87570377,142.5705426
MAR04304,45.75839839,47.82931106,44.91370663,48.96539166,46.3098173,47.84688316,53.07867077
MAR04350,36.18293999,33.17377395,38.74235763,40.10678798,38.00039713,39.22740789,40.7496243
MAR04351,53.45758455,46.20091804,53.43227813,50.88295526,47.39071748,49.97732036,75.01587071
MAR04352,53.45758455,46.20091804,53.43227813,50.88295526,47.39071748,49.97732036,75.01587071
MAR04354,41.32651393,39.61160678,40.11376852,38.1352085,35.16303414,39.75513086,54.20529054
MAR04398,59.44224605,55.74405849,58.54869568,57.06777307,57.05126289,60.0040569,86.30332533
MAR04404,136.41793286,135.57318577,132.13016457,140.06316665,137.54454854,124.36671469000001,207.55312035
MAR04473,39.27231929,43.4364369,42.091765,41.05206581,35.43325918,41.90511337,34.9252127
MAR04474,39.27231929,43.4364369,42.091765,41.05206581,35.43325918,41.90511337,34.9252127
MAR04476,46.51861216,45.82222201,51.1641755,48.34420908,43.37111992,43.60555407,52.31341961
MAR04477,52.74589507,52.75235972,50.26748377,51.3420902,61.13841672,53.2022941,69.12768818
MAR04501,136.41793286,135.57318577,132.13016457,140.06316665,137.54454854,124.36671469000001,207.55312035
MAR04565,43.76890281,42.98200164,40.40387467,41.56521663,43.87779188,40.02876501,65.47148819
MAR04567,133.78144680999998,124.06082584,125.85332242999999,124.53360228,137.57832668999998,131.10984161,174.11589601
MAR09799,48.88012723,51.54053234,53.95974385,47.18286775,50.59963992,47.06507135,59.94467425
MAR09800,38.10773651,37.22582167,38.39950492,40.02576417,44.48579824,38.58241314,26.86881852
MAR04623,52.16360368,51.38905394,52.37734667,52.50343154,50.32941486,55.313186,39.4742057
MAR04625,31.36286125,34.27199248,29.30072113,31.14015256,39.45285676,34.26290285,37.5610778
MAR04710,41.32651393,39.61160678,40.11376852,38.1352085,35.16303414,39.75513086,54.20529054
MAR04841,172.22885334,167.951698,181.13173059999997,171.60843827,176.15295202000001,173.62085911999998,205.19359593
MAR08074,36.18293999,33.17377395,38.74235763,40.10678798,38.00039713,39.22740789,40.7496243
MAR08653,83.52646493,85.66104641999999,81.67806780000001,83.6435841,89.78227162,89.57608885,77.03528349999999
MAR03998,357.67248626,355.8606778199999,352.82182467000007,347.86224186999993,351.76545393999993,360.41524737,337.81587345
MAR04000,725.5188970900001,706.0409148800001,738.6893771100001,717.6279215000001,729.54006858,741.1576019199999,793.28911282
MAR04002,426.35052075000004,421.98100804,437.63831353999996,415.94925367,433.94764615,419.75476423,461.80781847000003
MAR04004,426.35052075000004,421.98100804,437.63831353999996,415.94925367,433.94764615,419.75476423,461.80781847000003
MAR04010,373.34582950000004,369.19077875000005,380.75113490000007,374.08694973999997,382.36844046,384.4559607,369.02111521
MAR04081,373.34582950000004,369.19077875000005,380.75113490000007,374.08694973999997,382.36844046,384.4559607,369.02111521
MAR04082,373.34582950000004,369.19077875000005,380.75113490000007,374.08694973999997,382.36844046,384.4559607,369.02111521
MAR04012,73.38488991,75.36051388,74.97925305999999,76.05435349999999,69.11005558,78.51345166,81.07410909000001
MAR04014,1117.07750729,1104.16407183,1120.38995036,1127.25731767,1163.96060858,1122.50586063,1275.65242769
MAR04020,49.46241862,46.99617975,48.39498043,50.42382032,56.20680961,46.02917069,45.38364523
MAR04022,725.5188970900001,706.0409148800001,738.6893771100001,717.6279215000001,729.54006858,741.1576019199999,793.28911282
MAR04038,41.76323247,47.45061501,40.08739523,43.3207326,41.34443208,42.23738337,11.98893485
MAR04040,66.65618937,69.56646432,69.15075678,68.35709116000001,64.71889859,67.50945034,77.54545094
MAR04042,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04046,41.40738772,41.80804388,42.17088486,42.78057385,41.14176329,42.88237812,39.17660802
MAR04048,1117.07750729,1104.16407183,1120.38995036,1127.25731767,1163.96060858,1122.50586063,1275.65242769
MAR04080,147.74026542000001,138.26192771,139.98940389999999,130.58338039,120.82437381,139.61204511,147.0557647
MAR04085,46.09806837,52.29792446,49.81913789,44.69813744,50.22808046,47.00643547,49.25241497
MAR04086,46.09806837,52.29792446,49.81913789,44.69813744,50.22808046,47.00643547,49.25241497
MAR04134,357.67248626,355.8606778199999,352.82182467000007,347.86224186999993,351.76545393999993,360.41524737,337.81587345
MAR04135,49.46241862,46.99617975,48.39498043,50.42382032,56.20680961,46.02917069,45.38364523
MAR04168,52.1150794,53.62336062,58.83880182,61.30801933,49.21473654,53.2804753,38.07124524
MAR04171,73.27166656,66.87772238,69.94195537,70.86882942,67.15092399,65.02719783,49.379956840000006
MAR04290,132.18014551,133.07379183,126.64452102,132.74401544,138.9294519,140.10067752,115.36161244
MAR04406,54.26632258,60.4020199,57.04541836,58.76927317,66.27269259,55.45000309,47.82819754
MAR04412,110.50596598999999,110.08694162,120.34130557,111.89388728,127.073328,113.6558928,79.11846722
MAR04417,373.34582950000004,369.19077875000005,380.75113490000007,374.08694973999997,382.36844046,384.4559607,369.02111521
MAR04418,32.68919165,34.00690526,30.67213201,34.78622419,32.89989937,34.88835231,37.15719525
MAR04419,126.04991116,129.77913621,135.98066437,128.36872948,140.11168647,129.21394795999998,155.81363909
MAR04421,73.27166656,66.87772238,69.94195537,70.86882942,67.15092399,65.02719783,49.379956840000006
MAR04449,373.34582950000004,369.19077875000005,380.75113490000007,374.08694973999997,382.36844046,384.4559607,369.02111521
MAR04450,373.34582950000004,369.19077875000005,380.75113490000007,374.08694973999997,382.36844046,384.4559607,369.02111521
MAR04451,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04452,32.68919165,34.00690526,30.67213201,34.78622419,32.89989937,34.88835231,37.15719525
MAR04453,41.40738772,41.80804388,42.17088486,42.78057385,41.14176329,42.88237812,39.17660802
MAR04480,595.5061695300001,589.36466194,586.0407957799999,575.26908016,588.44881634,583.44661329,584.88571346
MAR04481,44.27032039,44.08022017,43.91152176,45.5893994,48.10005823,42.92146872,47.57311382
MAR04482,44.27032039,44.08022017,43.91152176,45.5893994,48.10005823,42.92146872,47.57311382
MAR04486,178.53701003999998,173.9729652,168.02420728,173.98513681,176.96362717,170.33724948999998,134.57791938
MAR04487,178.53701003999998,173.9729652,168.02420728,173.98513681,176.96362717,170.33724948999998,134.57791938
MAR04488,178.53701003999998,173.9729652,168.02420728,173.98513681,176.96362717,170.33724948999998,134.57791938
MAR04489,178.53701003999998,173.9729652,168.02420728,173.98513681,176.96362717,170.33724948999998,134.57791938
MAR04492,178.53701003999998,173.9729652,168.02420728,173.98513681,176.96362717,170.33724948999998,134.57791938
MAR04493,178.53701003999998,173.9729652,168.02420728,173.98513681,176.96362717,170.33724948999998,134.57791938
MAR04495,178.53701003999998,173.9729652,168.02420728,173.98513681,176.96362717,170.33724948999998,134.57791938
MAR04496,178.53701003999998,173.9729652,168.02420728,173.98513681,176.96362717,170.33724948999998,134.57791938
MAR04518,50.20645763,53.24466457,49.58177832,48.47924878,55.22724383,53.6518359,61.83654518
MAR04519,65.83127659,58.47067005,64.72004468,65.92637674,66.13758006,59.57406041,81.09536606
MAR04520,65.83127659,58.47067005,64.72004468,65.92637674,66.13758006,59.57406041,81.09536606
MAR04573,73.27166656,66.87772238,69.94195537,70.86882942,67.15092399,65.02719783,49.379956840000006
MAR04574,53.36053599,53.20679498,51.08505564,53.36768555,61.91531372,52.83093349,29.50468365
MAR04600,41.34268868,44.76187306,43.99064162,47.56097888,44.51957638,42.5305628,34.54258712
MAR04602,373.34582950000004,369.19077875000005,380.75113490000007,374.08694973999997,382.36844046,384.4559607,369.02111521
MAR04603,53.36053599,53.20679498,51.08505564,53.36768555,61.91531372,52.83093349,29.50468365
MAR04611,68.09574312,72.17946704,63.9288461,67.08771808,57.2877098,65.98491732,31.24775572
MAR04612,68.09574312,72.17946704,63.9288461,67.08771808,57.2877098,65.98491732,31.24775572
MAR04614,68.09574312,72.17946704,63.9288461,67.08771808,57.2877098,65.98491732,31.24775572
MAR04615,68.09574312,72.17946704,63.9288461,67.08771808,57.2877098,65.98491732,31.24775572
MAR04617,68.09574312,72.17946704,63.9288461,67.08771808,57.2877098,65.98491732,31.24775572
MAR04618,68.09574312,72.17946704,63.9288461,67.08771808,57.2877098,65.98491732,31.24775572
MAR04619,68.09574312,72.17946704,63.9288461,67.08771808,57.2877098,65.98491732,31.24775572
MAR04621,68.09574312,72.17946704,63.9288461,67.08771808,57.2877098,65.98491732,31.24775572
MAR04632,373.34582950000004,369.19077875000005,380.75113490000007,374.08694973999997,382.36844046,384.4559607,369.02111521
MAR04646,65.83127659,58.47067005,64.72004468,65.92637674,66.13758006,59.57406041,81.09536606
MAR04648,65.83127659,58.47067005,64.72004468,65.92637674,66.13758006,59.57406041,81.09536606
MAR04649,65.83127659,58.47067005,64.72004468,65.92637674,66.13758006,59.57406041,81.09536606
MAR04650,65.83127659,58.47067005,64.72004468,65.92637674,66.13758006,59.57406041,81.09536606
MAR04651,53.36053599,53.20679498,51.08505564,53.36768555,61.91531372,52.83093349,29.50468365
MAR04663,53.36053599,53.20679498,51.08505564,53.36768555,61.91531372,52.83093349,29.50468365
MAR04664,32.68919165,34.00690526,30.67213201,34.78622419,32.89989937,34.88835231,37.15719525
MAR04694,44.27032039,44.08022017,43.91152176,45.5893994,48.10005823,42.92146872,47.57311382
MAR04695,53.36053599,53.20679498,51.08505564,53.36768555,61.91531372,52.83093349,29.50468365
