,sample_1,sample_2,sample_3,sample_4
"('MAR00382', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR00386', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR00390', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR00394', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR00398', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR00402', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR00406', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR00410', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR00414', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR00418', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR00422', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR00426', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR00430', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR00434', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR00438', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR03009', 'ENSG00000097021 or ENSG00000119673 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669')","{'ENSG00000097021': ('ENSG00000097021', 0.33476394849785407, 7.8), 'ENSG00000119673': ('ENSG00000119673', 0.24892703862660945, 5.8), 'ENSG00000177465': ('ENSG00000177465', 0.4163090128755365, 9.7)}","{'ENSG00000097021': ('ENSG00000097021', 0.3333333333333333, 15.4), 'ENSG00000119673': ('ENSG00000119673', 0.3333333333333333, 15.4), 'ENSG00000177465': ('ENSG00000177465', 0.3333333333333333, 15.4)}","{'ENSG00000097021': ('ENSG00000097021', 0.19532324621733152, 14.2), 'ENSG00000119673': ('ENSG00000119673', 0.39339752407152695, 28.6), 'ENSG00000177465': ('ENSG00000177465', 0.4112792297111417, 29.9)}","{'ENSG00000097021': ('ENSG00000097021', 0.7131713171317132, 237.7), 'ENSG00000119673': ('ENSG00000119673', 0.14311431143114314, 47.7), 'ENSG00000177465': ('ENSG00000177465', 0.14371437143714372, 47.9)}"
"('MAR03475', 'ENSG00000101473')","{'ENSG00000101473': ('ENSG00000101473', 1, 17.5)}","{'ENSG00000101473': ('ENSG00000101473', 1, 40.0)}","{'ENSG00000101473': ('ENSG00000101473', 1, 25.6)}","{'ENSG00000101473': ('ENSG00000101473', 1, 77.3)}"
"('MAR03476', '')",{},{},{},{}
"('MAR03477', '')",{},{},{},{}
"('MAR00159', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02591', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02594', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02599', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02602', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02605', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02608', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02611', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02614', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02620', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02623', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02626', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02633', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02636', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02642', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02648', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02651', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02654', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02657', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02660', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02663', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02666', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02669', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02672', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02675', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02678', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02681', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02684', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02687', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02690', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02693', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
"('MAR02699', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')","{'ENSG00000110090': ('ENSG00000110090', 1, 25.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 12.3)}","{'ENSG00000110090': ('ENSG00000110090', 1, 89.1)}","{'ENSG00000110090': ('ENSG00000110090', 1, 9.6)}"
