,sample_1,sample_2,sample_3,sample_4
MAR03859,9.7,24.6,88.0,119.0
MAR04087,13.6,61.5,12.2,22.700000000000003
MAR04089,1.9,3.1,6.8,11.7
MAR04091,13.6,61.5,12.2,22.700000000000003
MAR04093,-1.0,-1.0,-1.0,-1.0
MAR04095,-1.0,-1.0,-1.0,-1.0
MAR04101,64.2,387.3,1050.8,2045.9
MAR04103,15.6,15.4,307.6,138.6
MAR04143,-1.0,-1.0,-1.0,-1.0
MAR04193,832.4,528.6,3.8,206.4
MAR08497,811.0,405.70000000000005,420.9,1619.9
MAR08498,-1.0,-1.0,-1.0,-1.0
MAR08499,-1.0,-1.0,-1.0,-1.0
MAR08500,811.0,405.70000000000005,420.9,1619.9
MAR08501,44.7,166.0,949.2,698.0
MAR08502,68.0,132.1,545.5,348.0
MAR08503,214.0,184.4,380.7,539.4000000000001
MAR08504,192.5,362.70000000000005,1478.0,1356.0
MAR08506,192.5,362.70000000000005,1478.0,1356.0
MAR08507,95.2,153.6,569.6,365.0
MAR08508,95.2,153.6,569.6,365.0
MAR08509,811.0,405.70000000000005,420.9,1619.9
MAR08511,50.6,122.9,237.1,413.7
MAR08512,9.7,24.6,88.0,119.0
MAR08514,9.7,24.6,88.0,119.0
MAR08516,25.3,95.3,20.4,90.1
MAR08517,-1.0,-1.0,-1.0,-1.0
MAR04280,435.6,2511.0,11.4,2857.5
MAR00153,31.099999999999998,73.7,161.9,98.5
MAR03212,120.5,353.5,1001.8,803.8
MAR03797,31.099999999999998,73.7,161.9,98.5
MAR03800,1.9,3.1,1.2,1.5
MAR04105,19.4,33.8,43.4,18.8
MAR04106,19.4,33.8,43.4,18.8
MAR04107,19.4,33.8,43.4,18.8
MAR04282,62.2,122.9,540.4,777.0
MAR04331,31.099999999999998,73.7,161.9,98.5
MAR04459,31.099999999999998,73.7,161.9,98.5
MAR04460,31.099999999999998,73.7,161.9,98.5
