,sample_1,sample_2,sample_3,sample_4,sample_5
"('MAR01435', '')",{},{},{},{},{}
"('MAR01438', '')",{},{},{},{},{}
"('MAR01439', 'ENSG00000157184')","{'ENSG00000157184': ('ENSG00000157184', 1, 27.3)}","{'ENSG00000157184': ('ENSG00000157184', 1, 33.8)}","{'ENSG00000157184': ('ENSG00000157184', 1, 7.8)}","{'ENSG00000157184': ('ENSG00000157184', 1, 86.4)}","{'ENSG00000157184': ('ENSG00000157184', 1, 35.5)}"
"('MAR01441', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01442', 'ENSG00000036565 or ENSG00000165646')",{},{},{},{},{}
"('MAR01444', 'ENSG00000075673 and ENSG00000186009')",{},{},{},{},{}
"('MAR01446', 'ENSG00000113161')",{},{},{},{},{}
"('MAR01447', '')",{},{},{},{},{}
"('MAR01449', 'ENSG00000117305')","{'ENSG00000117305': ('ENSG00000117305', 1, 38.1)}","{'ENSG00000117305': ('ENSG00000117305', 1, 83.0)}","{'ENSG00000117305': ('ENSG00000117305', 1, 22.2)}","{'ENSG00000117305': ('ENSG00000117305', 1, 170.4)}","{'ENSG00000117305': ('ENSG00000117305', 1, 194.0)}"
"('MAR01450', 'ENSG00000100292 or ENSG00000103415')","{'ENSG00000103415': ('ENSG00000103415', 1, 80.2)}","{'ENSG00000103415': ('ENSG00000103415', 1, 92.2)}","{'ENSG00000103415': ('ENSG00000103415', 1, 43.5)}","{'ENSG00000103415': ('ENSG00000103415', 1, 108.6)}","{'ENSG00000103415': ('ENSG00000103415', 1, 184.9)}"
"('MAR01452', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01453', 'ENSG00000111716 or ENSG00000134333 or ENSG00000166796 or ENSG00000166800 or ENSG00000166816 or ENSG00000171989')","{'ENSG00000134333': ('ENSG00000134333', 1, 339.9)}","{'ENSG00000134333': ('ENSG00000134333', 1, 270.5)}","{'ENSG00000134333': ('ENSG00000134333', 1, 444.6)}","{'ENSG00000134333': ('ENSG00000134333', 1, 551.4)}","{'ENSG00000134333': ('ENSG00000134333', 1, 458.3)}"
"('MAR01455', '')",{},{},{},{},{}
"('MAR01456', 'ENSG00000133835')","{'ENSG00000133835': ('ENSG00000133835', 1, 94.3)}","{'ENSG00000133835': ('ENSG00000133835', 1, 58.4)}","{'ENSG00000133835': ('ENSG00000133835', 1, 33.8)}","{'ENSG00000133835': ('ENSG00000133835', 1, 235.5)}","{'ENSG00000133835': ('ENSG00000133835', 1, 58.6)}"
"('MAR01461', '')",{},{},{},{},{}
"('MAR01462', '')",{},{},{},{},{}
"('MAR01463', 'ENSG00000198246')",{},{},{},{},{}
"('MAR01464', '')",{},{},{},{},{}
"('MAR01466', 'ENSG00000198246')",{},{},{},{},{}
"('MAR01468', 'ENSG00000067064 or ENSG00000148377')","{'ENSG00000067064': ('ENSG00000067064', 1, 100.3)}","{'ENSG00000067064': ('ENSG00000067064', 1, 86.1)}","{'ENSG00000067064': ('ENSG00000067064', 1, 66.8)}","{'ENSG00000067064': ('ENSG00000067064', 1, 313.5)}","{'ENSG00000067064': ('ENSG00000067064', 1, 53.8)}"
"('MAR01469', '')",{},{},{},{},{}
"('MAR01471', '')",{},{},{},{},{}
"('MAR01472', 'ENSG00000138030')",{},{},{},{},{}
"('MAR01474', 'ENSG00000059573 or ENSG00000111275 or ENSG00000112294 or ENSG00000119711 or ENSG00000137124 or ENSG00000159423')","{'ENSG00000111275': ('ENSG00000111275', 0.9780681287914139, 419.2), 'ENSG00000159423': ('ENSG00000159423', 0.0219318712085861, 9.4)}","{'ENSG00000111275': ('ENSG00000111275', 0.8167659184608337, 178.3), 'ENSG00000159423': ('ENSG00000159423', 0.1832340815391663, 40.0)}","{'ENSG00000111275': ('ENSG00000111275', 0.9068241469816274, 69.1), 'ENSG00000159423': ('ENSG00000159423', 0.09317585301837271, 7.1)}","{'ENSG00000111275': ('ENSG00000111275', 0.7523926192481434, 982.7), 'ENSG00000159423': ('ENSG00000159423', 0.24760738075185668, 323.4)}","{'ENSG00000111275': ('ENSG00000111275', 0.717133680363274, 647.5), 'ENSG00000159423': ('ENSG00000159423', 0.2828663196367261, 255.4)}"
"('MAR01475', 'ENSG00000213398')",{},{},{},{},{}
"('MAR01476', '')",{},{},{},{},{}
"('MAR01480', '')",{},{},{},{},{}
"('MAR01481', 'ENSG00000157184')","{'ENSG00000157184': ('ENSG00000157184', 1, 27.3)}","{'ENSG00000157184': ('ENSG00000157184', 1, 33.8)}","{'ENSG00000157184': ('ENSG00000157184', 1, 7.8)}","{'ENSG00000157184': ('ENSG00000157184', 1, 86.4)}","{'ENSG00000157184': ('ENSG00000157184', 1, 35.5)}"
"('MAR01482', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01483', 'ENSG00000138074')",{},{},{},{},{}
"('MAR01485', 'ENSG00000103569')",{},{},{},{},{}
"('MAR01486', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01487', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01488', 'ENSG00000110090 or ENSG00000169169 or ENSG00000205560')",{},{},{},{},{}
"('MAR01489', 'ENSG00000157184')","{'ENSG00000157184': ('ENSG00000157184', 1, 27.3)}","{'ENSG00000157184': ('ENSG00000157184', 1, 33.8)}","{'ENSG00000157184': ('ENSG00000157184', 1, 7.8)}","{'ENSG00000157184': ('ENSG00000157184', 1, 86.4)}","{'ENSG00000157184': ('ENSG00000157184', 1, 35.5)}"
"('MAR01491', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01492', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01497', 'ENSG00000186526')",{},{},{},{},{}
"('MAR01498', 'ENSG00000160285')",{},{},{},{},{}
"('MAR01499', '')",{},{},{},{},{}
"('MAR01501', 'ENSG00000121207')",{},{},{},{},{}
"('MAR01506', '')",{},{},{},{},{}
"('MAR01507', '')",{},{},{},{},{}
"('MAR01508', 'ENSG00000109929')","{'ENSG00000109929': ('ENSG00000109929', 1, 38.3)}","{'ENSG00000109929': ('ENSG00000109929', 1, 3.1)}","{'ENSG00000109929': ('ENSG00000109929', 1, 44.7)}","{'ENSG00000109929': ('ENSG00000109929', 1, 296.9)}","{'ENSG00000109929': ('ENSG00000109929', 1, 14.1)}"
"('MAR01510', 'ENSG00000109929 or ENSG00000167910')","{'ENSG00000109929': ('ENSG00000109929', 1, 38.3)}","{'ENSG00000109929': ('ENSG00000109929', 1, 3.1)}","{'ENSG00000109929': ('ENSG00000109929', 1, 44.7)}","{'ENSG00000109929': ('ENSG00000109929', 1, 296.9)}","{'ENSG00000109929': ('ENSG00000109929', 1, 14.1)}"
"('MAR01511', 'ENSG00000087111 and ENSG00000101464 and ENSG00000142892 and ENSG00000197858')","{'ENSG00000087111': ('ENSG00000087111', 1, 35.7), 'ENSG00000101464': ('ENSG00000101464', 1, 5.1), 'ENSG00000142892': ('ENSG00000142892', 1, 27.3), 'ENSG00000197858': ('ENSG00000197858', 1, 27.0)}","{'ENSG00000087111': ('ENSG00000087111', 1, 6.1), 'ENSG00000101464': ('ENSG00000101464', 1, 3.1), 'ENSG00000142892': ('ENSG00000142892', 1, 3.1), 'ENSG00000197858': ('ENSG00000197858', 1, 24.6)}","{'ENSG00000087111': ('ENSG00000087111', 1, 18.0), 'ENSG00000101464': ('ENSG00000101464', 1, 8.0), 'ENSG00000142892': ('ENSG00000142892', 1, 17.7), 'ENSG00000197858': ('ENSG00000197858', 1, 36.8)}","{'ENSG00000087111': ('ENSG00000087111', 1, 6.0), 'ENSG00000101464': ('ENSG00000101464', 1, 7.0), 'ENSG00000142892': ('ENSG00000142892', 1, 23.5), 'ENSG00000197858': ('ENSG00000197858', 1, 55.8)}","{'ENSG00000087111': ('ENSG00000087111', 1, 16.8), 'ENSG00000101464': ('ENSG00000101464', 1, 7.2), 'ENSG00000142892': ('ENSG00000142892', 1, 18.4), 'ENSG00000197858': ('ENSG00000197858', 1, 73.6)}"
"('MAR01513', 'ENSG00000151665 and ENSG00000174227')","{'ENSG00000151665': ('ENSG00000151665', 1, 4.1)}","{'ENSG00000151665': ('ENSG00000151665', 1, 43.0)}","{'ENSG00000151665': ('ENSG00000151665', 1, 24.9)}","{'ENSG00000151665': ('ENSG00000151665', 1, 24.0)}","{'ENSG00000151665': ('ENSG00000151665', 1, 27.0)}"
"('MAR01514', '')",{},{},{},{},{}
"('MAR01517', 'ENSG00000100294')",{},{},{},{},{}
"('MAR01518', '')",{},{},{},{},{}
"('MAR01520', 'ENSG00000110921')","{'ENSG00000110921': ('ENSG00000110921', 1, 2.9)}","{'ENSG00000110921': ('ENSG00000110921', 1, 21.5)}","{'ENSG00000110921': ('ENSG00000110921', 1, 6.8)}","{'ENSG00000110921': ('ENSG00000110921', 1, 29.8)}","{'ENSG00000110921': ('ENSG00000110921', 1, 53.3)}"
"('MAR01521', 'ENSG00000103150')","{'ENSG00000103150': ('ENSG00000103150', 1, 110.3)}","{'ENSG00000103150': ('ENSG00000103150', 1, 33.8)}","{'ENSG00000103150': ('ENSG00000103150', 1, 8.4)}","{'ENSG00000103150': ('ENSG00000103150', 1, 43.4)}","{'ENSG00000103150': ('ENSG00000103150', 1, 18.8)}"
"('MAR01522', 'ENSG00000103150')","{'ENSG00000103150': ('ENSG00000103150', 1, 110.3)}","{'ENSG00000103150': ('ENSG00000103150', 1, 33.8)}","{'ENSG00000103150': ('ENSG00000103150', 1, 8.4)}","{'ENSG00000103150': ('ENSG00000103150', 1, 43.4)}","{'ENSG00000103150': ('ENSG00000103150', 1, 18.8)}"
"('MAR01523', 'ENSG00000111275 or ENSG00000137124 or ENSG00000159423')","{'ENSG00000111275': ('ENSG00000111275', 0.9780681287914139, 419.2), 'ENSG00000159423': ('ENSG00000159423', 0.0219318712085861, 9.4)}","{'ENSG00000111275': ('ENSG00000111275', 0.8167659184608337, 178.3), 'ENSG00000159423': ('ENSG00000159423', 0.1832340815391663, 40.0)}","{'ENSG00000111275': ('ENSG00000111275', 0.9068241469816274, 69.1), 'ENSG00000159423': ('ENSG00000159423', 0.09317585301837271, 7.1)}","{'ENSG00000111275': ('ENSG00000111275', 0.7523926192481434, 982.7), 'ENSG00000159423': ('ENSG00000159423', 0.24760738075185668, 323.4)}","{'ENSG00000111275': ('ENSG00000111275', 0.717133680363274, 647.5), 'ENSG00000159423': ('ENSG00000159423', 0.2828663196367261, 255.4)}"
"('MAR01524', 'ENSG00000198951')",{},{},{},{},{}
"('MAR01525', 'ENSG00000050438 or ENSG00000144290')",{},{},{},{},{}
"('MAR01527', 'ENSG00000144285 or ENSG00000136531 or ENSG00000153253 or ENSG00000007314 or ENSG00000183873 or ENSG00000136546 or ENSG00000196876 or ENSG00000169432 or ENSG00000185313 or ENSG00000168356 or ENSG00000164588 or ENSG00000138622 or ENSG00000186815 or ENSG00000162341 or ENSG00000102452 or (ENSG00000111319 and ENSG00000168447 and ENSG00000166828) or ENSG00000162572')",{},{},{},{},{}
"('MAR01528', 'ENSG00000066230 or ENSG00000090020 or ENSG00000115616')",{},{},{},{},{}
"('MAR01529', 'ENSG00000074621 or ENSG00000155886')",{},{},{},{},{}
"('MAR01534', 'ENSG00000112077 or ENSG00000132677')",{},{},{},{},{}
"('MAR01537', '')",{},{},{},{},{}
"('MAR01541', '')",{},{},{},{},{}
"('MAR01542', 'ENSG00000157064 or ENSG00000163864')","{'ENSG00000163864': ('ENSG00000163864', 1, 9.8)}","{'ENSG00000163864': ('ENSG00000163864', 1, 6.1)}","{'ENSG00000163864': ('ENSG00000163864', 1, 5.3)}","{'ENSG00000163864': ('ENSG00000163864', 1, 2.4)}","{'ENSG00000163864': ('ENSG00000163864', 1, 16.9)}"
"('MAR01554', 'ENSG00000163864')","{'ENSG00000163864': ('ENSG00000163864', 1, 9.8)}","{'ENSG00000163864': ('ENSG00000163864', 1, 6.1)}","{'ENSG00000163864': ('ENSG00000163864', 1, 5.3)}","{'ENSG00000163864': ('ENSG00000163864', 1, 2.4)}","{'ENSG00000163864': ('ENSG00000163864', 1, 16.9)}"
"('MAR01555', 'ENSG00000036565 or ENSG00000165646')",{},{},{},{},{}
"('MAR01556', 'ENSG00000157184')","{'ENSG00000157184': ('ENSG00000157184', 1, 27.3)}","{'ENSG00000157184': ('ENSG00000157184', 1, 33.8)}","{'ENSG00000157184': ('ENSG00000157184', 1, 7.8)}","{'ENSG00000157184': ('ENSG00000157184', 1, 86.4)}","{'ENSG00000157184': ('ENSG00000157184', 1, 35.5)}"
"('MAR01559', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01560', 'ENSG00000090402')",{},{},{},{},{}
"('MAR01561', '')",{},{},{},{},{}
"('MAR01562', '')",{},{},{},{},{}
"('MAR01563', '')",{},{},{},{},{}
"('MAR01564', '')",{},{},{},{},{}
"('MAR01566', '')",{},{},{},{},{}
"('MAR01567', 'ENSG00000135929')",{},{},{},{},{}
"('MAR01569', 'ENSG00000146233')",{},{},{},{},{}
"('MAR01571', 'ENSG00000036530')",{},{},{},{},{}
"('MAR01574', 'ENSG00000172817')",{},{},{},{},{}
"('MAR01575', '')",{},{},{},{},{}
"('MAR01578', '')",{},{},{},{},{}
"('MAR01579', '')",{},{},{},{},{}
"('MAR01580', '')",{},{},{},{},{}
"('MAR01582', '')",{},{},{},{},{}
"('MAR01583', 'ENSG00000206190')",{},{},{},{},{}
"('MAR01586', 'ENSG00000075651')",{},{},{},{},{}
"('MAR01587', '')",{},{},{},{},{}
"('MAR01588', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01591', '')",{},{},{},{},{}
"('MAR01594', 'ENSG00000005471 or ENSG00000124406 or ENSG00000206190')",{},{},{},{},{}
"('MAR01596', 'ENSG00000124406 or ENSG00000206190')",{},{},{},{},{}
"('MAR01597', '')",{},{},{},{},{}
"('MAR01600', 'ENSG00000060971 and ENSG00000087008 and ENSG00000113790 and ENSG00000133835')","{'ENSG00000060971': ('ENSG00000060971', 1, 3.9), 'ENSG00000133835': ('ENSG00000133835', 1, 94.3)}","{'ENSG00000060971': ('ENSG00000060971', 1, 92.2), 'ENSG00000133835': ('ENSG00000133835', 1, 58.4)}","{'ENSG00000060971': ('ENSG00000060971', 1, 29.7), 'ENSG00000133835': ('ENSG00000133835', 1, 33.8)}","{'ENSG00000060971': ('ENSG00000060971', 1, 782.2), 'ENSG00000133835': ('ENSG00000133835', 1, 235.5)}","{'ENSG00000060971': ('ENSG00000060971', 1, 523.2), 'ENSG00000133835': ('ENSG00000133835', 1, 58.6)}"
"('MAR01601', '')",{},{},{},{},{}
"('MAR01603', 'ENSG00000133027')","{'ENSG00000133027': ('ENSG00000133027', 1, 14.0)}","{'ENSG00000133027': ('ENSG00000133027', 1, 18.4)}","{'ENSG00000133027': ('ENSG00000133027', 1, 19.6)}","{'ENSG00000133027': ('ENSG00000133027', 1, 213.1)}","{'ENSG00000133027': ('ENSG00000133027', 1, 23.8)}"
"('MAR01606', 'ENSG00000133027')","{'ENSG00000133027': ('ENSG00000133027', 1, 14.0)}","{'ENSG00000133027': ('ENSG00000133027', 1, 18.4)}","{'ENSG00000133027': ('ENSG00000133027', 1, 19.6)}","{'ENSG00000133027': ('ENSG00000133027', 1, 213.1)}","{'ENSG00000133027': ('ENSG00000133027', 1, 23.8)}"
"('MAR01607', '')",{},{},{},{},{}
"('MAR01612', 'ENSG00000110536')","{'ENSG00000110536': ('ENSG00000110536', 1, 8.1)}","{'ENSG00000110536': ('ENSG00000110536', 1, 67.6)}","{'ENSG00000110536': ('ENSG00000110536', 1, 22.7)}","{'ENSG00000110536': ('ENSG00000110536', 1, 32.5)}","{'ENSG00000110536': ('ENSG00000110536', 1, 66.3)}"
"('MAR01615', 'ENSG00000087157')","{'ENSG00000087157': ('ENSG00000087157', 1, 3.0)}","{'ENSG00000087157': ('ENSG00000087157', 1, 3.1)}","{'ENSG00000087157': ('ENSG00000087157', 1, 21.8)}","{'ENSG00000087157': ('ENSG00000087157', 1, 4.2)}","{'ENSG00000087157': ('ENSG00000087157', 1, 5.0)}"
"('MAR01616', 'ENSG00000125166 or ENSG00000198650')","{'ENSG00000125166': ('ENSG00000125166', 1, 380.2)}","{'ENSG00000125166': ('ENSG00000125166', 1, 58.4)}","{'ENSG00000125166': ('ENSG00000125166', 1, 25.1)}","{'ENSG00000125166': ('ENSG00000125166', 1, 167.1)}","{'ENSG00000125166': ('ENSG00000125166', 1, 61.0)}"
"('MAR01618', 'ENSG00000133056')",{},{},{},{},{}
"('MAR01621', 'ENSG00000281500')",{},{},{},{},{}
"('MAR01626', '')",{},{},{},{},{}
"('MAR01628', 'ENSG00000163344')","{'ENSG00000163344': ('ENSG00000163344', 1, 44.9)}","{'ENSG00000163344': ('ENSG00000163344', 1, 187.5)}","{'ENSG00000163344': ('ENSG00000163344', 1, 30.3)}","{'ENSG00000163344': ('ENSG00000163344', 1, 152.6)}","{'ENSG00000163344': ('ENSG00000163344', 1, 219.8)}"
"('MAR01633', '')",{},{},{},{},{}
"('MAR01634', 'ENSG00000125779')","{'ENSG00000125779': ('ENSG00000125779', 1, 9.7)}","{'ENSG00000125779': ('ENSG00000125779', 1, 43.0)}","{'ENSG00000125779': ('ENSG00000125779', 1, 28.3)}","{'ENSG00000125779': ('ENSG00000125779', 1, 11.6)}","{'ENSG00000125779': ('ENSG00000125779', 1, 19.1)}"
"('MAR01636', 'ENSG00000138074')",{},{},{},{},{}
"('MAR01640', '')",{},{},{},{},{}
"('MAR01641', '')",{},{},{},{},{}
"('MAR01643', 'ENSG00000143224')","{'ENSG00000143224': ('ENSG00000143224', 1, 8.0)}","{'ENSG00000143224': ('ENSG00000143224', 1, 21.5)}","{'ENSG00000143224': ('ENSG00000143224', 1, 9.2)}","{'ENSG00000143224': ('ENSG00000143224', 1, 5.7)}","{'ENSG00000143224': ('ENSG00000143224', 1, 16.8)}"
"('MAR01645', '')",{},{},{},{},{}
"('MAR01647', '')",{},{},{},{},{}
"('MAR01648', '')",{},{},{},{},{}
"('MAR01649', '(ENSG00000122884 and ENSG00000185624) or (ENSG00000072682 and ENSG00000185624)')","{'ENSG00000185624': ('ENSG00000185624', 0.25, 44.5)}","{'ENSG00000185624': ('ENSG00000185624', 0.25, 33.8)}","{'ENSG00000185624': ('ENSG00000185624', 0.25, 178.4)}","{'ENSG00000185624': ('ENSG00000185624', 0.25, 734.9)}","{'ENSG00000185624': ('ENSG00000185624', 0.25, 87.8)}"
"('MAR01650', 'ENSG00000123643')",{},{},{},{},{}
"('MAR01654', '')",{},{},{},{},{}
"('MAR01655', 'ENSG00000113790')",{},{},{},{},{}
"('MAR01657', '')",{},{},{},{},{}
"('MAR01658', 'ENSG00000241878')","{'ENSG00000241878': ('ENSG00000241878', 1, 4.7)}","{'ENSG00000241878': ('ENSG00000241878', 1, 15.4)}","{'ENSG00000241878': ('ENSG00000241878', 1, 16.1)}","{'ENSG00000241878': ('ENSG00000241878', 1, 6.3)}","{'ENSG00000241878': ('ENSG00000241878', 1, 13.5)}"
"('MAR01661', 'ENSG00000124406 or ENSG00000206190')",{},{},{},{},{}
"('MAR01664', 'ENSG00000124406 or ENSG00000206190')",{},{},{},{},{}
"('MAR01669', '')",{},{},{},{},{}
"('MAR01671', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01674', 'ENSG00000119673')","{'ENSG00000119673': ('ENSG00000119673', 1, 35.0)}","{'ENSG00000119673': ('ENSG00000119673', 1, 15.4)}","{'ENSG00000119673': ('ENSG00000119673', 1, 3.5)}","{'ENSG00000119673': ('ENSG00000119673', 1, 28.6)}","{'ENSG00000119673': ('ENSG00000119673', 1, 47.7)}"
"('MAR01675', 'ENSG00000119673')","{'ENSG00000119673': ('ENSG00000119673', 1, 35.0)}","{'ENSG00000119673': ('ENSG00000119673', 1, 15.4)}","{'ENSG00000119673': ('ENSG00000119673', 1, 3.5)}","{'ENSG00000119673': ('ENSG00000119673', 1, 28.6)}","{'ENSG00000119673': ('ENSG00000119673', 1, 47.7)}"
"('MAR01677', 'ENSG00000119673')","{'ENSG00000119673': ('ENSG00000119673', 1, 35.0)}","{'ENSG00000119673': ('ENSG00000119673', 1, 15.4)}","{'ENSG00000119673': ('ENSG00000119673', 1, 3.5)}","{'ENSG00000119673': ('ENSG00000119673', 1, 28.6)}","{'ENSG00000119673': ('ENSG00000119673', 1, 47.7)}"
"('MAR01680', '')",{},{},{},{},{}
"('MAR01683', '')",{},{},{},{},{}
"('MAR01686', '')",{},{},{},{},{}
"('MAR01688', '')",{},{},{},{},{}
"('MAR01690', 'ENSG00000072042 or ENSG00000080511 or ENSG00000139988 or ENSG00000160439 or ENSG00000170786 or ENSG00000240857')","{'ENSG00000160439': ('ENSG00000160439', 1, 31.7)}","{'ENSG00000160439': ('ENSG00000160439', 1, 3.1)}","{'ENSG00000160439': ('ENSG00000160439', 1, 9.7)}","{'ENSG00000160439': ('ENSG00000160439', 1, 6.5)}","{'ENSG00000160439': ('ENSG00000160439', 1, 4.8)}"
"('MAR01698', '')",{},{},{},{},{}
"('MAR01705', '')",{},{},{},{},{}
"('MAR01707', '')",{},{},{},{},{}
"('MAR01711', 'ENSG00000116171')","{'ENSG00000116171': ('ENSG00000116171', 1, 203.2)}","{'ENSG00000116171': ('ENSG00000116171', 1, 430.3)}","{'ENSG00000116171': ('ENSG00000116171', 1, 119.6)}","{'ENSG00000116171': ('ENSG00000116171', 1, 1183.6)}","{'ENSG00000116171': ('ENSG00000116171', 1, 827.7)}"
"('MAR01712', '')",{},{},{},{},{}
"('MAR01713', 'ENSG00000115488 or ENSG00000204099')",{},{},{},{},{}
"('MAR01714', 'ENSG00000104549')","{'ENSG00000104549': ('ENSG00000104549', 1, 6.2)}","{'ENSG00000104549': ('ENSG00000104549', 1, 6.1)}","{'ENSG00000104549': ('ENSG00000104549', 1, 31.2)}","{'ENSG00000104549': ('ENSG00000104549', 1, 100.1)}","{'ENSG00000104549': ('ENSG00000104549', 1, 4.0)}"
"('MAR01715', 'ENSG00000079459')","{'ENSG00000079459': ('ENSG00000079459', 1, 61.3)}","{'ENSG00000079459': ('ENSG00000079459', 1, 52.2)}","{'ENSG00000079459': ('ENSG00000079459', 1, 41.2)}","{'ENSG00000079459': ('ENSG00000079459', 1, 188.6)}","{'ENSG00000079459': ('ENSG00000079459', 1, 68.0)}"
"('MAR01719', '')",{},{},{},{},{}
"('MAR01721', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01724', '')",{},{},{},{},{}
"('MAR01728', '')",{},{},{},{},{}
"('MAR01731', '')",{},{},{},{},{}
"('MAR01732', '')",{},{},{},{},{}
"('MAR01733', '')",{},{},{},{},{}
"('MAR01734', '')",{},{},{},{},{}
"('MAR01736', 'ENSG00000157184')","{'ENSG00000157184': ('ENSG00000157184', 1, 27.3)}","{'ENSG00000157184': ('ENSG00000157184', 1, 33.8)}","{'ENSG00000157184': ('ENSG00000157184', 1, 7.8)}","{'ENSG00000157184': ('ENSG00000157184', 1, 86.4)}","{'ENSG00000157184': ('ENSG00000157184', 1, 35.5)}"
"('MAR01755', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01757', 'ENSG00000157184')","{'ENSG00000157184': ('ENSG00000157184', 1, 27.3)}","{'ENSG00000157184': ('ENSG00000157184', 1, 33.8)}","{'ENSG00000157184': ('ENSG00000157184', 1, 7.8)}","{'ENSG00000157184': ('ENSG00000157184', 1, 86.4)}","{'ENSG00000157184': ('ENSG00000157184', 1, 35.5)}"
"('MAR01763', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01773', 'ENSG00000157184')","{'ENSG00000157184': ('ENSG00000157184', 1, 27.3)}","{'ENSG00000157184': ('ENSG00000157184', 1, 33.8)}","{'ENSG00000157184': ('ENSG00000157184', 1, 7.8)}","{'ENSG00000157184': ('ENSG00000157184', 1, 86.4)}","{'ENSG00000157184': ('ENSG00000157184', 1, 35.5)}"
"('MAR01775', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01779', '')",{},{},{},{},{}
"('MAR01780', 'ENSG00000173638')",{},{},{},{},{}
"('MAR01782', 'ENSG00000173638')",{},{},{},{},{}
"('MAR01788', '')",{},{},{},{},{}
"('MAR01789', '')",{},{},{},{},{}
"('MAR01791', '')",{},{},{},{},{}
"('MAR01793', 'ENSG00000173638')",{},{},{},{},{}
"('MAR01795', '')",{},{},{},{},{}
"('MAR01799', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01801', 'ENSG00000198431')","{'ENSG00000198431': ('ENSG00000198431', 1, 88.5)}","{'ENSG00000198431': ('ENSG00000198431', 1, 36.9)}","{'ENSG00000198431': ('ENSG00000198431', 1, 50.7)}","{'ENSG00000198431': ('ENSG00000198431', 1, 67.8)}","{'ENSG00000198431': ('ENSG00000198431', 1, 36.9)}"
"('MAR01808', 'ENSG00000198431')","{'ENSG00000198431': ('ENSG00000198431', 1, 88.5)}","{'ENSG00000198431': ('ENSG00000198431', 1, 36.9)}","{'ENSG00000198431': ('ENSG00000198431', 1, 50.7)}","{'ENSG00000198431': ('ENSG00000198431', 1, 67.8)}","{'ENSG00000198431': ('ENSG00000198431', 1, 36.9)}"
"('MAR01812', 'ENSG00000118094 or ENSG00000142102')",{},{},{},{},{}
"('MAR01814', 'ENSG00000178537')",{},{},{},{},{}
"('MAR01816', 'ENSG00000107165')",{},{},{},{},{}
"('MAR01818', 'ENSG00000120697')","{'ENSG00000120697': ('ENSG00000120697', 1, 20.7)}","{'ENSG00000120697': ('ENSG00000120697', 1, 18.4)}","{'ENSG00000120697': ('ENSG00000120697', 1, 48.4)}","{'ENSG00000120697': ('ENSG00000120697', 1, 75.8)}","{'ENSG00000120697': ('ENSG00000120697', 1, 47.0)}"
"('MAR01820', 'ENSG00000242366')",{},{},{},{},{}
"('MAR01821', '')",{},{},{},{},{}
"('MAR01822', '')",{},{},{},{},{}
"('MAR01824', '')",{},{},{},{},{}
