ID,Flux
temporary_exchange_MAM02519[e]_f,0.0
temporary_exchange_MAM02519[e]_r,0.0
temporary_exchange_MAM01280[e]_f,0.0
temporary_exchange_MAM01280[e]_r,0.0
,
