ID,Flux
MAR04365_f,2.0
MAR04373_f,2.0
MAR04375_f,1.0
MAR04377,1.0
MAR04381_f,1.0
MAR04521,1.0
MAR04143,2.0
MAR04016_f,2.0
MAR04141_f,2.0
MAR04926,2.0
MAR04856_f,1.0
MAR00125_f,2.0
MAR01377,1.0
MAR02405_f,2.0
MAR11430,2.0
MAR04363_r,2.0
MAR04368_r,2.0
MAR04391_r,1.0
MAR04635_r,2.0
MAR06627_r,2.0
MAR04139_r,2.0
temporary_exchange_MAM02819[c],2.0
temporary_exchange_MAM01371[m],2.0
temporary_exchange_MAM02046[m],2.0
temporary_exchange_MAM02553[m],2.0
temporary_exchange_MAM02039[c],2.0
temporary_exchange_MAM02034[c],2.0
temporary_exchange_MAM02040[c],3.0
temporary_exchange_MAM01371[c],2.0
temporary_exchange_MAM02040[r],1.0
temporary_exchange_MAM01306[c],2.0
temporary_exchange_MAM02039[m],2.0
temporary_exchange_MAM01285[m],2.0
temporary_exchange_MAM02751[m],2.0
temporary_exchange_MAM02552[m],2.0
temporary_exchange_MAM01948[c],2.0
temporary_exchange_MAM01596[c],2.0
temporary_exchange_MAM01285[c],2.0
temporary_exchange_MAM02751[r],1.0
temporary_exchange_MAM01965[e],1.0
temporary_exchange_MAM01306[m],2.0
temporary_exchange_MAM02751[c],3.0
