ID,Flux
MAR04375_f,1.0
MAR04377,1.0
MAR04381_f,1.0
MAR04391_f,1.0
MAR04521,1.0
MAR00450,2.0
MAR06295,2.0
MAR06328_f,2.0
MAR04856_f,1.0
MAR01169,2.0
MAR01377,1.0
MAR02420_f,2.0
temporary_exchange_MAM01983[c],2.0
temporary_exchange_MAM01371[m],2.0
temporary_exchange_MAM01802[m],2.0
temporary_exchange_MAM02040[c],1.0
temporary_exchange_MAM02040[r],1.0
temporary_exchange_MAM01965[e],1.0
temporary_exchange_MAM01285[m],2.0
temporary_exchange_MAM01803[m],2.0
temporary_exchange_MAM02039[m],2.0
temporary_exchange_MAM02751[c],1.0
temporary_exchange_MAM02751[r],1.0
