,reaction_expression
MAR04804,37.31
MAR04808,-1.0
MAR04810,37.31
MAR04812,0.6177
MAR04814,52.53
MAR05301,-1.0
MAR05353,-1.0
MAR06601,-1.0
MAR06602,-1.0
MAR06603,-1.0
MAR06605,-1.0
MAR06606,-1.0
MAR06607,-1.0
MAR06609,-1.0
MAR06610,-1.0
MAR06611,-1.0
MAR07144,69.167
MAR08755,-1.0
MAR09797,-1.0
MAR04016,495.1
MAR04018,495.1
MAR04044,495.1
MAR04291,495.1
MAR04420,495.1
MAR04570,495.1
MAR04572,495.1
MAR04006,495.1
MAR04028,495.1
MAR04030,495.1
MAR04670,495.1
MAR04673,495.1
MAR04675,495.1
MAR06614,495.1
MAR06615,495.1
MAR06616,495.1
MAR04635,495.1
MAR03793,16.4
MAR03931,32.21
MAR03969,-1.0
MAR03970,1.228
MAR04008,-1.0
MAR04032,50.92
MAR04034,-1.0
MAR04036,-1.0
MAR04050,-1.0
MAR04056,1.228
MAR04059,9.094
MAR04060,9.094
MAR04127,-1.0
MAR04177,1.228
MAR04179,1.228
MAR04182,3.51
MAR04183,-1.0
MAR04192,-1.0
MAR04194,50.92
MAR04210,-1.0
MAR04211,-1.0
MAR04343,-1.0
MAR04345,-1.0
MAR04346,112.7
MAR04470,-1.0
MAR04471,-1.0
MAR04472,-1.0
MAR04484,1.228
MAR04485,-1.0
MAR04510,1.228
MAR04512,-1.0
MAR04513,9.049
MAR04514,177.7
MAR04577,-1.0
MAR04579,-1.0
MAR04580,177.7
MAR04608,-1.0
MAR04575,-1.0
MAR04637,-1.0
MAR04642,-1.0
MAR04643,-1.0
MAR04644,114.5
MAR04672,-1.0
MAR04676,-1.0
MAR04736,112.7
MAR04819,-1.0
MAR05299,-1.0
MAR05352,-1.0
MAR05415,1.017
MAR05416,1.017
MAR05417,63.92
MAR06612,-1.0
MAR06613,-1.0
MAR06621,1.017
MAR06622,1.017
MAR06623,5.899
MAR06624,-1.0
MAR06627,-1.0
MAR07744,-1.0
MAR08072,-1.0
MAR08637,-1.0
MAR03965,-1.0
MAR03966,-1.0
MAR03967,-1.0
MAR03968,-1.0
MAR03999,-1.0
MAR04024,-1.0
MAR04026,2.795
MAR04054,5.899
MAR04061,-1.0
MAR04083,9.049
MAR04136,966.519
MAR04180,-1.0
MAR04185,35.82
MAR04186,35.82
MAR04342,9.094
MAR04344,-1.0
MAR04483,-1.0
MAR04507,108.2
MAR04516,-1.0
MAR04601,-1.0
MAR04633,-1.0
MAR04640,-1.0
MAR04641,5.899
MAR04680,-1.0
MAR04806,-1.0
MAR05394,-1.0
MAR06625,-1.0
MAR06626,-1.0
MAR07160,114.58500000000001
MAR07161,0.5369
MAR07162,0.5369
MAR07163,7.258
MAR07164,7.258
MAR07713,1.228
MAR07716,1.228
MAR07717,1.228
MAR07721,1.228
MAR07725,1.228
MAR07728,1.228
MAR07800,-1.0
MAR07801,27.24
MAR07802,-1.0
MAR07863,-1.0
MAR07864,-1.0
MAR07865,-1.0
MAR07866,-1.0
MAR07867,-1.0
MAR07868,-1.0
MAR07869,-1.0
MAR07870,-1.0
MAR07871,-1.0
MAR07872,-1.0
MAR07873,-1.0
MAR07874,-1.0
MAR07875,2.795
MAR07876,-1.0
MAR07878,495.1
