,sample_1,sample_2,sample_3,sample_4,sample_5
MAR09192,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09193,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09195,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09196,67.8,49.2,49.5,243.6,150.4
MAR09197,67.8,49.2,49.5,243.6,150.4
MAR09198,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09590,7.5,3.1,30.8,1.5,4.3
MAR09591,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09592,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09593,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09594,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09595,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09596,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09597,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09598,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09599,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09600,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09601,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09602,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09603,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09604,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09605,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09606,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09607,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09608,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09609,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09610,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09611,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09612,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09613,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09614,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09615,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09616,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09617,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09618,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09619,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09620,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09621,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09622,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09623,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09624,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09635,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09636,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09637,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09638,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09639,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09640,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09641,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09642,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09643,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09644,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09645,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09646,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09647,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09648,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09649,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09650,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09651,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09652,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09653,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09654,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09655,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09656,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09657,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09658,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09659,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09660,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09661,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09662,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09663,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09720,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09728,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09731,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09737,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08071,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04312,260.9,568.5,309.6,371.59999999999997,637.2
MAR08428,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08430,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08022,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08070,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09015,127.5,30.7,16.1,40.9,55.8
MAR09019,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09020,-1.0,-1.0,-1.0,-1.0,-1.0
MAR00157,-1.0,-1.0,-1.0,-1.0,-1.0
MAR00158,159.7,27.7,109.5,174.10000000000002,105.0
MAR00166,-1.0,-1.0,-1.0,-1.0,-1.0
MAR00169,1370.0,1204.8,207.2,2797.5,2856.1
MAR00172,-1.0,-1.0,-1.0,-1.0,-1.0
MAR00175,-1.0,-1.0,-1.0,-1.0,-1.0
MAR00178,-1.0,-1.0,-1.0,-1.0,-1.0
MAR00182,-1.0,-1.0,-1.0,-1.0,-1.0
MAR00185,-1.0,-1.0,-1.0,-1.0,-1.0
MAR00446,-1.0,-1.0,-1.0,-1.0,-1.0
MAR00578,-1.0,-1.0,-1.0,-1.0,-1.0
MAR00587,-1.0,-1.0,-1.0,-1.0,-1.0
MAR00962,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01145,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01173,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01187,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01215,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01243,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01267,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01284,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01572,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01602,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01915,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01925,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01930,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01936,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01994,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01997,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02008,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02012,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02065,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02080,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02094,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02105,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02116,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02127,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02141,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02590,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03746,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03762,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03789,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03818,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03825,7.8,33.8,18.1,152.7,69.3
MAR03863,7.8,33.8,18.1,152.7,69.3
MAR03864,7.8,33.8,18.1,152.7,69.3
MAR03921,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03946,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03949,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03950,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03952,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03954,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03971,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04184,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04205,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04237,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04266,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04367,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04684,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04692,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04720,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04729,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04738,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04743,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04754,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04756,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04760,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04843,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04850,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04851,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04852,127.9,156.7,39.2,67.9,190.1
MAR04854,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04855,127.9,156.7,39.2,67.9,190.1
MAR04862,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04863,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04864,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04865,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04867,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04868,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04870,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04871,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04872,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04874,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04888,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04898,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04905,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04914,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04922,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04926,1275.8,1364.6,117.0,1204.4,1313.6
MAR04940,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04944,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04951,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04953,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04959,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04963,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04964,7.0,30.7,20.6,199.4,107.5
MAR04971,7.0,30.7,20.6,199.4,107.5
MAR04972,7.0,30.7,20.6,199.4,107.5
MAR04957,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04977,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04979,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04997,38.4,6.1,26.6,13.7,1.0
MAR04998,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05006,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05014,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05015,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05016,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05022,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05031,38.4,6.1,26.6,13.7,1.0
MAR05033,38.4,6.1,26.6,13.7,1.0
MAR05036,38.4,6.1,26.6,13.7,1.0
MAR05043,1707.4,642.3,287.6,451.0,948.6
MAR05046,2.0,3.1,47.6,12.9,9.4
MAR05096,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05099,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05101,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05102,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05105,3.3,21.5,3.3,153.3,8.5
MAR05107,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05109,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05112,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05113,22.0,21.5,14.5,93.0,45.7
MAR05114,23.9,27.6,31.9,93.8,58.7
MAR05115,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05116,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05117,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05118,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05121,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05122,0.3,3.1,6.7,16.3,7.1
MAR05124,23.2,21.5,10.9,26.5,30.7
MAR05125,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05126,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05222,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05223,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05225,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05227,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05292,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05304,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05348,175.9,6.1,18.0,9.6,0.4
MAR05349,175.9,6.1,18.0,9.6,0.4
MAR05361,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05411,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05420,71.6,12.3,74.5,35.0,32.1
MAR05426,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06276,7.0,30.7,20.6,199.4,107.5
MAR06277,7.0,30.7,20.6,199.4,107.5
MAR06286,7.0,30.7,20.6,199.4,107.5
MAR06287,7.0,30.7,20.6,199.4,107.5
MAR06288,7.0,30.7,20.6,199.4,107.5
MAR06289,7.0,30.7,20.6,199.4,107.5
MAR06290,7.0,30.7,20.6,199.4,107.5
MAR06291,7.0,30.7,20.6,199.4,107.5
MAR06292,7.0,30.7,20.6,199.4,107.5
MAR06293,7.0,30.7,20.6,199.4,107.5
MAR06294,7.0,30.7,20.6,199.4,107.5
MAR06295,7.0,30.7,20.6,199.4,107.5
MAR06296,7.0,30.7,20.6,199.4,107.5
MAR06297,7.0,30.7,20.6,199.4,107.5
MAR06298,7.0,30.7,20.6,199.4,107.5
MAR06299,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06300,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06301,3.3,21.5,3.3,153.3,8.5
MAR06302,3.3,21.5,3.3,153.3,8.5
MAR06303,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06304,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06305,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06306,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06307,3.3,21.5,3.3,153.3,8.5
MAR06308,3.3,21.5,3.3,153.3,8.5
MAR06309,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06310,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06311,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06312,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06313,3.3,21.5,3.3,153.3,8.5
MAR06314,3.3,21.5,3.3,153.3,8.5
MAR06315,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06316,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06317,3.3,21.5,3.3,153.3,8.5
MAR06318,3.3,21.5,3.3,153.3,8.5
MAR06321,3.3,21.5,3.3,153.3,8.5
MAR06323,3.3,21.5,3.3,153.3,8.5
MAR06325,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06326,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06327,3.3,21.5,3.3,153.3,8.5
MAR06328,6709.0,3596.0,660.4000000000001,653.2,2862.2
MAR06330,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06331,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06332,0.2,3.1,4.8,2.8,6.3
MAR06333,0.2,3.1,4.8,2.8,6.3
MAR06334,0.2,3.1,4.8,2.8,6.3
MAR06335,0.2,3.1,4.8,2.8,6.3
MAR06336,0.2,3.1,4.8,2.8,6.3
MAR06337,0.2,3.1,4.8,2.8,6.3
MAR06338,0.2,3.1,4.8,2.8,6.3
MAR06339,0.2,3.1,4.8,2.8,6.3
MAR06340,0.2,3.1,4.8,2.8,6.3
MAR06341,0.2,3.1,4.8,2.8,6.3
MAR06342,0.2,3.1,4.8,2.8,6.3
MAR06343,0.2,3.1,4.8,2.8,6.3
MAR06389,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06391,127.9,156.7,39.2,67.9,190.1
MAR06408,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06431,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06438,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06446,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06454,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06455,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06469,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06481,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06513,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06517,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06521,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06522,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06618,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06620,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06781,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06890,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06902,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07638,5.0,9.2,4.5,4.7,10.0
MAR07708,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07719,38.4,6.1,26.6,13.7,1.0
MAR07723,38.4,6.1,26.6,13.7,1.0
MAR07757,1370.0,1204.8,207.2,2797.5,2856.1
MAR07760,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07769,127.5,30.7,16.1,40.9,55.8
MAR07804,0.2,3.1,4.8,2.8,6.3
MAR07806,0.2,3.1,4.8,2.8,6.3
MAR07808,0.2,3.1,4.8,2.8,6.3
MAR07810,0.2,3.1,4.8,2.8,6.3
MAR07812,0.2,3.1,4.8,2.8,6.3
MAR07814,0.2,3.1,4.8,2.8,6.3
MAR07815,0.2,3.1,4.8,2.8,6.3
MAR07816,0.2,3.1,4.8,2.8,6.3
MAR07818,0.2,3.1,4.8,2.8,6.3
MAR07820,0.2,3.1,4.8,2.8,6.3
MAR07822,0.2,3.1,4.8,2.8,6.3
MAR07824,0.2,3.1,4.8,2.8,6.3
MAR07825,0.2,3.1,4.8,2.8,6.3
MAR07826,0.2,3.1,4.8,2.8,6.3
MAR07827,0.2,3.1,4.8,2.8,6.3
MAR07828,0.2,3.1,4.8,2.8,6.3
MAR07829,0.2,3.1,4.8,2.8,6.3
MAR07830,0.2,3.1,4.8,2.8,6.3
MAR07831,0.2,3.1,4.8,2.8,6.3
MAR07832,0.2,3.1,4.8,2.8,6.3
MAR07833,0.2,3.1,4.8,2.8,6.3
MAR07834,0.2,3.1,4.8,2.8,6.3
MAR07835,0.2,3.1,4.8,2.8,6.3
MAR07836,0.2,3.1,4.8,2.8,6.3
MAR07837,0.2,3.1,4.8,2.8,6.3
MAR07838,0.2,3.1,4.8,2.8,6.3
MAR07839,0.2,3.1,4.8,2.8,6.3
MAR07840,0.2,3.1,4.8,2.8,6.3
MAR07841,0.2,3.1,4.8,2.8,6.3
MAR07842,0.2,3.1,4.8,2.8,6.3
MAR07843,0.2,3.1,4.8,2.8,6.3
MAR07844,0.2,3.1,4.8,2.8,6.3
MAR07845,0.2,3.1,4.8,2.8,6.3
MAR07846,0.2,3.1,4.8,2.8,6.3
MAR07847,0.2,3.1,4.8,2.8,6.3
MAR07848,0.2,3.1,4.8,2.8,6.3
MAR07849,0.2,3.1,4.8,2.8,6.3
MAR07850,0.2,3.1,4.8,2.8,6.3
MAR07851,0.2,3.1,4.8,2.8,6.3
MAR07852,0.2,3.1,4.8,2.8,6.3
MAR07853,0.2,3.1,4.8,2.8,6.3
MAR07854,0.2,3.1,4.8,2.8,6.3
MAR07897,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07899,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07914,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07917,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07923,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07995,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07998,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08000,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08001,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08009,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08089,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08093,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08099,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08120,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08122,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08124,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08126,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08128,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08356,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08365,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08411,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08438,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08475,38.4,6.1,26.6,13.7,1.0
MAR08505,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08510,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08513,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08528,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08532,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08562,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08614,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08627,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08655,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08657,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08680,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08731,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08741,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08742,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08745,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08747,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08776,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08785,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08848,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08890,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08891,-1.0,-1.0,-1.0,-1.0,-1.0
MAR08910,38.4,6.1,26.6,13.7,1.0
MAR09174,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09194,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09675,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09676,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09677,-1.0,-1.0,-1.0,-1.0,-1.0
MAR09014,-1.0,-1.0,-1.0,-1.0,-1.0
MAR00707,-1.0,-1.0,-1.0,-1.0,-1.0
MAR00713,58.1,135.2,122.0,27.4,225.8
MAR01104,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01135,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01144,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01172,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01188,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01214,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01242,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01268,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01283,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01286,-1.0,-1.0,-1.0,-1.0,-1.0
MAR01443,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02067,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02082,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02093,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02104,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02407,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02509,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02547,-1.0,-1.0,-1.0,-1.0,-1.0
MAR02575,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03007,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03008,215.7,162.9,205.4,225.3,402.5
MAR03011,215.7,162.9,205.4,225.3,402.5
MAR03013,215.7,162.9,205.4,225.3,402.5
MAR03014,215.7,162.9,205.4,225.3,402.5
MAR03017,215.7,162.9,205.4,225.3,402.5
MAR03018,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03019,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03020,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03021,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03022,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03023,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03024,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03025,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03026,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03473,5.1,24.6,9.5,20.0,20.6
MAR03848,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03850,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03867,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03947,-1.0,-1.0,-1.0,-1.0,-1.0
MAR03948,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04393,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04468,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04469,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04647,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04790,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04890,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04900,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04908,83.0,255.10000000000002,165.2,227.9,268.7
MAR04915,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04924,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04930,175.9,6.1,18.0,9.6,0.4
MAR04945,-1.0,-1.0,-1.0,-1.0,-1.0
MAR04986,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05344,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05346,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05362,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05414,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05452,-1.0,-1.0,-1.0,-1.0,-1.0
MAR05453,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06928,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06937,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06986,-1.0,-1.0,-1.0,-1.0,-1.0
MAR06987,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07590,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07596,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07640,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07646,-1.0,-1.0,-1.0,-1.0,-1.0
MAR07705,-1.0,-1.0,-1.0,-1.0,-1.0
