,sample_1,sample_2
"('MAR04481', 'ENSG00000093072 or ENSG00000196839')","{'ENSG00000093072': ('ENSG00000093072', 0.5, 2.8), 'ENSG00000196839': ('ENSG00000196839', 0.5, 2.8)}","{'ENSG00000093072': ('ENSG00000093072', 1, 0.5), 'ENSG00000196839': ('ENSG00000196839', 1, nan)}"
"('MAR04482', 'ENSG00000093072 or ENSG00000196839')","{'ENSG00000093072': ('ENSG00000093072', 0.5, 2.8), 'ENSG00000196839': ('ENSG00000196839', 0.5, 2.8)}","{'ENSG00000093072': ('ENSG00000093072', 1, 0.5), 'ENSG00000196839': ('ENSG00000196839', 1, nan)}"
"('MAR04486', 'ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156510': ('ENSG00000156510', 0.21142857142857138, 11.1), 'ENSG00000156515': ('ENSG00000156515', 0.6895238095238095, 36.2), 'ENSG00000159399': ('ENSG00000159399', 0.08761904761904761, 4.6), 'ENSG00000160883': ('ENSG00000160883', 0.011428571428571427, 0.6)}","{'ENSG00000156510': ('ENSG00000156510', 0.05530973451327433, 2.5), 'ENSG00000156515': ('ENSG00000156515', 0.6858407079646017, 31.0), 'ENSG00000159399': ('ENSG00000159399', 0.25884955752212385, 11.7), 'ENSG00000160883': ('ENSG00000160883', 1, nan)}"
"('MAR04487', 'ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156510': ('ENSG00000156510', 0.21142857142857138, 11.1), 'ENSG00000156515': ('ENSG00000156515', 0.6895238095238095, 36.2), 'ENSG00000159399': ('ENSG00000159399', 0.08761904761904761, 4.6), 'ENSG00000160883': ('ENSG00000160883', 0.011428571428571427, 0.6)}","{'ENSG00000156510': ('ENSG00000156510', 0.05530973451327433, 2.5), 'ENSG00000156515': ('ENSG00000156515', 0.6858407079646017, 31.0), 'ENSG00000159399': ('ENSG00000159399', 0.25884955752212385, 11.7), 'ENSG00000160883': ('ENSG00000160883', 1, nan)}"
"('MAR04488', 'ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156510': ('ENSG00000156510', 0.21142857142857138, 11.1), 'ENSG00000156515': ('ENSG00000156515', 0.6895238095238095, 36.2), 'ENSG00000159399': ('ENSG00000159399', 0.08761904761904761, 4.6), 'ENSG00000160883': ('ENSG00000160883', 0.011428571428571427, 0.6)}","{'ENSG00000156510': ('ENSG00000156510', 0.05530973451327433, 2.5), 'ENSG00000156515': ('ENSG00000156515', 0.6858407079646017, 31.0), 'ENSG00000159399': ('ENSG00000159399', 0.25884955752212385, 11.7), 'ENSG00000160883': ('ENSG00000160883', 1, nan)}"
"('MAR04489', 'ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156510': ('ENSG00000156510', 0.21142857142857138, 11.1), 'ENSG00000156515': ('ENSG00000156515', 0.6895238095238095, 36.2), 'ENSG00000159399': ('ENSG00000159399', 0.08761904761904761, 4.6), 'ENSG00000160883': ('ENSG00000160883', 0.011428571428571427, 0.6)}","{'ENSG00000156510': ('ENSG00000156510', 0.05530973451327433, 2.5), 'ENSG00000156515': ('ENSG00000156515', 0.6858407079646017, 31.0), 'ENSG00000159399': ('ENSG00000159399', 0.25884955752212385, 11.7), 'ENSG00000160883': ('ENSG00000160883', 1, nan)}"
"('MAR04492', 'ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156510': ('ENSG00000156510', 0.21142857142857138, 11.1), 'ENSG00000156515': ('ENSG00000156515', 0.6895238095238095, 36.2), 'ENSG00000159399': ('ENSG00000159399', 0.08761904761904761, 4.6), 'ENSG00000160883': ('ENSG00000160883', 0.011428571428571427, 0.6)}","{'ENSG00000156510': ('ENSG00000156510', 0.05530973451327433, 2.5), 'ENSG00000156515': ('ENSG00000156515', 0.6858407079646017, 31.0), 'ENSG00000159399': ('ENSG00000159399', 0.25884955752212385, 11.7), 'ENSG00000160883': ('ENSG00000160883', 1, nan)}"
"('MAR04493', 'ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156510': ('ENSG00000156510', 0.21142857142857138, 11.1), 'ENSG00000156515': ('ENSG00000156515', 0.6895238095238095, 36.2), 'ENSG00000159399': ('ENSG00000159399', 0.08761904761904761, 4.6), 'ENSG00000160883': ('ENSG00000160883', 0.011428571428571427, 0.6)}","{'ENSG00000156510': ('ENSG00000156510', 0.05530973451327433, 2.5), 'ENSG00000156515': ('ENSG00000156515', 0.6858407079646017, 31.0), 'ENSG00000159399': ('ENSG00000159399', 0.25884955752212385, 11.7), 'ENSG00000160883': ('ENSG00000160883', 1, nan)}"
"('MAR04495', 'ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156510': ('ENSG00000156510', 0.21142857142857138, 11.1), 'ENSG00000156515': ('ENSG00000156515', 0.6895238095238095, 36.2), 'ENSG00000159399': ('ENSG00000159399', 0.08761904761904761, 4.6), 'ENSG00000160883': ('ENSG00000160883', 0.011428571428571427, 0.6)}","{'ENSG00000156510': ('ENSG00000156510', 0.05530973451327433, 2.5), 'ENSG00000156515': ('ENSG00000156515', 0.6858407079646017, 31.0), 'ENSG00000159399': ('ENSG00000159399', 0.25884955752212385, 11.7), 'ENSG00000160883': ('ENSG00000160883', 1, nan)}"
"('MAR04496', 'ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156510': ('ENSG00000156510', 0.21142857142857138, 11.1), 'ENSG00000156515': ('ENSG00000156515', 0.6895238095238095, 36.2), 'ENSG00000159399': ('ENSG00000159399', 0.08761904761904761, 4.6), 'ENSG00000160883': ('ENSG00000160883', 0.011428571428571427, 0.6)}","{'ENSG00000156510': ('ENSG00000156510', 0.05530973451327433, 2.5), 'ENSG00000156515': ('ENSG00000156515', 0.6858407079646017, 31.0), 'ENSG00000159399': ('ENSG00000159399', 0.25884955752212385, 11.7), 'ENSG00000160883': ('ENSG00000160883', 1, nan)}"
"('MAR04518', 'ENSG00000119125')","{'ENSG00000119125': ('ENSG00000119125', 1, 3.7)}","{'ENSG00000119125': ('ENSG00000119125', 1, 51.6)}"
"('MAR04519', 'ENSG00000158125')",{},{}
"('MAR04520', 'ENSG00000158125')",{},{}
"('MAR04573', 'ENSG00000067225 or ENSG00000143627')","{'ENSG00000067225': ('ENSG00000067225', 0.9941634241245136, 102.2), 'ENSG00000143627': ('ENSG00000143627', 0.005836575875486381, 0.6)}","{'ENSG00000067225': ('ENSG00000067225', 0.15948275862068967, 14.8), 'ENSG00000143627': ('ENSG00000143627', 0.8405172413793104, 78.0)}"
"('MAR04574', 'ENSG00000198805')","{'ENSG00000198805': ('ENSG00000198805', 1, 5.6)}","{'ENSG00000198805': ('ENSG00000198805', 1, nan)}"
"('MAR04600', 'ENSG00000114956')","{'ENSG00000114956': ('ENSG00000114956', 1, 13.9)}","{'ENSG00000114956': ('ENSG00000114956', 1, 106.3)}"
"('MAR04602', 'ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309')","{'ENSG00000014257': ('ENSG00000014257', 0.006087662337662336, 1.5), 'ENSG00000076685': ('ENSG00000076685', 0.5454545454545455, 134.4), 'ENSG00000116981': ('ENSG00000116981', 0.002435064935064935, 0.6), 'ENSG00000122643': ('ENSG00000122643', 0.11810064935064936, 29.1), 'ENSG00000125458': ('ENSG00000125458', 0.08563311688311691, 21.1), 'ENSG00000135318': ('ENSG00000135318', 0.14204545454545456, 35.0), 'ENSG00000141698': ('ENSG00000141698', 0.057629870129870135, 14.2), 'ENSG00000205309': ('ENSG00000205309', 0.04261363636363637, 10.5)}","{'ENSG00000014257': ('ENSG00000014257', 0.18929058663028647, 55.5), 'ENSG00000076685': ('ENSG00000076685', 0.07810368349249658, 22.9), 'ENSG00000116981': ('ENSG00000116981', 0.08321964529331514, 24.4), 'ENSG00000122643': ('ENSG00000122643', 0.17939972714870397, 52.6), 'ENSG00000125458': ('ENSG00000125458', 0.24522510231923603, 71.9), 'ENSG00000135318': ('ENSG00000135318', 0.15654843110504774, 45.9), 'ENSG00000141698': ('ENSG00000141698', 0.06821282401091405, 20.0), 'ENSG00000205309': ('ENSG00000205309', 1, nan)}"
"('MAR04603', 'ENSG00000198805')","{'ENSG00000198805': ('ENSG00000198805', 1, 5.6)}","{'ENSG00000198805': ('ENSG00000198805', 1, nan)}"
"('MAR04611', '(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)')","{'ENSG00000048392': ('ENSG00000048392', 0.25, 9.6), 'ENSG00000100348': ('ENSG00000100348', 0.5, 11.5), 'ENSG00000167325': ('ENSG00000167325', 0.25, 4.6), 'ENSG00000136810': ('ENSG00000136810', 0.5, 11.8)}","{'ENSG00000048392': ('ENSG00000048392', 0.25, 5.3), 'ENSG00000100348': ('ENSG00000100348', 0.5, 31.7), 'ENSG00000167325': ('ENSG00000167325', 0.25, nan), 'ENSG00000136810': ('ENSG00000136810', 0.5, 172.3)}"
"('MAR04612', '(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)')","{'ENSG00000048392': ('ENSG00000048392', 0.25, 9.6), 'ENSG00000100348': ('ENSG00000100348', 0.5, 11.5), 'ENSG00000167325': ('ENSG00000167325', 0.25, 4.6), 'ENSG00000136810': ('ENSG00000136810', 0.5, 11.8)}","{'ENSG00000048392': ('ENSG00000048392', 0.25, 5.3), 'ENSG00000100348': ('ENSG00000100348', 0.5, 31.7), 'ENSG00000167325': ('ENSG00000167325', 0.25, nan), 'ENSG00000136810': ('ENSG00000136810', 0.5, 172.3)}"
"('MAR04614', '(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)')","{'ENSG00000048392': ('ENSG00000048392', 0.25, 9.6), 'ENSG00000100348': ('ENSG00000100348', 0.5, 11.5), 'ENSG00000167325': ('ENSG00000167325', 0.25, 4.6), 'ENSG00000136810': ('ENSG00000136810', 0.5, 11.8)}","{'ENSG00000048392': ('ENSG00000048392', 0.25, 5.3), 'ENSG00000100348': ('ENSG00000100348', 0.5, 31.7), 'ENSG00000167325': ('ENSG00000167325', 0.25, nan), 'ENSG00000136810': ('ENSG00000136810', 0.5, 172.3)}"
"('MAR04615', '(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)')","{'ENSG00000048392': ('ENSG00000048392', 0.25, 9.6), 'ENSG00000100348': ('ENSG00000100348', 0.5, 11.5), 'ENSG00000167325': ('ENSG00000167325', 0.25, 4.6), 'ENSG00000136810': ('ENSG00000136810', 0.5, 11.8)}","{'ENSG00000048392': ('ENSG00000048392', 0.25, 5.3), 'ENSG00000100348': ('ENSG00000100348', 0.5, 31.7), 'ENSG00000167325': ('ENSG00000167325', 0.25, nan), 'ENSG00000136810': ('ENSG00000136810', 0.5, 172.3)}"
"('MAR04617', '(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)')","{'ENSG00000048392': ('ENSG00000048392', 0.25, 9.6), 'ENSG00000100348': ('ENSG00000100348', 0.5, 11.5), 'ENSG00000167325': ('ENSG00000167325', 0.25, 4.6), 'ENSG00000136810': ('ENSG00000136810', 0.5, 11.8)}","{'ENSG00000048392': ('ENSG00000048392', 0.25, 5.3), 'ENSG00000100348': ('ENSG00000100348', 0.5, 31.7), 'ENSG00000167325': ('ENSG00000167325', 0.25, nan), 'ENSG00000136810': ('ENSG00000136810', 0.5, 172.3)}"
"('MAR04618', '(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)')","{'ENSG00000048392': ('ENSG00000048392', 0.25, 9.6), 'ENSG00000100348': ('ENSG00000100348', 0.5, 11.5), 'ENSG00000167325': ('ENSG00000167325', 0.25, 4.6), 'ENSG00000136810': ('ENSG00000136810', 0.5, 11.8)}","{'ENSG00000048392': ('ENSG00000048392', 0.25, 5.3), 'ENSG00000100348': ('ENSG00000100348', 0.5, 31.7), 'ENSG00000167325': ('ENSG00000167325', 0.25, nan), 'ENSG00000136810': ('ENSG00000136810', 0.5, 172.3)}"
"('MAR04619', '(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)')","{'ENSG00000048392': ('ENSG00000048392', 0.25, 9.6), 'ENSG00000100348': ('ENSG00000100348', 0.5, 11.5), 'ENSG00000167325': ('ENSG00000167325', 0.25, 4.6), 'ENSG00000136810': ('ENSG00000136810', 0.5, 11.8)}","{'ENSG00000048392': ('ENSG00000048392', 0.25, 5.3), 'ENSG00000100348': ('ENSG00000100348', 0.5, 31.7), 'ENSG00000167325': ('ENSG00000167325', 0.25, nan), 'ENSG00000136810': ('ENSG00000136810', 0.5, 172.3)}"
"('MAR04621', '(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)')","{'ENSG00000048392': ('ENSG00000048392', 0.25, 9.6), 'ENSG00000100348': ('ENSG00000100348', 0.5, 11.5), 'ENSG00000167325': ('ENSG00000167325', 0.25, 4.6), 'ENSG00000136810': ('ENSG00000136810', 0.5, 11.8)}","{'ENSG00000048392': ('ENSG00000048392', 0.25, 5.3), 'ENSG00000100348': ('ENSG00000100348', 0.5, 31.7), 'ENSG00000167325': ('ENSG00000167325', 0.25, nan), 'ENSG00000136810': ('ENSG00000136810', 0.5, 172.3)}"
"('MAR04632', 'ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309')","{'ENSG00000014257': ('ENSG00000014257', 0.006087662337662336, 1.5), 'ENSG00000076685': ('ENSG00000076685', 0.5454545454545455, 134.4), 'ENSG00000116981': ('ENSG00000116981', 0.002435064935064935, 0.6), 'ENSG00000122643': ('ENSG00000122643', 0.11810064935064936, 29.1), 'ENSG00000125458': ('ENSG00000125458', 0.08563311688311691, 21.1), 'ENSG00000135318': ('ENSG00000135318', 0.14204545454545456, 35.0), 'ENSG00000141698': ('ENSG00000141698', 0.057629870129870135, 14.2), 'ENSG00000205309': ('ENSG00000205309', 0.04261363636363637, 10.5)}","{'ENSG00000014257': ('ENSG00000014257', 0.18929058663028647, 55.5), 'ENSG00000076685': ('ENSG00000076685', 0.07810368349249658, 22.9), 'ENSG00000116981': ('ENSG00000116981', 0.08321964529331514, 24.4), 'ENSG00000122643': ('ENSG00000122643', 0.17939972714870397, 52.6), 'ENSG00000125458': ('ENSG00000125458', 0.24522510231923603, 71.9), 'ENSG00000135318': ('ENSG00000135318', 0.15654843110504774, 45.9), 'ENSG00000141698': ('ENSG00000141698', 0.06821282401091405, 20.0), 'ENSG00000205309': ('ENSG00000205309', 1, nan)}"
"('MAR04646', 'ENSG00000158125')",{},{}
"('MAR04648', 'ENSG00000158125')",{},{}
"('MAR04649', 'ENSG00000158125')",{},{}
"('MAR04650', 'ENSG00000158125')",{},{}
"('MAR04651', 'ENSG00000198805')","{'ENSG00000198805': ('ENSG00000198805', 1, 5.6)}","{'ENSG00000198805': ('ENSG00000198805', 1, nan)}"
"('MAR04663', 'ENSG00000198805')","{'ENSG00000198805': ('ENSG00000198805', 1, 5.6)}","{'ENSG00000198805': ('ENSG00000198805', 1, nan)}"
"('MAR04664', 'ENSG00000165704')","{'ENSG00000165704': ('ENSG00000165704', 1, 10.5)}","{'ENSG00000165704': ('ENSG00000165704', 1, nan)}"
"('MAR04694', 'ENSG00000093072 or ENSG00000196839')","{'ENSG00000093072': ('ENSG00000093072', 0.5, 2.8), 'ENSG00000196839': ('ENSG00000196839', 0.5, 2.8)}","{'ENSG00000093072': ('ENSG00000093072', 1, 0.5), 'ENSG00000196839': ('ENSG00000196839', 1, nan)}"
"('MAR04695', 'ENSG00000198805')","{'ENSG00000198805': ('ENSG00000198805', 1, 5.6)}","{'ENSG00000198805': ('ENSG00000198805', 1, nan)}"
"('MAR04705', 'ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309')","{'ENSG00000014257': ('ENSG00000014257', 0.006087662337662336, 1.5), 'ENSG00000076685': ('ENSG00000076685', 0.5454545454545455, 134.4), 'ENSG00000116981': ('ENSG00000116981', 0.002435064935064935, 0.6), 'ENSG00000122643': ('ENSG00000122643', 0.11810064935064936, 29.1), 'ENSG00000125458': ('ENSG00000125458', 0.08563311688311691, 21.1), 'ENSG00000135318': ('ENSG00000135318', 0.14204545454545456, 35.0), 'ENSG00000141698': ('ENSG00000141698', 0.057629870129870135, 14.2), 'ENSG00000205309': ('ENSG00000205309', 0.04261363636363637, 10.5)}","{'ENSG00000014257': ('ENSG00000014257', 0.18929058663028647, 55.5), 'ENSG00000076685': ('ENSG00000076685', 0.07810368349249658, 22.9), 'ENSG00000116981': ('ENSG00000116981', 0.08321964529331514, 24.4), 'ENSG00000122643': ('ENSG00000122643', 0.17939972714870397, 52.6), 'ENSG00000125458': ('ENSG00000125458', 0.24522510231923603, 71.9), 'ENSG00000135318': ('ENSG00000135318', 0.15654843110504774, 45.9), 'ENSG00000141698': ('ENSG00000141698', 0.06821282401091405, 20.0), 'ENSG00000205309': ('ENSG00000205309', 1, nan)}"
"('MAR04709', 'ENSG00000198805')","{'ENSG00000198805': ('ENSG00000198805', 1, 5.6)}","{'ENSG00000198805': ('ENSG00000198805', 1, nan)}"
"('MAR04799', 'ENSG00000159131')","{'ENSG00000159131': ('ENSG00000159131', 1, 16.4)}","{'ENSG00000159131': ('ENSG00000159131', 1, 8.5)}"
"('MAR04802', 'ENSG00000159131')","{'ENSG00000159131': ('ENSG00000159131', 1, 16.4)}","{'ENSG00000159131': ('ENSG00000159131', 1, 8.5)}"
"('MAR04804', 'ENSG00000128050')","{'ENSG00000128050': ('ENSG00000128050', 1, 16.1)}","{'ENSG00000128050': ('ENSG00000128050', 1, 9.5)}"
"('MAR04808', 'ENSG00000178921')","{'ENSG00000178921': ('ENSG00000178921', 1, 3.7)}","{'ENSG00000178921': ('ENSG00000178921', 1, nan)}"
"('MAR04810', 'ENSG00000128050')","{'ENSG00000128050': ('ENSG00000128050', 1, 16.1)}","{'ENSG00000128050': ('ENSG00000128050', 1, 9.5)}"
"('MAR04812', 'ENSG00000100354 or ENSG00000239900')","{'ENSG00000100354': ('ENSG00000100354', 0.9648985959438379, 247.4), 'ENSG00000239900': ('ENSG00000239900', 0.03510140405616225, 9.0)}","{'ENSG00000100354': ('ENSG00000100354', 1, 43.1), 'ENSG00000239900': ('ENSG00000239900', 1, nan)}"
"('MAR04814', 'ENSG00000138363')","{'ENSG00000138363': ('ENSG00000138363', 1, 17.6)}","{'ENSG00000138363': ('ENSG00000138363', 1, 10.8)}"
"('MAR05301', 'ENSG00000130717 or ENSG00000143179 or ENSG00000198276')","{'ENSG00000130717': ('ENSG00000130717', 0.2195845697329377, 7.4), 'ENSG00000143179': ('ENSG00000143179', 0.3026706231454006, 10.2), 'ENSG00000198276': ('ENSG00000198276', 0.47774480712166173, 16.1)}","{'ENSG00000130717': ('ENSG00000130717', 0.34535104364326374, 18.2), 'ENSG00000143179': ('ENSG00000143179', 0.6546489563567363, 34.5), 'ENSG00000198276': ('ENSG00000198276', 1, nan)}"
"('MAR05353', 'ENSG00000143774')","{'ENSG00000143774': ('ENSG00000143774', 1, 33.4)}","{'ENSG00000143774': ('ENSG00000143774', 1, 189.0)}"
"('MAR06601', 'ENSG00000151360')",{},{}
"('MAR06602', 'ENSG00000117592 or ENSG00000121053 or ENSG00000130508 or ENSG00000167419')","{'ENSG00000117592': ('ENSG00000117592', 0.9749798224374496, 120.8), 'ENSG00000121053': ('ENSG00000121053', 0.004842615012106538, 0.6), 'ENSG00000130508': ('ENSG00000130508', 0.02017756255044391, 2.5)}","{'ENSG00000117592': ('ENSG00000117592', 0.235640648011782, 16.0), 'ENSG00000121053': ('ENSG00000121053', 0.6111929307805596, 41.5), 'ENSG00000130508': ('ENSG00000130508', 0.1531664212076583, 10.4)}"
"('MAR06603', 'ENSG00000117592 or ENSG00000121053 or ENSG00000130508 or ENSG00000167419')","{'ENSG00000117592': ('ENSG00000117592', 0.9749798224374496, 120.8), 'ENSG00000121053': ('ENSG00000121053', 0.004842615012106538, 0.6), 'ENSG00000130508': ('ENSG00000130508', 0.02017756255044391, 2.5)}","{'ENSG00000117592': ('ENSG00000117592', 0.235640648011782, 16.0), 'ENSG00000121053': ('ENSG00000121053', 0.6111929307805596, 41.5), 'ENSG00000130508': ('ENSG00000130508', 0.1531664212076583, 10.4)}"
"('MAR06605', '')",{},{}
"('MAR06606', '')",{},{}
"('MAR06607', '')",{},{}
"('MAR06609', '')",{},{}
"('MAR06610', '')",{},{}
"('MAR06611', '')",{},{}
"('MAR07144', 'ENSG00000165609 or ENSG00000170222 or ENSG00000170502')","{'ENSG00000165609': ('ENSG00000165609', 0.4641350210970464, 22.0), 'ENSG00000170222': ('ENSG00000170222', 0.13080168776371306, 6.2), 'ENSG00000170502': ('ENSG00000170502', 0.4050632911392405, 19.2)}","{'ENSG00000165609': ('ENSG00000165609', 1, nan), 'ENSG00000170222': ('ENSG00000170222', 1, nan), 'ENSG00000170502': ('ENSG00000170502', 1, nan)}"
"('MAR08755', 'ENSG00000158125')",{},{}
"('MAR09797', '')",{},{}
"('MAR04016', 'ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678')","{'ENSG00000103024': ('ENSG00000103024', 0.3710128707330722, 66.3), 'ENSG00000103202': ('ENSG00000103202', 0.09848908785674315, 17.6), 'ENSG00000143156': ('ENSG00000143156', 0.5181869054280918, 92.6), 'ENSG00000172113': ('ENSG00000172113', 0.012311135982092896, 2.2)}","{'ENSG00000103024': ('ENSG00000103024', 0.05385315533980583, 35.5), 'ENSG00000103202': ('ENSG00000103202', 0.7997572815533981, 527.2), 'ENSG00000143156': ('ENSG00000143156', 0.1463895631067961, 96.5), 'ENSG00000172113': ('ENSG00000172113', 1, nan)}"
"('MAR04018', 'ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678')","{'ENSG00000103024': ('ENSG00000103024', 0.3710128707330722, 66.3), 'ENSG00000103202': ('ENSG00000103202', 0.09848908785674315, 17.6), 'ENSG00000143156': ('ENSG00000143156', 0.5181869054280918, 92.6), 'ENSG00000172113': ('ENSG00000172113', 0.012311135982092896, 2.2)}","{'ENSG00000103024': ('ENSG00000103024', 0.05385315533980583, 35.5), 'ENSG00000103202': ('ENSG00000103202', 0.7997572815533981, 527.2), 'ENSG00000143156': ('ENSG00000143156', 0.1463895631067961, 96.5), 'ENSG00000172113': ('ENSG00000172113', 1, nan)}"
"('MAR04044', 'ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678')","{'ENSG00000103024': ('ENSG00000103024', 0.3710128707330722, 66.3), 'ENSG00000103202': ('ENSG00000103202', 0.09848908785674315, 17.6), 'ENSG00000143156': ('ENSG00000143156', 0.5181869054280918, 92.6), 'ENSG00000172113': ('ENSG00000172113', 0.012311135982092896, 2.2)}","{'ENSG00000103024': ('ENSG00000103024', 0.05385315533980583, 35.5), 'ENSG00000103202': ('ENSG00000103202', 0.7997572815533981, 527.2), 'ENSG00000143156': ('ENSG00000143156', 0.1463895631067961, 96.5), 'ENSG00000172113': ('ENSG00000172113', 1, nan)}"
"('MAR04291', 'ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678')","{'ENSG00000103024': ('ENSG00000103024', 0.3710128707330722, 66.3), 'ENSG00000103202': ('ENSG00000103202', 0.09848908785674315, 17.6), 'ENSG00000143156': ('ENSG00000143156', 0.5181869054280918, 92.6), 'ENSG00000172113': ('ENSG00000172113', 0.012311135982092896, 2.2)}","{'ENSG00000103024': ('ENSG00000103024', 0.05385315533980583, 35.5), 'ENSG00000103202': ('ENSG00000103202', 0.7997572815533981, 527.2), 'ENSG00000143156': ('ENSG00000143156', 0.1463895631067961, 96.5), 'ENSG00000172113': ('ENSG00000172113', 1, nan)}"
"('MAR04420', 'ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678')","{'ENSG00000103024': ('ENSG00000103024', 0.3710128707330722, 66.3), 'ENSG00000103202': ('ENSG00000103202', 0.09848908785674315, 17.6), 'ENSG00000143156': ('ENSG00000143156', 0.5181869054280918, 92.6), 'ENSG00000172113': ('ENSG00000172113', 0.012311135982092896, 2.2)}","{'ENSG00000103024': ('ENSG00000103024', 0.05385315533980583, 35.5), 'ENSG00000103202': ('ENSG00000103202', 0.7997572815533981, 527.2), 'ENSG00000143156': ('ENSG00000143156', 0.1463895631067961, 96.5), 'ENSG00000172113': ('ENSG00000172113', 1, nan)}"
"('MAR04570', 'ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678')","{'ENSG00000103024': ('ENSG00000103024', 0.3710128707330722, 66.3), 'ENSG00000103202': ('ENSG00000103202', 0.09848908785674315, 17.6), 'ENSG00000143156': ('ENSG00000143156', 0.5181869054280918, 92.6), 'ENSG00000172113': ('ENSG00000172113', 0.012311135982092896, 2.2)}","{'ENSG00000103024': ('ENSG00000103024', 0.05385315533980583, 35.5), 'ENSG00000103202': ('ENSG00000103202', 0.7997572815533981, 527.2), 'ENSG00000143156': ('ENSG00000143156', 0.1463895631067961, 96.5), 'ENSG00000172113': ('ENSG00000172113', 1, nan)}"
"('MAR04572', 'ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678')","{'ENSG00000103024': ('ENSG00000103024', 0.3710128707330722, 66.3), 'ENSG00000103202': ('ENSG00000103202', 0.09848908785674315, 17.6), 'ENSG00000143156': ('ENSG00000143156', 0.5181869054280918, 92.6), 'ENSG00000172113': ('ENSG00000172113', 0.012311135982092896, 2.2)}","{'ENSG00000103024': ('ENSG00000103024', 0.05385315533980583, 35.5), 'ENSG00000103202': ('ENSG00000103202', 0.7997572815533981, 527.2), 'ENSG00000143156': ('ENSG00000143156', 0.1463895631067961, 96.5), 'ENSG00000172113': ('ENSG00000172113', 1, nan)}"
