,reaction_expression
MAR08483,37.8
MAR08484,-1.0
MAR08485,27.6
MAR08486,5.6
MAR08487,64.1
MAR08488,14.6
MAR08489,14.6
MAR08493,5.9
MAR08494,5.9
MAR08495,5.9
MAR03802,279.0
MAR03804,279.0
MAR03811,2.5
MAR03813,5.0
MAR03822,25.7
MAR03827,11.1
MAR03829,24.8
MAR03862,53.9
MAR03865,11.1
MAR03870,12.1
MAR03873,5.9
MAR08654,5.9
MAR03890,568.5
MAR03892,57.9
MAR09802,5.3
MAR03899,13.6
MAR03903,10.5
MAR04109,52.0
MAR04114,8.1
MAR04115,8.1
MAR04118,12.1
MAR04172,53.9
MAR04196,-1.0
MAR04197,38.400000000000006
MAR04287,20.4
MAR04690,13.9
MAR04693,37.5
MAR06780,11.1
MAR06968,-1.0
MAR06969,11.5
MAR06970,13.6
MAR06971,9.6
MAR06972,9.6
MAR07641,-1.0
MAR07642,-1.0
MAR08626,120.1
MAR08628,11.5
MAR03806,25.7
MAR03807,35.9
MAR03809,-1.0
MAR03816,-1.0
MAR03819,25.7
MAR03820,25.7
MAR03832,-1.0
MAR03833,12.3
MAR03835,12.3
MAR03837,10.8
MAR03895,6.8
MAR03897,6.8
MAR03956,13.600000000000001
MAR03993,1.5
MAR04073,22.0
MAR04075,4.6
MAR04077,36.5
MAR04190,1.5
MAR04191,22.9
MAR04212,7.1
MAR04422,7.1
MAR04423,-1.0
MAR04424,0.9
MAR04583,5.3
MAR04605,168.7
MAR04606,-1.0
MAR04607,16.1
MAR04776,89.8
MAR04777,89.8
MAR04778,12.3
MAR04779,12.3
MAR04780,12.3
MAR04781,12.3
MAR04784,25.7
MAR04785,25.7
MAR04786,35.9
MAR04787,6.8
MAR05384,24.8
MAR06929,166.3
MAR06930,166.3
MAR06931,-1.0
MAR06932,-1.0
MAR06933,-1.0
MAR06934,-1.0
MAR06935,-1.0
MAR06936,-1.0
MAR06938,166.3
MAR06939,166.3
MAR06940,-1.0
MAR06941,-1.0
MAR06942,-1.0
MAR06943,-1.0
MAR06944,-1.0
MAR06945,-1.0
MAR06946,-1.0
MAR06947,-1.0
MAR06948,-1.0
MAR06949,-1.0
MAR06950,-1.0
MAR06951,-1.0
MAR06952,-1.0
MAR06953,86.7
MAR06954,86.7
MAR06955,-1.0
MAR06956,-1.0
MAR06957,-1.0
MAR06958,40.5
MAR06959,40.5
MAR06960,-1.0
MAR06961,40.5
MAR06962,40.5
MAR06963,40.5
MAR06964,40.5
MAR06965,9.6
MAR06966,9.6
MAR06967,9.6
MAR06973,86.7
MAR08096,25.7
MAR08097,25.7
MAR08098,11.1
MAR08416,-1.0
MAR08425,-1.0
MAR08426,5.3
MAR08427,532.0
MAR08431,-1.0
MAR08432,6.5
MAR08603,166.3
MAR08604,72.8
MAR08605,168.7
MAR08606,-1.0
MAR08607,-1.0
MAR08608,-1.0
MAR08609,10.8
MAR08610,-1.0
MAR08611,173.7
MAR04285,13.3
MAR00457,0.6
MAR00460,0.6
MAR03750,-1.0
MAR03752,27.9
MAR03770,53.9
MAR03771,-1.0
MAR03772,-1.0
MAR03782,-1.0
MAR03784,27.9
MAR03794,-1.0
MAR03839,85.7
MAR03841,66.6
MAR03843,20.1
MAR03845,3.1
MAR03847,9.3
MAR03849,18.3
MAR03852,-1.0
MAR03856,22.9
MAR03860,-1.0
MAR03883,5.3
MAR03901,5.3
MAR03939,5.0
MAR03974,5.3
MAR04198,-1.0
MAR04199,-1.0
MAR04200,5.3
MAR04284,-1.0
MAR04348,1.9
MAR04466,5.6
MAR04467,-1.0
MAR04582,63.8
MAR04584,532.0
MAR04696,18.6
MAR04697,94.1
MAR04698,94.1
MAR04699,5.9
MAR04700,36.5
MAR04742,5.0
MAR04788,-1.0
MAR04789,-1.0
MAR04791,-1.0
MAR04792,4.0
MAR04937,26.0
MAR05392,8.4
MAR05393,10.5
MAR06409,13.9
MAR07702,22.9
MAR07703,-1.0
MAR08433,15.5
MAR08434,10.8
MAR08439,18.9
MAR08440,94.1
MAR08441,18.6
MAR08442,-1.0
MAR09718,-1.0
MAR09486,2.5
MAR04426,101.80000000000001
MAR04428,-1.0
MAR04429,9.0
MAR04430,72.8
MAR04431,1.2
MAR04437,-1.0
MAR04658,0.9
MAR04660,-1.0
MAR04712,-1.0
MAR05336,518.7
MAR05337,140.0
MAR05338,228.99999999999997
MAR05339,518.7
MAR05340,518.7
MAR08783,-1.0
MAR08784,168.7
MAR08786,142.7
MAR04239,13.3
MAR04241,1363.7000000000003
MAR04288,138.4
MAR04596,21.1
MAR04597,21.1
MAR04599,86.39999999999999
MAR04667,162.9
MAR04668,138.4
MAR04737,94.1
MAR04739,94.1
MAR04740,-1.0
MAR06415,13.3
MAR06974,-1.0
MAR06975,1323.5
MAR06976,1323.5
MAR06977,1323.5
