,sample_1,sample_2,sample_3
MAR06576,-1.0,-1.0,-1.0
MAR06579,22.599999999999998,14.3,20.5
MAR06580,22.599999999999998,14.3,20.5
MAR06581,22.599999999999998,14.3,20.5
MAR06583,60.9,55.7,51.7
MAR06584,60.9,55.7,51.7
MAR06585,60.9,55.7,51.7
MAR06587,30.1,10.5,25.4
MAR06588,30.1,10.5,25.4
MAR06589,30.1,10.5,25.4
MAR06591,1205.8,487.7999999999999,592.3999999999999
MAR06592,22.599999999999998,14.3,20.5
MAR06595,22.599999999999998,14.3,20.5
MAR07652,99.7,65.8,126.80000000000001
MAR07654,99.7,65.8,126.80000000000001
MAR07655,252.6,80.30000000000001,213.7
MAR07656,70.9,21.7,24.4
MAR08799,2.4,12.1,3.9
MAR08800,2.4,12.1,3.9
MAR08801,-1.0,-1.0,-1.0
MAR08802,14.1,13.4,7.8
MAR08803,2.4,12.1,3.9
MAR08804,2.4,12.1,3.9
MAR08805,2.4,12.1,3.9
MAR08806,-1.0,-1.0,-1.0
MAR08807,60.9,55.7,51.7
MAR08808,10.9,11.7,21.5
MAR08809,14.1,13.4,7.8
MAR08810,79.39999999999999,3.9000000000000004,69.3
MAR08811,22.599999999999998,14.3,20.5
MAR08812,14.1,13.4,7.8
MAR08813,22.599999999999998,14.3,20.5
MAR08814,22.599999999999998,14.3,20.5
MAR08815,22.599999999999998,14.3,20.5
MAR08816,65.4,36.4,48.8
MAR08817,39.300000000000004,27.799999999999997,42.0
MAR08818,112.6,21.200000000000003,174.60000000000002
MAR08819,4.7,4.0,8.8
MAR08820,-1.0,-1.0,-1.0
MAR08821,22.599999999999998,14.3,20.5
MAR08822,120.5,197.60000000000002,175.60000000000002
MAR08823,24.1,3.6,8.8
MAR08824,30.1,10.5,25.4
MAR08825,4.7,4.0,8.8
MAR08826,45.9,30.9,26.3
MAR08827,4.7,4.0,8.8
MAR08829,30.1,10.5,25.4
MAR08830,33.6,68.7,39.099999999999994
MAR08831,22.599999999999998,14.3,20.5
MAR08833,24.1,3.6,8.8
MAR08835,99.7,65.8,126.80000000000001
MAR08836,99.7,65.8,126.80000000000001
MAR03925_f,70.4,377.8,34.2
MAR03929_f,-1.0,-1.0,-1.0
MAR03972,-1.0,-1.0,-1.0
MAR04332_f,24.299999999999997,49.5,16.6
MAR04333_f,24.299999999999997,49.5,16.6
MAR04335_f,24.299999999999997,49.5,16.6
MAR04336,18.1,543.3,33.2
MAR04338,50.8,143.9,26.3
MAR04340,39.7,105.80000000000001,96.6
MAR04440_f,39.7,105.80000000000001,96.6
MAR04442_f,50.8,143.9,26.3
MAR04444_f,60.9,144.8,94.6
MAR04446,37.2,18.8,86.8
MAR04448,37.2,18.8,86.8
MAR04503_f,50.8,143.9,26.3
MAR04505_f,39.7,105.80000000000001,96.6
MAR04654_f,24.299999999999997,49.5,16.6
MAR04655_f,24.299999999999997,49.5,16.6
MAR04656,24.299999999999997,49.5,16.6
MAR04665,95.3,82.2,35.1
MAR09726,-1.0,-1.0,-1.0
MAR04666,30.8,223.0,5.9
MAR07145,9.5,31.4,7.8
MAR07146,217.0,175.8,31.2
MAR07147,12.0,41.7,14.6
MAR07908,11.8,55.8,18.5
MAR07909,11.8,55.8,18.5
MAR07910,11.8,55.8,18.5
MAR07911,11.8,55.8,18.5
MAR07912,11.8,55.8,18.5
MAR07913,11.8,55.8,18.5
MAR07916,1.6,213.0,8.8
MAR07919,1.6,213.0,8.8
MAR07920,1.6,213.0,8.8
MAR07921,1.6,213.0,8.8
MAR07922,1.6,213.0,8.8
MAR07925,1.6,213.0,8.8
MAR08105,11.8,55.8,18.5
MAR08106,11.8,55.8,18.5
MAR08107,11.8,55.8,18.5
MAR08108,11.8,55.8,18.5
MAR08109,11.8,55.8,18.5
MAR08110,11.8,55.8,18.5
MAR08112,11.8,55.8,18.5
MAR08113,11.8,55.8,18.5
MAR08114,11.8,55.8,18.5
MAR08115,11.8,55.8,18.5
MAR08116,11.8,55.8,18.5
MAR08117,11.8,55.8,18.5
MAR08129,1.6,213.0,8.8
MAR08130,1.6,213.0,8.8
MAR08132,1.6,213.0,8.8
MAR08133,1.6,213.0,8.8
MAR08135,1.6,213.0,8.8
MAR08136,1.6,213.0,8.8
MAR08137,1.6,213.0,8.8
MAR08138,1.6,213.0,8.8
MAR08139,1.6,213.0,8.8
MAR08140,1.6,213.0,8.8
MAR08141,1.6,213.0,8.8
MAR08142,1.6,213.0,8.8
MAR08143,30.8,223.0,5.9
MAR08144_f,50.8,143.9,26.3
MAR08758,18.1,543.3,33.2
MAR07661,7.6,84.8,19.5
MAR07662,7.6,84.8,19.5
MAR07663,7.6,84.8,19.5
MAR07668,5.9,15.9,14.6
MAR07669,-1.0,-1.0,-1.0
MAR07670,5.9,15.9,14.6
MAR07671,-1.0,-1.0,-1.0
MAR07672,3.9,14.4,3.9
MAR07673,3.9,14.4,3.9
MAR04160,5.0,84.5,5.9
MAR04162,5.0,84.5,5.9
MAR04163,156.3,142.6,38.1
MAR04165_f,52.1,65.3,9.8
MAR04166,52.1,65.3,9.8
MAR04167,52.1,65.3,9.8
MAR04169,5.0,84.5,5.9
MAR04170,5.0,84.5,5.9
MAR04523_f,70.4,377.8,34.2
MAR04539_f,222.1,731.4,89.7
MAR04540_f,222.1,731.4,89.7
MAR04541_f,222.1,731.4,89.7
MAR04542_f,222.1,731.4,89.7
MAR04543_f,222.1,731.4,89.7
MAR04544_f,222.1,731.4,89.7
MAR04816,-1.0,-1.0,-1.0
MAR04817_f,5.0,84.5,5.9
MAR04818_f,5.0,84.5,5.9
MAR04833_f,5.0,84.5,5.9
MAR04834_f,5.0,84.5,5.9
MAR04835_f,5.0,84.5,5.9
MAR04836_f,5.0,84.5,5.9
MAR08538,222.1,731.4,89.7
MAR08738,156.3,142.6,38.1
MAR08739,52.1,65.3,9.8
MAR08740,-1.0,-1.0,-1.0
MAR06393,-1.0,-1.0,-1.0
MAR06394_f,-1.0,-1.0,-1.0
MAR06396,315.5,292.6,89.80000000000001
MAR06405_f,9.5,57.1,2.9
MAR08345_f,-1.0,-1.0,-1.0
MAR08346_f,33.5,202.7,9.8
MAR08348_f,-1.0,-1.0,-1.0
MAR08349,613.6,1478.0,213.79999999999998
MAR08619,-1.0,-1.0,-1.0
MAR08620,-1.0,-1.0,-1.0
MAR08621,-1.0,-1.0,-1.0
MAR08622,-1.0,-1.0,-1.0
MAR08623,-1.0,-1.0,-1.0
MAR08624,-1.0,-1.0,-1.0
MAR08625,-1.0,-1.0,-1.0
MAR03991,94.2,6147.400000000001,1753.5
MAR04657,155.0,267.6,23.4
MAR04744,70.4,80.6,4.9
MAR04746,18.9,24.2,9.8
MAR04748,75.9,56.8,46.8
MAR04750,105.0,102.9,32.2
MAR04752,5.3,31.6,5.9
MAR04755,8.0,5.7,6.8
MAR04757,8.0,5.7,6.8
MAR04762,68.4,19.0,14.6
MAR04763,81.5,129.79999999999998,32.2
MAR04764,227.9,828.6,122.89999999999999
MAR04768_f,-1.0,-1.0,-1.0
MAR04769_f,-1.0,-1.0,-1.0
MAR04770_f,-1.0,-1.0,-1.0
MAR04771_f,-1.0,-1.0,-1.0
MAR04772,105.0,102.9,32.2
MAR04773_f,-1.0,-1.0,-1.0
MAR06395,21.6,2.8,29.3
MAR08634,227.9,828.6,122.89999999999999
MAR09717,-1.0,-1.0,-1.0
MAR06630,69.2,399.6,45.900000000000006
MAR06631,241.2,4931.4,139.5
MAR06632,69.2,399.6,45.900000000000006
MAR06633,241.2,4931.4,139.5
MAR06634,-1.0,-1.0,-1.0
MAR06635,50.400000000000006,57.6,22.4
MAR06636,141.5,2337.6,163.1
MAR06637,-1.0,-1.0,-1.0
MAR06638_f,14.5,294.4,35.099999999999994
MAR06639,50.400000000000006,57.6,22.4
MAR06640,15.6,5.5,7.8
MAR06641,0.5,1.0,5.9
MAR06642,0.5,1.0,5.9
MAR06643,29.3,10.4,6.8
MAR06644_f,14.5,294.4,35.099999999999994
MAR06645,29.3,10.4,6.8
MAR06646,6.2,678.4,24.4
MAR06647,6.2,678.4,24.4
MAR06648,-1.0,-1.0,-1.0
MAR06649,-1.0,-1.0,-1.0
MAR06650,29.3,10.4,6.8
MAR06651,29.3,10.4,6.8
MAR06652_f,6.2,678.4,24.4
MAR06653,-1.0,-1.0,-1.0
MAR06654,-1.0,-1.0,-1.0
MAR06655,-1.0,-1.0,-1.0
MAR06656,-1.0,-1.0,-1.0
MAR06657,127.2,499.70000000000005,53.599999999999994
MAR06658,127.2,499.70000000000005,53.599999999999994
MAR06659_f,-1.0,-1.0,-1.0
MAR06660_f,-1.0,-1.0,-1.0
MAR06661_f,-1.0,-1.0,-1.0
MAR06662_f,-1.0,-1.0,-1.0
MAR06663_f,-1.0,-1.0,-1.0
MAR06664,0.5,1.0,5.9
MAR06665,0.5,1.0,5.9
MAR06666,0.2,139.0,3.9
MAR06667,0.2,139.0,3.9
MAR06668_f,0.2,139.0,3.9
MAR06669,0.2,139.0,3.9
MAR06670_f,484.00000000000006,1977.5999999999997,191.40000000000006
MAR06671_f,21.1,47.2,15.6
MAR06672_f,-1.0,-1.0,-1.0
MAR06673_f,-1.0,-1.0,-1.0
MAR06674_f,6.2,678.4,24.4
MAR06675_f,6.2,678.4,24.4
MAR06676_f,6.2,678.4,24.4
MAR06677,-1.0,-1.0,-1.0
MAR06678,-1.0,-1.0,-1.0
MAR06679,0.2,139.0,3.9
MAR06680,0.2,139.0,3.9
MAR06681,0.5,1.0,5.9
MAR06682,0.5,1.0,5.9
MAR06683,0.5,1.0,5.9
MAR06684,0.5,1.0,5.9
MAR06685,0.2,139.0,3.9
MAR06686,0.2,139.0,3.9
MAR06687,0.5,1.0,5.9
MAR06690_f,-1.0,-1.0,-1.0
MAR06691_f,-1.0,-1.0,-1.0
MAR06692_f,-1.0,-1.0,-1.0
MAR06693_f,-1.0,-1.0,-1.0
MAR06694_f,-1.0,-1.0,-1.0
MAR06695_f,-1.0,-1.0,-1.0
MAR06697_f,-1.0,-1.0,-1.0
MAR06699_f,-1.0,-1.0,-1.0
MAR06700,-1.0,-1.0,-1.0
MAR06701,-1.0,-1.0,-1.0
MAR06702,0.5,1.0,5.9
MAR06703,0.5,1.0,5.9
MAR06704,0.2,139.0,3.9
MAR06705,0.2,139.0,3.9
MAR08697,-1.0,-1.0,-1.0
MAR08698_f,-1.0,-1.0,-1.0
MAR08699_f,-1.0,-1.0,-1.0
MAR08700,109.3,53.1,10.7
MAR08702_f,-1.0,-1.0,-1.0
MAR08703,-1.0,-1.0,-1.0
MAR08704_f,-1.0,-1.0,-1.0
MAR08706,-1.0,-1.0,-1.0
MAR08709_f,14.5,294.4,35.099999999999994
MAR08710_f,2.5,12.6,23.4
MAR08711_f,-1.0,-1.0,-1.0
MAR08712,-1.0,-1.0,-1.0
MAR08713,-1.0,-1.0,-1.0
MAR08717,-1.0,-1.0,-1.0
MAR06506,56.4,38.2,11.7
MAR06507,21.700000000000003,12.7,13.700000000000001
MAR06508,32.8,26.0,8.8
MAR06509,3.3,95.2,19.5
MAR06510,-1.0,-1.0,-1.0
MAR06511,145.3,827.2,108.3
MAR04537,-1.0,-1.0,-1.0
MAR04545,-1.0,-1.0,-1.0
MAR04546,-1.0,-1.0,-1.0
MAR04547,-1.0,-1.0,-1.0
MAR04548_f,3.0,8.6,19.5
MAR04549_f,48.1,100.4,31.299999999999997
MAR04550,0.3,0.7,3.9
MAR04551,-1.0,-1.0,-1.0
MAR04552_f,-1.0,-1.0,-1.0
MAR04553_f,-1.0,-1.0,-1.0
MAR04554_f,-1.0,-1.0,-1.0
MAR04555,5.6,6.2,2.0
MAR04556_f,5.6,6.2,2.0
MAR04557,0.3,0.7,3.9
MAR04558,267.4,413.9,13.7
MAR04559,613.6,1478.0,213.79999999999998
MAR04560,0.4,701.6,2.9
MAR04561_f,238.7,4918.799999999999,116.1
MAR04563,52.599999999999994,324.09999999999997,70.2
MAR04564,-1.0,-1.0,-1.0
MAR04204,2.7,4.4,2.0
MAR04206,2.7,4.4,2.0
MAR04207,-1.0,-1.0,-1.0
MAR04208,74.6,38.3,28.3
MAR08744,74.6,38.3,28.3
MAR08746,742.6,179.4,113.2
MAR08748,-1.0,-1.0,-1.0
MAR08613,-1.0,-1.0,-1.0
MAR08615_f,55.3,267.8,37.0
MAR08616_f,55.3,267.8,37.0
MAR04064,75.8,15.0,39.1
MAR04065,49.1,44.9,7.8
MAR04066,49.1,44.9,7.8
MAR04067,17.0,136.3,8.8
MAR04068,49.1,44.9,7.8
MAR04069,17.0,136.3,8.8
MAR04070,17.0,136.3,8.8
MAR04071_f,17.0,136.3,8.8
MAR08102,0.4,701.6,2.9
MAR08724,6.2,2.4,5.9
MAR08725,6.2,2.4,5.9
MAR02114,-1.0,-1.0,-1.0
MAR02115,3.3,7.0,1.0
MAR02117,2.6,363.4,18.5
MAR02118,-1.0,-1.0,-1.0
MAR02129,67.1,106.4,18.5
MAR02130_f,67.1,106.4,18.5
MAR02131,67.1,106.4,18.5
MAR02132,67.1,106.4,18.5
MAR02133,67.1,106.4,18.5
MAR02134,67.1,106.4,18.5
MAR02135,67.1,106.4,18.5
MAR02136,67.1,106.4,18.5
MAR02137,-1.0,-1.0,-1.0
MAR02138,-1.0,-1.0,-1.0
MAR02139,-1.0,-1.0,-1.0
MAR02140,-1.0,-1.0,-1.0
MAR02142,67.1,106.4,18.5
MAR02143,67.1,106.4,18.5
MAR02144,67.1,106.4,18.5
MAR02145,67.1,106.4,18.5
MAR07996,2.6,363.4,18.5
MAR07999,-1.0,-1.0,-1.0
MAR08003,-1.0,-1.0,-1.0
MAR08004,-1.0,-1.0,-1.0
MAR08005,-1.0,-1.0,-1.0
MAR08006,-1.0,-1.0,-1.0
MAR08008,-1.0,-1.0,-1.0
MAR08011_f,-1.0,-1.0,-1.0
MAR08012_f,-1.0,-1.0,-1.0
MAR08013_f,-1.0,-1.0,-1.0
MAR08014_f,-1.0,-1.0,-1.0
MAR06423_f,-1.0,-1.0,-1.0
MAR06426,-1.0,-1.0,-1.0
MAR06427,-1.0,-1.0,-1.0
MAR06428,-1.0,-1.0,-1.0
MAR06429,-1.0,-1.0,-1.0
MAR06432,2696.5999999999995,6383.499999999999,664.5999999999999
MAR06433,3537.4999999999995,7310.199999999999,915.3999999999999
MAR06434,-1.0,-1.0,-1.0
MAR06435,3537.4999999999995,7310.199999999999,915.3999999999999
MAR06436,2696.5999999999995,6383.499999999999,664.5999999999999
MAR06441,-1.0,-1.0,-1.0
MAR06442,-1.0,-1.0,-1.0
MAR06443,-1.0,-1.0,-1.0
MAR06444,-1.0,-1.0,-1.0
MAR06447,-1.0,-1.0,-1.0
MAR06448,3537.4999999999995,7310.199999999999,915.3999999999999
MAR06450,2696.5999999999995,6383.499999999999,664.5999999999999
MAR06451,3537.4999999999995,7310.199999999999,915.3999999999999
MAR06453,2696.5999999999995,6383.499999999999,664.5999999999999
MAR06456_f,-1.0,-1.0,-1.0
MAR06457_f,-1.0,-1.0,-1.0
MAR06458_f,-1.0,-1.0,-1.0
MAR06459_f,-1.0,-1.0,-1.0
MAR06460_f,-1.0,-1.0,-1.0
MAR06461,-1.0,-1.0,-1.0
MAR06464,-1.0,-1.0,-1.0
MAR06465,-1.0,-1.0,-1.0
MAR06466,-1.0,-1.0,-1.0
MAR06467,-1.0,-1.0,-1.0
MAR06470,-1.0,-1.0,-1.0
MAR06471,2696.5999999999995,6383.499999999999,664.5999999999999
MAR06472,2696.5999999999995,6383.499999999999,664.5999999999999
MAR06473,2696.5999999999995,6383.499999999999,664.5999999999999
MAR06476,-1.0,-1.0,-1.0
MAR06500_f,-1.0,-1.0,-1.0
MAR06477,-1.0,-1.0,-1.0
MAR06478,-1.0,-1.0,-1.0
MAR06479,-1.0,-1.0,-1.0
MAR06482,-1.0,-1.0,-1.0
MAR06484,2696.5999999999995,6383.499999999999,664.5999999999999
MAR06486,2696.5999999999995,6383.499999999999,664.5999999999999
MAR06488,-1.0,-1.0,-1.0
MAR06490,0.2,139.0,3.9
MAR06492_f,9.9,60.7,11.7
MAR06495,0.2,139.0,3.9
MAR06496,9.9,60.7,11.7
MAR06501_f,-1.0,-1.0,-1.0
MAR06992,6.7,419.3,23.4
MAR06993,6.7,419.3,23.4
MAR06994,6.7,419.3,23.4
MAR06995_f,2313.999999999999,6669.799999999999,938.6999999999999
MAR06996_f,0.3,650.1,19.5
MAR06997,-1.0,-1.0,-1.0
MAR06998,2313.999999999999,6669.799999999999,938.6999999999999
MAR06999,6.7,419.3,23.4
MAR07000,6.7,419.3,23.4
MAR07001,6.7,419.3,23.4
MAR07002,6.7,419.3,23.4
MAR07003,2313.999999999999,6669.799999999999,938.6999999999999
MAR07004,0.3,650.1,19.5
MAR07005,5.699999999999999,1676.4,17.6
MAR07006,-1.0,-1.0,-1.0
MAR07007,-1.0,-1.0,-1.0
MAR07008,-1.0,-1.0,-1.0
MAR07009,-1.0,-1.0,-1.0
MAR07010,-1.0,-1.0,-1.0
MAR07011,-1.0,-1.0,-1.0
MAR07012,-1.0,-1.0,-1.0
MAR07013,2313.999999999999,6669.799999999999,938.6999999999999
MAR07014,0.3,650.1,19.5
MAR07015,-1.0,-1.0,-1.0
MAR07016,-1.0,-1.0,-1.0
MAR07017,6.7,419.3,23.4
MAR07018,-1.0,-1.0,-1.0
MAR07019_f,6.7,419.3,23.4
MAR07020,-1.0,-1.0,-1.0
MAR07021,6.7,419.3,23.4
MAR07022,2313.999999999999,6669.799999999999,938.6999999999999
MAR07023,0.3,650.1,19.5
MAR07024,-1.0,-1.0,-1.0
MAR07025,18.6,102.7,39.0
MAR07026,18.6,102.7,39.0
MAR07027,18.6,102.7,39.0
MAR07028,18.6,102.7,39.0
MAR07029,2313.999999999999,6669.799999999999,938.6999999999999
MAR07030,6.7,419.3,23.4
MAR07031,-1.0,-1.0,-1.0
MAR07032,-1.0,-1.0,-1.0
MAR07033,6.7,419.3,23.4
MAR07034,-1.0,-1.0,-1.0
MAR07035,2.4,2.1,6.9
MAR07036,6.7,419.3,23.4
MAR07037,-1.0,-1.0,-1.0
MAR07038,238.7,4918.799999999999,116.1
MAR07039,0.2,139.0,3.9
MAR07040,6.7,419.3,23.4
MAR07041,2313.999999999999,6669.799999999999,938.6999999999999
MAR07042,0.3,650.1,19.5
MAR07043,-1.0,-1.0,-1.0
MAR07044,-1.0,-1.0,-1.0
MAR07045,-1.0,-1.0,-1.0
MAR07046,-1.0,-1.0,-1.0
MAR07047,-1.0,-1.0,-1.0
MAR07048_f,6.7,419.3,23.4
MAR07049_f,-1.0,-1.0,-1.0
MAR07050,2313.999999999999,6669.799999999999,938.6999999999999
MAR07051,0.3,650.1,19.5
MAR07052,3.0,8.6,19.5
MAR07053,6.7,419.3,23.4
MAR07054,6.7,419.3,23.4
MAR07055,0.3,650.1,19.5
MAR07056,6.7,419.3,23.4
MAR07057,-1.0,-1.0,-1.0
MAR07058,0.3,650.1,19.5
MAR07059,33.2,2639.3,34.300000000000004
MAR07060,6.7,419.3,23.4
MAR07061,-1.0,-1.0,-1.0
MAR07062,-1.0,-1.0,-1.0
MAR07063,-1.0,-1.0,-1.0
MAR07064,-1.0,-1.0,-1.0
MAR07065,0.2,139.0,3.9
MAR07066,0.2,139.0,3.9
MAR07067,-1.0,-1.0,-1.0
MAR07068,-1.0,-1.0,-1.0
MAR07069,-1.0,-1.0,-1.0
MAR07070,-1.0,-1.0,-1.0
MAR07071,-1.0,-1.0,-1.0
MAR07072,-1.0,-1.0,-1.0
MAR07073,-1.0,-1.0,-1.0
MAR07074,-1.0,-1.0,-1.0
MAR07075,-1.0,-1.0,-1.0
MAR07076,-1.0,-1.0,-1.0
MAR07077,-1.0,-1.0,-1.0
MAR07078,6.7,419.3,23.4
MAR07079,2313.999999999999,6669.799999999999,938.6999999999999
MAR07080,2313.999999999999,6669.799999999999,938.6999999999999
MAR07081,0.3,650.1,19.5
MAR07082,6.7,419.3,23.4
MAR07083,2313.999999999999,6669.799999999999,938.6999999999999
MAR07084,2313.999999999999,6669.799999999999,938.6999999999999
MAR07085,-1.0,-1.0,-1.0
MAR07086,-1.0,-1.0,-1.0
MAR07087,-1.0,-1.0,-1.0
MAR07088,6.7,419.3,23.4
MAR07089,2313.999999999999,6669.799999999999,938.6999999999999
MAR07090,-1.0,-1.0,-1.0
MAR07091,6.7,419.3,23.4
MAR07092,2313.999999999999,6669.799999999999,938.6999999999999
MAR07093,2313.999999999999,6669.799999999999,938.6999999999999
MAR07094,-1.0,-1.0,-1.0
MAR07095,-1.0,-1.0,-1.0
MAR07096,6.7,419.3,23.4
MAR07097,2313.999999999999,6669.799999999999,938.6999999999999
MAR07098,-1.0,-1.0,-1.0
MAR07099,-1.0,-1.0,-1.0
MAR07100,2313.999999999999,6669.799999999999,938.6999999999999
MAR07103,2313.999999999999,6669.799999999999,938.6999999999999
MAR07104,-1.0,-1.0,-1.0
MAR07106,-1.0,-1.0,-1.0
MAR07688,13.4,253.29999999999998,5.9
MAR08032,-1.0,-1.0,-1.0
MAR08034,-1.0,-1.0,-1.0
MAR08036,-1.0,-1.0,-1.0
MAR08037,-1.0,-1.0,-1.0
MAR08038,-1.0,-1.0,-1.0
MAR08040,-1.0,-1.0,-1.0
MAR08043,-1.0,-1.0,-1.0
MAR08046,-1.0,-1.0,-1.0
MAR08049,-1.0,-1.0,-1.0
MAR08052,-1.0,-1.0,-1.0
MAR08055,-1.0,-1.0,-1.0
MAR08059,0.3,20.0,1.0
MAR08596,-1.0,-1.0,-1.0
MAR08598,-1.0,-1.0,-1.0
MAR08601,-1.0,-1.0,-1.0
MAR06535_f,572.2,1373.1999999999998,415.7
MAR06536_f,572.2,1373.1999999999998,415.7
MAR09569,29.6,92.0,23.5
MAR03955_f,29.5,155.9,3139.1
MAR03984,74.5,442.20000000000005,47.8
MAR04201,638.5,1808.2999999999997,459.59999999999997
MAR04202,300.9,4942.9,139.5
MAR05127_f,-1.0,-1.0,-1.0
MAR05128_f,-1.0,-1.0,-1.0
MAR05363,-1.0,-1.0,-1.0
MAR07794,226.60000000000002,319.70000000000005,104.4
MAR08617,-1.0,-1.0,-1.0
MAR08752,568.1,1371.6,411.8
MAR07741_f,3.9,13.1,45.9
MAR09464,56.5,50.199999999999996,67.3
MAR09465,-1.0,-1.0,-1.0
MAR09466_f,107.89999999999999,201.9,251.8
MAR09467_f,107.89999999999999,201.9,251.8
MAR09468,14.8,28.1,12.7
MAR09469,5.7,91.7,9.8
MAR09470_f,-1.0,-1.0,-1.0
MAR09471,12.5,33.8,22.4
MAR09472,28.4,66.3,11.7
MAR09473,-1.0,-1.0,-1.0
MAR09474,52.599999999999994,324.09999999999997,70.2
MAR09475,-1.0,-1.0,-1.0
MAR09476,-1.0,-1.0,-1.0
MAR09477,0.9,0.4,4.9
MAR09478,-1.0,-1.0,-1.0
MAR09479,-1.0,-1.0,-1.0
MAR09480,-1.0,-1.0,-1.0
MAR09481,-1.0,-1.0,-1.0
MAR09482,-1.0,-1.0,-1.0
MAR09483,-1.0,-1.0,-1.0
MAR09484,25.0,42.1,13.7
MAR09485,1.8,7.8,4.9
MAR09487_f,320.79999999999995,293.3,360.1
MAR09488,2794.5,1200.8,1403.1
MAR09489,-1.0,-1.0,-1.0
MAR09490,2288.1,968.7,1478.8999999999999
MAR09491,7635.599999999996,5080.999999999999,6179.199999999996
MAR09492_f,1927.3999999999999,2986.7,1500.0000000000005
MAR09493,253.9,182.0,107.3
MAR09494,-1.0,-1.0,-1.0
MAR09495_f,696.6999999999999,312.80000000000007,629.4
MAR09496,207.5,178.0,15.7
MAR09497,7.4,25.0,3.9
MAR09498,37.2,560.9,33.2
MAR09499,30.3,13.600000000000001,10.7
MAR09500_f,183.6,113.9,122.0
MAR09501_f,11.1,416.2,7.8
MAR09502,18.7,13.4,13.7
MAR09503,-1.0,-1.0,-1.0
MAR09504_f,34.2,95.1,9.8
MAR09505_f,49.199999999999996,13.4,29.3
MAR09506,10.4,15.6,11.7
MAR09507,12.1,9.4,14.6
MAR09508,12.1,9.4,14.6
MAR09509_f,70.2,46.2,78.1
MAR09510_f,6.9,10.5,8.8
MAR09511_f,9.4,8.5,18.5
MAR09512_f,58.400000000000006,503.0,23.4
MAR09513,63.599999999999994,135.7,25.4
MAR09514,5.699999999999999,22.7,2.0
MAR09515,37.4,25.1,2.9
MAR09516,126.4,21.7,30.3
MAR09517,864.0000000000001,203.89999999999998,1659.8000000000002
MAR09518_f,6.8,36.1,27.3
MAR09519_f,25.700000000000003,29.900000000000002,39.0
MAR09520_f,6.4,6.8,5.9
MAR09521_f,9.5,18.7,7.8
MAR09522,96.6,118.5,42.9
MAR09523,12.9,8.0,6.8
MAR09524_f,3.4,12.1,7.8
MAR09525_f,-1.0,-1.0,-1.0
MAR09527_f,-1.0,-1.0,-1.0
MAR09528,10.8,20.2,18.6
MAR09529,-1.0,-1.0,-1.0
MAR09530,12.9,21.9,7.8
MAR09531,43.1,25.8,32.2
MAR09532,277.8,63.099999999999994,230.29999999999998
MAR09534,-1.0,-1.0,-1.0
MAR09535_f,40.2,47.5,22.4
MAR09536,7.4,0.3,20.5
MAR09537,83.2,23.0,22.4
MAR09538_f,68.1,222.5,38.0
MAR09539,17.9,767.1,12.7
MAR09540,1.1,4.5,2.0
MAR09541_f,94.4,26.0,29.3
MAR09542_f,1260.5,1.6,31.2
MAR09543,0.1,0.7,1.0
MAR09544_f,18.5,109.4,11.7
MAR09545,1.5,0.5,4.0
MAR09546,62.2,13.2,29.3
MAR09547_f,54.4,8.1,18.5
MAR09548_f,2.6,7.7,3.9
MAR09549_f,29.1,27.1,17.6
MAR09550_f,11.0,17.2,8.8
MAR09551,-1.0,-1.0,-1.0
MAR09552,252.6,80.30000000000001,213.7
MAR09553,33.0,94.5,23.4
MAR09801_f,10.5,6.9,4.9
MAR09807,13.5,27.2,39.0
MAR09554,-1.0,-1.0,-1.0
MAR09555,-1.0,-1.0,-1.0
MAR09556,1.3,0.9,1.0
MAR09557,3.4,23.2,3.9
MAR09558,40.3,36.3,50.7
MAR09559,73.9,33.6,24.4
MAR09560,15.3,163.4,8.8
MAR09561,-1.0,-1.0,-1.0
MAR09562,3.4,0.1,2.0
MAR09563,613.6,1478.0,213.79999999999998
MAR09564,475.0,1184.1000000000001,97.7
MAR09565,55.0,20.4,12.7
MAR09566,488.90000000000003,938.1,213.7
MAR09567,55.0,20.4,12.7
MAR09568,488.90000000000003,938.1,213.7
MAR09570,25.0,42.1,13.7
MAR09571,4.3,8.6,36.1
MAR09572,4.3,8.6,36.1
MAR09573,0.2,139.0,3.9
MAR09574,0.2,139.0,3.9
MAR09575,139.4,9.3,55.6
MAR09580,3.3,8.8,3.9
MAR09581_f,4.3,53.6,10.7
MAR09582,1.7,36.9,30.2
MAR09583_f,-1.0,-1.0,-1.0
MAR09584,1.7,36.9,30.2
MAR09585,9.1,148.9,1.0
MAR09586,230.20000000000002,44.3,39.1
MAR09587,10.7,89.6,6.8
MAR09588,-1.0,-1.0,-1.0
MAR09798,-1.0,-1.0,-1.0
MAR09806,286.20000000000005,1797.8000000000002,251.70000000000002
MAR00010,42.2,167.6,86.9
MAR00011,-1.0,-1.0,-1.0
MAR00012,-1.0,-1.0,-1.0
MAR00013,655.2,0.2,66.4
MAR00014,655.2,0.2,66.4
MAR00477,-1.0,-1.0,-1.0
MAR00545,-1.0,-1.0,-1.0
MAR00546,-1.0,-1.0,-1.0
MAR00547,-1.0,-1.0,-1.0
MAR00548,-1.0,-1.0,-1.0
MAR00549,-1.0,-1.0,-1.0
MAR00550,-1.0,-1.0,-1.0
MAR00551,-1.0,-1.0,-1.0
MAR00552,-1.0,-1.0,-1.0
MAR00553,-1.0,-1.0,-1.0
