,sample_1,sample_2
"('MAR03905', 'ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144')","{'ENSG00000187758': ('ENSG00000187758', 0.5018450184501844, 4913.0), 'ENSG00000196616': ('ENSG00000196616', 0.49408189583625933, 4837.0), 'ENSG00000197894': ('ENSG00000197894', 0.00010367854543597337, 1.015), 'ENSG00000248144': ('ENSG00000248144', 0.003969407168120124, 38.86)}","{'ENSG00000187758': ('ENSG00000187758', 0.5180356599129305, 5349.0), 'ENSG00000196616': ('ENSG00000196616', 0.4762945177513166, 4918.0), 'ENSG00000197894': ('ENSG00000197894', 9.917153033292969e-05, 1.024), 'ENSG00000248144': ('ENSG00000248144', 0.005570650805420034, 57.52)}"
"('MAR03907', 'ENSG00000117448')",{},{}
"('MAR04097', 'ENSG00000131069')",{},{}
"('MAR04099', 'ENSG00000111058 or ENSG00000154930')",{},{}
"('MAR04108', 'ENSG00000131069')",{},{}
"('MAR04133', 'ENSG00000131069')",{},{}
"('MAR04281', 'ENSG00000111716 or ENSG00000134333')","{'ENSG00000134333': ('ENSG00000134333', 1, 331.7)}","{'ENSG00000134333': ('ENSG00000134333', 1, 419.7)}"
"('MAR04388', 'ENSG00000111716 or ENSG00000134333 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989')","{'ENSG00000134333': ('ENSG00000134333', 1, 331.7)}","{'ENSG00000134333': ('ENSG00000134333', 1, 419.7)}"
"('MAR04283', 'ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254')",{},{}
"('MAR08357', 'ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904')","{'ENSG00000072210': ('ENSG00000072210', 0.2561393730029619, 197.6), 'ENSG00000111275': ('ENSG00000111275', 0.40131958442164484, 309.6), 'ENSG00000143149': ('ENSG00000143149', 0.34013649532377127, 262.4), 'ENSG00000164904': ('ENSG00000164904', 0.002404547251621935, 1.855)}","{'ENSG00000072210': ('ENSG00000072210', 0.24757256212152848, 189.7), 'ENSG00000111275': ('ENSG00000111275', 0.3501513885988724, 268.3), 'ENSG00000143149': ('ENSG00000143149', 0.40078826477343915, 307.1), 'ENSG00000164904': ('ENSG00000164904', 0.0014877845061599497, 1.14)}"
"('MAR04379', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.25065221753963474, 6.245), 'ENSG00000141959': ('ENSG00000141959', 0.7493477824603653, 18.67)}","{'ENSG00000067057': ('ENSG00000067057', 0.3590526187278721, 8.823), 'ENSG00000141959': ('ENSG00000141959', 0.6409473812721279, 15.75)}"
"('MAR04301', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.25065221753963474, 6.245), 'ENSG00000141959': ('ENSG00000141959', 0.7493477824603653, 18.67)}","{'ENSG00000067057': ('ENSG00000067057', 0.3590526187278721, 8.823), 'ENSG00000141959': ('ENSG00000141959', 0.6409473812721279, 15.75)}"
"('MAR04355', 'ENSG00000109107 or ENSG00000136872')","{'ENSG00000109107': ('ENSG00000109107', 1, 23.46)}","{'ENSG00000109107': ('ENSG00000109107', 1, 25.01)}"
"('MAR04358', 'ENSG00000067225 or ENSG00000143627')",{},{}
"('MAR04360', 'ENSG00000180011')",{},{}
"('MAR04363', 'ENSG00000074800 or ENSG00000108515 or ENSG00000111674')","{'ENSG00000111674': ('ENSG00000111674', 1, 4.692)}","{'ENSG00000111674': ('ENSG00000111674', 1, 1.42)}"
"('MAR04365', 'ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784')","{'ENSG00000171314': ('ENSG00000171314', 1, 6.737)}","{'ENSG00000171314': ('ENSG00000171314', 1, 5.024)}"
"('MAR04368', 'ENSG00000096006 or ENSG00000102144 or ENSG00000170950')","{'ENSG00000096006': ('ENSG00000096006', 0.000962057608533013, 0.3382), 'ENSG00000102144': ('ENSG00000102144', 0.999037942391467, 351.2)}","{'ENSG00000096006': ('ENSG00000096006', 0.0018832589628203487, 0.7168), 'ENSG00000102144': ('ENSG00000102144', 0.9981167410371797, 379.9)}"
"('MAR04370', 'ENSG00000119640 or ENSG00000170634')",{},{}
"('MAR04371', 'ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784')","{'ENSG00000171314': ('ENSG00000171314', 1, 6.737)}","{'ENSG00000171314': ('ENSG00000171314', 1, 5.024)}"
"('MAR04372', 'ENSG00000119640 or ENSG00000170634')",{},{}
"('MAR04373', 'ENSG00000105679 or ENSG00000111640')","{'ENSG00000111640': ('ENSG00000111640', 1, 837.1)}","{'ENSG00000111640': ('ENSG00000111640', 1, 709.4)}"
"('MAR04375', 'ENSG00000109107 or ENSG00000136872 or ENSG00000149925')","{'ENSG00000109107': ('ENSG00000109107', 0.17525773195876287, 23.46), 'ENSG00000149925': ('ENSG00000149925', 0.8247422680412371, 110.4)}","{'ENSG00000109107': ('ENSG00000109107', 0.21687478321193202, 25.01), 'ENSG00000149925': ('ENSG00000149925', 0.7831252167880679, 90.31)}"
"('MAR04377', 'ENSG00000130957 or ENSG00000165140')",{},{}
"('MAR04381', 'ENSG00000105220')","{'ENSG00000105220': ('ENSG00000105220', 1, 34.88)}","{'ENSG00000105220': ('ENSG00000105220', 1, 50.75)}"
"('MAR04391', 'ENSG00000111669')","{'ENSG00000111669': ('ENSG00000111669', 1, 3.676)}","{'ENSG00000111669': ('ENSG00000111669', 1, 3.396)}"
"('MAR04394', 'ENSG00000106633 or ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156515': ('ENSG00000156515', 0.4514438109251426, 9.818), 'ENSG00000160883': ('ENSG00000160883', 0.5485561890748575, 11.93)}","{'ENSG00000156515': ('ENSG00000156515', 0.7025486250838364, 12.57), 'ENSG00000160883': ('ENSG00000160883', 0.29745137491616364, 5.322)}"
"('MAR04396', 'ENSG00000079739 or ENSG00000169299')","{'ENSG00000079739': ('ENSG00000079739', 1, 130.0)}","{'ENSG00000079739': ('ENSG00000079739', 1, 158.3)}"
"('MAR04521', 'ENSG00000131482 or ENSG00000141349 or ENSG00000152254')",{},{}
"('MAR06412', 'ENSG00000110435 and ENSG00000150768')","{'ENSG00000110435': ('ENSG00000110435', 1, 22.95), 'ENSG00000150768': ('ENSG00000150768', 1, 92.35)}","{'ENSG00000110435': ('ENSG00000110435', 1, 23.49), 'ENSG00000150768': ('ENSG00000150768', 1, 131.0)}"
"('MAR07745', 'ENSG00000143891')",{},{}
"('MAR07747', 'ENSG00000159322')",{},{}
"('MAR08360', 'ENSG00000121691')","{'ENSG00000121691': ('ENSG00000121691', 1, 2265.0)}","{'ENSG00000121691': ('ENSG00000121691', 1, 2086.0)}"
"('MAR08652', 'ENSG00000131482 or ENSG00000141349 or ENSG00000152254')",{},{}
"('MAR08757', 'ENSG00000130649')","{'ENSG00000130649': ('ENSG00000130649', 1, 2375.0)}","{'ENSG00000130649': ('ENSG00000130649', 1, 2096.0)}"
"('MAR03989', 'ENSG00000092529 or ENSG00000171298 or ENSG00000214013 or ENSG00000257335')","{'ENSG00000171298': ('ENSG00000171298', 1, 11.76)}","{'ENSG00000171298': ('ENSG00000171298', 1, 12.52)}"
"('MAR04122', 'ENSG00000109814')","{'ENSG00000109814': ('ENSG00000109814', 1, 703.1)}","{'ENSG00000109814': ('ENSG00000109814', 1, 659.6)}"
"('MAR04837', 'ENSG00000118094 or ENSG00000142102')",{},{}
"('MAR05395', 'ENSG00000056998 or ENSG00000163754')",{},{}
"('MAR05396', 'ENSG00000056998 or ENSG00000104812 or ENSG00000111713 or ENSG00000163754')",{},{}
"('MAR09727', 'ENSG00000104812 or ENSG00000111713 or ENSG00000119938 or ENSG00000173281')",{},{}
"('MAR05397', 'ENSG00000114480')",{},{}
"('MAR05398', 'ENSG00000068976 or ENSG00000100504 or ENSG00000100994')","{'ENSG00000100504': ('ENSG00000100504', 1, 70.59)}","{'ENSG00000100504': ('ENSG00000100504', 1, 75.29)}"
"('MAR05399', 'ENSG00000162688')","{'ENSG00000162688': ('ENSG00000162688', 1, 15.98)}","{'ENSG00000162688': ('ENSG00000162688', 1, 18.97)}"
"('MAR05400', 'ENSG00000162688')","{'ENSG00000162688': ('ENSG00000162688', 1, 15.98)}","{'ENSG00000162688': ('ENSG00000162688', 1, 18.97)}"
"('MAR05401', 'ENSG00000068976 or ENSG00000100504 or ENSG00000100994')","{'ENSG00000100504': ('ENSG00000100504', 1, 70.59)}","{'ENSG00000100504': ('ENSG00000100504', 1, 75.29)}"
"('MAR08568', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000174876': ('ENSG00000174876', 0.021929824561403508, 2.485), 'ENSG00000187733': ('ENSG00000187733', 0.02886617953334039, 3.271), 'ENSG00000237763': ('ENSG00000237763', 0.021797451374916166, 2.47), 'ENSG00000240038': ('ENSG00000240038', 0.5779413322037487, 65.49), 'ENSG00000243480': ('ENSG00000243480', 0.3494652123265911, 39.6)}","{'ENSG00000174876': ('ENSG00000174876', 0.03635849666164118, 2.701), 'ENSG00000187733': ('ENSG00000187733', 0.05185225069997846, 3.852), 'ENSG00000237763': ('ENSG00000237763', 0.0361431186732716, 2.685), 'ENSG00000240038': ('ENSG00000240038', 0.492407925909972, 36.58), 'ENSG00000243480': ('ENSG00000243480', 0.38323820805513675, 28.47)}"
"('MAR08569', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000174876': ('ENSG00000174876', 0.021929824561403508, 2.485), 'ENSG00000187733': ('ENSG00000187733', 0.02886617953334039, 3.271), 'ENSG00000237763': ('ENSG00000237763', 0.021797451374916166, 2.47), 'ENSG00000240038': ('ENSG00000240038', 0.5779413322037487, 65.49), 'ENSG00000243480': ('ENSG00000243480', 0.3494652123265911, 39.6)}","{'ENSG00000174876': ('ENSG00000174876', 0.03635849666164118, 2.701), 'ENSG00000187733': ('ENSG00000187733', 0.05185225069997846, 3.852), 'ENSG00000237763': ('ENSG00000237763', 0.0361431186732716, 2.685), 'ENSG00000240038': ('ENSG00000240038', 0.492407925909972, 36.58), 'ENSG00000243480': ('ENSG00000243480', 0.38323820805513675, 28.47)}"
"('MAR08570', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000174876': ('ENSG00000174876', 0.021929824561403508, 2.485), 'ENSG00000187733': ('ENSG00000187733', 0.02886617953334039, 3.271), 'ENSG00000237763': ('ENSG00000237763', 0.021797451374916166, 2.47), 'ENSG00000240038': ('ENSG00000240038', 0.5779413322037487, 65.49), 'ENSG00000243480': ('ENSG00000243480', 0.3494652123265911, 39.6)}","{'ENSG00000174876': ('ENSG00000174876', 0.03635849666164118, 2.701), 'ENSG00000187733': ('ENSG00000187733', 0.05185225069997846, 3.852), 'ENSG00000237763': ('ENSG00000237763', 0.0361431186732716, 2.685), 'ENSG00000240038': ('ENSG00000240038', 0.492407925909972, 36.58), 'ENSG00000243480': ('ENSG00000243480', 0.38323820805513675, 28.47)}"
"('MAR08571', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000174876': ('ENSG00000174876', 0.021929824561403508, 2.485), 'ENSG00000187733': ('ENSG00000187733', 0.02886617953334039, 3.271), 'ENSG00000237763': ('ENSG00000237763', 0.021797451374916166, 2.47), 'ENSG00000240038': ('ENSG00000240038', 0.5779413322037487, 65.49), 'ENSG00000243480': ('ENSG00000243480', 0.3494652123265911, 39.6)}","{'ENSG00000174876': ('ENSG00000174876', 0.03635849666164118, 2.701), 'ENSG00000187733': ('ENSG00000187733', 0.05185225069997846, 3.852), 'ENSG00000237763': ('ENSG00000237763', 0.0361431186732716, 2.685), 'ENSG00000240038': ('ENSG00000240038', 0.492407925909972, 36.58), 'ENSG00000243480': ('ENSG00000243480', 0.38323820805513675, 28.47)}"
"('MAR08572', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000174876': ('ENSG00000174876', 0.021929824561403508, 2.485), 'ENSG00000187733': ('ENSG00000187733', 0.02886617953334039, 3.271), 'ENSG00000237763': ('ENSG00000237763', 0.021797451374916166, 2.47), 'ENSG00000240038': ('ENSG00000240038', 0.5779413322037487, 65.49), 'ENSG00000243480': ('ENSG00000243480', 0.3494652123265911, 39.6)}","{'ENSG00000174876': ('ENSG00000174876', 0.03635849666164118, 2.701), 'ENSG00000187733': ('ENSG00000187733', 0.05185225069997846, 3.852), 'ENSG00000237763': ('ENSG00000237763', 0.0361431186732716, 2.685), 'ENSG00000240038': ('ENSG00000240038', 0.492407925909972, 36.58), 'ENSG00000243480': ('ENSG00000243480', 0.38323820805513675, 28.47)}"
"('MAR08573', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000174876': ('ENSG00000174876', 0.021929824561403508, 2.485), 'ENSG00000187733': ('ENSG00000187733', 0.02886617953334039, 3.271), 'ENSG00000237763': ('ENSG00000237763', 0.021797451374916166, 2.47), 'ENSG00000240038': ('ENSG00000240038', 0.5779413322037487, 65.49), 'ENSG00000243480': ('ENSG00000243480', 0.3494652123265911, 39.6)}","{'ENSG00000174876': ('ENSG00000174876', 0.03635849666164118, 2.701), 'ENSG00000187733': ('ENSG00000187733', 0.05185225069997846, 3.852), 'ENSG00000237763': ('ENSG00000237763', 0.0361431186732716, 2.685), 'ENSG00000240038': ('ENSG00000240038', 0.492407925909972, 36.58), 'ENSG00000243480': ('ENSG00000243480', 0.38323820805513675, 28.47)}"
"('MAR08574', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000174876': ('ENSG00000174876', 0.021929824561403508, 2.485), 'ENSG00000187733': ('ENSG00000187733', 0.02886617953334039, 3.271), 'ENSG00000237763': ('ENSG00000237763', 0.021797451374916166, 2.47), 'ENSG00000240038': ('ENSG00000240038', 0.5779413322037487, 65.49), 'ENSG00000243480': ('ENSG00000243480', 0.3494652123265911, 39.6)}","{'ENSG00000174876': ('ENSG00000174876', 0.03635849666164118, 2.701), 'ENSG00000187733': ('ENSG00000187733', 0.05185225069997846, 3.852), 'ENSG00000237763': ('ENSG00000237763', 0.0361431186732716, 2.685), 'ENSG00000240038': ('ENSG00000240038', 0.492407925909972, 36.58), 'ENSG00000243480': ('ENSG00000243480', 0.38323820805513675, 28.47)}"
"('MAR08575', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000174876': ('ENSG00000174876', 0.021929824561403508, 2.485), 'ENSG00000187733': ('ENSG00000187733', 0.02886617953334039, 3.271), 'ENSG00000237763': ('ENSG00000237763', 0.021797451374916166, 2.47), 'ENSG00000240038': ('ENSG00000240038', 0.5779413322037487, 65.49), 'ENSG00000243480': ('ENSG00000243480', 0.3494652123265911, 39.6)}","{'ENSG00000174876': ('ENSG00000174876', 0.03635849666164118, 2.701), 'ENSG00000187733': ('ENSG00000187733', 0.05185225069997846, 3.852), 'ENSG00000237763': ('ENSG00000237763', 0.0361431186732716, 2.685), 'ENSG00000240038': ('ENSG00000240038', 0.492407925909972, 36.58), 'ENSG00000243480': ('ENSG00000243480', 0.38323820805513675, 28.47)}"
"('MAR08576', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000174876': ('ENSG00000174876', 0.021929824561403508, 2.485), 'ENSG00000187733': ('ENSG00000187733', 0.02886617953334039, 3.271), 'ENSG00000237763': ('ENSG00000237763', 0.021797451374916166, 2.47), 'ENSG00000240038': ('ENSG00000240038', 0.5779413322037487, 65.49), 'ENSG00000243480': ('ENSG00000243480', 0.3494652123265911, 39.6)}","{'ENSG00000174876': ('ENSG00000174876', 0.03635849666164118, 2.701), 'ENSG00000187733': ('ENSG00000187733', 0.05185225069997846, 3.852), 'ENSG00000237763': ('ENSG00000237763', 0.0361431186732716, 2.685), 'ENSG00000240038': ('ENSG00000240038', 0.492407925909972, 36.58), 'ENSG00000243480': ('ENSG00000243480', 0.38323820805513675, 28.47)}"
"('MAR08577', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000174876': ('ENSG00000174876', 0.021929824561403508, 2.485), 'ENSG00000187733': ('ENSG00000187733', 0.02886617953334039, 3.271), 'ENSG00000237763': ('ENSG00000237763', 0.021797451374916166, 2.47), 'ENSG00000240038': ('ENSG00000240038', 0.5779413322037487, 65.49), 'ENSG00000243480': ('ENSG00000243480', 0.3494652123265911, 39.6)}","{'ENSG00000174876': ('ENSG00000174876', 0.03635849666164118, 2.701), 'ENSG00000187733': ('ENSG00000187733', 0.05185225069997846, 3.852), 'ENSG00000237763': ('ENSG00000237763', 0.0361431186732716, 2.685), 'ENSG00000240038': ('ENSG00000240038', 0.492407925909972, 36.58), 'ENSG00000243480': ('ENSG00000243480', 0.38323820805513675, 28.47)}"
"('MAR08578', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000174876': ('ENSG00000174876', 0.021929824561403508, 2.485), 'ENSG00000187733': ('ENSG00000187733', 0.02886617953334039, 3.271), 'ENSG00000237763': ('ENSG00000237763', 0.021797451374916166, 2.47), 'ENSG00000240038': ('ENSG00000240038', 0.5779413322037487, 65.49), 'ENSG00000243480': ('ENSG00000243480', 0.3494652123265911, 39.6)}","{'ENSG00000174876': ('ENSG00000174876', 0.03635849666164118, 2.701), 'ENSG00000187733': ('ENSG00000187733', 0.05185225069997846, 3.852), 'ENSG00000237763': ('ENSG00000237763', 0.0361431186732716, 2.685), 'ENSG00000240038': ('ENSG00000240038', 0.492407925909972, 36.58), 'ENSG00000243480': ('ENSG00000243480', 0.38323820805513675, 28.47)}"
"('MAR08579', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000174876': ('ENSG00000174876', 0.021929824561403508, 2.485), 'ENSG00000187733': ('ENSG00000187733', 0.02886617953334039, 3.271), 'ENSG00000237763': ('ENSG00000237763', 0.021797451374916166, 2.47), 'ENSG00000240038': ('ENSG00000240038', 0.5779413322037487, 65.49), 'ENSG00000243480': ('ENSG00000243480', 0.3494652123265911, 39.6)}","{'ENSG00000174876': ('ENSG00000174876', 0.03635849666164118, 2.701), 'ENSG00000187733': ('ENSG00000187733', 0.05185225069997846, 3.852), 'ENSG00000237763': ('ENSG00000237763', 0.0361431186732716, 2.685), 'ENSG00000240038': ('ENSG00000240038', 0.492407925909972, 36.58), 'ENSG00000243480': ('ENSG00000243480', 0.38323820805513675, 28.47)}"
"('MAR08581', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000174876': ('ENSG00000174876', 0.021929824561403508, 2.485), 'ENSG00000187733': ('ENSG00000187733', 0.02886617953334039, 3.271), 'ENSG00000237763': ('ENSG00000237763', 0.021797451374916166, 2.47), 'ENSG00000240038': ('ENSG00000240038', 0.5779413322037487, 65.49), 'ENSG00000243480': ('ENSG00000243480', 0.3494652123265911, 39.6)}","{'ENSG00000174876': ('ENSG00000174876', 0.03635849666164118, 2.701), 'ENSG00000187733': ('ENSG00000187733', 0.05185225069997846, 3.852), 'ENSG00000237763': ('ENSG00000237763', 0.0361431186732716, 2.685), 'ENSG00000240038': ('ENSG00000240038', 0.492407925909972, 36.58), 'ENSG00000243480': ('ENSG00000243480', 0.38323820805513675, 28.47)}"
"('MAR08591', 'ENSG00000214013 or ENSG00000257335')",{},{}
"('MAR08592', 'ENSG00000171298')","{'ENSG00000171298': ('ENSG00000171298', 1, 11.76)}","{'ENSG00000171298': ('ENSG00000171298', 1, 12.52)}"
"('MAR08580', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000174876': ('ENSG00000174876', 0.021929824561403508, 2.485), 'ENSG00000187733': ('ENSG00000187733', 0.02886617953334039, 3.271), 'ENSG00000237763': ('ENSG00000237763', 0.021797451374916166, 2.47), 'ENSG00000240038': ('ENSG00000240038', 0.5779413322037487, 65.49), 'ENSG00000243480': ('ENSG00000243480', 0.3494652123265911, 39.6)}","{'ENSG00000174876': ('ENSG00000174876', 0.03635849666164118, 2.701), 'ENSG00000187733': ('ENSG00000187733', 0.05185225069997846, 3.852), 'ENSG00000237763': ('ENSG00000237763', 0.0361431186732716, 2.685), 'ENSG00000240038': ('ENSG00000240038', 0.492407925909972, 36.58), 'ENSG00000243480': ('ENSG00000243480', 0.38323820805513675, 28.47)}"
"('MAR08582', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000174876': ('ENSG00000174876', 0.021929824561403508, 2.485), 'ENSG00000187733': ('ENSG00000187733', 0.02886617953334039, 3.271), 'ENSG00000237763': ('ENSG00000237763', 0.021797451374916166, 2.47), 'ENSG00000240038': ('ENSG00000240038', 0.5779413322037487, 65.49), 'ENSG00000243480': ('ENSG00000243480', 0.3494652123265911, 39.6)}","{'ENSG00000174876': ('ENSG00000174876', 0.03635849666164118, 2.701), 'ENSG00000187733': ('ENSG00000187733', 0.05185225069997846, 3.852), 'ENSG00000237763': ('ENSG00000237763', 0.0361431186732716, 2.685), 'ENSG00000240038': ('ENSG00000240038', 0.492407925909972, 36.58), 'ENSG00000243480': ('ENSG00000243480', 0.38323820805513675, 28.47)}"
"('MAR08587', 'ENSG00000214013 or ENSG00000257335')",{},{}
"('MAR08589', 'ENSG00000171298')","{'ENSG00000171298': ('ENSG00000171298', 1, 11.76)}","{'ENSG00000171298': ('ENSG00000171298', 1, 12.52)}"
"('MAR08583', 'ENSG00000257335')",{},{}
"('MAR08584', 'ENSG00000090402')",{},{}
"('MAR08585', 'ENSG00000165434')",{},{}
"('MAR03944', 'ENSG00000169764')",{},{}
"('MAR04128', 'ENSG00000117308')","{'ENSG00000117308': ('ENSG00000117308', 1, 27.05)}","{'ENSG00000117308': ('ENSG00000117308', 1, 16.72)}"
"('MAR04130', 'ENSG00000108479 or ENSG00000156958')",{},{}
"('MAR04131', 'ENSG00000213930')",{},{}
"('MAR04132', 'ENSG00000213930')",{},{}
"('MAR04303', 'ENSG00000090402 or ENSG00000171298 or ENSG00000214013 or ENSG00000257335')","{'ENSG00000171298': ('ENSG00000171298', 1, 11.76)}","{'ENSG00000171298': ('ENSG00000171298', 1, 12.52)}"
"('MAR04414', 'ENSG00000108479 or ENSG00000156958 or ENSG00000166262')",{},{}
"('MAR04415', 'ENSG00000115850 and ENSG00000163521 and ENSG00000170266 and ENSG00000188167')","{'ENSG00000170266': ('ENSG00000170266', 1, 0.4012), 'ENSG00000188167': ('ENSG00000188167', 1, 0.2675)}","{'ENSG00000170266': ('ENSG00000170266', 1, 2.646), 'ENSG00000188167': ('ENSG00000188167', 1, 1.764)}"
"('MAR04416', 'ENSG00000102393 or ENSG00000170266 or ENSG00000241343')","{'ENSG00000170266': ('ENSG00000170266', 0.0575841083936158, 0.4012), 'ENSG00000241343': ('ENSG00000241343', 0.9424158916063842, 6.566)}","{'ENSG00000170266': ('ENSG00000170266', 0.22190540087219054, 2.646), 'ENSG00000241343': ('ENSG00000241343', 0.7780945991278095, 9.278)}"
"('MAR04774', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.25065221753963474, 6.245), 'ENSG00000141959': ('ENSG00000141959', 0.7493477824603653, 18.67)}","{'ENSG00000067057': ('ENSG00000067057', 0.3590526187278721, 8.823), 'ENSG00000141959': ('ENSG00000141959', 0.6409473812721279, 15.75)}"
"('MAR04775', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.25065221753963474, 6.245), 'ENSG00000141959': ('ENSG00000141959', 0.7493477824603653, 18.67)}","{'ENSG00000067057': ('ENSG00000067057', 0.3590526187278721, 8.823), 'ENSG00000141959': ('ENSG00000141959', 0.6409473812721279, 15.75)}"
"('MAR04831', '')",{},{}
"('MAR04832', 'ENSG00000115850 and ENSG00000163521 and ENSG00000170266 and ENSG00000188167')","{'ENSG00000170266': ('ENSG00000170266', 1, 0.4012), 'ENSG00000188167': ('ENSG00000188167', 1, 0.2675)}","{'ENSG00000170266': ('ENSG00000170266', 1, 2.646), 'ENSG00000188167': ('ENSG00000188167', 1, 1.764)}"
"('MAR07674', 'ENSG00000086062 or ENSG00000117411 or ENSG00000167531')","{'ENSG00000117411': ('ENSG00000117411', 1, 2.004)}","{'ENSG00000117411': ('ENSG00000117411', 1, 0.4357)}"
"('MAR08761', 'ENSG00000138030')",{},{}
"('MAR08762', 'ENSG00000109107 or ENSG00000136872 or ENSG00000149925')","{'ENSG00000109107': ('ENSG00000109107', 0.17525773195876287, 23.46), 'ENSG00000149925': ('ENSG00000149925', 0.8247422680412371, 110.4)}","{'ENSG00000109107': ('ENSG00000109107', 0.21687478321193202, 25.01), 'ENSG00000149925': ('ENSG00000149925', 0.7831252167880679, 90.31)}"
"('MAR08764', 'ENSG00000115850')",{},{}
"('MAR08766', 'ENSG00000085662 or ENSG00000198074')","{'ENSG00000198074': ('ENSG00000198074', 1, 644.7)}","{'ENSG00000198074': ('ENSG00000198074', 1, 737.5)}"
"('MAR08767', 'ENSG00000213930')",{},{}
"('MAR00454', '')",{},{}
"('MAR04297', 'ENSG00000114268 or ENSG00000123836 or ENSG00000158571 or ENSG00000170525')",{},{}
"('MAR04310', 'ENSG00000138030')",{},{}
"('MAR04315', 'ENSG00000140263')",{},{}
"('MAR04316', 'ENSG00000085662 or ENSG00000198074')","{'ENSG00000198074': ('ENSG00000198074', 1, 644.7)}","{'ENSG00000198074': ('ENSG00000198074', 1, 737.5)}"
"('MAR04317', 'ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456')","{'ENSG00000116199': ('ENSG00000116199', 1, 3.51)}","{'ENSG00000116199': ('ENSG00000116199', 1, 4.263)}"
"('MAR04318', 'ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456')","{'ENSG00000116199': ('ENSG00000116199', 1, 3.51)}","{'ENSG00000116199': ('ENSG00000116199', 1, 4.263)}"
"('MAR04319', 'ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156515': ('ENSG00000156515', 0.4514438109251426, 9.818), 'ENSG00000160883': ('ENSG00000160883', 0.5485561890748575, 11.93)}","{'ENSG00000156515': ('ENSG00000156515', 0.7025486250838364, 12.57), 'ENSG00000160883': ('ENSG00000160883', 0.29745137491616364, 5.322)}"
"('MAR04320', 'ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456')","{'ENSG00000116199': ('ENSG00000116199', 1, 3.51)}","{'ENSG00000116199': ('ENSG00000116199', 1, 4.263)}"
