,sample_1,sample_2
"('MAR07438', 'ENSG00000106392 or ENSG00000171155')",{},{}
"('MAR07440', 'ENSG00000140297 or ENSG00000176928 or ENSG00000187210')","{'ENSG00000140297': ('ENSG00000140297', 1, 1.48)}","{'ENSG00000140297': ('ENSG00000140297', 1, 0.5504)}"
"('MAR08254', 'ENSG00000118017')",{},{}
"('MAR08255', 'ENSG00000118017')",{},{}
"('MAR08256', '')",{},{}
"('MAR08257', 'ENSG00000187210')",{},{}
"('MAR08258', '')",{},{}
"('MAR08260', '')",{},{}
"('MAR08261', '')",{},{}
"('MAR01532', 'ENSG00000152904 or ENSG00000160752')",{},{}
"('MAR07254', 'ENSG00000117682')","{'ENSG00000117682': ('ENSG00000117682', 1, 7.107)}","{'ENSG00000117682': ('ENSG00000117682', 1, 14.25)}"
"('MAR07256', 'ENSG00000167130')",{},{}
"('MAR07258', '')",{},{}
"('MAR07259', '')",{},{}
"('MAR07260', '')",{},{}
"('MAR07261', 'ENSG00000139133')",{},{}
"('MAR07263', 'ENSG00000175283')",{},{}
"('MAR07264', 'ENSG00000172269')",{},{}
"('MAR07265', 'ENSG00000101901 or ENSG00000172339')",{},{}
"('MAR07266', 'ENSG00000033011')",{},{}
"('MAR07267', 'ENSG00000119523')",{},{}
"('MAR07268', 'ENSG00000119523')",{},{}
"('MAR07269', 'ENSG00000253710')",{},{}
"('MAR07270', 'ENSG00000253710')",{},{}
"('MAR07271', '(ENSG00000000419 and ENSG00000136908 and ENSG00000179085) or ENSG00000182858')","{'ENSG00000136908': ('ENSG00000136908', 1, 2.486)}","{'ENSG00000136908': ('ENSG00000136908', 1, 1.756)}"
"('MAR07274', 'ENSG00000214160')",{},{}
"('MAR07275', '(ENSG00000000419 and ENSG00000136908 and ENSG00000179085) or ENSG00000086848')","{'ENSG00000136908': ('ENSG00000136908', 1, 2.486)}","{'ENSG00000136908': ('ENSG00000136908', 1, 1.756)}"
"('MAR07276', 'ENSG00000182858 or ENSG00000214160')",{},{}
"('MAR07277', 'ENSG00000086848')",{},{}
"('MAR07278', 'ENSG00000120697')",{},{}
"('MAR07279', 'ENSG00000088035')",{},{}
"('MAR07280', 'ENSG00000159063')","{'ENSG00000159063': ('ENSG00000159063', 1, 1.065)}","{'ENSG00000159063': ('ENSG00000159063', 1, 1.504)}"
"('MAR07281', 'ENSG00000139133 or ENSG00000175548 or ENSG00000159063')","{'ENSG00000159063': ('ENSG00000159063', 1, 1.065)}","{'ENSG00000159063': ('ENSG00000159063', 1, 1.504)}"
"('MAR07285', '(ENSG00000118705 and ENSG00000129562 and ENSG00000134910 and ENSG00000163902 and ENSG00000244038) or (ENSG00000104723 and ENSG00000118705 and ENSG00000129562 and ENSG00000163527 and ENSG00000163902 and ENSG00000244038)')","{'ENSG00000129562': ('ENSG00000129562', 0.25, 678.3), 'ENSG00000163902': ('ENSG00000163902', 0.25, 383.7)}","{'ENSG00000129562': ('ENSG00000129562', 0.25, 683.6), 'ENSG00000163902': ('ENSG00000163902', 0.25, 346.9)}"
"('MAR07286', 'ENSG00000115275')",{},{}
"('MAR07287', 'ENSG00000089597')",{},{}
"('MAR07288', '')",{},{}
"('MAR07289', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07290', '')",{},{}
"('MAR07291', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07292', '')",{},{}
"('MAR07293', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07294', '')",{},{}
"('MAR07295', '')",{},{}
"('MAR07296', '')",{},{}
"('MAR07297', '')",{},{}
"('MAR07298', '')",{},{}
"('MAR07299', '')",{},{}
"('MAR07300', '')",{},{}
"('MAR07301', '')",{},{}
"('MAR07302', '')",{},{}
"('MAR07303', '')",{},{}
"('MAR07304', '')",{},{}
"('MAR07305', '')",{},{}
"('MAR07306', '')",{},{}
"('MAR07308', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07309', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07310', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07311', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07312', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07313', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07314', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07315', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07316', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07317', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07318', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07319', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07320', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07321', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07322', 'ENSG00000111885 or ENSG00000117643 or ENSG00000177239 or ENSG00000198162')",{},{}
"('MAR07323', 'ENSG00000131446')",{},{}
"('MAR07324', 'ENSG00000112893 or ENSG00000196547')",{},{}
"('MAR07325', 'ENSG00000168282')",{},{}
"('MAR07326', 'ENSG00000128268')",{},{}
"('MAR07327', 'ENSG00000071073 or ENSG00000161013 or ENSG00000182050')",{},{}
"('MAR07328', 'ENSG00000152127')",{},{}
"('MAR07329', 'ENSG00000182050')",{},{}
"('MAR07332', 'ENSG00000033170')",{},{}
"('MAR07333', 'ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850')","{'ENSG00000117411': ('ENSG00000117411', 0.577688094551744, 2.004), 'ENSG00000158470': ('ENSG00000158470', 0.422311905448256, 1.465)}","{'ENSG00000117411': ('ENSG00000117411', 0.06335887853185394, 0.4357), 'ENSG00000158470': ('ENSG00000158470', 0.936641121468146, 6.441)}"
"('MAR07334', 'ENSG00000073849 or ENSG00000144057')",{},{}
"('MAR07428', 'ENSG00000013288 or ENSG00000104774 or ENSG00000140400')","{'ENSG00000104774': ('ENSG00000104774', 1, 81.71)}","{'ENSG00000104774': ('ENSG00000104774', 1, 70.69)}"
"('MAR07429', 'ENSG00000109323')",{},{}
"('MAR07574', 'ENSG00000038002')",{},{}
"('MAR07575', 'ENSG00000167280')",{},{}
"('MAR07576', 'ENSG00000064601 or ENSG00000115488 or ENSG00000162139 or ENSG00000170266 or ENSG00000204099 or ENSG00000204386')","{'ENSG00000170266': ('ENSG00000170266', 1, 0.4012)}","{'ENSG00000170266': ('ENSG00000170266', 1, 2.646)}"
"('MAR07577', 'ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386')","{'ENSG00000170266': ('ENSG00000170266', 1, 0.4012)}","{'ENSG00000170266': ('ENSG00000170266', 1, 2.646)}"
"('MAR07578', 'ENSG00000049860 or ENSG00000169660 or ENSG00000213614')","{'ENSG00000049860': ('ENSG00000049860', 0.999742521381828, 589.8), 'ENSG00000213614': ('ENSG00000213614', 0.0002574786181720917, 0.1519)}","{'ENSG00000049860': ('ENSG00000049860', 0.9998256439272007, 615.3), 'ENSG00000213614': ('ENSG00000213614', 0.00017435607279926645, 0.1073)}"
"('MAR07580', 'ENSG00000001036 or ENSG00000179163')",{},{}
"('MAR07582', 'ENSG00000001036 or ENSG00000179163')",{},{}
"('MAR07585', 'ENSG00000038002')",{},{}
"('MAR07586', 'ENSG00000167280')",{},{}
"('MAR07587', 'ENSG00000049860 or ENSG00000169660 or ENSG00000213614')","{'ENSG00000049860': ('ENSG00000049860', 0.999742521381828, 589.8), 'ENSG00000213614': ('ENSG00000213614', 0.0002574786181720917, 0.1519)}","{'ENSG00000049860': ('ENSG00000049860', 0.9998256439272007, 615.3), 'ENSG00000213614': ('ENSG00000213614', 0.00017435607279926645, 0.1073)}"
"('MAR08691', 'ENSG00000167130')",{},{}
"('MAR08692', '')",{},{}
"('MAR08693', 'ENSG00000071073 or ENSG00000161013 or ENSG00000182050')",{},{}
"('MAR08694', 'ENSG00000152127')",{},{}
"('MAR08695', '')",{},{}
"('MAR05151', 'ENSG00000163631')","{'ENSG00000163631': ('ENSG00000163631', 1, 16410.0)}","{'ENSG00000163631': ('ENSG00000163631', 1, 19840.0)}"
"('MAR05152', 'ENSG00000196136')","{'ENSG00000196136': ('ENSG00000196136', 1, 118.0)}","{'ENSG00000196136': ('ENSG00000196136', 1, 84.77)}"
"('MAR05153', 'ENSG00000197249')",{},{}
"('MAR05154', 'ENSG00000084674')",{},{}
"('MAR05155', '')",{},{}
"('MAR05156', '')",{},{}
"('MAR05157', 'ENSG00000130208')","{'ENSG00000130208': ('ENSG00000130208', 1, 21480.0)}","{'ENSG00000130208': ('ENSG00000130208', 1, 22070.0)}"
"('MAR05158', 'ENSG00000234906')",{},{}
"('MAR05159', 'ENSG00000110245')",{},{}
"('MAR05160', 'ENSG00000171560')",{},{}
"('MAR05161', '')",{},{}
"('MAR05162', 'ENSG00000122194')",{},{}
"('MAR05163', 'ENSG00000180210')","{'ENSG00000180210': ('ENSG00000180210', 1, 544.1)}","{'ENSG00000180210': ('ENSG00000180210', 1, 447.3)}"
"('MAR05164', 'ENSG00000072274')",{},{}
"('MAR05165', 'ENSG00000130203')","{'ENSG00000130203': ('ENSG00000130203', 1, 2008.0)}","{'ENSG00000130203': ('ENSG00000130203', 1, 1736.0)}"
"('MAR05166', 'ENSG00000168487')",{},{}
"('MAR05167', '')",{},{}
"('MAR05168', '')",{},{}
"('MAR05169', '')",{},{}
"('MAR05170', '')",{},{}
"('MAR05171', '')",{},{}
"('MAR05172', '')",{},{}
"('MAR05174', '')",{},{}
"('MAR07282', '')",{},{}
"('MAR07616', '')",{},{}
"('MAR07619', 'ENSG00000128294 or ENSG00000169902')",{},{}
"('MAR09735', '')",{},{}
"('MAR07621', '')",{},{}
"('MAR07622', 'ENSG00000117115 or ENSG00000142619 or ENSG00000142623 or ENSG00000159339 or ENSG00000276747')",{},{}
"('MAR07624', 'ENSG00000144843')",{},{}
"('MAR07626', 'ENSG00000144843')",{},{}
"('MAR05258', 'ENSG00000163631')","{'ENSG00000163631': ('ENSG00000163631', 1, 16410.0)}","{'ENSG00000163631': ('ENSG00000163631', 1, 19840.0)}"
"('MAR05259', 'ENSG00000064601 or ENSG00000100448 or ENSG00000100600 or ENSG00000101160 or ENSG00000103811 or ENSG00000109861 or ENSG00000117984 or ENSG00000135047 or ENSG00000136943 or ENSG00000143387 or ENSG00000163131 or ENSG00000164733 or ENSG00000166340 or ENSG00000172543 or ENSG00000174080 or ENSG00000196188 or ENSG00000256043')","{'ENSG00000100600': ('ENSG00000100600', 0.0008390234044934805, 1.694), 'ENSG00000117984': ('ENSG00000117984', 0.7008371412976829, 1415.0), 'ENSG00000135047': ('ENSG00000135047', 0.026408930299641316, 53.32), 'ENSG00000163131': ('ENSG00000163131', 0.27191490499818227, 549.0)}","{'ENSG00000100600': ('ENSG00000100600', 0.000589336698345771, 1.197), 'ENSG00000117984': ('ENSG00000117984', 0.6833745507969341, 1388.0), 'ENSG00000135047': ('ENSG00000135047', 0.01969379108924882, 40.0), 'ENSG00000163131': ('ENSG00000163131', 0.29634232141547157, 601.9)}"
"('MAR05260', '')",{},{}
"('MAR05261', 'ENSG00000064601 or ENSG00000100448 or ENSG00000100600 or ENSG00000101160 or ENSG00000103811 or ENSG00000109861 or ENSG00000117984 or ENSG00000135047 or ENSG00000136943 or ENSG00000143387 or ENSG00000163131 or ENSG00000164733 or ENSG00000166340 or ENSG00000172543 or ENSG00000174080 or ENSG00000196188 or ENSG00000256043')","{'ENSG00000100600': ('ENSG00000100600', 0.0008390234044934805, 1.694), 'ENSG00000117984': ('ENSG00000117984', 0.7008371412976829, 1415.0), 'ENSG00000135047': ('ENSG00000135047', 0.026408930299641316, 53.32), 'ENSG00000163131': ('ENSG00000163131', 0.27191490499818227, 549.0)}","{'ENSG00000100600': ('ENSG00000100600', 0.000589336698345771, 1.197), 'ENSG00000117984': ('ENSG00000117984', 0.6833745507969341, 1388.0), 'ENSG00000135047': ('ENSG00000135047', 0.01969379108924882, 40.0), 'ENSG00000163131': ('ENSG00000163131', 0.29634232141547157, 601.9)}"
"('MAR05262', '')",{},{}
"('MAR05263', 'ENSG00000064601 or ENSG00000100448 or ENSG00000100600 or ENSG00000101160 or ENSG00000103811 or ENSG00000109861 or ENSG00000117984 or ENSG00000135047 or ENSG00000136943 or ENSG00000143387 or ENSG00000163131 or ENSG00000164733 or ENSG00000166340 or ENSG00000172543 or ENSG00000174080 or ENSG00000196188 or ENSG00000256043')","{'ENSG00000100600': ('ENSG00000100600', 0.0008390234044934805, 1.694), 'ENSG00000117984': ('ENSG00000117984', 0.7008371412976829, 1415.0), 'ENSG00000135047': ('ENSG00000135047', 0.026408930299641316, 53.32), 'ENSG00000163131': ('ENSG00000163131', 0.27191490499818227, 549.0)}","{'ENSG00000100600': ('ENSG00000100600', 0.000589336698345771, 1.197), 'ENSG00000117984': ('ENSG00000117984', 0.6833745507969341, 1388.0), 'ENSG00000135047': ('ENSG00000135047', 0.01969379108924882, 40.0), 'ENSG00000163131': ('ENSG00000163131', 0.29634232141547157, 601.9)}"
"('MAR05264', '')",{},{}
"('MAR05265', 'ENSG00000064601 or ENSG00000100448 or ENSG00000100600 or ENSG00000101160 or ENSG00000103811 or ENSG00000109861 or ENSG00000117984 or ENSG00000135047 or ENSG00000136943 or ENSG00000143387 or ENSG00000163131 or ENSG00000164733 or ENSG00000166340 or ENSG00000172543 or ENSG00000174080 or ENSG00000196188 or ENSG00000256043')","{'ENSG00000100600': ('ENSG00000100600', 0.0008390234044934805, 1.694), 'ENSG00000117984': ('ENSG00000117984', 0.7008371412976829, 1415.0), 'ENSG00000135047': ('ENSG00000135047', 0.026408930299641316, 53.32), 'ENSG00000163131': ('ENSG00000163131', 0.27191490499818227, 549.0)}","{'ENSG00000100600': ('ENSG00000100600', 0.000589336698345771, 1.197), 'ENSG00000117984': ('ENSG00000117984', 0.6833745507969341, 1388.0), 'ENSG00000135047': ('ENSG00000135047', 0.01969379108924882, 40.0), 'ENSG00000163131': ('ENSG00000163131', 0.29634232141547157, 601.9)}"
"('MAR05266', '')",{},{}
"('MAR05267', '')",{},{}
"('MAR05268', '')",{},{}
"('MAR05269', '')",{},{}
"('MAR05270', '')",{},{}
"('MAR05271', '')",{},{}
"('MAR05272', 'ENSG00000064601 or ENSG00000100448 or ENSG00000100600 or ENSG00000101160 or ENSG00000103811 or ENSG00000109861 or ENSG00000117984 or ENSG00000135047 or ENSG00000136943 or ENSG00000143387 or ENSG00000163131 or ENSG00000164733 or ENSG00000166340 or ENSG00000172543 or ENSG00000174080 or ENSG00000196188 or ENSG00000256043')","{'ENSG00000100600': ('ENSG00000100600', 0.0008390234044934805, 1.694), 'ENSG00000117984': ('ENSG00000117984', 0.7008371412976829, 1415.0), 'ENSG00000135047': ('ENSG00000135047', 0.026408930299641316, 53.32), 'ENSG00000163131': ('ENSG00000163131', 0.27191490499818227, 549.0)}","{'ENSG00000100600': ('ENSG00000100600', 0.000589336698345771, 1.197), 'ENSG00000117984': ('ENSG00000117984', 0.6833745507969341, 1388.0), 'ENSG00000135047': ('ENSG00000135047', 0.01969379108924882, 40.0), 'ENSG00000163131': ('ENSG00000163131', 0.29634232141547157, 601.9)}"
"('MAR05273', '')",{},{}
"('MAR05274', 'ENSG00000064601 or ENSG00000100448 or ENSG00000100600 or ENSG00000101160 or ENSG00000103811 or ENSG00000109861 or ENSG00000117984 or ENSG00000135047 or ENSG00000136943 or ENSG00000143387 or ENSG00000163131 or ENSG00000164733 or ENSG00000166340 or ENSG00000172543 or ENSG00000174080 or ENSG00000196188 or ENSG00000256043')","{'ENSG00000100600': ('ENSG00000100600', 0.0008390234044934805, 1.694), 'ENSG00000117984': ('ENSG00000117984', 0.7008371412976829, 1415.0), 'ENSG00000135047': ('ENSG00000135047', 0.026408930299641316, 53.32), 'ENSG00000163131': ('ENSG00000163131', 0.27191490499818227, 549.0)}","{'ENSG00000100600': ('ENSG00000100600', 0.000589336698345771, 1.197), 'ENSG00000117984': ('ENSG00000117984', 0.6833745507969341, 1388.0), 'ENSG00000135047': ('ENSG00000135047', 0.01969379108924882, 40.0), 'ENSG00000163131': ('ENSG00000163131', 0.29634232141547157, 601.9)}"
"('MAR05275', '')",{},{}
"('MAR05276', 'ENSG00000064601 or ENSG00000100448 or ENSG00000100600 or ENSG00000101160 or ENSG00000103811 or ENSG00000109861 or ENSG00000117984 or ENSG00000135047 or ENSG00000136943 or ENSG00000143387 or ENSG00000163131 or ENSG00000164733 or ENSG00000166340 or ENSG00000172543 or ENSG00000174080 or ENSG00000196188 or ENSG00000256043')","{'ENSG00000100600': ('ENSG00000100600', 0.0008390234044934805, 1.694), 'ENSG00000117984': ('ENSG00000117984', 0.7008371412976829, 1415.0), 'ENSG00000135047': ('ENSG00000135047', 0.026408930299641316, 53.32), 'ENSG00000163131': ('ENSG00000163131', 0.27191490499818227, 549.0)}","{'ENSG00000100600': ('ENSG00000100600', 0.000589336698345771, 1.197), 'ENSG00000117984': ('ENSG00000117984', 0.6833745507969341, 1388.0), 'ENSG00000135047': ('ENSG00000135047', 0.01969379108924882, 40.0), 'ENSG00000163131': ('ENSG00000163131', 0.29634232141547157, 601.9)}"
"('MAR05277', '')",{},{}
"('MAR05278', 'ENSG00000064601 or ENSG00000100448 or ENSG00000100600 or ENSG00000101160 or ENSG00000103811 or ENSG00000109861 or ENSG00000117984 or ENSG00000135047 or ENSG00000136943 or ENSG00000143387 or ENSG00000163131 or ENSG00000164733 or ENSG00000166340 or ENSG00000172543 or ENSG00000174080 or ENSG00000196188 or ENSG00000256043')","{'ENSG00000100600': ('ENSG00000100600', 0.0008390234044934805, 1.694), 'ENSG00000117984': ('ENSG00000117984', 0.7008371412976829, 1415.0), 'ENSG00000135047': ('ENSG00000135047', 0.026408930299641316, 53.32), 'ENSG00000163131': ('ENSG00000163131', 0.27191490499818227, 549.0)}","{'ENSG00000100600': ('ENSG00000100600', 0.000589336698345771, 1.197), 'ENSG00000117984': ('ENSG00000117984', 0.6833745507969341, 1388.0), 'ENSG00000135047': ('ENSG00000135047', 0.01969379108924882, 40.0), 'ENSG00000163131': ('ENSG00000163131', 0.29634232141547157, 601.9)}"
"('MAR05279', '')",{},{}
"('MAR05280', 'ENSG00000064601 or ENSG00000100448 or ENSG00000100600 or ENSG00000101160 or ENSG00000103811 or ENSG00000109861 or ENSG00000117984 or ENSG00000135047 or ENSG00000136943 or ENSG00000143387 or ENSG00000163131 or ENSG00000164733 or ENSG00000166340 or ENSG00000172543 or ENSG00000174080 or ENSG00000196188 or ENSG00000256043')","{'ENSG00000100600': ('ENSG00000100600', 0.0008390234044934805, 1.694), 'ENSG00000117984': ('ENSG00000117984', 0.7008371412976829, 1415.0), 'ENSG00000135047': ('ENSG00000135047', 0.026408930299641316, 53.32), 'ENSG00000163131': ('ENSG00000163131', 0.27191490499818227, 549.0)}","{'ENSG00000100600': ('ENSG00000100600', 0.000589336698345771, 1.197), 'ENSG00000117984': ('ENSG00000117984', 0.6833745507969341, 1388.0), 'ENSG00000135047': ('ENSG00000135047', 0.01969379108924882, 40.0), 'ENSG00000163131': ('ENSG00000163131', 0.29634232141547157, 601.9)}"
"('MAR05281', '')",{},{}
"('MAR05282', 'ENSG00000064601 or ENSG00000100448 or ENSG00000100600 or ENSG00000101160 or ENSG00000103811 or ENSG00000109861 or ENSG00000117984 or ENSG00000135047 or ENSG00000136943 or ENSG00000143387 or ENSG00000163131 or ENSG00000164733 or ENSG00000166340 or ENSG00000172543 or ENSG00000174080 or ENSG00000196188 or ENSG00000256043')","{'ENSG00000100600': ('ENSG00000100600', 0.0008390234044934805, 1.694), 'ENSG00000117984': ('ENSG00000117984', 0.7008371412976829, 1415.0), 'ENSG00000135047': ('ENSG00000135047', 0.026408930299641316, 53.32), 'ENSG00000163131': ('ENSG00000163131', 0.27191490499818227, 549.0)}","{'ENSG00000100600': ('ENSG00000100600', 0.000589336698345771, 1.197), 'ENSG00000117984': ('ENSG00000117984', 0.6833745507969341, 1388.0), 'ENSG00000135047': ('ENSG00000135047', 0.01969379108924882, 40.0), 'ENSG00000163131': ('ENSG00000163131', 0.29634232141547157, 601.9)}"
"('MAR05283', '')",{},{}
"('MAR05284', 'ENSG00000064601 or ENSG00000100448 or ENSG00000100600 or ENSG00000101160 or ENSG00000103811 or ENSG00000109861 or ENSG00000117984 or ENSG00000135047 or ENSG00000136943 or ENSG00000143387 or ENSG00000163131 or ENSG00000164733 or ENSG00000166340 or ENSG00000172543 or ENSG00000174080 or ENSG00000196188 or ENSG00000256043')","{'ENSG00000100600': ('ENSG00000100600', 0.0008390234044934805, 1.694), 'ENSG00000117984': ('ENSG00000117984', 0.7008371412976829, 1415.0), 'ENSG00000135047': ('ENSG00000135047', 0.026408930299641316, 53.32), 'ENSG00000163131': ('ENSG00000163131', 0.27191490499818227, 549.0)}","{'ENSG00000100600': ('ENSG00000100600', 0.000589336698345771, 1.197), 'ENSG00000117984': ('ENSG00000117984', 0.6833745507969341, 1388.0), 'ENSG00000135047': ('ENSG00000135047', 0.01969379108924882, 40.0), 'ENSG00000163131': ('ENSG00000163131', 0.29634232141547157, 601.9)}"
"('MAR05285', 'ENSG00000064601 or ENSG00000100448 or ENSG00000100600 or ENSG00000101160 or ENSG00000103811 or ENSG00000109861 or ENSG00000117984 or ENSG00000135047 or ENSG00000136943 or ENSG00000143387 or ENSG00000163131 or ENSG00000164733 or ENSG00000166340 or ENSG00000172543 or ENSG00000174080 or ENSG00000196188 or ENSG00000256043')","{'ENSG00000100600': ('ENSG00000100600', 0.0008390234044934805, 1.694), 'ENSG00000117984': ('ENSG00000117984', 0.7008371412976829, 1415.0), 'ENSG00000135047': ('ENSG00000135047', 0.026408930299641316, 53.32), 'ENSG00000163131': ('ENSG00000163131', 0.27191490499818227, 549.0)}","{'ENSG00000100600': ('ENSG00000100600', 0.000589336698345771, 1.197), 'ENSG00000117984': ('ENSG00000117984', 0.6833745507969341, 1388.0), 'ENSG00000135047': ('ENSG00000135047', 0.01969379108924882, 40.0), 'ENSG00000163131': ('ENSG00000163131', 0.29634232141547157, 601.9)}"
"('MAR05286', 'ENSG00000064601 or ENSG00000100448 or ENSG00000100600 or ENSG00000101160 or ENSG00000103811 or ENSG00000109861 or ENSG00000117984 or ENSG00000135047 or ENSG00000136943 or ENSG00000143387 or ENSG00000163131 or ENSG00000164733 or ENSG00000166340 or ENSG00000172543 or ENSG00000174080 or ENSG00000196188 or ENSG00000256043')","{'ENSG00000100600': ('ENSG00000100600', 0.0008390234044934805, 1.694), 'ENSG00000117984': ('ENSG00000117984', 0.7008371412976829, 1415.0), 'ENSG00000135047': ('ENSG00000135047', 0.026408930299641316, 53.32), 'ENSG00000163131': ('ENSG00000163131', 0.27191490499818227, 549.0)}","{'ENSG00000100600': ('ENSG00000100600', 0.000589336698345771, 1.197), 'ENSG00000117984': ('ENSG00000117984', 0.6833745507969341, 1388.0), 'ENSG00000135047': ('ENSG00000135047', 0.01969379108924882, 40.0), 'ENSG00000163131': ('ENSG00000163131', 0.29634232141547157, 601.9)}"
"('MAR05287', 'ENSG00000064601 or ENSG00000100448 or ENSG00000100600 or ENSG00000101160 or ENSG00000103811 or ENSG00000109861 or ENSG00000117984 or ENSG00000135047 or ENSG00000136943 or ENSG00000143387 or ENSG00000163131 or ENSG00000164733 or ENSG00000166340 or ENSG00000172543 or ENSG00000174080 or ENSG00000196188 or ENSG00000256043')","{'ENSG00000100600': ('ENSG00000100600', 0.0008390234044934805, 1.694), 'ENSG00000117984': ('ENSG00000117984', 0.7008371412976829, 1415.0), 'ENSG00000135047': ('ENSG00000135047', 0.026408930299641316, 53.32), 'ENSG00000163131': ('ENSG00000163131', 0.27191490499818227, 549.0)}","{'ENSG00000100600': ('ENSG00000100600', 0.000589336698345771, 1.197), 'ENSG00000117984': ('ENSG00000117984', 0.6833745507969341, 1388.0), 'ENSG00000135047': ('ENSG00000135047', 0.01969379108924882, 40.0), 'ENSG00000163131': ('ENSG00000163131', 0.29634232141547157, 601.9)}"
"('MAR05288', 'ENSG00000165996 or ENSG00000206527')",{},{}
"('MAR05290', 'ENSG00000064601 or ENSG00000100448 or ENSG00000100600 or ENSG00000101160 or ENSG00000103811 or ENSG00000109861 or ENSG00000117984 or ENSG00000135047 or ENSG00000136943 or ENSG00000143387 or ENSG00000163131 or ENSG00000164733 or ENSG00000166340 or ENSG00000172543 or ENSG00000174080 or ENSG00000196188 or ENSG00000256043')","{'ENSG00000100600': ('ENSG00000100600', 0.0008390234044934805, 1.694), 'ENSG00000117984': ('ENSG00000117984', 0.7008371412976829, 1415.0), 'ENSG00000135047': ('ENSG00000135047', 0.026408930299641316, 53.32), 'ENSG00000163131': ('ENSG00000163131', 0.27191490499818227, 549.0)}","{'ENSG00000100600': ('ENSG00000100600', 0.000589336698345771, 1.197), 'ENSG00000117984': ('ENSG00000117984', 0.6833745507969341, 1388.0), 'ENSG00000135047': ('ENSG00000135047', 0.01969379108924882, 40.0), 'ENSG00000163131': ('ENSG00000163131', 0.29634232141547157, 601.9)}"
"('MAR05291', '')",{},{}
"('MAR09817', '')",{},{}
"('MAR09818', '')",{},{}
"('MAR05407', 'ENSG00000074410 or ENSG00000104267 or ENSG00000107159 or ENSG00000118298 or ENSG00000131686 or ENSG00000167434')","{'ENSG00000104267': ('ENSG00000104267', 0.9968315937874618, 68.02), 'ENSG00000107159': ('ENSG00000107159', 0.003168406212538213, 0.2162)}","{'ENSG00000104267': ('ENSG00000104267', 0.9953097773103762, 64.83), 'ENSG00000107159': ('ENSG00000107159', 0.004690222689623938, 0.3055)}"
"('MAR03851', '')",{},{}
"('MAR03861', 'ENSG00000120053')","{'ENSG00000120053': ('ENSG00000120053', 1, 119.3)}","{'ENSG00000120053': ('ENSG00000120053', 1, 170.8)}"
"('MAR03866', '')",{},{}
"('MAR03915', 'ENSG00000150540')",{},{}
"('MAR04084', 'ENSG00000104331 or ENSG00000162813')",{},{}
"('MAR04187', 'ENSG00000104331 or ENSG00000162813')",{},{}
"('MAR04188', '')",{},{}
"('MAR04701', 'ENSG00000123453 or ENSG00000132837')",{},{}
"('MAR04840', '')",{},{}
"('MAR04842', 'ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254')",{},{}
"('MAR08662', '(ENSG00000163541 and ENSG00000172340) or (ENSG00000136143 and ENSG00000163541)')","{'ENSG00000136143': ('ENSG00000136143', 1, 53.11)}","{'ENSG00000136143': ('ENSG00000136143', 1, 55.72)}"
"('MAR08663', '(ENSG00000163541 and ENSG00000172340) or (ENSG00000136143 and ENSG00000163541)')","{'ENSG00000136143': ('ENSG00000136143', 1, 53.11)}","{'ENSG00000136143': ('ENSG00000136143', 1, 55.72)}"
"('MAR08664', 'ENSG00000148090')",{},{}
"('MAR08665', '')",{},{}
"('MAR08666', 'ENSG00000125246')",{},{}
