,sample_1,sample_2,sample_3
"('MAR03905', 'ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144')","{'ENSG00000147576': ('ENSG00000147576', 0.6839622641509434, 72.5), 'ENSG00000180011': ('ENSG00000180011', 0.11132075471698115, 11.8), 'ENSG00000197894': ('ENSG00000197894', 0.20471698113207545, 21.7)}","{'ENSG00000147576': ('ENSG00000147576', 0.02014388489208633, 1.4), 'ENSG00000180011': ('ENSG00000180011', 0.26906474820143883, 18.7), 'ENSG00000197894': ('ENSG00000197894', 0.7107913669064748, 49.4)}","{'ENSG00000147576': ('ENSG00000147576', 0.3333333333333333, 13.4), 'ENSG00000180011': ('ENSG00000180011', 0.2885572139303482, 11.6), 'ENSG00000197894': ('ENSG00000197894', 0.37810945273631835, 15.2)}"
"('MAR03907', 'ENSG00000117448')","{'ENSG00000117448': ('ENSG00000117448', 1, 6.8)}","{'ENSG00000117448': ('ENSG00000117448', 1, 141.4)}","{'ENSG00000117448': ('ENSG00000117448', 1, 19.7)}"
"('MAR04097', 'ENSG00000131069')","{'ENSG00000131069': ('ENSG00000131069', 1, 16.7)}","{'ENSG00000131069': ('ENSG00000131069', 1, 15.3)}","{'ENSG00000131069': ('ENSG00000131069', 1, 17.0)}"
"('MAR04099', 'ENSG00000111058 or ENSG00000154930')","{'ENSG00000111058': ('ENSG00000111058', 0.3584778203107408, 159.2), 'ENSG00000154930': ('ENSG00000154930', 0.6415221796892592, 284.9)}","{'ENSG00000111058': ('ENSG00000111058', 0.09848484848484848, 1.3), 'ENSG00000154930': ('ENSG00000154930', 0.9015151515151515, 11.9)}","{'ENSG00000111058': ('ENSG00000111058', 0.4632152588555858, 34.0), 'ENSG00000154930': ('ENSG00000154930', 0.5367847411444141, 39.4)}"
"('MAR04108', 'ENSG00000131069')","{'ENSG00000131069': ('ENSG00000131069', 1, 16.7)}","{'ENSG00000131069': ('ENSG00000131069', 1, 15.3)}","{'ENSG00000131069': ('ENSG00000131069', 1, 17.0)}"
"('MAR04133', 'ENSG00000131069')","{'ENSG00000131069': ('ENSG00000131069', 1, 16.7)}","{'ENSG00000131069': ('ENSG00000131069', 1, 15.3)}","{'ENSG00000131069': ('ENSG00000131069', 1, 17.0)}"
"('MAR04281', 'ENSG00000111716 or ENSG00000134333')","{'ENSG00000111716': ('ENSG00000111716', 0.7602820211515865, 64.7), 'ENSG00000134333': ('ENSG00000134333', 0.23971797884841364, 20.4)}","{'ENSG00000111716': ('ENSG00000111716', 0.28841980666798184, 146.2), 'ENSG00000134333': ('ENSG00000134333', 0.7115801933320182, 360.7)}","{'ENSG00000111716': ('ENSG00000111716', 0.6204238921001927, 32.2), 'ENSG00000134333': ('ENSG00000134333', 0.3795761078998073, 19.7)}"
"('MAR04388', 'ENSG00000111716 or ENSG00000134333 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989')","{'ENSG00000111716': ('ENSG00000111716', 0.7497103128621091, 64.7), 'ENSG00000134333': ('ENSG00000134333', 0.23638470451911936, 20.4), 'ENSG00000166796': ('ENSG00000166796', 0.013904982618771726, 1.2)}","{'ENSG00000111716': ('ENSG00000111716', 0.2871170463472113, 146.2), 'ENSG00000134333': ('ENSG00000134333', 0.7083660644147682, 360.7), 'ENSG00000166796': ('ENSG00000166796', 0.004516889238020424, 2.3)}","{'ENSG00000111716': ('ENSG00000111716', 0.5996275605214153, 32.2), 'ENSG00000134333': ('ENSG00000134333', 0.366852886405959, 19.7), 'ENSG00000166796': ('ENSG00000166796', 0.0335195530726257, 1.8)}"
"('MAR04283', 'ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254')","{'ENSG00000006534': ('ENSG00000006534', 0.75, 0.9), 'ENSG00000184254': ('ENSG00000184254', 0.25, 0.3)}","{'ENSG00000006534': ('ENSG00000006534', 0.9295774647887324, 33.0), 'ENSG00000184254': ('ENSG00000184254', 0.07042253521126761, 2.5)}","{'ENSG00000006534': ('ENSG00000006534', 0.6666666666666666, 1.8), 'ENSG00000184254': ('ENSG00000184254', 0.3333333333333333, 0.9)}"
"('MAR08357', 'ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904')","{'ENSG00000072210': ('ENSG00000072210', 0.08239478363959693, 13.9), 'ENSG00000111275': ('ENSG00000111275', 0.28808535862477774, 48.6), 'ENSG00000143149': ('ENSG00000143149', 0.07172495554238292, 12.1), 'ENSG00000164904': ('ENSG00000164904', 0.5577949021932425, 94.1)}","{'ENSG00000072210': ('ENSG00000072210', 0.10575539568345324, 29.4), 'ENSG00000111275': ('ENSG00000111275', 0.6899280575539569, 191.8), 'ENSG00000143149': ('ENSG00000143149', 0.16115107913669066, 44.8), 'ENSG00000164904': ('ENSG00000164904', 0.04316546762589928, 12.0)}","{'ENSG00000072210': ('ENSG00000072210', 0.2256317689530686, 12.5), 'ENSG00000111275': ('ENSG00000111275', 0.4512635379061372, 25.0), 'ENSG00000143149': ('ENSG00000143149', 0.11371841155234656, 6.3), 'ENSG00000164904': ('ENSG00000164904', 0.20938628158844766, 11.6)}"
"('MAR04379', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.6060606060606061, 122.0), 'ENSG00000141959': ('ENSG00000141959', 0.250869349230005, 50.5), 'ENSG00000152556': ('ENSG00000152556', 0.14307004470938897, 28.8)}","{'ENSG00000067057': ('ENSG00000067057', 0.17319848293299622, 13.7), 'ENSG00000141959': ('ENSG00000141959', 0.7812895069532239, 61.8), 'ENSG00000152556': ('ENSG00000152556', 0.04551201011378003, 3.6)}","{'ENSG00000067057': ('ENSG00000067057', 0.31359649122807015, 14.3), 'ENSG00000141959': ('ENSG00000141959', 0.6074561403508771, 27.7), 'ENSG00000152556': ('ENSG00000152556', 0.07894736842105263, 3.6)}"
"('MAR04301', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.6060606060606061, 122.0), 'ENSG00000141959': ('ENSG00000141959', 0.250869349230005, 50.5), 'ENSG00000152556': ('ENSG00000152556', 0.14307004470938897, 28.8)}","{'ENSG00000067057': ('ENSG00000067057', 0.17319848293299622, 13.7), 'ENSG00000141959': ('ENSG00000141959', 0.7812895069532239, 61.8), 'ENSG00000152556': ('ENSG00000152556', 0.04551201011378003, 3.6)}","{'ENSG00000067057': ('ENSG00000067057', 0.31359649122807015, 14.3), 'ENSG00000141959': ('ENSG00000141959', 0.6074561403508771, 27.7), 'ENSG00000152556': ('ENSG00000152556', 0.07894736842105263, 3.6)}"
"('MAR04355', 'ENSG00000109107 or ENSG00000136872')","{'ENSG00000109107': ('ENSG00000109107', 1, 92.6)}","{'ENSG00000109107': ('ENSG00000109107', 1, 3.3)}","{'ENSG00000109107': ('ENSG00000109107', 1, 20.6)}"
"('MAR04358', 'ENSG00000067225 or ENSG00000143627')","{'ENSG00000067225': ('ENSG00000067225', 0.9941634241245136, 102.2), 'ENSG00000143627': ('ENSG00000143627', 0.005836575875486381, 0.6)}","{'ENSG00000067225': ('ENSG00000067225', 0.999787595581988, 470.7), 'ENSG00000143627': ('ENSG00000143627', 0.00021240441801189465, 0.1)}","{'ENSG00000067225': ('ENSG00000067225', 0.976063829787234, 36.7), 'ENSG00000143627': ('ENSG00000143627', 0.023936170212765957, 0.9)}"
"('MAR04360', 'ENSG00000180011')","{'ENSG00000180011': ('ENSG00000180011', 1, 11.8)}","{'ENSG00000180011': ('ENSG00000180011', 1, 18.7)}","{'ENSG00000180011': ('ENSG00000180011', 1, 11.6)}"
"('MAR04363', 'ENSG00000074800 or ENSG00000108515 or ENSG00000111674')","{'ENSG00000074800': ('ENSG00000074800', 0.6474622770919067, 94.4), 'ENSG00000111674': ('ENSG00000111674', 0.35253772290809327, 51.4)}","{'ENSG00000074800': ('ENSG00000074800', 0.9919571045576407, 444.0), 'ENSG00000111674': ('ENSG00000111674', 0.00804289544235925, 3.6)}","{'ENSG00000074800': ('ENSG00000074800', 0.5493482309124766, 29.5), 'ENSG00000111674': ('ENSG00000111674', 0.45065176908752325, 24.2)}"
"('MAR04365', 'ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784')","{'ENSG00000164708': ('ENSG00000164708', 0.18413597733711046, 6.5), 'ENSG00000171314': ('ENSG00000171314', 0.6402266288951841, 22.6), 'ENSG00000172331': ('ENSG00000172331', 0.17563739376770537, 6.2)}","{'ENSG00000164708': ('ENSG00000164708', 0.008681925808997633, 1.1), 'ENSG00000171314': ('ENSG00000171314', 0.9116022099447514, 115.5), 'ENSG00000172331': ('ENSG00000172331', 0.07971586424625099, 10.1)}","{'ENSG00000164708': ('ENSG00000164708', 0.07725321888412016, 1.8), 'ENSG00000171314': ('ENSG00000171314', 0.6909871244635193, 16.1), 'ENSG00000172331': ('ENSG00000172331', 0.23175965665236048, 5.4)}"
"('MAR04368', 'ENSG00000096006 or ENSG00000102144 or ENSG00000170950')","{'ENSG00000102144': ('ENSG00000102144', 1, 19.2)}","{'ENSG00000102144': ('ENSG00000102144', 1, 295.7)}","{'ENSG00000102144': ('ENSG00000102144', 1, 24.2)}"
"('MAR04370', 'ENSG00000119640 or ENSG00000170634')","{'ENSG00000119640': ('ENSG00000119640', 0.16666666666666669, 16.1), 'ENSG00000170634': ('ENSG00000170634', 0.8333333333333334, 80.5)}","{'ENSG00000119640': ('ENSG00000119640', 0.2811594202898551, 9.7), 'ENSG00000170634': ('ENSG00000170634', 0.7188405797101449, 24.8)}","{'ENSG00000119640': ('ENSG00000119640', 0.2122905027932961, 15.2), 'ENSG00000170634': ('ENSG00000170634', 0.7877094972067039, 56.4)}"
"('MAR04371', 'ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784')","{'ENSG00000164708': ('ENSG00000164708', 0.18413597733711046, 6.5), 'ENSG00000171314': ('ENSG00000171314', 0.6402266288951841, 22.6), 'ENSG00000172331': ('ENSG00000172331', 0.17563739376770537, 6.2)}","{'ENSG00000164708': ('ENSG00000164708', 0.008681925808997633, 1.1), 'ENSG00000171314': ('ENSG00000171314', 0.9116022099447514, 115.5), 'ENSG00000172331': ('ENSG00000172331', 0.07971586424625099, 10.1)}","{'ENSG00000164708': ('ENSG00000164708', 0.07725321888412016, 1.8), 'ENSG00000171314': ('ENSG00000171314', 0.6909871244635193, 16.1), 'ENSG00000172331': ('ENSG00000172331', 0.23175965665236048, 5.4)}"
"('MAR04372', 'ENSG00000119640 or ENSG00000170634')","{'ENSG00000119640': ('ENSG00000119640', 0.16666666666666669, 16.1), 'ENSG00000170634': ('ENSG00000170634', 0.8333333333333334, 80.5)}","{'ENSG00000119640': ('ENSG00000119640', 0.2811594202898551, 9.7), 'ENSG00000170634': ('ENSG00000170634', 0.7188405797101449, 24.8)}","{'ENSG00000119640': ('ENSG00000119640', 0.2122905027932961, 15.2), 'ENSG00000170634': ('ENSG00000170634', 0.7877094972067039, 56.4)}"
"('MAR04373', 'ENSG00000105679 or ENSG00000111640')","{'ENSG00000111640': ('ENSG00000111640', 1, 216.4)}","{'ENSG00000111640': ('ENSG00000111640', 1, 1814.7)}","{'ENSG00000111640': ('ENSG00000111640', 1, 82.3)}"
"('MAR04375', 'ENSG00000109107 or ENSG00000136872 or ENSG00000149925')","{'ENSG00000109107': ('ENSG00000109107', 0.5396270396270396, 92.6), 'ENSG00000149925': ('ENSG00000149925', 0.4603729603729604, 79.0)}","{'ENSG00000109107': ('ENSG00000109107', 0.02421129860601614, 3.3), 'ENSG00000149925': ('ENSG00000149925', 0.9757887013939838, 133.0)}","{'ENSG00000109107': ('ENSG00000109107', 0.29898403483309144, 20.6), 'ENSG00000149925': ('ENSG00000149925', 0.7010159651669085, 48.3)}"
"('MAR04377', 'ENSG00000130957 or ENSG00000165140')",{},{},{}
"('MAR04381', 'ENSG00000105220')","{'ENSG00000105220': ('ENSG00000105220', 1, 93.8)}","{'ENSG00000105220': ('ENSG00000105220', 1, 64.1)}","{'ENSG00000105220': ('ENSG00000105220', 1, 17.0)}"
"('MAR04391', 'ENSG00000111669')","{'ENSG00000111669': ('ENSG00000111669', 1, 32.8)}","{'ENSG00000111669': ('ENSG00000111669', 1, 444.5)}","{'ENSG00000111669': ('ENSG00000111669', 1, 17.9)}"
"('MAR04394', 'ENSG00000106633 or ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000106633': ('ENSG00000106633', 0.01428571428571428, 0.6), 'ENSG00000156515': ('ENSG00000156515', 0.8619047619047617, 36.2), 'ENSG00000159399': ('ENSG00000159399', 0.1095238095238095, 4.6), 'ENSG00000160883': ('ENSG00000160883', 0.014285714285714284, 0.6)}","{'ENSG00000106633': ('ENSG00000106633', 0.0008873114463176576, 0.1), 'ENSG00000156515': ('ENSG00000156515', 0.4303460514640639, 48.5), 'ENSG00000159399': ('ENSG00000159399', 0.2715173025732032, 30.6), 'ENSG00000160883': ('ENSG00000160883', 0.2972493345164153, 33.5)}","{'ENSG00000106633': ('ENSG00000106633', 0.01675977653631285, 0.9), 'ENSG00000156515': ('ENSG00000156515', 0.515828677839851, 27.7), 'ENSG00000159399': ('ENSG00000159399', 0.45065176908752336, 24.2), 'ENSG00000160883': ('ENSG00000160883', 0.016759776536312852, 0.9)}"
"('MAR04396', 'ENSG00000079739 or ENSG00000169299')","{'ENSG00000079739': ('ENSG00000079739', 0.9015748031496063, 45.8), 'ENSG00000169299': ('ENSG00000169299', 0.0984251968503937, 5.0)}","{'ENSG00000079739': ('ENSG00000079739', 0.344559585492228, 13.3), 'ENSG00000169299': ('ENSG00000169299', 0.655440414507772, 25.3)}","{'ENSG00000079739': ('ENSG00000079739', 0.5, 4.5), 'ENSG00000169299': ('ENSG00000169299', 0.5, 4.5)}"
"('MAR04521', 'ENSG00000131482 or ENSG00000141349 or ENSG00000152254')",{},{},{}
"('MAR06412', 'ENSG00000110435 and ENSG00000150768')","{'ENSG00000110435': ('ENSG00000110435', 1, 32.5), 'ENSG00000150768': ('ENSG00000150768', 1, 14.6)}","{'ENSG00000110435': ('ENSG00000110435', 1, 13.1), 'ENSG00000150768': ('ENSG00000150768', 1, 10.8)}","{'ENSG00000110435': ('ENSG00000110435', 1, 23.3), 'ENSG00000150768': ('ENSG00000150768', 1, 8.9)}"
"('MAR07745', 'ENSG00000143891')","{'ENSG00000143891': ('ENSG00000143891', 1, 12.7)}","{'ENSG00000143891': ('ENSG00000143891', 1, 32.4)}","{'ENSG00000143891': ('ENSG00000143891', 1, 4.5)}"
"('MAR07747', 'ENSG00000159322')","{'ENSG00000159322': ('ENSG00000159322', 1, 21.4)}","{'ENSG00000159322': ('ENSG00000159322', 1, 73.2)}","{'ENSG00000159322': ('ENSG00000159322', 1, 30.4)}"
"('MAR08360', 'ENSG00000121691')","{'ENSG00000121691': ('ENSG00000121691', 1, 39.0)}","{'ENSG00000121691': ('ENSG00000121691', 1, 105.1)}","{'ENSG00000121691': ('ENSG00000121691', 1, 16.1)}"
"('MAR08652', 'ENSG00000131482 or ENSG00000141349 or ENSG00000152254')",{},{},{}
"('MAR08757', 'ENSG00000130649')","{'ENSG00000130649': ('ENSG00000130649', 1, 5.3)}","{'ENSG00000130649': ('ENSG00000130649', 1, 0.5)}","{'ENSG00000130649': ('ENSG00000130649', 1, 1.8)}"
"('MAR03989', 'ENSG00000092529 or ENSG00000171298 or ENSG00000214013 or ENSG00000257335')","{'ENSG00000092529': ('ENSG00000092529', 0.19240506329113924, 15.2), 'ENSG00000171298': ('ENSG00000171298', 0.37974683544303794, 30.0), 'ENSG00000214013': ('ENSG00000214013', 0.42784810126582273, 33.8)}","{'ENSG00000092529': ('ENSG00000092529', 0.045220966084275435, 4.4), 'ENSG00000171298': ('ENSG00000171298', 0.8365878725590955, 81.4), 'ENSG00000214013': ('ENSG00000214013', 0.11819116135662897, 11.5)}","{'ENSG00000092529': ('ENSG00000092529', 0.18628912071535025, 12.5), 'ENSG00000171298': ('ENSG00000171298', 0.293591654247392, 19.7), 'ENSG00000214013': ('ENSG00000214013', 0.5201192250372578, 34.9)}"
"('MAR04122', 'ENSG00000109814')","{'ENSG00000109814': ('ENSG00000109814', 1, 4.3)}","{'ENSG00000109814': ('ENSG00000109814', 1, 13.5)}","{'ENSG00000109814': ('ENSG00000109814', 1, 7.2)}"
"('MAR04837', 'ENSG00000118094 or ENSG00000142102')","{'ENSG00000142102': ('ENSG00000142102', 1, 22.9)}","{'ENSG00000142102': ('ENSG00000142102', 1, 10.3)}","{'ENSG00000142102': ('ENSG00000142102', 1, 8.9)}"
"('MAR05395', 'ENSG00000056998 or ENSG00000163754')","{'ENSG00000163754': ('ENSG00000163754', 1, 15.5)}","{'ENSG00000163754': ('ENSG00000163754', 1, 49.1)}","{'ENSG00000163754': ('ENSG00000163754', 1, 6.3)}"
"('MAR05396', 'ENSG00000056998 or ENSG00000104812 or ENSG00000111713 or ENSG00000163754')","{'ENSG00000104812': ('ENSG00000104812', 0.5718232044198894, 20.7), 'ENSG00000163754': ('ENSG00000163754', 0.42817679558011046, 15.5)}","{'ENSG00000104812': ('ENSG00000104812', 0.1385964912280702, 7.9), 'ENSG00000163754': ('ENSG00000163754', 0.8614035087719298, 49.1)}","{'ENSG00000104812': ('ENSG00000104812', 0.41666666666666663, 4.5), 'ENSG00000163754': ('ENSG00000163754', 0.5833333333333333, 6.3)}"
"('MAR09727', 'ENSG00000104812 or ENSG00000111713 or ENSG00000119938 or ENSG00000173281')","{'ENSG00000104812': ('ENSG00000104812', 0.09732016925246827, 20.7), 'ENSG00000119938': ('ENSG00000119938', 0.8998589562764457, 191.4), 'ENSG00000173281': ('ENSG00000173281', 0.0028208744710860366, 0.6)}","{'ENSG00000104812': ('ENSG00000104812', 0.31349206349206343, 7.9), 'ENSG00000119938': ('ENSG00000119938', 0.04761904761904761, 1.2), 'ENSG00000173281': ('ENSG00000173281', 0.6388888888888888, 16.1)}","{'ENSG00000104812': ('ENSG00000104812', 0.33333333333333337, 4.5), 'ENSG00000119938': ('ENSG00000119938', 0.4000000000000001, 5.4), 'ENSG00000173281': ('ENSG00000173281', 0.26666666666666666, 3.6)}"
"('MAR05397', 'ENSG00000114480')","{'ENSG00000114480': ('ENSG00000114480', 1, 29.7)}","{'ENSG00000114480': ('ENSG00000114480', 1, 16.8)}","{'ENSG00000114480': ('ENSG00000114480', 1, 83.2)}"
"('MAR05398', 'ENSG00000068976 or ENSG00000100504 or ENSG00000100994')","{'ENSG00000068976': ('ENSG00000068976', 0.40113798008534857, 28.2), 'ENSG00000100504': ('ENSG00000100504', 0.017069701280227598, 1.2), 'ENSG00000100994': ('ENSG00000100994', 0.5817923186344239, 40.9)}","{'ENSG00000068976': ('ENSG00000068976', 0.027113237639553426, 1.7), 'ENSG00000100504': ('ENSG00000100504', 0.7097288676236044, 44.5), 'ENSG00000100994': ('ENSG00000100994', 0.2631578947368421, 16.5)}","{'ENSG00000068976': ('ENSG00000068976', 0.02960526315789474, 0.9), 'ENSG00000100504': ('ENSG00000100504', 0.5, 15.2), 'ENSG00000100994': ('ENSG00000100994', 0.4703947368421053, 14.3)}"
"('MAR05399', 'ENSG00000162688')","{'ENSG00000162688': ('ENSG00000162688', 1, 91.7)}","{'ENSG00000162688': ('ENSG00000162688', 1, 13.9)}","{'ENSG00000162688': ('ENSG00000162688', 1, 22.4)}"
"('MAR05400', 'ENSG00000162688')","{'ENSG00000162688': ('ENSG00000162688', 1, 91.7)}","{'ENSG00000162688': ('ENSG00000162688', 1, 13.9)}","{'ENSG00000162688': ('ENSG00000162688', 1, 22.4)}"
"('MAR05401', 'ENSG00000068976 or ENSG00000100504 or ENSG00000100994')","{'ENSG00000068976': ('ENSG00000068976', 0.40113798008534857, 28.2), 'ENSG00000100504': ('ENSG00000100504', 0.017069701280227598, 1.2), 'ENSG00000100994': ('ENSG00000100994', 0.5817923186344239, 40.9)}","{'ENSG00000068976': ('ENSG00000068976', 0.027113237639553426, 1.7), 'ENSG00000100504': ('ENSG00000100504', 0.7097288676236044, 44.5), 'ENSG00000100994': ('ENSG00000100994', 0.2631578947368421, 16.5)}","{'ENSG00000068976': ('ENSG00000068976', 0.02960526315789474, 0.9), 'ENSG00000100504': ('ENSG00000100504', 0.5, 15.2), 'ENSG00000100994': ('ENSG00000100994', 0.4703947368421053, 14.3)}"
"('MAR08568', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 53.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 7.0)}","{'ENSG00000240038': ('ENSG00000240038', 1, 10.7)}"
"('MAR08569', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 53.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 7.0)}","{'ENSG00000240038': ('ENSG00000240038', 1, 10.7)}"
"('MAR08570', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 53.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 7.0)}","{'ENSG00000240038': ('ENSG00000240038', 1, 10.7)}"
"('MAR08571', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 53.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 7.0)}","{'ENSG00000240038': ('ENSG00000240038', 1, 10.7)}"
"('MAR08572', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 53.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 7.0)}","{'ENSG00000240038': ('ENSG00000240038', 1, 10.7)}"
"('MAR08573', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 53.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 7.0)}","{'ENSG00000240038': ('ENSG00000240038', 1, 10.7)}"
"('MAR08574', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 53.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 7.0)}","{'ENSG00000240038': ('ENSG00000240038', 1, 10.7)}"
"('MAR08575', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 53.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 7.0)}","{'ENSG00000240038': ('ENSG00000240038', 1, 10.7)}"
"('MAR08576', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 53.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 7.0)}","{'ENSG00000240038': ('ENSG00000240038', 1, 10.7)}"
"('MAR08577', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 53.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 7.0)}","{'ENSG00000240038': ('ENSG00000240038', 1, 10.7)}"
"('MAR08578', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 53.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 7.0)}","{'ENSG00000240038': ('ENSG00000240038', 1, 10.7)}"
"('MAR08579', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 53.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 7.0)}","{'ENSG00000240038': ('ENSG00000240038', 1, 10.7)}"
"('MAR08581', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 53.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 7.0)}","{'ENSG00000240038': ('ENSG00000240038', 1, 10.7)}"
"('MAR08591', 'ENSG00000214013 or ENSG00000257335')","{'ENSG00000214013': ('ENSG00000214013', 1, 33.8)}","{'ENSG00000214013': ('ENSG00000214013', 1, 11.5)}","{'ENSG00000214013': ('ENSG00000214013', 1, 34.9)}"
"('MAR08592', 'ENSG00000171298')","{'ENSG00000171298': ('ENSG00000171298', 1, 30.0)}","{'ENSG00000171298': ('ENSG00000171298', 1, 81.4)}","{'ENSG00000171298': ('ENSG00000171298', 1, 19.7)}"
"('MAR08580', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 53.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 7.0)}","{'ENSG00000240038': ('ENSG00000240038', 1, 10.7)}"
"('MAR08582', 'ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480')","{'ENSG00000240038': ('ENSG00000240038', 1, 53.3)}","{'ENSG00000240038': ('ENSG00000240038', 1, 7.0)}","{'ENSG00000240038': ('ENSG00000240038', 1, 10.7)}"
"('MAR08587', 'ENSG00000214013 or ENSG00000257335')","{'ENSG00000214013': ('ENSG00000214013', 1, 33.8)}","{'ENSG00000214013': ('ENSG00000214013', 1, 11.5)}","{'ENSG00000214013': ('ENSG00000214013', 1, 34.9)}"
"('MAR08589', 'ENSG00000171298')","{'ENSG00000171298': ('ENSG00000171298', 1, 30.0)}","{'ENSG00000171298': ('ENSG00000171298', 1, 81.4)}","{'ENSG00000171298': ('ENSG00000171298', 1, 19.7)}"
"('MAR08583', 'ENSG00000257335')",{},{},{}
"('MAR08584', 'ENSG00000090402')",{},{},{}
"('MAR08585', 'ENSG00000165434')","{'ENSG00000165434': ('ENSG00000165434', 1, 8.1)}","{'ENSG00000165434': ('ENSG00000165434', 1, 12.9)}","{'ENSG00000165434': ('ENSG00000165434', 1, 19.7)}"
"('MAR03944', 'ENSG00000169764')","{'ENSG00000169764': ('ENSG00000169764', 1, 101.9)}","{'ENSG00000169764': ('ENSG00000169764', 1, 85.4)}","{'ENSG00000169764': ('ENSG00000169764', 1, 59.9)}"
"('MAR04128', 'ENSG00000117308')","{'ENSG00000117308': ('ENSG00000117308', 1, 6.5)}","{'ENSG00000117308': ('ENSG00000117308', 1, 12.9)}","{'ENSG00000117308': ('ENSG00000117308', 1, 5.4)}"
"('MAR04130', 'ENSG00000108479 or ENSG00000156958')","{'ENSG00000156958': ('ENSG00000156958', 1, 46.1)}","{'ENSG00000156958': ('ENSG00000156958', 1, 11.8)}","{'ENSG00000156958': ('ENSG00000156958', 1, 60.8)}"
"('MAR04131', 'ENSG00000213930')","{'ENSG00000213930': ('ENSG00000213930', 1, 10.2)}","{'ENSG00000213930': ('ENSG00000213930', 1, 12.2)}","{'ENSG00000213930': ('ENSG00000213930', 1, 5.4)}"
