,sample_1,sample_2,sample_3
"('MAR07941', 'ENSG00000021461 or ENSG00000100197 or ENSG00000106258 or ENSG00000108242 or ENSG00000130649 or ENSG00000134716 or ENSG00000137869 or ENSG00000138061 or ENSG00000138109 or ENSG00000138115 or ENSG00000140465 or ENSG00000140505 or ENSG00000142973 or ENSG00000155016 or ENSG00000160868 or ENSG00000160870 or ENSG00000167600 or ENSG00000171903 or ENSG00000186160 or ENSG00000186204 or ENSG00000186377 or ENSG00000186526 or ENSG00000197408 or ENSG00000197446 or ENSG00000197838 or ENSG00000198077 or ENSG00000255974')","{'ENSG00000021461': ('ENSG00000021461', 0.06584992343032157, 4.3), 'ENSG00000106258': ('ENSG00000106258', 0.018376722817764164, 1.2), 'ENSG00000130649': ('ENSG00000130649', 0.08116385911179173, 5.3), 'ENSG00000134716': ('ENSG00000134716', 0.5176110260336907, 33.8), 'ENSG00000155016': ('ENSG00000155016', 0.2695252679938745, 17.6), 'ENSG00000167600': ('ENSG00000167600', 0.013782542113323125, 0.9), 'ENSG00000186377': ('ENSG00000186377', 0.033690658499234305, 2.2)}","{'ENSG00000021461': ('ENSG00000021461', 0.0035842293906810044, 0.1), 'ENSG00000106258': ('ENSG00000106258', 0.12544802867383514, 3.5), 'ENSG00000130649': ('ENSG00000130649', 0.01792114695340502, 0.5), 'ENSG00000134716': ('ENSG00000134716', 0.0035842293906810044, 0.1), 'ENSG00000155016': ('ENSG00000155016', 0.20071684587813624, 5.6), 'ENSG00000167600': ('ENSG00000167600', 0.6344086021505376, 17.7), 'ENSG00000186377': ('ENSG00000186377', 0.014336917562724016, 0.4)}","{'ENSG00000021461': ('ENSG00000021461', 0.05000000000000001, 0.9), 'ENSG00000106258': ('ENSG00000106258', 0.15000000000000002, 2.7), 'ENSG00000130649': ('ENSG00000130649', 0.10000000000000002, 1.8), 'ENSG00000134716': ('ENSG00000134716', 0.10000000000000002, 1.8), 'ENSG00000155016': ('ENSG00000155016', 0.30000000000000004, 5.4), 'ENSG00000167600': ('ENSG00000167600', 0.05000000000000001, 0.9), 'ENSG00000186377': ('ENSG00000186377', 0.25, 4.5)}"
"('MAR07942', 'ENSG00000117594')","{'ENSG00000117594': ('ENSG00000117594', 1, 1.2)}","{'ENSG00000117594': ('ENSG00000117594', 1, 2.8)}","{'ENSG00000117594': ('ENSG00000117594', 1, 26.8)}"
"('MAR07943', 'ENSG00000176387')",{},{},{}
"('MAR07945', 'ENSG00000101846')","{'ENSG00000101846': ('ENSG00000101846', 1, 9.9)}","{'ENSG00000101846': ('ENSG00000101846', 1, 3.5)}","{'ENSG00000101846': ('ENSG00000101846', 1, 9.8)}"
"('MAR07948', 'ENSG00000101846')","{'ENSG00000101846': ('ENSG00000101846', 1, 9.9)}","{'ENSG00000101846': ('ENSG00000101846', 1, 3.5)}","{'ENSG00000101846': ('ENSG00000101846', 1, 9.8)}"
"('MAR07950', 'ENSG00000101846')","{'ENSG00000101846': ('ENSG00000101846', 1, 9.9)}","{'ENSG00000101846': ('ENSG00000101846', 1, 3.5)}","{'ENSG00000101846': ('ENSG00000101846', 1, 9.8)}"
"('MAR07952', 'ENSG00000101846')","{'ENSG00000101846': ('ENSG00000101846', 1, 9.9)}","{'ENSG00000101846': ('ENSG00000101846', 1, 3.5)}","{'ENSG00000101846': ('ENSG00000101846', 1, 9.8)}"
"('MAR07954', 'ENSG00000203857 or ENSG00000203859')",{},{},{}
"('MAR07955', 'ENSG00000025423 or ENSG00000086696 or ENSG00000204228')","{'ENSG00000025423': ('ENSG00000025423', 0.8663793103448275, 20.1), 'ENSG00000204228': ('ENSG00000204228', 0.1336206896551724, 3.1)}","{'ENSG00000025423': ('ENSG00000025423', 0.08695652173913043, 0.8), 'ENSG00000204228': ('ENSG00000204228', 0.9130434782608695, 8.4)}","{'ENSG00000025423': ('ENSG00000025423', 0.5, 0.9), 'ENSG00000204228': ('ENSG00000204228', 0.5, 0.9)}"
"('MAR07957', 'ENSG00000021461 or ENSG00000100197 or ENSG00000106258 or ENSG00000108242 or ENSG00000130649 or ENSG00000134716 or ENSG00000137869 or ENSG00000138061 or ENSG00000138109 or ENSG00000138115 or ENSG00000140465 or ENSG00000140505 or ENSG00000142973 or ENSG00000155016 or ENSG00000160868 or ENSG00000160870 or ENSG00000165841 or ENSG00000167600 or ENSG00000171903 or ENSG00000186160 or ENSG00000186204 or ENSG00000186377 or ENSG00000186526 or ENSG00000197408 or ENSG00000197446 or ENSG00000197838 or ENSG00000198077 or ENSG00000255974')","{'ENSG00000021461': ('ENSG00000021461', 0.06584992343032157, 4.3), 'ENSG00000106258': ('ENSG00000106258', 0.018376722817764164, 1.2), 'ENSG00000130649': ('ENSG00000130649', 0.08116385911179173, 5.3), 'ENSG00000134716': ('ENSG00000134716', 0.5176110260336907, 33.8), 'ENSG00000155016': ('ENSG00000155016', 0.2695252679938745, 17.6), 'ENSG00000167600': ('ENSG00000167600', 0.013782542113323125, 0.9), 'ENSG00000186377': ('ENSG00000186377', 0.033690658499234305, 2.2)}","{'ENSG00000021461': ('ENSG00000021461', 0.0035842293906810044, 0.1), 'ENSG00000106258': ('ENSG00000106258', 0.12544802867383514, 3.5), 'ENSG00000130649': ('ENSG00000130649', 0.01792114695340502, 0.5), 'ENSG00000134716': ('ENSG00000134716', 0.0035842293906810044, 0.1), 'ENSG00000155016': ('ENSG00000155016', 0.20071684587813624, 5.6), 'ENSG00000167600': ('ENSG00000167600', 0.6344086021505376, 17.7), 'ENSG00000186377': ('ENSG00000186377', 0.014336917562724016, 0.4)}","{'ENSG00000021461': ('ENSG00000021461', 0.05000000000000001, 0.9), 'ENSG00000106258': ('ENSG00000106258', 0.15000000000000002, 2.7), 'ENSG00000130649': ('ENSG00000130649', 0.10000000000000002, 1.8), 'ENSG00000134716': ('ENSG00000134716', 0.10000000000000002, 1.8), 'ENSG00000155016': ('ENSG00000155016', 0.30000000000000004, 5.4), 'ENSG00000167600': ('ENSG00000167600', 0.05000000000000001, 0.9), 'ENSG00000186377': ('ENSG00000186377', 0.25, 4.5)}"
"('MAR07958', 'ENSG00000160870')",{},{},{}
"('MAR07959', 'ENSG00000135226 or ENSG00000171234 or ENSG00000197888 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515')",{},{},{}
"('MAR07962', 'ENSG00000241635 or ENSG00000242366 or ENSG00000242515')",{},{},{}
"('MAR07965', 'ENSG00000135226 or ENSG00000171234 or ENSG00000197888 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515')",{},{},{}
"('MAR07968', 'ENSG00000025423 or ENSG00000086696 or ENSG00000108786 or ENSG00000132196 or ENSG00000149084 or ENSG00000198189 or ENSG00000204228')","{'ENSG00000025423': ('ENSG00000025423', 0.1295103092783505, 20.1), 'ENSG00000108786': ('ENSG00000108786', 0.039948453608247426, 6.2), 'ENSG00000132196': ('ENSG00000132196', 0.1378865979381443, 21.4), 'ENSG00000149084': ('ENSG00000149084', 0.5908505154639176, 91.7), 'ENSG00000198189': ('ENSG00000198189', 0.0818298969072165, 12.7), 'ENSG00000204228': ('ENSG00000204228', 0.019974226804123713, 3.1)}","{'ENSG00000025423': ('ENSG00000025423', 0.004149377593360996, 0.8), 'ENSG00000108786': ('ENSG00000108786', 0.005705394190871369, 1.1), 'ENSG00000132196': ('ENSG00000132196', 0.05446058091286308, 10.5), 'ENSG00000149084': ('ENSG00000149084', 0.26400414937759337, 50.9), 'ENSG00000198189': ('ENSG00000198189', 0.6281120331950208, 121.1), 'ENSG00000204228': ('ENSG00000204228', 0.04356846473029046, 8.4)}","{'ENSG00000025423': ('ENSG00000025423', 0.008442776735459661, 0.9), 'ENSG00000108786': ('ENSG00000108786', 0.016885553470919322, 1.8), 'ENSG00000132196': ('ENSG00000132196', 0.05065666041275797, 5.4), 'ENSG00000149084': ('ENSG00000149084', 0.5290806754221388, 56.4), 'ENSG00000198189': ('ENSG00000198189', 0.38649155722326456, 41.2), 'ENSG00000204228': ('ENSG00000204228', 0.008442776735459661, 0.9)}"
"('MAR02041', 'ENSG00000025423 or ENSG00000086696 or ENSG00000108786 or ENSG00000132196 or ENSG00000149084 or ENSG00000198189 or ENSG00000204228')","{'ENSG00000025423': ('ENSG00000025423', 0.1295103092783505, 20.1), 'ENSG00000108786': ('ENSG00000108786', 0.039948453608247426, 6.2), 'ENSG00000132196': ('ENSG00000132196', 0.1378865979381443, 21.4), 'ENSG00000149084': ('ENSG00000149084', 0.5908505154639176, 91.7), 'ENSG00000198189': ('ENSG00000198189', 0.0818298969072165, 12.7), 'ENSG00000204228': ('ENSG00000204228', 0.019974226804123713, 3.1)}","{'ENSG00000025423': ('ENSG00000025423', 0.004149377593360996, 0.8), 'ENSG00000108786': ('ENSG00000108786', 0.005705394190871369, 1.1), 'ENSG00000132196': ('ENSG00000132196', 0.05446058091286308, 10.5), 'ENSG00000149084': ('ENSG00000149084', 0.26400414937759337, 50.9), 'ENSG00000198189': ('ENSG00000198189', 0.6281120331950208, 121.1), 'ENSG00000204228': ('ENSG00000204228', 0.04356846473029046, 8.4)}","{'ENSG00000025423': ('ENSG00000025423', 0.008442776735459661, 0.9), 'ENSG00000108786': ('ENSG00000108786', 0.016885553470919322, 1.8), 'ENSG00000132196': ('ENSG00000132196', 0.05065666041275797, 5.4), 'ENSG00000149084': ('ENSG00000149084', 0.5290806754221388, 56.4), 'ENSG00000198189': ('ENSG00000198189', 0.38649155722326456, 41.2), 'ENSG00000204228': ('ENSG00000204228', 0.008442776735459661, 0.9)}"
"('MAR07970', 'ENSG00000132196')","{'ENSG00000132196': ('ENSG00000132196', 1, 21.4)}","{'ENSG00000132196': ('ENSG00000132196', 1, 10.5)}","{'ENSG00000132196': ('ENSG00000132196', 1, 5.4)}"
"('MAR07971', 'ENSG00000203857 or ENSG00000203859')",{},{},{}
"('MAR07972', 'ENSG00000203857 or ENSG00000203859')",{},{},{}
"('MAR07973', 'ENSG00000203857 or ENSG00000203859')",{},{},{}
"('MAR07974', 'ENSG00000105398')",{},{},{}
"('MAR07976', 'ENSG00000187134')","{'ENSG00000187134': ('ENSG00000187134', 1, 1.9)}","{'ENSG00000187134': ('ENSG00000187134', 1, 7.7)}","{'ENSG00000187134': ('ENSG00000187134', 1, 12.5)}"
"('MAR07978', 'ENSG00000105398')",{},{},{}
"('MAR07980', 'ENSG00000241635 or ENSG00000242366 or ENSG00000242515')",{},{},{}
"('MAR07984', 'ENSG00000135226 or ENSG00000156096 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515')",{},{},{}
"('MAR07987', 'ENSG00000135226 or ENSG00000156096 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515')",{},{},{}
"('MAR01944', 'ENSG00000148795')",{},{},{}
"('MAR01945', 'ENSG00000148795')",{},{},{}
"('MAR01952', 'ENSG00000088002')","{'ENSG00000088002': ('ENSG00000088002', 1, 0.9)}","{'ENSG00000088002': ('ENSG00000088002', 1, 1.6)}","{'ENSG00000088002': ('ENSG00000088002', 1, 0.9)}"
"('MAR01953', 'ENSG00000101846')","{'ENSG00000101846': ('ENSG00000101846', 1, 9.9)}","{'ENSG00000101846': ('ENSG00000101846', 1, 3.5)}","{'ENSG00000101846': ('ENSG00000101846', 1, 9.8)}"
"('MAR01958', 'ENSG00000148795')",{},{},{}
"('MAR01959', 'ENSG00000148795 or ENSG00000197580')","{'ENSG00000197580': ('ENSG00000197580', 1, 9.6)}","{'ENSG00000197580': ('ENSG00000197580', 1, 8.7)}","{'ENSG00000197580': ('ENSG00000197580', 1, 45.6)}"
"('MAR01960', 'ENSG00000148795 or ENSG00000197580')","{'ENSG00000197580': ('ENSG00000197580', 1, 9.6)}","{'ENSG00000197580': ('ENSG00000197580', 1, 8.7)}","{'ENSG00000197580': ('ENSG00000197580', 1, 45.6)}"
"('MAR01962', 'ENSG00000088002')","{'ENSG00000088002': ('ENSG00000088002', 1, 0.9)}","{'ENSG00000088002': ('ENSG00000088002', 1, 1.6)}","{'ENSG00000088002': ('ENSG00000088002', 1, 0.9)}"
"('MAR01963', 'ENSG00000101846')","{'ENSG00000101846': ('ENSG00000101846', 1, 9.9)}","{'ENSG00000101846': ('ENSG00000101846', 1, 3.5)}","{'ENSG00000101846': ('ENSG00000101846', 1, 9.8)}"
"('MAR01967', 'ENSG00000203857 or ENSG00000203859')",{},{},{}
"('MAR01968', 'ENSG00000203857 or ENSG00000203859')",{},{},{}
"('MAR01969', 'ENSG00000109193')",{},{},{}
"('MAR01970', 'ENSG00000203857 or ENSG00000203859')",{},{},{}
"('MAR01971', 'ENSG00000203857 or ENSG00000203859')",{},{},{}
"('MAR01973', 'ENSG00000025423 or ENSG00000086696 or ENSG00000108786 or ENSG00000130948 or ENSG00000132196 or ENSG00000149084 or ENSG00000196139 or ENSG00000198189 or ENSG00000204228')","{'ENSG00000025423': ('ENSG00000025423', 0.12578222778473092, 20.1), 'ENSG00000108786': ('ENSG00000108786', 0.03879849812265331, 6.2), 'ENSG00000132196': ('ENSG00000132196', 0.1339173967459324, 21.4), 'ENSG00000149084': ('ENSG00000149084', 0.5738423028785984, 91.7), 'ENSG00000196139': ('ENSG00000196139', 0.028785982478097622, 4.6), 'ENSG00000198189': ('ENSG00000198189', 0.07947434292866082, 12.7), 'ENSG00000204228': ('ENSG00000204228', 0.01939924906132666, 3.1)}","{'ENSG00000025423': ('ENSG00000025423', 0.0037950664136622396, 0.8), 'ENSG00000108786': ('ENSG00000108786', 0.005218216318785579, 1.1), 'ENSG00000132196': ('ENSG00000132196', 0.0498102466793169, 10.5), 'ENSG00000149084': ('ENSG00000149084', 0.24146110056925998, 50.9), 'ENSG00000196139': ('ENSG00000196139', 0.08538899430740038, 18.0), 'ENSG00000198189': ('ENSG00000198189', 0.5744781783681214, 121.1), 'ENSG00000204228': ('ENSG00000204228', 0.03984819734345352, 8.4)}","{'ENSG00000025423': ('ENSG00000025423', 0.007908611599297012, 0.9), 'ENSG00000108786': ('ENSG00000108786', 0.015817223198594025, 1.8), 'ENSG00000132196': ('ENSG00000132196', 0.04745166959578208, 5.4), 'ENSG00000149084': ('ENSG00000149084', 0.4956063268892794, 56.4), 'ENSG00000196139': ('ENSG00000196139', 0.0632688927943761, 7.2), 'ENSG00000198189': ('ENSG00000198189', 0.36203866432337434, 41.2), 'ENSG00000204228': ('ENSG00000204228', 0.007908611599297012, 0.9)}"
"('MAR01974', 'ENSG00000025423 or ENSG00000086696 or ENSG00000108786 or ENSG00000130948 or ENSG00000132196 or ENSG00000149084 or ENSG00000196139 or ENSG00000198189 or ENSG00000204228')","{'ENSG00000025423': ('ENSG00000025423', 0.12578222778473092, 20.1), 'ENSG00000108786': ('ENSG00000108786', 0.03879849812265331, 6.2), 'ENSG00000132196': ('ENSG00000132196', 0.1339173967459324, 21.4), 'ENSG00000149084': ('ENSG00000149084', 0.5738423028785984, 91.7), 'ENSG00000196139': ('ENSG00000196139', 0.028785982478097622, 4.6), 'ENSG00000198189': ('ENSG00000198189', 0.07947434292866082, 12.7), 'ENSG00000204228': ('ENSG00000204228', 0.01939924906132666, 3.1)}","{'ENSG00000025423': ('ENSG00000025423', 0.0037950664136622396, 0.8), 'ENSG00000108786': ('ENSG00000108786', 0.005218216318785579, 1.1), 'ENSG00000132196': ('ENSG00000132196', 0.0498102466793169, 10.5), 'ENSG00000149084': ('ENSG00000149084', 0.24146110056925998, 50.9), 'ENSG00000196139': ('ENSG00000196139', 0.08538899430740038, 18.0), 'ENSG00000198189': ('ENSG00000198189', 0.5744781783681214, 121.1), 'ENSG00000204228': ('ENSG00000204228', 0.03984819734345352, 8.4)}","{'ENSG00000025423': ('ENSG00000025423', 0.007908611599297012, 0.9), 'ENSG00000108786': ('ENSG00000108786', 0.015817223198594025, 1.8), 'ENSG00000132196': ('ENSG00000132196', 0.04745166959578208, 5.4), 'ENSG00000149084': ('ENSG00000149084', 0.4956063268892794, 56.4), 'ENSG00000196139': ('ENSG00000196139', 0.0632688927943761, 7.2), 'ENSG00000198189': ('ENSG00000198189', 0.36203866432337434, 41.2), 'ENSG00000204228': ('ENSG00000204228', 0.007908611599297012, 0.9)}"
"('MAR01976', 'ENSG00000128039 or ENSG00000145545 or ENSG00000277893')","{'ENSG00000128039': ('ENSG00000128039', 0.30281690140845074, 4.3), 'ENSG00000145545': ('ENSG00000145545', 0.5211267605633804, 7.4), 'ENSG00000277893': ('ENSG00000277893', 0.17605633802816903, 2.5)}","{'ENSG00000128039': ('ENSG00000128039', 0.2424242424242424, 3.2), 'ENSG00000145545': ('ENSG00000145545', 0.7499999999999999, 9.9), 'ENSG00000277893': ('ENSG00000277893', 0.007575757575757576, 0.1)}","{'ENSG00000128039': ('ENSG00000128039', 0.3125, 4.5), 'ENSG00000145545': ('ENSG00000145545', 0.43749999999999994, 6.3), 'ENSG00000277893': ('ENSG00000277893', 0.25, 3.6)}"
"('MAR01977', 'ENSG00000128039 or ENSG00000145545 or ENSG00000277893')","{'ENSG00000128039': ('ENSG00000128039', 0.30281690140845074, 4.3), 'ENSG00000145545': ('ENSG00000145545', 0.5211267605633804, 7.4), 'ENSG00000277893': ('ENSG00000277893', 0.17605633802816903, 2.5)}","{'ENSG00000128039': ('ENSG00000128039', 0.2424242424242424, 3.2), 'ENSG00000145545': ('ENSG00000145545', 0.7499999999999999, 9.9), 'ENSG00000277893': ('ENSG00000277893', 0.007575757575757576, 0.1)}","{'ENSG00000128039': ('ENSG00000128039', 0.3125, 4.5), 'ENSG00000145545': ('ENSG00000145545', 0.43749999999999994, 6.3), 'ENSG00000277893': ('ENSG00000277893', 0.25, 3.6)}"
"('MAR01978', 'ENSG00000198610')",{},{},{}
"('MAR01982', 'ENSG00000203857 or ENSG00000203859')",{},{},{}
"('MAR01983', 'ENSG00000203857 or ENSG00000203859')",{},{},{}
"('MAR02014', 'ENSG00000122787')",{},{},{}
"('MAR02015', 'ENSG00000128039 or ENSG00000145545 or ENSG00000277893')","{'ENSG00000128039': ('ENSG00000128039', 0.30281690140845074, 4.3), 'ENSG00000145545': ('ENSG00000145545', 0.5211267605633804, 7.4), 'ENSG00000277893': ('ENSG00000277893', 0.17605633802816903, 2.5)}","{'ENSG00000128039': ('ENSG00000128039', 0.2424242424242424, 3.2), 'ENSG00000145545': ('ENSG00000145545', 0.7499999999999999, 9.9), 'ENSG00000277893': ('ENSG00000277893', 0.007575757575757576, 0.1)}","{'ENSG00000128039': ('ENSG00000128039', 0.3125, 4.5), 'ENSG00000145545': ('ENSG00000145545', 0.43749999999999994, 6.3), 'ENSG00000277893': ('ENSG00000277893', 0.25, 3.6)}"
"('MAR02016', 'ENSG00000151632 or ENSG00000187134 or ENSG00000196139 or ENSG00000198610')","{'ENSG00000187134': ('ENSG00000187134', 0.29230769230769227, 1.9), 'ENSG00000196139': ('ENSG00000196139', 0.7076923076923076, 4.6)}","{'ENSG00000187134': ('ENSG00000187134', 0.29961089494163423, 7.7), 'ENSG00000196139': ('ENSG00000196139', 0.7003891050583658, 18.0)}","{'ENSG00000187134': ('ENSG00000187134', 0.6345177664974619, 12.5), 'ENSG00000196139': ('ENSG00000196139', 0.3654822335025381, 7.2)}"
"('MAR02017', 'ENSG00000151632 or ENSG00000187134 or ENSG00000196139 or ENSG00000198610')","{'ENSG00000187134': ('ENSG00000187134', 0.29230769230769227, 1.9), 'ENSG00000196139': ('ENSG00000196139', 0.7076923076923076, 4.6)}","{'ENSG00000187134': ('ENSG00000187134', 0.29961089494163423, 7.7), 'ENSG00000196139': ('ENSG00000196139', 0.7003891050583658, 18.0)}","{'ENSG00000187134': ('ENSG00000187134', 0.6345177664974619, 12.5), 'ENSG00000196139': ('ENSG00000196139', 0.3654822335025381, 7.2)}"
"('MAR02018', 'ENSG00000151632 or ENSG00000187134 or ENSG00000196139 or ENSG00000198610')","{'ENSG00000187134': ('ENSG00000187134', 0.29230769230769227, 1.9), 'ENSG00000196139': ('ENSG00000196139', 0.7076923076923076, 4.6)}","{'ENSG00000187134': ('ENSG00000187134', 0.29961089494163423, 7.7), 'ENSG00000196139': ('ENSG00000196139', 0.7003891050583658, 18.0)}","{'ENSG00000187134': ('ENSG00000187134', 0.6345177664974619, 12.5), 'ENSG00000196139': ('ENSG00000196139', 0.3654822335025381, 7.2)}"
"('MAR02019', 'ENSG00000151632 or ENSG00000187134 or ENSG00000196139 or ENSG00000198610')","{'ENSG00000187134': ('ENSG00000187134', 0.29230769230769227, 1.9), 'ENSG00000196139': ('ENSG00000196139', 0.7076923076923076, 4.6)}","{'ENSG00000187134': ('ENSG00000187134', 0.29961089494163423, 7.7), 'ENSG00000196139': ('ENSG00000196139', 0.7003891050583658, 18.0)}","{'ENSG00000187134': ('ENSG00000187134', 0.6345177664974619, 12.5), 'ENSG00000196139': ('ENSG00000196139', 0.3654822335025381, 7.2)}"
"('MAR02020', 'ENSG00000101846')","{'ENSG00000101846': ('ENSG00000101846', 1, 9.9)}","{'ENSG00000101846': ('ENSG00000101846', 1, 3.5)}","{'ENSG00000101846': ('ENSG00000101846', 1, 9.8)}"
"('MAR02022', 'ENSG00000203857 or ENSG00000203859')",{},{},{}
"('MAR02024', 'ENSG00000203857 or ENSG00000203859')",{},{},{}
"('MAR02025', 'ENSG00000101846')","{'ENSG00000101846': ('ENSG00000101846', 1, 9.9)}","{'ENSG00000101846': ('ENSG00000101846', 1, 3.5)}","{'ENSG00000101846': ('ENSG00000101846', 1, 9.8)}"
"('MAR01440', 'ENSG00000113161')","{'ENSG00000113161': ('ENSG00000113161', 1, 22.0)}","{'ENSG00000113161': ('ENSG00000113161', 1, 22.1)}","{'ENSG00000113161': ('ENSG00000113161', 1, 14.3)}"
"('MAR01445', 'ENSG00000110921')","{'ENSG00000110921': ('ENSG00000110921', 1, 6.5)}","{'ENSG00000110921': ('ENSG00000110921', 1, 4.2)}","{'ENSG00000110921': ('ENSG00000110921', 1, 3.6)}"
"('MAR01448', 'ENSG00000163344')","{'ENSG00000163344': ('ENSG00000163344', 1, 9.0)}","{'ENSG00000163344': ('ENSG00000163344', 1, 42.7)}","{'ENSG00000163344': ('ENSG00000163344', 1, 3.6)}"
"('MAR01454', 'ENSG00000067064 or ENSG00000148377')","{'ENSG00000067064': ('ENSG00000067064', 1, 51.1)}","{'ENSG00000067064': ('ENSG00000067064', 1, 84.7)}","{'ENSG00000067064': ('ENSG00000067064', 1, 19.7)}"
"('MAR01465', 'ENSG00000079459')","{'ENSG00000079459': ('ENSG00000079459', 1, 64.1)}","{'ENSG00000079459': ('ENSG00000079459', 1, 45.8)}","{'ENSG00000079459': ('ENSG00000079459', 1, 36.7)}"
"('MAR01467', 'ENSG00000079459')","{'ENSG00000079459': ('ENSG00000079459', 1, 64.1)}","{'ENSG00000079459': ('ENSG00000079459', 1, 45.8)}","{'ENSG00000079459': ('ENSG00000079459', 1, 36.7)}"
"('MAR01470', 'ENSG00000104549')","{'ENSG00000104549': ('ENSG00000104549', 1, 20.4)}","{'ENSG00000104549': ('ENSG00000104549', 1, 20.9)}","{'ENSG00000104549': ('ENSG00000104549', 1, 12.5)}"
"('MAR01473', 'ENSG00000160285')","{'ENSG00000160285': ('ENSG00000160285', 1, 63.2)}","{'ENSG00000160285': ('ENSG00000160285', 1, 6.1)}","{'ENSG00000160285': ('ENSG00000160285', 1, 20.6)}"
"('MAR01477', 'ENSG00000001630')","{'ENSG00000001630': ('ENSG00000001630', 1, 34.1)}","{'ENSG00000001630': ('ENSG00000001630', 1, 6.2)}","{'ENSG00000001630': ('ENSG00000001630', 1, 15.2)}"
"('MAR01478', 'ENSG00000001630')","{'ENSG00000001630': ('ENSG00000001630', 1, 34.1)}","{'ENSG00000001630': ('ENSG00000001630', 1, 6.2)}","{'ENSG00000001630': ('ENSG00000001630', 1, 15.2)}"
"('MAR01479', 'ENSG00000001630')","{'ENSG00000001630': ('ENSG00000001630', 1, 34.1)}","{'ENSG00000001630': ('ENSG00000001630', 1, 6.2)}","{'ENSG00000001630': ('ENSG00000001630', 1, 15.2)}"
"('MAR01484', 'ENSG00000143815 or ENSG00000149809')","{'ENSG00000143815': ('ENSG00000143815', 0.3628571428571428, 12.7), 'ENSG00000149809': ('ENSG00000149809', 0.6371428571428571, 22.3)}","{'ENSG00000143815': ('ENSG00000143815', 0.9269588313413014, 69.8), 'ENSG00000149809': ('ENSG00000149809', 0.07304116865869854, 5.5)}","{'ENSG00000143815': ('ENSG00000143815', 0.8744186046511628, 18.8), 'ENSG00000149809': ('ENSG00000149809', 0.12558139534883722, 2.7)}"
"('MAR01490', 'ENSG00000052802 or ENSG00000170271')","{'ENSG00000052802': ('ENSG00000052802', 0.5456769983686787, 66.9), 'ENSG00000170271': ('ENSG00000170271', 0.4543230016313214, 55.7)}","{'ENSG00000052802': ('ENSG00000052802', 0.7920353982300885, 17.9), 'ENSG00000170271': ('ENSG00000170271', 0.20796460176991152, 4.7)}","{'ENSG00000052802': ('ENSG00000052802', 0.21491228070175442, 9.8), 'ENSG00000170271': ('ENSG00000170271', 0.7850877192982456, 35.8)}"
"('MAR01493', 'ENSG00000052802 or ENSG00000170271')","{'ENSG00000052802': ('ENSG00000052802', 0.5456769983686787, 66.9), 'ENSG00000170271': ('ENSG00000170271', 0.4543230016313214, 55.7)}","{'ENSG00000052802': ('ENSG00000052802', 0.7920353982300885, 17.9), 'ENSG00000170271': ('ENSG00000170271', 0.20796460176991152, 4.7)}","{'ENSG00000052802': ('ENSG00000052802', 0.21491228070175442, 9.8), 'ENSG00000170271': ('ENSG00000170271', 0.7850877192982456, 35.8)}"
"('MAR01494', 'ENSG00000052802 or ENSG00000170271')","{'ENSG00000052802': ('ENSG00000052802', 0.5456769983686787, 66.9), 'ENSG00000170271': ('ENSG00000170271', 0.4543230016313214, 55.7)}","{'ENSG00000052802': ('ENSG00000052802', 0.7920353982300885, 17.9), 'ENSG00000170271': ('ENSG00000170271', 0.20796460176991152, 4.7)}","{'ENSG00000052802': ('ENSG00000052802', 0.21491228070175442, 9.8), 'ENSG00000170271': ('ENSG00000170271', 0.7850877192982456, 35.8)}"
"('MAR01495', 'ENSG00000147383')","{'ENSG00000147383': ('ENSG00000147383', 1, 5.6)}","{'ENSG00000147383': ('ENSG00000147383', 1, 8.5)}","{'ENSG00000147383': ('ENSG00000147383', 1, 0.9)}"
"('MAR01496', 'ENSG00000147383')","{'ENSG00000147383': ('ENSG00000147383', 1, 5.6)}","{'ENSG00000147383': ('ENSG00000147383', 1, 8.5)}","{'ENSG00000147383': ('ENSG00000147383', 1, 0.9)}"
"('MAR01500', 'ENSG00000132196')","{'ENSG00000132196': ('ENSG00000132196', 1, 21.4)}","{'ENSG00000132196': ('ENSG00000132196', 1, 10.5)}","{'ENSG00000132196': ('ENSG00000132196', 1, 5.4)}"
"('MAR01502', 'ENSG00000052802 or ENSG00000170271')","{'ENSG00000052802': ('ENSG00000052802', 0.5456769983686787, 66.9), 'ENSG00000170271': ('ENSG00000170271', 0.4543230016313214, 55.7)}","{'ENSG00000052802': ('ENSG00000052802', 0.7920353982300885, 17.9), 'ENSG00000170271': ('ENSG00000170271', 0.20796460176991152, 4.7)}","{'ENSG00000052802': ('ENSG00000052802', 0.21491228070175442, 9.8), 'ENSG00000170271': ('ENSG00000170271', 0.7850877192982456, 35.8)}"
"('MAR01503', 'ENSG00000052802 or ENSG00000170271')","{'ENSG00000052802': ('ENSG00000052802', 0.5456769983686787, 66.9), 'ENSG00000170271': ('ENSG00000170271', 0.4543230016313214, 55.7)}","{'ENSG00000052802': ('ENSG00000052802', 0.7920353982300885, 17.9), 'ENSG00000170271': ('ENSG00000170271', 0.20796460176991152, 4.7)}","{'ENSG00000052802': ('ENSG00000052802', 0.21491228070175442, 9.8), 'ENSG00000170271': ('ENSG00000170271', 0.7850877192982456, 35.8)}"
