,sample_1,sample_2,sample_3,sample_4
"('MAR06339', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR06340', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR06341', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR06342', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR06343', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR06389', 'ENSG00000160190')",{},{},{},{}
"('MAR06391', 'ENSG00000108528')","{'ENSG00000108528': ('ENSG00000108528', 1, 127.9)}","{'ENSG00000108528': ('ENSG00000108528', 1, 156.7)}","{'ENSG00000108528': ('ENSG00000108528', 1, 39.2)}","{'ENSG00000108528': ('ENSG00000108528', 1, 67.9)}"
"('MAR06408', '')",{},{},{},{}
"('MAR06431', '')",{},{},{},{}
"('MAR06438', '')",{},{},{},{}
"('MAR06446', '')",{},{},{},{}
"('MAR06454', '')",{},{},{},{}
"('MAR06455', '')",{},{},{},{}
"('MAR06469', '')",{},{},{},{}
"('MAR06481', '')",{},{},{},{}
"('MAR06513', '')",{},{},{},{}
"('MAR06517', '')",{},{},{},{}
"('MAR06521', 'ENSG00000183048')","{'ENSG00000183048': ('ENSG00000183048', 1, 1.8)}","{'ENSG00000183048': ('ENSG00000183048', 1, 15.4)}","{'ENSG00000183048': ('ENSG00000183048', 1, 2.4)}","{'ENSG00000183048': ('ENSG00000183048', 1, 34.8)}"
"('MAR06522', 'ENSG00000183048')","{'ENSG00000183048': ('ENSG00000183048', 1, 1.8)}","{'ENSG00000183048': ('ENSG00000183048', 1, 15.4)}","{'ENSG00000183048': ('ENSG00000183048', 1, 2.4)}","{'ENSG00000183048': ('ENSG00000183048', 1, 34.8)}"
"('MAR06618', '')",{},{},{},{}
"('MAR06620', '')",{},{},{},{}
"('MAR06781', '')",{},{},{},{}
"('MAR06890', '')",{},{},{},{}
"('MAR06902', '')",{},{},{},{}
"('MAR07638', 'ENSG00000102078 or ENSG00000109424 or ENSG00000153291 or ENSG00000175564 or ENSG00000175567')","{'ENSG00000102078': ('ENSG00000102078', 0.617283950617284, 5.0), 'ENSG00000175567': ('ENSG00000175567', 0.3827160493827161, 3.1)}","{'ENSG00000102078': ('ENSG00000102078', 0.5, 9.2), 'ENSG00000175567': ('ENSG00000175567', 0.5, 9.2)}","{'ENSG00000102078': ('ENSG00000102078', 0.3191489361702128, 4.5), 'ENSG00000175567': ('ENSG00000175567', 0.6808510638297872, 9.6)}","{'ENSG00000102078': ('ENSG00000102078', 0.6025641025641025, 4.7), 'ENSG00000175567': ('ENSG00000175567', 0.3974358974358974, 3.1)}"
"('MAR07708', '')",{},{},{},{}
"('MAR07719', 'ENSG00000112759')","{'ENSG00000112759': ('ENSG00000112759', 1, 38.4)}","{'ENSG00000112759': ('ENSG00000112759', 1, 6.1)}","{'ENSG00000112759': ('ENSG00000112759', 1, 26.6)}","{'ENSG00000112759': ('ENSG00000112759', 1, 13.7)}"
"('MAR07723', 'ENSG00000112759')","{'ENSG00000112759': ('ENSG00000112759', 1, 38.4)}","{'ENSG00000112759': ('ENSG00000112759', 1, 6.1)}","{'ENSG00000112759': ('ENSG00000112759', 1, 26.6)}","{'ENSG00000112759': ('ENSG00000112759', 1, 13.7)}"
"('MAR07757', 'ENSG00000155368')","{'ENSG00000155368': ('ENSG00000155368', 1, 1370.0)}","{'ENSG00000155368': ('ENSG00000155368', 1, 1204.8)}","{'ENSG00000155368': ('ENSG00000155368', 1, 207.2)}","{'ENSG00000155368': ('ENSG00000155368', 1, 2797.5)}"
"('MAR07760', 'ENSG00000164638')",{},{},{},{}
"('MAR07769', 'ENSG00000144741')","{'ENSG00000144741': ('ENSG00000144741', 1, 127.5)}","{'ENSG00000144741': ('ENSG00000144741', 1, 30.7)}","{'ENSG00000144741': ('ENSG00000144741', 1, 16.1)}","{'ENSG00000144741': ('ENSG00000144741', 1, 40.9)}"
"('MAR07804', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07806', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07808', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07810', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07812', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07814', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07815', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07816', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07818', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07820', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07822', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07824', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07825', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07826', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07827', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07828', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07829', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07830', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07831', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07832', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07833', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07834', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07835', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07836', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07837', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07838', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07839', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07840', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07841', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07842', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07843', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07844', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07845', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07846', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07847', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07848', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07849', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07850', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07851', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07852', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07853', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07854', 'ENSG00000125454')","{'ENSG00000125454': ('ENSG00000125454', 1, 0.2)}","{'ENSG00000125454': ('ENSG00000125454', 1, 3.1)}","{'ENSG00000125454': ('ENSG00000125454', 1, 4.8)}","{'ENSG00000125454': ('ENSG00000125454', 1, 2.8)}"
"('MAR07897', '')",{},{},{},{}
"('MAR07899', '')",{},{},{},{}
"('MAR07914', '')",{},{},{},{}
"('MAR07917', '')",{},{},{},{}
"('MAR07923', '')",{},{},{},{}
"('MAR07995', '')",{},{},{},{}
"('MAR07998', '')",{},{},{},{}
"('MAR08000', '')",{},{},{},{}
"('MAR08001', '')",{},{},{},{}
"('MAR08009', '')",{},{},{},{}
"('MAR08089', 'ENSG00000183044')","{'ENSG00000183044': ('ENSG00000183044', 1, 12.7)}","{'ENSG00000183044': ('ENSG00000183044', 1, 6.1)}","{'ENSG00000183044': ('ENSG00000183044', 1, 3.8)}","{'ENSG00000183044': ('ENSG00000183044', 1, 263.2)}"
"('MAR08093', '')",{},{},{},{}
"('MAR08099', '')",{},{},{},{}
"('MAR08120', '')",{},{},{},{}
"('MAR08122', '')",{},{},{},{}
"('MAR08124', '')",{},{},{},{}
"('MAR08126', '')",{},{},{},{}
"('MAR08128', '')",{},{},{},{}
"('MAR08356', '')",{},{},{},{}
"('MAR08365', 'ENSG00000155380')",{},{},{},{}
"('MAR08411', '')",{},{},{},{}
"('MAR08438', '')",{},{},{},{}
"('MAR08475', 'ENSG00000112759 or ENSG00000174669')","{'ENSG00000112759': ('ENSG00000112759', 0.7966804979253111, 38.4), 'ENSG00000174669': ('ENSG00000174669', 0.2033195020746888, 9.8)}","{'ENSG00000112759': ('ENSG00000112759', 0.5, 6.1), 'ENSG00000174669': ('ENSG00000174669', 0.5, 6.1)}","{'ENSG00000112759': ('ENSG00000112759', 0.9637681159420289, 26.6), 'ENSG00000174669': ('ENSG00000174669', 0.036231884057971016, 1.0)}","{'ENSG00000112759': ('ENSG00000112759', 0.9448275862068966, 13.7), 'ENSG00000174669': ('ENSG00000174669', 0.055172413793103454, 0.8)}"
"('MAR08505', '')",{},{},{},{}
"('MAR08510', '')",{},{},{},{}
"('MAR08513', 'ENSG00000155380')",{},{},{},{}
"('MAR08528', '')",{},{},{},{}
"('MAR08532', '')",{},{},{},{}
"('MAR08562', '')",{},{},{},{}
"('MAR08614', 'ENSG00000151611')","{'ENSG00000151611': ('ENSG00000151611', 1, 4.9)}","{'ENSG00000151611': ('ENSG00000151611', 1, 6.1)}","{'ENSG00000151611': ('ENSG00000151611', 1, 5.5)}","{'ENSG00000151611': ('ENSG00000151611', 1, 28.6)}"
"('MAR08627', '')",{},{},{},{}
"('MAR08655', '')",{},{},{},{}
"('MAR08657', '')",{},{},{},{}
"('MAR08680', '')",{},{},{},{}
"('MAR08731', '')",{},{},{},{}
"('MAR08741', 'ENSG00000183048')","{'ENSG00000183048': ('ENSG00000183048', 1, 1.8)}","{'ENSG00000183048': ('ENSG00000183048', 1, 15.4)}","{'ENSG00000183048': ('ENSG00000183048', 1, 2.4)}","{'ENSG00000183048': ('ENSG00000183048', 1, 34.8)}"
"('MAR08742', 'ENSG00000183048')","{'ENSG00000183048': ('ENSG00000183048', 1, 1.8)}","{'ENSG00000183048': ('ENSG00000183048', 1, 15.4)}","{'ENSG00000183048': ('ENSG00000183048', 1, 2.4)}","{'ENSG00000183048': ('ENSG00000183048', 1, 34.8)}"
"('MAR08745', '')",{},{},{},{}
"('MAR08747', '')",{},{},{},{}
"('MAR08776', '')",{},{},{},{}
"('MAR08785', '')",{},{},{},{}
"('MAR08848', '')",{},{},{},{}
"('MAR08890', '')",{},{},{},{}
"('MAR08891', '')",{},{},{},{}
"('MAR08910', 'ENSG00000112759')","{'ENSG00000112759': ('ENSG00000112759', 1, 38.4)}","{'ENSG00000112759': ('ENSG00000112759', 1, 6.1)}","{'ENSG00000112759': ('ENSG00000112759', 1, 26.6)}","{'ENSG00000112759': ('ENSG00000112759', 1, 13.7)}"
"('MAR09174', '')",{},{},{},{}
"('MAR09194', '')",{},{},{},{}
"('MAR09675', '')",{},{},{},{}
"('MAR09676', '')",{},{},{},{}
"('MAR09677', '')",{},{},{},{}
"('MAR09014', '')",{},{},{},{}
"('MAR00707', '')",{},{},{},{}
"('MAR00713', 'ENSG00000100644')","{'ENSG00000100644': ('ENSG00000100644', 1, 58.1)}","{'ENSG00000100644': ('ENSG00000100644', 1, 135.2)}","{'ENSG00000100644': ('ENSG00000100644', 1, 122.0)}","{'ENSG00000100644': ('ENSG00000100644', 1, 27.4)}"
"('MAR01104', '')",{},{},{},{}
"('MAR01135', '')",{},{},{},{}
"('MAR01144', '')",{},{},{},{}
"('MAR01172', '')",{},{},{},{}
"('MAR01188', '')",{},{},{},{}
"('MAR01214', '')",{},{},{},{}
"('MAR01242', '')",{},{},{},{}
"('MAR01268', '')",{},{},{},{}
"('MAR01283', '')",{},{},{},{}
"('MAR01286', '')",{},{},{},{}
"('MAR01443', 'ENSG00000155380')",{},{},{},{}
"('MAR02067', '')",{},{},{},{}
"('MAR02082', '')",{},{},{},{}
"('MAR02093', '')",{},{},{},{}
"('MAR02104', '')",{},{},{},{}
"('MAR02407', 'ENSG00000101986')",{},{},{},{}
"('MAR02509', 'ENSG00000101986')",{},{},{},{}
"('MAR02547', '')",{},{},{},{}
"('MAR02575', '')",{},{},{},{}
"('MAR03007', 'ENSG00000155380')",{},{},{},{}
"('MAR03008', 'ENSG00000067829 or ENSG00000067840 or ENSG00000101986 or ENSG00000130821 or ENSG00000130822 or ENSG00000184343 or ENSG00000185825')","{'ENSG00000067829': ('ENSG00000067829', 0.4367176634214186, 94.2), 'ENSG00000130821': ('ENSG00000130821', 0.2498840982846546, 53.9), 'ENSG00000185825': ('ENSG00000185825', 0.31339823829392677, 67.6)}","{'ENSG00000067829': ('ENSG00000067829', 0.8680171884591774, 141.4), 'ENSG00000130821': ('ENSG00000130821', 0.019030079803560463, 3.1), 'ENSG00000185825': ('ENSG00000185825', 0.11295273173726211, 18.4)}","{'ENSG00000067829': ('ENSG00000067829', 0.20788704965920154, 42.7), 'ENSG00000130821': ('ENSG00000130821', 0.02629016553067186, 5.4), 'ENSG00000185825': ('ENSG00000185825', 0.7658227848101267, 157.3)}","{'ENSG00000067829': ('ENSG00000067829', 0.15135375055481579, 34.1), 'ENSG00000130821': ('ENSG00000130821', 0.0026631158455392807, 0.6), 'ENSG00000185825': ('ENSG00000185825', 0.8459831335996448, 190.6)}"
"('MAR03011', 'ENSG00000067829 or ENSG00000067840 or ENSG00000101986 or ENSG00000130821 or ENSG00000130822 or ENSG00000184343 or ENSG00000185825')","{'ENSG00000067829': ('ENSG00000067829', 0.4367176634214186, 94.2), 'ENSG00000130821': ('ENSG00000130821', 0.2498840982846546, 53.9), 'ENSG00000185825': ('ENSG00000185825', 0.31339823829392677, 67.6)}","{'ENSG00000067829': ('ENSG00000067829', 0.8680171884591774, 141.4), 'ENSG00000130821': ('ENSG00000130821', 0.019030079803560463, 3.1), 'ENSG00000185825': ('ENSG00000185825', 0.11295273173726211, 18.4)}","{'ENSG00000067829': ('ENSG00000067829', 0.20788704965920154, 42.7), 'ENSG00000130821': ('ENSG00000130821', 0.02629016553067186, 5.4), 'ENSG00000185825': ('ENSG00000185825', 0.7658227848101267, 157.3)}","{'ENSG00000067829': ('ENSG00000067829', 0.15135375055481579, 34.1), 'ENSG00000130821': ('ENSG00000130821', 0.0026631158455392807, 0.6), 'ENSG00000185825': ('ENSG00000185825', 0.8459831335996448, 190.6)}"
"('MAR03013', 'ENSG00000067829 or ENSG00000067840 or ENSG00000101986 or ENSG00000130821 or ENSG00000130822 or ENSG00000184343 or ENSG00000185825')","{'ENSG00000067829': ('ENSG00000067829', 0.4367176634214186, 94.2), 'ENSG00000130821': ('ENSG00000130821', 0.2498840982846546, 53.9), 'ENSG00000185825': ('ENSG00000185825', 0.31339823829392677, 67.6)}","{'ENSG00000067829': ('ENSG00000067829', 0.8680171884591774, 141.4), 'ENSG00000130821': ('ENSG00000130821', 0.019030079803560463, 3.1), 'ENSG00000185825': ('ENSG00000185825', 0.11295273173726211, 18.4)}","{'ENSG00000067829': ('ENSG00000067829', 0.20788704965920154, 42.7), 'ENSG00000130821': ('ENSG00000130821', 0.02629016553067186, 5.4), 'ENSG00000185825': ('ENSG00000185825', 0.7658227848101267, 157.3)}","{'ENSG00000067829': ('ENSG00000067829', 0.15135375055481579, 34.1), 'ENSG00000130821': ('ENSG00000130821', 0.0026631158455392807, 0.6), 'ENSG00000185825': ('ENSG00000185825', 0.8459831335996448, 190.6)}"
"('MAR03014', 'ENSG00000067829 or ENSG00000067840 or ENSG00000101986 or ENSG00000130821 or ENSG00000130822 or ENSG00000184343 or ENSG00000185825')","{'ENSG00000067829': ('ENSG00000067829', 0.4367176634214186, 94.2), 'ENSG00000130821': ('ENSG00000130821', 0.2498840982846546, 53.9), 'ENSG00000185825': ('ENSG00000185825', 0.31339823829392677, 67.6)}","{'ENSG00000067829': ('ENSG00000067829', 0.8680171884591774, 141.4), 'ENSG00000130821': ('ENSG00000130821', 0.019030079803560463, 3.1), 'ENSG00000185825': ('ENSG00000185825', 0.11295273173726211, 18.4)}","{'ENSG00000067829': ('ENSG00000067829', 0.20788704965920154, 42.7), 'ENSG00000130821': ('ENSG00000130821', 0.02629016553067186, 5.4), 'ENSG00000185825': ('ENSG00000185825', 0.7658227848101267, 157.3)}","{'ENSG00000067829': ('ENSG00000067829', 0.15135375055481579, 34.1), 'ENSG00000130821': ('ENSG00000130821', 0.0026631158455392807, 0.6), 'ENSG00000185825': ('ENSG00000185825', 0.8459831335996448, 190.6)}"
