,gene_contribution
ENSG00000121410,0.0
ENSG00000128274,2.0
ENSG00000118017,2.0785973194034515
ENSG00000094914,1.0
ENSG00000081760,2.0
ENSG00000114771,1.4438448004044282
ENSG00000109576,9.0
ENSG00000129673,1.0
ENSG00000157426,0.9125821919225281
ENSG00000149313,1.0
ENSG00000008311,2.342183517444246
ENSG00000183044,4.4824945295586875
ENSG00000165029,80.15013580525459
ENSG00000167972,1.0
ENSG00000198691,1.0
ENSG00000141338,4.0
ENSG00000085563,42.90266701428024
ENSG00000073734,20.331553780970104
ENSG00000005471,7.570675911779691
ENSG00000115657,3.642437591720541
ENSG00000103222,25.493861999386134
ENSG00000121270,9.016676449406873
ENSG00000023839,20.74102191727308
ENSG00000108846,28.44981724244262
ENSG00000125257,16.62394962009621
ENSG00000114770,4.805700344320563
ENSG00000006071,0.10210562041196204
ENSG00000069431,0.04671445309169039
ENSG00000101986,19.81717087162773
ENSG00000173208,5.0
ENSG00000117528,4.0
ENSG00000160179,0.29122081707457
ENSG00000118777,22.932131288975423
ENSG00000138075,1.2637402723832487
ENSG00000143921,1.2637402723832487
ENSG00000100997,4.665612895284408
ENSG00000011198,0.7864224499163659
ENSG00000163686,1.7368748405091923
ENSG00000166016,0.4709090909036408
ENSG00000060971,130.53691205334584
ENSG00000167315,66.56799203152542
ENSG00000278540,2.0
ENSG00000076555,2.0
ENSG00000111271,0.3245809100064796
ENSG00000240303,0.4202018474579597
ENSG00000151498,0.31541912029641106
ENSG00000177646,12.844187977942754
ENSG00000115361,12.808715197000355
ENSG00000117054,38.53120333005278
ENSG00000122971,17.790397290405323
ENSG00000196177,3.2771638344171214
ENSG00000072778,41.07727960621637
ENSG00000075239,2.0
ENSG00000120437,2.0
ENSG00000159640,1.3995905454092408
ENSG00000130234,6.739006997301045
ENSG00000167769,0.7701966596848102
ENSG00000177076,0.7484173197248412
ENSG00000078124,16.670921378520674
ENSG00000087085,1.2768637012166997
ENSG00000131473,1.0
ENSG00000153086,1.0
ENSG00000122729,1.0
ENSG00000100412,2.0
ENSG00000184227,20.982614199486093
ENSG00000162390,0.4267329233098014
ENSG00000172497,2.0
ENSG00000112304,1.1994545249064226
ENSG00000119673,18.150004919674487
ENSG00000177465,11.549332824886918
ENSG00000205669,13.027309410163904
ENSG00000097021,18.811082443618872
ENSG00000101473,12.489441765040564
ENSG00000123130,0.13362253642977423
ENSG00000161533,63.00016767822466
ENSG00000168306,1.809196986208169
ENSG00000087008,36.533584991176035
ENSG00000134575,4.391781156833287
ENSG00000102575,0.7715596358997515
ENSG00000162836,2.2051736983889207
ENSG00000103740,20.377015317573463
ENSG00000130377,19.481119680201697
ENSG00000167107,0.6546974050587475
ENSG00000176715,0.736028073088262
ENSG00000151726,19.74392515411559
ENSG00000123983,16.151684916681486
ENSG00000068366,21.66083612591819
ENSG00000197142,17.77584309123621
ENSG00000164398,14.260103519082813
ENSG00000166743,2.1231804664436744
ENSG00000183747,1.2266917098199281
ENSG00000066813,1.9516877967035833
ENSG00000005187,1.2304481662941658
ENSG00000215009,1.306412062020643
ENSG00000183549,1.161579798718004
ENSG00000154930,2.606198338451095
ENSG00000131069,6.363338300941303
ENSG00000111058,2.0304633606076004
ENSG00000243989,3.0
ENSG00000132744,1.020864713164273
ENSG00000119640,0.9989023052155334
ENSG00000170634,1.0010976947844665
ENSG00000196839,5.0
ENSG00000164742,0.10183925981301414
ENSG00000143199,0.13407646859394357
ENSG00000078295,0.14393044252718648
ENSG00000138031,0.11459146138503233
ENSG00000129467,0.07321368853802679
ENSG00000173175,0.1390703377743773
ENSG00000174233,0.1203433285200414
ENSG00000121281,0.10201761232804718
ENSG00000155897,0.17184260396257345
ENSG00000162104,0.15583546983197982
ENSG00000187758,1.7939498402666199
ENSG00000196616,5.949620041459044
ENSG00000198099,10.218520266235911
ENSG00000197894,7.95554182989562
ENSG00000172955,2.0604324351014838
ENSG00000196344,2.304021336823191
ENSG00000147576,3.309608896407847
ENSG00000182551,2.0
ENSG00000156110,0.9662772757030086
ENSG00000181915,1.0
ENSG00000159322,1.0
ENSG00000144843,2.0
ENSG00000170222,2.023698687850317
ENSG00000239900,1.0304449648474585
ENSG00000183077,3.0
ENSG00000038002,4.0
ENSG00000006530,6.0
ENSG00000162688,3.0
ENSG00000116771,1.0
ENSG00000204310,1.050579734549135
ENSG00000169692,0.9312720552711636
ENSG00000160216,1.1195592499946736
ENSG00000026652,0.6868154736145574
ENSG00000155189,0.5941858509278707
ENSG00000018510,1.0
ENSG00000172482,3.4686587283846646
ENSG00000113492,2.0488467420566483
ENSG00000153207,1.0
ENSG00000101444,0.9996732027322036
ENSG00000158467,1.0003267972677963
ENSG00000111732,3.021318807082025
ENSG00000106992,0.28489669186011507
ENSG00000004455,0.36320464331586466
ENSG00000147853,1.3134378794326018
ENSG00000162433,0.2996309510927855
ENSG00000154027,3.1661983233692315
ENSG00000085231,0.2362633324793097
ENSG00000140057,0.182272060777665
ENSG00000165695,0.2936548180068377
ENSG00000155085,2.0250283622469607
ENSG00000117448,8.668127157226856
ENSG00000085662,4.064010552508482
ENSG00000198074,3.5192495280154352
ENSG00000227471,0.23751596211013137
ENSG00000187134,4.692156991534597
ENSG00000151632,2.130815609555142
ENSG00000196139,9.955049950241342
ENSG00000198610,9.66198061438717
ENSG00000122787,7.0
ENSG00000053371,3.8396000238869714
ENSG00000162482,1.7668289889174973
ENSG00000148218,1.0
ENSG00000023330,1.1636724217999748
ENSG00000158578,1.126224918492247
ENSG00000163631,2.0
ENSG00000059573,3.114301627599196
ENSG00000165092,3.147573787358215
ENSG00000128918,2.852426212641785
ENSG00000184254,7.847159373707612
ENSG00000137124,8.219978050208866
ENSG00000144908,1.0735724743239456
ENSG00000136010,0.9264275256760545
ENSG00000111275,5.863522974229519
ENSG00000108602,8.379150081804212
ENSG00000072210,33.33130067976509
ENSG00000006534,14.869223443710418
ENSG00000132746,8.123658322628817
ENSG00000159423,9.425554660458866
ENSG00000112294,1.1863976731177632
ENSG00000119711,4.147843307119819
ENSG00000164904,11.332082346418344
ENSG00000118514,0.8589086860551622
ENSG00000143149,6.274107214146016
ENSG00000149925,1.1039088588974717
ENSG00000136872,2.9269056292489815
ENSG00000109107,1.969185511853547
ENSG00000033011,1.0
ENSG00000139133,1.3678542788175214
ENSG00000175548,0.30461679455430907
ENSG00000253710,2.0
ENSG00000182858,1.1183742894023494
ENSG00000101901,0.6244326777901528
ENSG00000172339,0.3755673222098472
ENSG00000119523,2.0
ENSG00000214160,1.4273309903104507
ENSG00000120697,3.0
ENSG00000088035,1.0
ENSG00000159063,1.3275289266281696
ENSG00000086848,1.471706758197357
ENSG00000151360,1.0
ENSG00000108839,18.195348106400566
ENSG00000179477,1.4675554127129877
ENSG00000161905,2.938342318107094
ENSG00000179593,3.061657681892906
ENSG00000012779,25.804651893599434
ENSG00000179148,0.5324445872870124
ENSG00000163295,2.5046910239337645
ENSG00000162551,1.7379412532112521
ENSG00000163283,1.1671142942442605
ENSG00000242110,11.58552292218124
ENSG00000123505,1.0
ENSG00000139344,1.0
ENSG00000162066,0.5203664322113054
ENSG00000159461,0.002868457718920374
ENSG00000166126,1.0
ENSG00000116748,0.38559229258219646
ENSG00000116337,0.25925114951644707
ENSG00000133805,0.3551565579013564
ENSG00000145020,2.0
ENSG00000187733,4.0940913746143455
ENSG00000243480,3.9672322046597897
ENSG00000240038,4.146629010872188
ENSG00000141552,1.0
ENSG00000166825,0.8319755600462049
ENSG00000138772,0.4111418797576675
ENSG00000136250,1.0
ENSG00000131480,13.739937481354252
ENSG00000131471,13.831786057183777
ENSG00000138356,7.43849139817077
ENSG00000166747,0.058950157324956225
ENSG00000149089,1.0
ENSG00000084674,1.0
ENSG00000173627,0.3004110654092137
ENSG00000130208,1.0
ENSG00000234906,1.0
ENSG00000110245,1.0
ENSG00000130203,1.0
ENSG00000198931,2.0
ENSG00000240583,0.10290739844692973
ENSG00000143595,0.4640165129162207
ENSG00000167580,0.10082205027961383
ENSG00000165272,0.6985519378827678
ENSG00000171885,0.0983438104497228
ENSG00000161798,0.07047872338504858
ENSG00000086159,0.07631165377015356
ENSG00000165269,0.9584065310833317
ENSG00000103375,2.1422267891766804
ENSG00000103569,2.4751305703413644
ENSG00000095139,0.5760034158562302
ENSG00000118520,1.0
ENSG00000081181,1.0
ENSG00000054267,0.17064971127413545
ENSG00000100299,1.713308320431234
ENSG00000113273,5.0
ENSG00000006756,0.609665324491371
ENSG00000129744,0.40451697739248427
ENSG00000156219,0.46283548604245206
ENSG00000111339,0.5035192203916145
ENSG00000167311,0.2434836414384489
ENSG00000214435,1.0
ENSG00000104763,1.523584133007064
ENSG00000188611,0.5381036930710503
ENSG00000198881,0.10477961097195453
ENSG00000116539,0.35360110191652777
ENSG00000126522,1.0
ENSG00000070669,1.0
ENSG00000108381,1.172532781317949
ENSG00000166183,1.5774275632266852
ENSG00000198363,0.3296546813494238
ENSG00000162174,0.9860318709295309
ENSG00000130707,1.0
ENSG00000107669,1.0
ENSG00000138363,2.0
ENSG00000206190,10.290157491367927
ENSG00000068650,5.084337350649521
ENSG00000101974,9.91566264935048
ENSG00000075673,1.5
ENSG00000163399,4.324706422772746e-05
ENSG00000018625,0.00011574613472310247
ENSG00000105409,0.00020009601330889728
ENSG00000132681,4.122785802014456e-05
ENSG00000143153,4.309916485829376e-05
ENSG00000129244,0.00013392763641679827
ENSG00000069849,5.382737433516648e-05
ENSG00000101892,6.887232437859567e-05
ENSG00000196296,0.10157122007425919
ENSG00000174437,0.11917231904255918
ENSG00000074370,0.08427062760567494
ENSG00000070961,0.42883430577397974
ENSG00000157087,0.40966618177703695
ENSG00000067842,0.33299368596226786
ENSG00000058668,0.27115200147708296
ENSG00000017260,0.15132652186401493
ENSG00000064270,0.10101313642312394
ENSG00000105675,0.5
ENSG00000186009,1.25
ENSG00000071553,0.12672699510774627
ENSG00000033627,0.11557033892829753
ENSG00000185344,0.1204746555470409
ENSG00000105929,0.12401840801705316
ENSG00000117410,0.12240909268510838
ENSG00000185883,0.07779582783816207
ENSG00000159720,0.05320874684650714
ENSG00000147614,0.12723754766090842
ENSG00000113732,1.912830417110676e-06
ENSG00000114573,3.8328756209623524e-26
ENSG00000116039,2.2953662415367763e-15
ENSG00000147416,1.3915265283897187e-12
ENSG00000155097,2.394278642915815e-12
ENSG00000143882,2.0680428639365495e-15
ENSG00000100554,3.8328756209623524e-26
ENSG00000131100,1.1133658715954014e-14
ENSG00000250565,6.02576284867915e-13
ENSG00000128524,3.8328756209623524e-26
ENSG00000136888,2.4907297772640278e-08
ENSG00000213760,1.1547586391218785e-09
ENSG00000151418,1.3343726948207758e-10
ENSG00000047249,0.11242691690164201
ENSG00000124406,1.2397756584315038
ENSG00000081923,3.3523676879701148
ENSG00000143515,5.010600432758271
ENSG00000148090,7.0
ENSG00000204195,0.4738288474149042
ENSG00000147160,0.31551251063223046
ENSG00000169255,3.0
ENSG00000162885,0.08588046869228495
ENSG00000172318,0.33168740340069264
ENSG00000162630,0.5025395706131108
ENSG00000235863,8.0
ENSG00000183778,3.479825120738235
ENSG00000176022,1.0
ENSG00000109956,0.3163201792860067
ENSG00000112309,0.37283704715656285
ENSG00000149541,0.31084277355743056
ENSG00000170340,6.20962624400465
ENSG00000179913,19.476439182874202
ENSG00000176383,3.743491831279046
ENSG00000176597,2.065514625317495
ENSG00000198488,1.5025603298848065
ENSG00000156966,3.280678558830168
ENSG00000177191,3.25219595004425
ENSG00000237172,0.0488577931302909
ENSG00000175711,3.5188967333263035
ENSG00000135454,9.0
ENSG00000167080,0.0992329090551466
ENSG00000139044,0.08975807131075368
ENSG00000182272,0.12546573379107365
ENSG00000086062,7.486561469445473
ENSG00000117411,6.017507654718756
ENSG00000158850,4.908007831525451
ENSG00000121578,0.7268079002253659
ENSG00000158470,6.138108035353196
ENSG00000118276,0.06875158055697679
ENSG00000027847,1.0968051926255353
ENSG00000136881,32.948722682287084
ENSG00000138376,0.005898222351511325
ENSG00000129151,1.0
ENSG00000185825,0.7134999401476054
ENSG00000060982,3.0
ENSG00000105552,3.0
ENSG00000114200,0.7231362987833002
ENSG00000248098,6.281657712955504
ENSG00000083123,6.350180901278861
ENSG00000103507,1.0
ENSG00000197580,2.113508713927132
ENSG00000161267,0.48702452892422504
ENSG00000164039,0.7069401192467928
ENSG00000145692,0.3695799457508953
ENSG00000132840,0.6304200542491047
ENSG00000115760,0.010643918496455325
ENSG00000106605,1.3054178145820425
ENSG00000090013,1.6945821854179577
ENSG00000168487,1.0
ENSG00000172331,0.5121478059805814
ENSG00000162813,2.0
ENSG00000089234,0.008004563348374903
ENSG00000156983,0.38042909478015635
ENSG00000168000,0.17994935199635428
ENSG00000109743,1.7173043973323365
ENSG00000169814,4.0
ENSG00000106392,0.44836229942518474
ENSG00000171155,0.5516377005748153
ENSG00000133742,0.2822731236309064
ENSG00000074410,0.23962618369104077
ENSG00000185015,0.3198411781558248
ENSG00000118298,0.19341951093464405
ENSG00000104267,0.4451103368223016
ENSG00000164879,0.20872177136900275
ENSG00000167434,0.23995044112742275
ENSG00000174990,0.3527658319369975
ENSG00000169239,0.7644011540752746
ENSG00000131686,0.19536505505175797
ENSG00000168748,0.25374750415689235
ENSG00000107159,0.3041533969420643
ENSG00000084774,3.0
ENSG00000198668,0.20078555519693253
ENSG00000143933,0.13547895413093827
ENSG00000160014,0.19486457967902668
ENSG00000171302,1.1326491429941279
ENSG00000092529,0.1715236553621722
ENSG00000172508,2.0
ENSG00000121691,4.795615103901958
ENSG00000110395,0.00718400209407619
ENSG00000114423,0.007053086339310503
ENSG00000142273,0.005734577658054213
ENSG00000105879,0.004918691963328572
ENSG00000159228,15.295352210157821
ENSG00000159231,10.661894371567938
ENSG00000145439,0.25593117815469807
ENSG00000160200,3.0
ENSG00000100814,0.006506045503593137
ENSG00000135218,5.1855092131452425
ENSG00000004468,3.2826956026676637
ENSG00000158825,0.6782701275087611
ENSG00000099804,0.004250086497772972
ENSG00000103502,2.0
ENSG00000129596,1.0
ENSG00000163624,1.6334756619187174
ENSG00000101290,1.3665243380812826
ENSG00000170835,56.686453928253606
ENSG00000205923,0.47963356778869454
ENSG00000134255,6.43679092374386
ENSG00000100422,1.0
ENSG00000223802,0.32583381635121317
ENSG00000143418,0.3346857052812512
ENSG00000154227,0.3372148164041192
ENSG00000090661,0.2642921122745572
ENSG00000139624,0.38590020548675324
ENSG00000172292,0.35207334420210584
ENSG00000198848,0.3347363894531414
ENSG00000172831,1.2612447556218054
ENSG00000172828,0.29322526488961465
ENSG00000159398,0.3410901330054429
ENSG00000138135,5.0
ENSG00000070748,2.0
ENSG00000016391,2.1499658002555337
ENSG00000072609,0.006573841160762516
ENSG00000133048,0.5284767009060215
ENSG00000134216,1.692214867350338
ENSG00000133063,1.2766288060925122
ENSG00000110721,0.6453705540220935
ENSG00000100288,0.7968590843013442
ENSG00000123989,2.208428300824057
ENSG00000033100,0.8958587089304917
ENSG00000111666,1.5632090762561401
ENSG00000175264,1.0448496140585952
ENSG00000115526,0.0749080530856942
ENSG00000171310,1.2915135763454766
ENSG00000136213,1.2341607672433492
ENSG00000180767,0.8251635450234764
ENSG00000169105,0.6491621113876981
ENSG00000182022,1.2843477055282564
ENSG00000175040,4.697684513080753
ENSG00000122863,1.6052605498225443
ENSG00000140835,3.379969235530353
ENSG00000135702,4.130416949126753
ENSG00000183196,3.1081535262802102
ENSG00000147119,5.163569200017442
ENSG00000124302,0.08909056312119554
ENSG00000154080,0.07710405464176809
ENSG00000131873,1.8667897955608617
ENSG00000198108,2.560734271063428
ENSG00000100865,1.0
ENSG00000166165,0.20099857352974163
ENSG00000104879,0.35463623395765015
ENSG00000223572,0.6055634807112563
ENSG00000237289,0.44122681879003883
ENSG00000131730,0.39757489301131305
ENSG00000175505,0.1328231170694837
ENSG00000134852,0.05508237922880103
ENSG00000137392,1.0
ENSG00000125246,2.0
ENSG00000092009,2.0
ENSG00000111726,3.0
ENSG00000162368,41.0
ENSG00000134326,2.0
ENSG00000150656,1.8348175312771164
ENSG00000133313,2.635306824138663
ENSG00000080802,0.006863726050857569
ENSG00000173786,2.0
ENSG00000068120,4.0
ENSG00000130309,0.36008382639822445
ENSG00000198756,0.24395956608130182
ENSG00000093010,20.4396460922558
ENSG00000129083,0.743808710434212
ENSG00000184432,0.709009393683003
ENSG00000105669,0.5461144321653989
ENSG00000181789,0.5426985482169676
ENSG00000158623,0.8823654996441881
ENSG00000173085,1.0
ENSG00000132423,3.0
ENSG00000110871,1.0
ENSG00000119723,7.666537867563222
ENSG00000167186,2.0
ENSG00000006695,3.175180881377498
ENSG00000131143,0.9428827216312656
ENSG00000131055,1.0571172783687346
ENSG00000178741,2.0
ENSG00000135940,2.0
ENSG00000111775,1.2631949332010137
ENSG00000156885,0.7368050667989862
ENSG00000126267,0.9264289759501044
ENSG00000160471,1.0735710240498955
ENSG00000164919,2.0
ENSG00000161281,1.3395384419716807
ENSG00000112695,0.6604615580283193
ENSG00000131174,2.0
ENSG00000170516,2.0
ENSG00000127184,2.0
ENSG00000176340,2.0
ENSG00000047457,2.2150101419804407
ENSG00000091704,0.5739618262237534
ENSG00000158516,0.9773192877137296
ENSG00000163751,0.4566082802494374
ENSG00000158525,0.8469288094587673
ENSG00000165078,1.145181796354313
ENSG00000178773,0.7101026597077781
ENSG00000080819,1.0
ENSG00000021826,2.0
ENSG00000110090,43.531964544946845
ENSG00000205560,36.702636485543465
ENSG00000169169,23.765398969509615
ENSG00000157184,41.76343723700475
ENSG00000095321,90.7675586060895
ENSG00000005339,0.060201991981535044
ENSG00000096006,0.32712377966266215
ENSG00000088766,2.0
ENSG00000005469,9.469004156905758
ENSG00000165475,1.0
ENSG00000116791,5.0
ENSG00000062485,1.0
ENSG00000139631,0.5632534111627536
ENSG00000147408,1.7953442968294313
ENSG00000169826,2.0567556353776864
ENSG00000133275,0.2574233523450069
ENSG00000159692,0.22326769267958702
ENSG00000137770,0.21542063265105582
ENSG00000116761,5.0
ENSG00000171793,0.9252953440730396
ENSG00000047230,1.0747046559269606
ENSG00000064601,32.57419536987485
ENSG00000164733,0.8580728566116107
ENSG00000109861,1.0066254214481432
ENSG00000117984,1.058220601416076
ENSG00000196188,0.9339073826361304
ENSG00000174080,0.9643797035458991
ENSG00000100448,0.6745463777968524
ENSG00000103811,0.9321760006373199
ENSG00000143387,0.6600027701629008
ENSG00000135047,0.7895101342970247
ENSG00000256043,0.8407590376939285
ENSG00000163131,1.1066992935292492
ENSG00000172543,0.838681379552257
ENSG00000101160,0.8431829726207134
ENSG00000107611,4.0
ENSG00000153015,0.029797334304342064
ENSG00000182224,0.8261841837448939
ENSG00000159348,0.28655679426918856
ENSG00000166394,0.1871869445483561
ENSG00000100243,0.10761027631009248
ENSG00000065615,0.16497010826885927
ENSG00000215883,0.25367587660350366
ENSG00000071967,1.0
ENSG00000179091,1.0
ENSG00000083799,0.011721139915998664
ENSG00000140459,6.0
ENSG00000160882,4.527826653789036
ENSG00000179142,6.048661337966561
ENSG00000148795,15.310003294317273
ENSG00000137869,1.98116249883874
ENSG00000140465,7.845065679129326
ENSG00000140505,11.896495628362409
ENSG00000138061,8.119541848165804
ENSG00000231852,10.0
ENSG00000019186,8.0
ENSG00000095596,5.0
ENSG00000003137,11.0
ENSG00000135929,46.11263537895816
ENSG00000111012,3.0
ENSG00000197838,6.165407080199188
ENSG00000255974,3.2718275127756313
ENSG00000198077,2.531335495653622
ENSG00000197408,2.135024407264753
ENSG00000108242,6.812815507432187
ENSG00000165841,5.606103962272382
ENSG00000138115,17.034885328507006
ENSG00000138109,20.030311269622032
ENSG00000100197,5.7243810773619535
ENSG00000130649,29.021910461969675
ENSG00000197446,3.8281646901150603
ENSG00000134716,2.14782932856973
ENSG00000186104,1.0
ENSG00000167600,2.555478732352778
ENSG00000155016,1.3842735343882893
ENSG00000146233,2.0
ENSG00000160868,45.51054525740292
ENSG00000021461,4.400612292797108
ENSG00000106258,13.085559307317062
ENSG00000036530,2.0
ENSG00000187048,1.5429265647105685
ENSG00000162365,1.5306096809136194
ENSG00000142973,1.903469852047061
ENSG00000171903,13.430419698861456
ENSG00000186204,3.961358490380574
ENSG00000186115,9.389729595886346
ENSG00000171954,9.40669001886035
ENSG00000186529,15.49716073852645
ENSG00000186526,14.204406283254226
ENSG00000145476,3.8695260164939542
ENSG00000186377,2.534913031786854
ENSG00000186160,2.454935306788248
ENSG00000001630,7.0
ENSG00000167910,3.4598428215956956
ENSG00000172817,4.0
ENSG00000180432,8.0
ENSG00000129562,0.2499480259590797
ENSG00000134780,1.0853206122110488
ENSG00000164535,1.2184140875787879
ENSG00000110887,6.111720304945835
ENSG00000123454,1.0
ENSG00000155368,20.0
ENSG00000105516,0.675697769442911
ENSG00000137992,4.0
ENSG00000156136,5.033722724296991
ENSG00000080166,1.0
ENSG00000129187,1.0
ENSG00000179958,1.0
ENSG00000169738,1.0
ENSG00000153904,0.5990200726568385
ENSG00000213722,0.4009799273431615
ENSG00000132437,9.55893926436609
ENSG00000203797,1.07142588906513
ENSG00000244038,0.2499480259590797
ENSG00000157349,1.0
ENSG00000104325,14.011078515339296
ENSG00000242612,10.232937224124871
ENSG00000143753,2.529809465387172
ENSG00000168350,2.4701905346128274
ENSG00000023697,1.0
ENSG00000185000,0.8271368320858158
ENSG00000062282,0.9435747626260385
ENSG00000184210,0.025134626101205034
ENSG00000065357,0.09987388774275872
ENSG00000136267,0.12113781267020321
ENSG00000077044,0.10922721219769937
ENSG00000153933,0.060253625708241935
ENSG00000058866,0.07531703216778932
ENSG00000102780,0.08747285082862247
ENSG00000157680,0.6528695560945388
ENSG00000274588,0.11315070414225951
ENSG00000145214,0.14072024102213315
ENSG00000149091,0.5399770774257533
ENSG00000114956,2.0
ENSG00000116133,9.0
ENSG00000172893,5.0
ENSG00000117682,2.247971935981478
ENSG00000104808,1.2199095181492985
ENSG00000228716,6.0
ENSG00000102967,1.09062927498499
ENSG00000095059,3.0
ENSG00000100867,0.17796894956751275
ENSG00000162496,0.29162317330846527
ENSG00000157326,13.282282284061674
ENSG00000187630,0.24930826560849917
ENSG00000073737,0.27557411278302996
ENSG00000181192,1.427910142868098
ENSG00000211452,4.893850658653384
ENSG00000211448,5.106149341346616
ENSG00000150768,1.25
ENSG00000091140,6.368161385765635
ENSG00000119689,3.0
ENSG00000132837,2.1068211305814306
ENSG00000106976,0.046428213599188556
ENSG00000087470,0.054563670983827126
ENSG00000079805,0.028754633801187073
ENSG00000197959,0.041839495046667445
ENSG00000130816,0.6671632262805453
ENSG00000119772,0.6457756967363657
ENSG00000088305,0.6671632262805453
ENSG00000142182,0.9107256862980309
ENSG00000175283,1.0
ENSG00000167130,2.0
ENSG00000104885,0.30774011049149863
ENSG00000172269,1.0
ENSG00000015413,1.027029884780844
ENSG00000167261,0.2226807058128095
ENSG00000141096,0.28016505399056724
ENSG00000117543,1.0
ENSG00000000419,0.9825879620898427
ENSG00000136908,0.9825879620898427
ENSG00000179085,0.9825879620898427
ENSG00000197635,0.4768554436448411
ENSG00000188641,4.0
ENSG00000147647,1.42272811391863
ENSG00000092964,0.5772718860813699
ENSG00000111817,0.3989527082646495
ENSG00000168393,6.0
ENSG00000137857,0.5947412354301209
ENSG00000140279,0.40525876456987914
ENSG00000144048,0.1805338677464169
ENSG00000128951,2.3948159278849905
ENSG00000198919,0.0067538503257333245
ENSG00000147155,4.0
ENSG00000104823,4.696290959435963
ENSG00000121310,1.0
ENSG00000127884,70.57545553376539
ENSG00000167969,62.243924392581576
ENSG00000198721,55.92869376986709
ENSG00000156508,0.06770864641845448
ENSG00000101210,0.05670774471288932
ENSG00000167658,0.04849213506779578
ENSG00000241404,0.5215723857266514
ENSG00000146648,0.0817259638849485
ENSG00000113790,200.40746799949733
ENSG00000181090,0.6443397855928649
ENSG00000204371,0.32088407067381114
ENSG00000243056,0.20293161859954678
ENSG00000066322,49.980483830092915
ENSG00000197977,7.431729515043021
ENSG00000119915,3.874044737331189
ENSG00000118402,5.389086456871906
ENSG00000012660,9.505792766857851
ENSG00000170522,9.374924530380506
ENSG00000164181,6.585039326677568
ENSG00000134014,0.06378572093866204
ENSG00000167280,5.0
ENSG00000074800,0.32360494974882975
