,reaction_expression
MAR03905,333.99815716
MAR03907,69.88695258
MAR04097,45.33025151
MAR04099,72.52164678
MAR04108,45.33025151
MAR04133,45.33025151
MAR04281,75.73056921
MAR04388,247.45858609
MAR04283,176.15295202000001
MAR08357,277.75756941
MAR04379,137.57832668999998
MAR04301,137.57832668999998
MAR04355,132.61294144
MAR04358,67.15092399
MAR04360,30.9407678
MAR04363,134.43696049
MAR04365,169.32976958999998
MAR04368,154.36605766000002
MAR04370,95.33539631
MAR04371,169.32976958999998
MAR04372,95.33539631
MAR04373,83.87109871999999
MAR04375,176.82851463999998
MAR04377,87.75558377
MAR04381,40.39864441
MAR04391,45.60047655
MAR04394,252.18752443
MAR04396,91.77518132
MAR04521,95.32188504999999
MAR06412,19.01708763
MAR07745,37.49372517
MAR07747,59.31439766
MAR08360,50.12674607
MAR08652,95.32188504999999
MAR08757,44.24935132
MAR03989,175.81517072
MAR04122,47.12049244
MAR04837,51.44409317
MAR05395,100.86149849
MAR05396,191.25177645999997
MAR09727,204.35769122
MAR05397,43.134673
MAR05398,138.86189565
MAR05399,38.54084723
MAR05400,38.54084723
MAR05401,138.86189565
MAR08568,174.73427052
MAR08569,174.73427052
MAR08570,174.73427052
MAR08571,174.73427052
MAR08572,174.73427052
MAR08573,174.73427052
MAR08574,174.73427052
MAR08575,174.73427052
MAR08576,174.73427052
MAR08577,174.73427052
MAR08578,174.73427052
MAR08579,174.73427052
MAR08581,174.73427052
MAR08591,92.34940954000001
MAR08592,51.91698702
MAR08580,174.73427052
MAR08582,174.73427052
MAR08587,92.34940954000001
MAR08589,51.91698702
MAR08583,46.88404552
MAR08584,44.58713263
MAR08585,50.93742121
MAR03944,42.86444796
MAR04128,35.02792161
MAR04130,103.52997083
MAR04131,46.91782365
MAR04132,46.91782365
MAR04303,188.85352919000002
MAR04414,131.97115694
MAR04415,38.06795338
MAR04416,120.75681753
MAR04774,137.57832668999998
MAR04775,137.57832668999998
MAR04831,-1.0
MAR04832,38.06795338
MAR07674,165.51284083000002
MAR08761,44.48579824
MAR08762,176.82851463999998
MAR08764,38.9461848
MAR08766,101.90862057999999
MAR08767,46.91782365
MAR00454,-1.0
MAR04297,181.52367482
MAR04310,44.48579824
MAR04315,36.98705321
MAR04316,101.90862057999999
MAR04317,224.65834781
MAR04318,224.65834781
MAR04319,176.96362717
MAR04320,224.65834781
MAR04356,176.82851463999998
MAR04383,50.29563674
MAR04385,139.80768329
MAR04386,69.61672754
MAR04387,23.30691024
MAR04399,40.36486629
MAR04400,-1.0
MAR04401,40.66886947
MAR04402,-1.0
MAR04403,-1.0
MAR04490,176.96362717
MAR04706,181.52367482
MAR08768,-1.0
MAR04590,41.98621657
MAR04591,91.03206246
MAR04592,101.90862057999999
MAR04593,36.98705321
MAR04594,37.35861264
MAR04595,32.83234312
MAR08341,183.92192210000002
MAR08342,-1.0
MAR08344,69.88695258
MAR08352,41.00665076
MAR08353,-1.0
MAR08726,38.00039713
MAR08727,29.99498013
MAR08728,-1.0
MAR08729,51.71431823
MAR06537,69.88695258
MAR01568,176.15295202000001
MAR03853,73.43365631
MAR03854,101.90862057999999
MAR03855,101.90862057999999
MAR03857,110.89360335999999
MAR03859,87.89069627999999
MAR04087,70.02206511
MAR04089,120.65548315
MAR04091,70.02206511
MAR04093,38.33817844
MAR04095,38.33817844
MAR04101,33.10256816
MAR04103,40.4999788
MAR04143,45.60047655
MAR04193,67.15092399
MAR08497,183.92192210000002
MAR08498,44.24935132
MAR08499,44.24935132
MAR08500,183.92192210000002
MAR08501,39.14885358
MAR08502,303.05738936
MAR08503,366.56027523
MAR08504,277.75756941
MAR08506,277.75756941
MAR08507,333.99815716
MAR08508,333.99815716
MAR08509,183.92192210000002
MAR08511,110.89360335999999
