ID,Expression
MAR04388_f,252.61791091
MAR04379,174.11589601
MAR04358,49.37995684000001
MAR04363_f,79.18223814000001
MAR04368_f,129.54001593
MAR04391_f,51.97330799
MAR04394,188.35807038
MAR06412,20.61926738
MAR08514,59.90216029
MAR00710_f,70.5731626
MAR03977,142.78311239
MAR06914,23.61650109
MAR06916,1.14
MAR00397,330.05707698
MAR02368,155.40975653
MAR02371,305.71783867
MAR02374,1.14
MAR02376,1.14
MAR02378,81.90313115000001
MAR02380,155.40975653
MAR00410,203.83314939
MAR02591_f,124.56588339
MAR07672,55.75704983
MAR07673,55.75704983
MAR08709_f,304.027909
MAR08746,63.96224284
MAR02590,51.88828009
MAR04898_f,1.14
MAR04926,90.21460906
MAR05043,56.9686975
MAR06328_f,105.96602878
MAR07638,212.93113544
MAR02197,205.19359593
MAR02303_f,47.2330022
MAR20069,41.23853476
MAR04365_r,157.15282864
MAR04373_r,78.28944512999999
MAR04375_r,144.37738562
MAR04381_r,47.21174521
MAR04002_r,461.80781847
MAR06409_r,64.0047568
MAR03958_r,46.38272312
MAR02593_r,86.1545265
MAR06638_r,304.027909
MAR04888_r,68.10735329
MAR00060_r,51.88828009
MAR02196_r,205.19359593
temporary_exchange_MAM01965c,-1.0
temporary_exchange_MAM02387c,-1.0
temporary_exchange_MAM01371c,-1.0
temporary_exchange_MAM02046c,-1.0
temporary_exchange_MAM02555c,-1.0
temporary_exchange_MAM02039c,-1.0
temporary_exchange_MAM02630c,-1.0
temporary_exchange_MAM01362c,-1.0
temporary_exchange_MAM01596c,-1.0
temporary_exchange_MAM01285c,-1.0
temporary_exchange_MAM02751c,-1.0
temporary_exchange_MAM02554c,-1.0
temporary_exchange_MAM02040c,-1.0
