ID,Expression
MAR04388_f,239.52525138
MAR04379,124.06082584
MAR04358,66.87772238
MAR04363_f,140.534104
MAR04368_f,151.51628946
MAR04391_f,46.95831016
MAR04394,248.99265263
MAR06412,22.34306693
MAR08514,82.97230447
MAR00710_f,47.98078949
MAR03977,127.39335109
MAR06914,36.20334233
MAR06916,1.14
MAR00397,373.50791373
MAR02368,129.93061461
MAR02371,297.31426854
MAR02374,1.14
MAR02376,1.14
MAR02378,111.6017258
MAR02380,129.93061461
MAR00410,260.50501251
MAR02591_f,147.91867697
MAR07672,59.45527979
MAR07673,59.45527979
MAR08709_f,330.96141254
MAR08746,69.90729077
MAR02590,37.75599615
MAR04898_f,1.14
MAR04926,91.644444
MAR05043,30.86372803
MAR06328_f,102.58875983
MAR07638,211.38813488
MAR02197,167.951698
MAR02303_f,53.01744694
MAR20069,44.68613386
MAR04365_r,179.61553633
MAR04373_r,78.57943029
MAR04375_r,168.70909008
MAR04381_r,50.02574816
MAR04002_r,421.98100804
MAR06409_r,53.43401261
MAR03958_r,44.95122108
MAR02593_r,85.58530722
MAR06638_r,330.96141254
MAR04888_r,75.66347071
MAR00060_r,37.75599615
MAR02196_r,167.951698
temporary_exchange_MAM01965c,-1.0
temporary_exchange_MAM02387c,-1.0
temporary_exchange_MAM01371c,-1.0
temporary_exchange_MAM02046c,-1.0
temporary_exchange_MAM02555c,-1.0
temporary_exchange_MAM02039c,-1.0
temporary_exchange_MAM02630c,-1.0
temporary_exchange_MAM01362c,-1.0
temporary_exchange_MAM01596c,-1.0
temporary_exchange_MAM01285c,-1.0
temporary_exchange_MAM02751c,-1.0
temporary_exchange_MAM02554c,-1.0
temporary_exchange_MAM02040c,-1.0
