ID,Flux
MAR_dummy_002,1.0
MAR_dummy_003,1.0
MAR_dummy_005,1.0
MAR_dummy_006,1.0
MAR_dummy_007,1.0
MAR_dummy_008,1.0
MAR_dummy_009,1.0
MAR_dummy_010,1.0
MAR_dummy_011,1.0
MAR_dummy_012,1.0
MAR_dummy_013,1.0
MAR_dummy_014,1.0
MAR_dummy_015,1.0
MAR_dummy_016,1.0
MAR_dummy_017,1.0
MAR_dummy_018,1.0
MAR_dummy_019,1.0
MAR_dummy_020,1.0
MAR_dummy_021,1.0
MAR_dummy_022,1.0
MAR_dummy_023,1.0
MAR_dummy_024,1.0
MAR_dummy_025,1.0
MAR_dummy_026,1.0
MAR_dummy_027,1.0
MAR_dummy_028,1.0
MAR_dummy_029,1.0
MAR_dummy_030,1.0
MAR_dummy_031,1.0
MAR_dummy_032,1.0
MAR_dummy_033,1.0
MAR_dummy_034,1.0
MAR_dummy_035,1.0
MAR_dummy_036,1.0
MAR_dummy_037,1.0
MAR_dummy_038,1.0
MAR_dummy_039,1.0
MAR_dummy_040,1.0
MAR_dummy_041,1.0
MAR_dummy_042,1.0
MAR_dummy_043,1.0
temporary_exchange_MAM_dummy_001[e],1.0
temporary_exchange_MAM01371[c],1.0
temporary_exchange_MAM02040[m],9.0
temporary_exchange_MAM01597[m],10.0
temporary_exchange_MAM01802[m],9.0
temporary_exchange_MAM02552[m],9.0
temporary_exchange_MAM02348[c],1.0
temporary_exchange_MAM01334[c],1.0
temporary_exchange_MAM02759[c],1.0
temporary_exchange_MAM01803[m],9.0
temporary_exchange_MAM02553[m],9.0
temporary_exchange_MAM02039[m],9.0
temporary_exchange_MAM01261[m],10.0
temporary_exchange_MAM02348[m],1.0
