ID,Flux
MAR06412,1.0
MAR08507,3.0
MAR08509,3.0
MAR04082,22.0
MAR04040,1.0
MAR04042,1.0
MAR04046,1.0
MAR04080,1.0
MAR04419,1.0
MAR04083,22.0
MAR03802_f,3.0
MAR03829_f,5.0
MAR00710_f,4.0
MAR04139_f,4.0
MAR04145,1.0
MAR04152_f,2.0
MAR04209,2.0
MAR04410_f,10.0
MAR04589_f,1.0
MAR06413,2.0
MAR06414_f,2.0
MAR03977,1.0
MAR06914,4.5
MAR06916,24.0
MAR06918,9.0
MAR06921,7.0
MAR08746,1.0
MAR03825,6.0
MAR04855_f,8.0
MAR04898_f,4.5
MAR04926,1.0
MAR05043,4.0
MAR06328_f,4.0
MAR02303_f,4.0
MAR11430,1.0
MAR20069,1.0
MAR04002_r,1.0
MAR04412_r,1.0
MAR04016_r,1.0
MAR03804_r,3.0
MAR03827_r,6.0
MAR06409_r,3.0
MAR03958_r,3.0
MAR04141_r,7.0
MAR04408_r,7.0
MAR04458_r,1.0
MAR04652_r,2.0
MAR04852_r,5.0
temporary_exchange_MAM01975[c],1.0
temporary_exchange_MAM02630[c],4.5
temporary_exchange_MAM02751[c],1.0
temporary_exchange_MAM01285[c],1.0
temporary_exchange_MAM02039[c],1.0
temporary_exchange_MAM02040[c],3.0
temporary_exchange_MAM01371[c],1.0
temporary_exchange_MAM01596[c],5.0
temporary_exchange_MAM02578[c],2.0
