ID,Flux
MAR03784_f,1.0
MAR03206,1.0
MAR03208,1.0
MAR03213,1.0
MAR03215,1.0
MAR03778,1.0
MAR03780,1.0
MAR03785,1.0
MAR03823_f,1.0
temporary_exchange_MAM02184[m],1.0
temporary_exchange_MAM01306[m],1.0
temporary_exchange_MAM02552[m],2.0
temporary_exchange_MAM01597[m],2.0
temporary_exchange_MAM01802[m],1.0
temporary_exchange_MAM02040[m],1.0
temporary_exchange_MAM02046[m],1.0
temporary_exchange_MAM01371[m],1.0
temporary_exchange_MAM01974[m],1.0
temporary_exchange_MAM02553[m],2.0
temporary_exchange_MAM01596[m],1.0
temporary_exchange_MAM01803[m],1.0
temporary_exchange_MAM01261[m],1.0
temporary_exchange_MAM02039[m],2.0
temporary_exchange_MAM02751[m],1.0
temporary_exchange_MAM01285[m],1.0
temporary_exchange_MAM02944[m],1.0
